feature_name,included_flag,feature_family,trainability_status,imputation_policy,missingness_flag_created,encoding_policy,transform_policy,model_ready_dtype,selection_reason,exclusion_reason
days_until_action,NO,other,BLOCK_ALL_ZERO,KEEP_NAN_NOT_ZERO,NO,NONE,none,int64,,DROP_ALL_ZERO_PLACEHOLDER
buy_now_flag,NO,other,BLOCK_ALL_ZERO,KEEP_NAN_NOT_ZERO,NO,NONE,none,int64,,DROP_ALL_ZERO_PLACEHOLDER
watch_flag,NO,other,BLOCK_ALL_ZERO,KEEP_NAN_NOT_ZERO,NO,NONE,none,int64,,DROP_ALL_ZERO_PLACEHOLDER
do_not_buy_flag,YES,other,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,int64,trainability_MODEL_READY,
current_soh_units,YES,other,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,int64,trainability_MODEL_READY,
on_order_units,NO,other,BLOCK_LEAKAGE_RISK,KEEP_NAN_NOT_ZERO,NO,NONE,none,int64,,BLOCK_ACTION_OR_ORDER_FIELD
effective_available_units,YES,other,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,int64,trainability_MODEL_READY,
gap_to_day_one_target_units,NO,other,BLOCK_TARGET_DERIVED,KEEP_NAN_NOT_ZERO,NO,NONE,none,int64,,TARGET_ONLY_NOT_FEATURE
demand_evidence_class,YES,other,ENCODE_CATEGORICAL,PRESERVE_UNKNOWN_LABEL,NO,LOW_CARDINALITY_LABEL_ENCODE,none,category_encoded_float,trainability_ENCODE_CATEGORICAL,
confidence_band,YES,other,ENCODE_CATEGORICAL,PRESERVE_UNKNOWN_LABEL,NO,LOW_CARDINALITY_LABEL_ENCODE,none,category_encoded_float,trainability_ENCODE_CATEGORICAL,
historical_promo_response_summary,NO,prior_promo_history,REPORT_ONLY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,REPORT_AND_DIAGNOSTIC_ONLY
historical_units_same_discount_avg,YES,prior_promo_history,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
historical_units_same_or_better_discount_avg,YES,prior_promo_history,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
historical_promo_events_same_discount,YES,prior_promo_history,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,int64,trainability_MODEL_READY,
historical_promo_events_same_or_better_discount,YES,prior_promo_history,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,int64,trainability_MODEL_READY,
discount_response_summary,NO,other,TEXT_DIAGNOSTIC_ONLY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,HIGH_CARDINALITY_TEXT_EXCLUDE_OR_HASH
forecast_trust_band,NO,other,BLOCK_CONSTANT,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,DROP_CONSTANT_COLUMN
promotion_backtest_within_10pct_flag,NO,promotion_backtest,BLOCK_POST_PROMO_ACTUAL,KEEP_NAN_NOT_ZERO,NO,NONE,none,int64,,BLOCK_POST_PROMO_OUTCOME
promotion_backtest_mean_absolute_pct_error,NO,promotion_backtest,BLOCK_POST_PROMO_ACTUAL,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,BLOCK_POST_PROMO_OUTCOME
promotion_backtest_bias_class,NO,promotion_backtest,BLOCK_POST_PROMO_ACTUAL,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,BLOCK_POST_PROMO_OUTCOME
promotion_backtest_comparable_event_count,NO,promotion_backtest,BLOCK_POST_PROMO_ACTUAL,KEEP_NAN_NOT_ZERO,NO,NONE,none,int64,,BLOCK_POST_PROMO_OUTCOME
stockout_risk_reason,NO,other,TEXT_DIAGNOSTIC_ONLY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,HIGH_CARDINALITY_TEXT_EXCLUDE_OR_HASH
days_of_cover_to_promo_start,YES,other,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
days_of_cover_first_7_days,YES,other,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
projected_launch_cover_units,YES,other,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
stockout_risk_band,YES,other,ENCODE_CATEGORICAL,PRESERVE_UNKNOWN_LABEL,NO,LOW_CARDINALITY_LABEL_ENCODE,none,category_encoded_float,trainability_ENCODE_CATEGORICAL,
overstock_risk_band,YES,other,ENCODE_CATEGORICAL,PRESERVE_UNKNOWN_LABEL,NO,LOW_CARDINALITY_LABEL_ENCODE,none,category_encoded_float,trainability_ENCODE_CATEGORICAL,
estimated_leftover_units,NO,other,BLOCK_POST_PROMO_ACTUAL,KEEP_NAN_NOT_ZERO,NO,NONE,none,int64,,BLOCK_POST_PROMO_OUTCOME
estimated_leftover_cost_dollars,NO,other,BLOCK_POST_PROMO_ACTUAL,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,BLOCK_POST_PROMO_OUTCOME
target_end_stock_units,NO,target,BLOCK_TARGET_DERIVED,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,TARGET_ONLY_NOT_FEATURE
target_end_days_cover,NO,target,BLOCK_TARGET_DERIVED,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,TARGET_ONLY_NOT_FEATURE
cashflow_runoff_status,NO,other,BLOCK_CONSTANT,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,DROP_CONSTANT_COLUMN
trust_floor_status,YES,other,ENCODE_CATEGORICAL,PRESERVE_UNKNOWN_LABEL,NO,LOW_CARDINALITY_LABEL_ENCODE,none,category_encoded_float,trainability_ENCODE_CATEGORICAL,
units_needed_for_trust_floor,YES,other,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
units_needed_for_high_demand_cover,NO,other,BLOCK_ALL_ZERO,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,DROP_ALL_ZERO_PLACEHOLDER
units_above_trust_target,NO,other,BLOCK_LEAKAGE_RISK,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,BLOCK_LEAKAGE_RISK_FIELD
capital_tied_above_trust_target,NO,other,BLOCK_LEAKAGE_RISK,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,BLOCK_LEAKAGE_RISK_FIELD
expected_gp_on_trust_floor_units,YES,other,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
expected_gp_on_speculative_units,YES,other,SPARSE_SIGNAL_KEEP,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_SPARSE_SIGNAL_KEEP,
risk_adjusted_value_of_speculative_units,YES,other,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
speculative_capital_above_floor_units,YES,other,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
speculative_capital_above_floor_value,YES,other,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
SOH_at_advice_time,YES,other,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,int64,trainability_MODEL_READY,
on_order_at_advice_time,YES,other,SPARSE_SIGNAL_KEEP,KEEP_NAN_NOT_ZERO,NO,NONE,none,int64,trainability_SPARSE_SIGNAL_KEEP,
projected_SOH_at_promo_start,YES,other,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,int64,trainability_MODEL_READY,
target_SOH_at_promo_start,NO,target,BLOCK_TARGET_DERIVED,KEEP_NAN_NOT_ZERO,NO,NONE,none,int64,,TARGET_ONLY_NOT_FEATURE
recommended_order_value,NO,other,BLOCK_LEAKAGE_RISK,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,BLOCK_ACTION_OR_ORDER_FIELD
weeks_of_cover_entering_promo,YES,other,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
end_of_promo_residual_risk,YES,other,ENCODE_CATEGORICAL,PRESERVE_UNKNOWN_LABEL,NO,LOW_CARDINALITY_LABEL_ENCODE,none,category_encoded_float,trainability_ENCODE_CATEGORICAL,
SKU_MAE,YES,other,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
SKU_MSE,YES,other,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
SKU_bias,YES,other,ENCODE_CATEGORICAL,PRESERVE_UNKNOWN_LABEL,NO,LOW_CARDINALITY_LABEL_ENCODE,none,category_encoded_float,trainability_ENCODE_CATEGORICAL,
data_quality_flag,YES,other,ENCODE_CATEGORICAL,PRESERVE_UNKNOWN_LABEL,NO,LOW_CARDINALITY_LABEL_ENCODE,none,category_encoded_float,trainability_ENCODE_CATEGORICAL,
promotion_row_key,NO,identity,REPORT_ONLY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,KEEP_AS_IDENTITY_NOT_MODEL_INPUT
feature_discount_depth_pct,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_price_gap_ex_gst,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_price_gap_pct_vs_normal,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_promo_price_ratio_vs_normal,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_offer_strength_score,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_low_ticket_flag,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_mid_ticket_flag,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_high_ticket_flag,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_offer_text_percent_flag,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_offer_text_amount_flag,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_offer_text_multi_buy_flag,YES,feature_engineered,SPARSE_SIGNAL_KEEP,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_SPARSE_SIGNAL_KEEP,
feature_offer_text_bonus_flag,NO,feature_engineered,BLOCK_ALL_ZERO,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,DROP_ALL_ZERO_PLACEHOLDER
feature_catalogue_position_score,NO,feature_engineered,BLOCK_ALL_ZERO,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,DROP_ALL_ZERO_PLACEHOLDER
feature_catalogue_top_quartile_flag,NO,feature_engineered,BLOCK_ALL_ZERO,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,DROP_ALL_ZERO_PLACEHOLDER
feature_catalogue_front_half_flag,NO,feature_engineered,BLOCK_ALL_ZERO,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,DROP_ALL_ZERO_PLACEHOLDER
feature_effective_margin_compression_pct,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_margin_dollars_at_risk,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_expected_gm_change_dollars,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_margin_delta_per_unit,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_discount_to_margin_tradeoff,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_rebate_adjusted_margin_pct,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_rebate_dependency_score,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_effective_cost_ratio,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_unit_profit_after_fees,NO,feature_engineered,BLOCK_LEAKAGE_RISK,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,BLOCK_LEAKAGE_RISK_FIELD
feature_unit_profitability_ratio,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_margin_sacrifice_per_expected_unit,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_fee_burden_ratio,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_fee_share_of_unit_margin,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_capital_at_risk,YES,feature_engineered,SPARSE_SIGNAL_KEEP,KEEP_NAN_NOT_ZERO,NO,NONE,add_outlier_flag,float64,trainability_SPARSE_SIGNAL_KEEP,
feature_inventory_carry_cost_burden,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_profit_risk_asymmetry,YES,feature_engineered,SPARSE_SIGNAL_KEEP,KEEP_NAN_NOT_ZERO,NO,NONE,add_outlier_flag,float64,trainability_SPARSE_SIGNAL_KEEP,
feature_promo_capital_efficiency,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_gmroi_regime_score,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_allocation_vs_baseline_demand_ratio,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,cap_by_percentile,float64,trainability_MODEL_READY,
feature_allocation_vs_required_implied_demand_ratio,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,cap_by_percentile,float64,trainability_MODEL_READY,
feature_allocation_to_baseline_gap,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_required_vs_allocation_gap,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_total_stock_pressure_ratio,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,cap_by_percentile,float64,trainability_MODEL_READY,
feature_stock_sufficiency_gap_units,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_current_soh_ratio,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
