feature_name,included_flag,feature_family,trainability_status,imputation_policy,missingness_flag_created,encoding_policy,transform_policy,model_ready_dtype,selection_reason,exclusion_reason
feature_transactions_with_sku_per_day,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_units_per_transaction_when_sku_present,YES,feature_engineered,MODEL_READY,KEEP_UNKNOWN_OR_NAN,YES,NONE,none,float64,trainability_MODEL_READY,
feature_weekend_share_with_sku,YES,feature_engineered,MODEL_READY,KEEP_UNKNOWN_OR_NAN,YES,NONE,none,float64,trainability_MODEL_READY,
feature_pay_cycle_sensitivity_score,YES,feature_engineered,MODEL_READY,KEEP_UNKNOWN_OR_NAN,YES,NONE,none,float64,trainability_MODEL_READY,
feature_stock_constrained_history_flag,YES,feature_engineered,MODEL_READY,KEEP_UNKNOWN_OR_NAN,YES,NONE,none,float64,trainability_MODEL_READY,
feature_lost_sales_risk_score,YES,feature_engineered,MODEL_READY,KEEP_UNKNOWN_OR_NAN,YES,NONE,none,float64,trainability_MODEL_READY,
feature_stock_constrained_evidence_promo_count,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_probability_sku_in_multi_item_basket,YES,feature_engineered,MODEL_READY,KEEP_UNKNOWN_OR_NAN,YES,NONE,none,float64,trainability_MODEL_READY,
feature_probability_sku_solo_purchase,YES,feature_engineered,MODEL_READY,KEEP_UNKNOWN_OR_NAN,YES,NONE,none,float64,trainability_MODEL_READY,
feature_probability_units_given_multi_item_basket,NO,feature_engineered,BLOCK_FULLY_MISSING,KEEP_UNKNOWN_OR_NAN,YES,NONE,none,float64,,REPAIR_JOIN_OR_DROP
feature_probability_zero_units_given_low_traffic,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_companion_absence_risk_score,NO,feature_engineered,BLOCK_ALL_ZERO,KEEP_UNKNOWN_OR_NAN,YES,NONE,none,float64,,DROP_ALL_ZERO_PLACEHOLDER
feature_basket_history_evidence_promo_count,YES,feature_basket,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_basket_history_transaction_count,YES,feature_basket,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_basket_history_missing_evidence_flag,YES,feature_basket,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_basket_anchor_sku_score,YES,feature_basket,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_basket_drag_along_dependency_score,YES,feature_basket,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_basket_lone_random_purchase_score,YES,feature_basket,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_basket_conditional_dependency_score,YES,feature_basket,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_high_seller_companion_presence_probability,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_promo_anchor_absence_risk,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_top_20pct_driver_flag,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_long_tail_dependency_flag,NO,feature_engineered,BLOCK_ALL_ZERO,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,DROP_ALL_ZERO_PLACEHOLDER
feature_basket_fragility_score,YES,feature_basket,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_basket_convexity_support_score,YES,feature_basket,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_basket_structure_evidence_available_flag,YES,feature_basket,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_sparse_demand_low_signal_flag,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_sparse_demand_stable_low_trust_flag,NO,feature_engineered,BLOCK_ALL_ZERO,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,DROP_ALL_ZERO_PLACEHOLDER
feature_sparse_demand_random_tail_flag,NO,feature_engineered,BLOCK_ALL_ZERO,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,DROP_ALL_ZERO_PLACEHOLDER
feature_sparse_demand_repeatability_score,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_sparse_demand_randomness_score,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_sparse_demand_one_off_likelihood_score,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_sparse_demand_daily_stability_score,NO,feature_engineered,BLOCK_CONSTANT,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,DROP_CONSTANT_COLUMN
feature_sparse_demand_outlier_shape_score,NO,feature_engineered,BLOCK_ALL_ZERO,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,DROP_ALL_ZERO_PLACEHOLDER
feature_sparse_demand_noise_regime_score,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_sparse_demand_evidence_available_flag,NO,feature_engineered,BLOCK_CONSTANT,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,DROP_CONSTANT_COLUMN
feature_anchor_presence_dependency_score,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_anchor_absence_suppressed_demand_score,NO,feature_engineered,BLOCK_ALL_ZERO,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,DROP_ALL_ZERO_PLACEHOLDER
feature_conditional_sale_probability_given_anchor,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_lone_purchase_noise_score,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_transaction_object_stability_score,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_basket_regime_class,YES,feature_basket,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_basket_anchor_strength_score,YES,feature_basket,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_basket_dependency_fragility_score,YES,feature_basket,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_companion_presence_support_score,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_basket_depth_conditional_units_score,YES,feature_basket,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_micro_market_clearing_pressure,NO,feature_engineered,REVIEW_REQUIRED,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,MOSTLY_ZERO_REVIEW_MEANING
feature_local_equilibrium_gap_units,YES,feature_engineered,SPARSE_SIGNAL_KEEP,KEEP_NAN_NOT_ZERO,NO,NONE,add_outlier_flag,float64,trainability_SPARSE_SIGNAL_KEEP,
feature_local_equilibrium_gap_dollars,YES,feature_engineered,SPARSE_SIGNAL_KEEP,KEEP_NAN_NOT_ZERO,NO,NONE,add_outlier_flag,float64,trainability_SPARSE_SIGNAL_KEEP,
feature_substitute_pressure_score,NO,feature_engineered,BLOCK_ALL_ZERO,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,DROP_ALL_ZERO_PLACEHOLDER
feature_complement_support_score,NO,feature_engineered,BLOCK_ALL_ZERO,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,DROP_ALL_ZERO_PLACEHOLDER
feature_attention_competition_score,NO,feature_engineered,BLOCK_ALL_ZERO,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,DROP_ALL_ZERO_PLACEHOLDER
feature_promo_field_equilibrium_state,NO,feature_engineered,REVIEW_REQUIRED,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,MOSTLY_ZERO_REVIEW_MEANING
feature_inventory_constrained_demand_proxy,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_small_unit_option_value,NO,feature_engineered,REVIEW_REQUIRED,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,MOSTLY_ZERO_REVIEW_MEANING
feature_convexity_to_capital_score,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_trust_floor_convexity_score,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_high_demand_underprotection_score,NO,feature_engineered,REVIEW_REQUIRED,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,MOSTLY_ZERO_REVIEW_MEANING
feature_end_shape_fragility_score,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_kalman_demand_state_level,NO,feature_engineered,BLOCK_ALL_ZERO,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,DROP_ALL_ZERO_PLACEHOLDER
feature_kalman_demand_state_trend,NO,feature_engineered,BLOCK_ALL_ZERO,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,DROP_ALL_ZERO_PLACEHOLDER
feature_kalman_demand_state_uncertainty,NO,feature_engineered,BLOCK_CONSTANT,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,DROP_CONSTANT_COLUMN
feature_kalman_demand_state_shift_score,NO,feature_engineered,BLOCK_ALL_ZERO,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,DROP_ALL_ZERO_PLACEHOLDER
feature_kalman_demand_state_review_only_flag,NO,feature_engineered,BLOCK_CONSTANT,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,DROP_CONSTANT_COLUMN
feature_wasserstein_recent_vs_baseline_distance,NO,feature_engineered,BLOCK_ALL_ZERO,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,DROP_ALL_ZERO_PLACEHOLDER
feature_distribution_shape_shift_score,NO,feature_engineered,BLOCK_ALL_ZERO,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,DROP_ALL_ZERO_PLACEHOLDER
feature_distribution_tail_pressure_score,NO,feature_engineered,BLOCK_ALL_ZERO,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,DROP_ALL_ZERO_PLACEHOLDER
feature_distribution_sparse_support_distance,NO,feature_engineered,BLOCK_CONSTANT,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,DROP_CONSTANT_COLUMN
feature_distribution_shape_review_only_flag,NO,feature_engineered,BLOCK_CONSTANT,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,DROP_CONSTANT_COLUMN
feature_expected_baseline_units_promo_window,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_expected_baseline_units_first_7_days,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_expected_incremental_uplift_units_same_discount,YES,feature_engineered,SPARSE_SIGNAL_KEEP,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_SPARSE_SIGNAL_KEEP,
feature_expected_incremental_uplift_units_first_7_days,YES,feature_engineered,SPARSE_SIGNAL_KEEP,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_SPARSE_SIGNAL_KEEP,
feature_expected_total_units_from_baseline_plus_uplift,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_expected_total_units_first_7_days,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_uplift_share_of_total_expected_units,YES,feature_engineered,SPARSE_SIGNAL_KEEP,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_SPARSE_SIGNAL_KEEP,
feature_uplift_support_event_count,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_uplift_confidence_score,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_uplift_instability_score,YES,feature_engineered,SPARSE_SIGNAL_KEEP,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_SPARSE_SIGNAL_KEEP,
feature_uplift_vs_base_ratio,YES,feature_engineered,SPARSE_SIGNAL_KEEP,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_SPARSE_SIGNAL_KEEP,
feature_uplift_demand_support_flag,YES,feature_engineered,SPARSE_SIGNAL_KEEP,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_SPARSE_SIGNAL_KEEP,
feature_allocation_vs_probability_expected_units_ratio,YES,feature_engineered,MODEL_READY,KEEP_UNKNOWN_OR_NAN,YES,NONE,none,float64,trainability_MODEL_READY,
feature_allocated_units_minus_probability_expected_units,YES,feature_engineered,MODEL_READY,KEEP_UNKNOWN_OR_NAN,YES,NONE,none,float64,trainability_MODEL_READY,
feature_probability_expected_excess_units,YES,feature_engineered,MODEL_READY,KEEP_UNKNOWN_OR_NAN,YES,NONE,none,float64,trainability_MODEL_READY,
feature_probability_expected_excess_units_pct,YES,feature_engineered,MODEL_READY,KEEP_UNKNOWN_OR_NAN,YES,NONE,none,float64,trainability_MODEL_READY,
feature_probability_expected_sell_through_pct,YES,feature_engineered,MODEL_READY,KEEP_UNKNOWN_OR_NAN,YES,NONE,none,float64,trainability_MODEL_READY,
feature_probability_excess_capital_at_risk,YES,feature_engineered,SPARSE_SIGNAL_KEEP,KEEP_UNKNOWN_OR_NAN,YES,NONE,add_outlier_flag,float64,trainability_SPARSE_SIGNAL_KEEP,
feature_probability_allocation_discipline_score,YES,feature_engineered,MODEL_READY,KEEP_UNKNOWN_OR_NAN,YES,NONE,none,float64,trainability_MODEL_READY,
feature_allocation_vs_uplift_supported_units_ratio,YES,feature_engineered,MODEL_READY,KEEP_UNKNOWN_OR_NAN,YES,NONE,none,float64,trainability_MODEL_READY,
feature_allocated_units_minus_uplift_supported_units,YES,feature_engineered,MODEL_READY,KEEP_UNKNOWN_OR_NAN,YES,NONE,none,float64,trainability_MODEL_READY,
feature_uplift_supported_excess_units,YES,feature_engineered,MODEL_READY,KEEP_UNKNOWN_OR_NAN,YES,NONE,none,float64,trainability_MODEL_READY,
feature_uplift_supported_excess_units_pct,YES,feature_engineered,MODEL_READY,KEEP_UNKNOWN_OR_NAN,YES,NONE,none,float64,trainability_MODEL_READY,
feature_uplift_supported_sell_through_pct,YES,feature_engineered,MODEL_READY,KEEP_UNKNOWN_OR_NAN,YES,NONE,none,float64,trainability_MODEL_READY,
feature_uplift_supported_excess_capital_at_risk,YES,feature_engineered,SPARSE_SIGNAL_KEEP,KEEP_UNKNOWN_OR_NAN,YES,NONE,add_outlier_flag,float64,trainability_SPARSE_SIGNAL_KEEP,
feature_uplift_allocation_discipline_score,YES,feature_engineered,MODEL_READY,KEEP_UNKNOWN_OR_NAN,YES,NONE,none,float64,trainability_MODEL_READY,
feature_allocation_vs_baseline_gap_units,YES,feature_engineered,MODEL_READY,KEEP_UNKNOWN_OR_NAN,YES,NONE,none,float64,trainability_MODEL_READY,
feature_allocation_vs_uplift_supported_gap_units,YES,feature_engineered,MODEL_READY,KEEP_UNKNOWN_OR_NAN,YES,NONE,none,float64,trainability_MODEL_READY,
feature_allocation_vs_supported_total_gap_units,YES,feature_engineered,MODEL_READY,KEEP_UNKNOWN_OR_NAN,YES,NONE,none,float64,trainability_MODEL_READY,
feature_supported_sell_through_score,YES,feature_engineered,MODEL_READY,KEEP_UNKNOWN_OR_NAN,YES,NONE,none,float64,trainability_MODEL_READY,
feature_discount_evidence_strength_score,YES,feature_engineered,MODEL_READY,KEEP_UNKNOWN_OR_NAN,YES,NONE,none,float64,trainability_MODEL_READY,
feature_allocation_risk_over_uplift_score,YES,feature_engineered,MODEL_READY,KEEP_UNKNOWN_OR_NAN,YES,NONE,none,float64,trainability_MODEL_READY,
feature_launch_stock_support_score,YES,feature_engineered,MODEL_READY,KEEP_UNKNOWN_OR_NAN,YES,NONE,none,float64,trainability_MODEL_READY,
feature_total_window_pressure_vs_launch_support_conflict_score,YES,feature_engineered,MODEL_READY,KEEP_UNKNOWN_OR_NAN,YES,NONE,none,float64,trainability_MODEL_READY,
feature_base_soh_trust_floor_units,NO,feature_engineered,BLOCK_CONSTANT,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,DROP_CONSTANT_COLUMN
feature_stock_below_trust_floor_flag,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_projected_stock_gap_to_trust_floor_units,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_units_needed_for_trust_floor,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_units_needed_for_high_demand_cover,NO,feature_engineered,BLOCK_ALL_ZERO,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,DROP_ALL_ZERO_PLACEHOLDER
feature_trust_floor_missed_demand_risk_score,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_expected_lost_units_below_trust_floor,YES,feature_engineered,SPARSE_SIGNAL_KEEP,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_SPARSE_SIGNAL_KEEP,
feature_demand_pressure_vs_total_available_stock_ratio,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,cap_by_percentile,float64,trainability_MODEL_READY,
feature_units_above_trust_floor,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_units_above_trust_target,NO,feature_engineered,BLOCK_LEAKAGE_RISK,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,BLOCK_LEAKAGE_RISK_FIELD
feature_expected_residual_stock_units,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_expected_leftover_above_trust_floor_units,NO,feature_engineered,BLOCK_POST_PROMO_ACTUAL,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,BLOCK_POST_PROMO_OUTCOME
feature_expected_bill_cycle_capital_drag_dollars,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_capital_tied_above_trust_target,NO,feature_engineered,BLOCK_LEAKAGE_RISK,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,BLOCK_LEAKAGE_RISK_FIELD
feature_expected_bill_cycle_capital_drag_ratio,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_expected_gp_on_trust_floor_units,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_expected_gp_on_speculative_units,YES,feature_engineered,SPARSE_SIGNAL_KEEP,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_SPARSE_SIGNAL_KEEP,
feature_expected_gp_per_capital_committed,YES,feature_engineered,SPARSE_SIGNAL_KEEP,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_SPARSE_SIGNAL_KEEP,
feature_risk_adjusted_value_of_speculative_units,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_speculative_above_trust_floor_risk_flag,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_pre_promo_cover_ratio,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_inventory_sufficiency_flag,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_capital_at_risk_per_expected_unit,YES,feature_engineered,SPARSE_SIGNAL_KEEP,KEEP_NAN_NOT_ZERO,NO,NONE,add_outlier_flag,float64,trainability_SPARSE_SIGNAL_KEEP,
feature_gross_profit_per_incremental_unit_expected,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_weak_promo_low_value_flag,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_pca_structure_residual_score,NO,feature_pca,BLOCK_FULLY_MISSING,KEEP_UNKNOWN_OR_NAN,YES,NONE,none,float64,,REPAIR_JOIN_OR_DROP
feature_pca_structure_fit_score,NO,feature_pca,BLOCK_FULLY_MISSING,KEEP_UNKNOWN_OR_NAN,YES,NONE,none,float64,,REPAIR_JOIN_OR_DROP
feature_pca_structure_outlier_flag,NO,feature_pca,BLOCK_FULLY_MISSING,KEEP_UNKNOWN_OR_NAN,YES,NONE,none,float64,,REPAIR_JOIN_OR_DROP
feature_pca_allocation_residual_score,NO,feature_pca,BLOCK_FULLY_MISSING,KEEP_UNKNOWN_OR_NAN,YES,NONE,none,float64,,REPAIR_JOIN_OR_DROP
feature_pca_allocation_outlier_flag,NO,feature_pca,BLOCK_FULLY_MISSING,KEEP_UNKNOWN_OR_NAN,YES,NONE,none,float64,,REPAIR_JOIN_OR_DROP
feature_trust_floor_pressure_state,YES,feature_engineered,ENCODE_CATEGORICAL,PRESERVE_UNKNOWN_LABEL,NO,LOW_CARDINALITY_LABEL_ENCODE,none,category_encoded_float,trainability_ENCODE_CATEGORICAL,
feature_speculative_capital_pressure_state,YES,feature_engineered,ENCODE_CATEGORICAL,PRESERVE_UNKNOWN_LABEL,NO,LOW_CARDINALITY_LABEL_ENCODE,none,category_encoded_float,trainability_ENCODE_CATEGORICAL,
feature_replenishment_confidence_state,YES,feature_engineered,ENCODE_CATEGORICAL,PRESERVE_UNKNOWN_LABEL,NO,LOW_CARDINALITY_LABEL_ENCODE,none,category_encoded_float,trainability_ENCODE_CATEGORICAL,
feature_promotion_context_quality_state,YES,feature_engineered,ENCODE_CATEGORICAL,PRESERVE_UNKNOWN_LABEL,NO,LOW_CARDINALITY_LABEL_ENCODE,none,category_encoded_float,trainability_ENCODE_CATEGORICAL,
feature_capital_deployment_posture,NO,feature_engineered,BLOCK_LEAKAGE_RISK,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,BLOCK_LEAKAGE_RISK_FIELD
feature_context_reason_summary,YES,feature_engineered,ENCODE_CATEGORICAL,PRESERVE_UNKNOWN_LABEL,NO,LOW_CARDINALITY_LABEL_ENCODE,none,category_encoded_float,trainability_ENCODE_CATEGORICAL,
feature_order_risk_reason_same_discount_weak_flag,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_order_risk_reason_elasticity_weak_flag,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_order_risk_reason_uplift_weak_flag,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_order_risk_reason_base_trend_falling_flag,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_order_risk_reason_launch_total_conflict_flag,YES,feature_engineered,SPARSE_SIGNAL_KEEP,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_SPARSE_SIGNAL_KEEP,
feature_order_risk_reason_stock_vs_supported_gap_high_flag,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_order_risk_reason_sparse_history_flag,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_order_risk_reason_multi_driver_count,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_order_risk_overallocation_score,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_order_support_strength_score,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_order_review_priority_score,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_survival_internal_late_stockout_opportunity_proxy_score,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_survival_internal_convex_upside_proxy_score,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_survival_late_promo_capture_proxy_score,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_survival_inventory_continuity_trust_proxy_score,NO,feature_engineered,BLOCK_ALL_ZERO,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,DROP_ALL_ZERO_PLACEHOLDER
feature_survival_internal_scarcity_capture_proxy_score,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_survival_full_promo_fulfillment_criticality_score,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_survival_prior_late_window_importance_score,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_survival_prior_availability_lift_proxy_score,NO,feature_engineered,BLOCK_ALL_ZERO,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,DROP_ALL_ZERO_PLACEHOLDER
feature_survival_min_stock_depth_sensitivity_score,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
feature_survival_inventory_continuity_win_rate,NO,feature_engineered,BLOCK_ALL_ZERO,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,,DROP_ALL_ZERO_PLACEHOLDER
feature_survival_convexity_confidence_score,YES,feature_engineered,MODEL_READY,KEEP_NAN_NOT_ZERO,NO,NONE,none,float64,trainability_MODEL_READY,
