promotion_row_key,source_training_slice,store_number,sku_number,promotion_name,department,category,inferred_supplier_number,realized_sales_units,target_actual_units_sold,sufficient_stock_demand_units_target,target_quality_label,target_weight,target_repair_basis,target_warning,stock_integrity_issue_flag
772|184633|2026-04-09|2026-04-22|772-184633-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,184633,Allocation Report - WK41&42 SKINCARE GOODY BAG,COLOUR COSMETICS,KIND,49112,2.0,2.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|184677|2026-04-09|2026-04-22|772-184677-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,184677,Allocation Report - WK41&42 SKINCARE GOODY BAG,SKINCARE,THERAPEUTIC,99999,5.0,5.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|184704|2026-04-09|2026-04-22|772-184704-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,184704,Allocation Report - WK41&42 SKINCARE GOODY BAG,SKINCARE,DERMA COS,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|184705|2026-04-09|2026-04-22|772-184705-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,184705,Allocation Report - WK41&42 SKINCARE GOODY BAG,SKINCARE,DERMA COS,99999,1.0,1.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|184706|2026-04-09|2026-04-22|772-184706-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,184706,Allocation Report - WK41&42 SKINCARE GOODY BAG,SKINCARE,DERMA COS,99999,3.0,3.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|184707|2026-04-09|2026-04-22|772-184707-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,184707,Allocation Report - WK41&42 SKINCARE GOODY BAG,SUNCARE,SUN PROTECTION,99999,6.0,6.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|184831|2026-04-09|2026-04-22|772-184831-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,184831,Allocation Report - WK41&42 SKINCARE GOODY BAG,SKINCARE,NATURAL,99999,1.0,1.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|184832|2026-04-09|2026-04-22|772-184832-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,184832,Allocation Report - WK41&42 SKINCARE GOODY BAG,SKINCARE,NATURAL,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|184833|2026-04-09|2026-04-22|772-184833-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,184833,Allocation Report - WK41&42 SKINCARE GOODY BAG,SKINCARE,NATURAL,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|184834|2026-04-09|2026-04-22|772-184834-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,184834,Allocation Report - WK41&42 SKINCARE GOODY BAG,SKINCARE,NATURAL,99999,1.0,1.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|184835|2026-04-09|2026-04-22|772-184835-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,184835,Allocation Report - WK41&42 SKINCARE GOODY BAG,SKINCARE,NATURAL,99999,1.0,1.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|184836|2026-04-09|2026-04-22|772-184836-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,184836,Allocation Report - WK41&42 SKINCARE GOODY BAG,SKINCARE,NATURAL,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|184837|2026-04-09|2026-04-22|772-184837-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,184837,Allocation Report - WK41&42 SKINCARE GOODY BAG,SKINCARE,NATURAL,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|184838|2026-04-09|2026-04-22|772-184838-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,184838,Allocation Report - WK41&42 SKINCARE GOODY BAG,SKINCARE,NATURAL,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,NO_EVIDENCE_NO_SALES|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|184839|2026-04-09|2026-04-22|772-184839-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,184839,Allocation Report - WK41&42 SKINCARE GOODY BAG,SKINCARE,NATURAL,99999,1.0,1.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|185057|2026-04-09|2026-04-22|772-185057-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,185057,Allocation Report - WK41&42 SKINCARE GOODY BAG,EYES EARS,EYEWEAR,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|185068|2026-04-09|2026-04-22|772-185068-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,185068,Allocation Report - WK41&42 SKINCARE GOODY BAG,EYES EARS,EYEWEAR,67454,1.0,1.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|185069|2026-04-09|2026-04-22|772-185069-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,185069,Allocation Report - WK41&42 SKINCARE GOODY BAG,EYES EARS,EYEWEAR,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|185178|2026-04-09|2026-04-22|772-185178-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,185178,Allocation Report - WK41&42 SKINCARE GOODY BAG,HAIRCARE,TREATMENT,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|185183|2026-04-09|2026-04-22|772-185183-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,185183,Allocation Report - WK41&42 SKINCARE GOODY BAG,SKINCARE,DERMA COS,99999,4.0,4.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|185192|2026-04-09|2026-04-22|772-185192-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,185192,Allocation Report - WK41&42 SKINCARE GOODY BAG,SUNCARE,SUN PROTECTION,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|185193|2026-04-09|2026-04-22|772-185193-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,185193,Allocation Report - WK41&42 SKINCARE GOODY BAG,SUNCARE,SUN PROTECTION,99999,1.0,1.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|185198|2026-04-09|2026-04-22|772-185198-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,185198,Allocation Report - WK41&42 SKINCARE GOODY BAG,SUNCARE,SUN PROTECTION,99999,1.0,1.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|185199|2026-04-09|2026-04-22|772-185199-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,185199,Allocation Report - WK41&42 SKINCARE GOODY BAG,SUNCARE,SUN PROTECTION,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|185219|2026-04-09|2026-04-22|772-185219-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,185219,Allocation Report - WK41&42 SKINCARE GOODY BAG,FRAGRANCE,SINGLES FEMALE,99999,3.0,3.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|185220|2026-04-09|2026-04-22|772-185220-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,185220,Allocation Report - WK41&42 SKINCARE GOODY BAG,FRAGRANCE,SINGLES FEMALE,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|185329|2026-04-09|2026-04-22|772-185329-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,185329,Allocation Report - WK41&42 SKINCARE GOODY BAG,BATH TOILETRIES,PERSONAL WASH,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|185346|2026-04-09|2026-04-22|772-185346-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,185346,Allocation Report - WK41&42 SKINCARE GOODY BAG,BATH TOILETRIES,PERSONAL WASH,99999,1.0,1.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|185440|2026-04-09|2026-04-22|772-185440-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,185440,Allocation Report - WK41&42 SKINCARE GOODY BAG,COLOUR COSMETICS,LOREAL,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|185448|2026-04-09|2026-04-22|772-185448-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,185448,Allocation Report - WK41&42 SKINCARE GOODY BAG,COLOUR COSMETICS,LOREAL,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|185450|2026-04-09|2026-04-22|772-185450-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,185450,Allocation Report - WK41&42 SKINCARE GOODY BAG,COLOUR COSMETICS,LOREAL,3707,2.0,2.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|185452|2026-04-09|2026-04-22|772-185452-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,185452,Allocation Report - WK41&42 SKINCARE GOODY BAG,COLOUR COSMETICS,LOREAL,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|185454|2026-04-09|2026-04-22|772-185454-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,185454,Allocation Report - WK41&42 SKINCARE GOODY BAG,COLOUR COSMETICS,LOREAL,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|185525|2026-04-09|2026-04-22|772-185525-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,185525,Allocation Report - WK41&42 SKINCARE GOODY BAG,COLOUR COSMETICS,LOREAL,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|185567|2026-04-09|2026-04-22|772-185567-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,185567,Allocation Report - WK41&42 SKINCARE GOODY BAG,DIGESTIVE CARE,HYDRATION,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|185581|2026-04-09|2026-04-22|772-185581-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,185581,Allocation Report - WK41&42 SKINCARE GOODY BAG,COLOUR COSMETICS,SALLY HANSEN,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|185622|2026-04-09|2026-04-22|772-185622-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,185622,Allocation Report - WK41&42 SKINCARE GOODY BAG,VITAMIN SUPPLEMENT,PHYS ACTIVITY SUPP,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|185625|2026-04-09|2026-04-22|772-185625-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,185625,Allocation Report - WK41&42 SKINCARE GOODY BAG,VITAMIN SUPPLEMENT,PHYS ACTIVITY SUPP,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|186206|2026-04-09|2026-04-22|772-186206-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,186206,Allocation Report - WK41&42 SKINCARE GOODY BAG,SKINCARE,COSMECEUTICAL,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|186282|2026-04-09|2026-04-22|772-186282-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,186282,Allocation Report - WK41&42 SKINCARE GOODY BAG,SKINCARE,DERMA COS,11660,8.0,8.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|186353|2026-04-09|2026-04-22|772-186353-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,186353,Allocation Report - WK41&42 SKINCARE GOODY BAG,SKINCARE,COSMECEUTICAL,99999,1.0,1.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|186354|2026-04-09|2026-04-22|772-186354-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,186354,Allocation Report - WK41&42 SKINCARE GOODY BAG,SKINCARE,COSMECEUTICAL,99999,1.0,1.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|186358|2026-04-09|2026-04-22|772-186358-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,186358,Allocation Report - WK41&42 SKINCARE GOODY BAG,SKINCARE,NATURAL,99999,1.0,1.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|186369|2026-04-09|2026-04-22|772-186369-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,186369,Allocation Report - WK41&42 SKINCARE GOODY BAG,SKINCARE,EVERYDAY SKIN,99999,9.0,9.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|186439|2026-04-09|2026-04-22|772-186439-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,186439,Allocation Report - WK41&42 SKINCARE GOODY BAG,COLOUR COSMETICS,REVLON,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|186440|2026-04-09|2026-04-22|772-186440-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,186440,Allocation Report - WK41&42 SKINCARE GOODY BAG,COLOUR COSMETICS,REVLON,4689,2.0,2.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|186441|2026-04-09|2026-04-22|772-186441-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,186441,Allocation Report - WK41&42 SKINCARE GOODY BAG,COLOUR COSMETICS,REVLON,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|186490|2026-04-09|2026-04-22|772-186490-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,186490,Allocation Report - WK41&42 SKINCARE GOODY BAG,SKINCARE,DERMA COS,10865,6.0,6.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|186515|2026-04-09|2026-04-22|772-186515-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,186515,Allocation Report - WK41&42 SKINCARE GOODY BAG,TANNING,TANNING SKIN,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|186518|2026-04-09|2026-04-22|772-186518-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,186518,Allocation Report - WK41&42 SKINCARE GOODY BAG,SUNCARE,SUN PROTECTION,99999,2.0,2.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|186519|2026-04-09|2026-04-22|772-186519-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,186519,Allocation Report - WK41&42 SKINCARE GOODY BAG,SUNCARE,SUN PROTECTION,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|186524|2026-04-09|2026-04-22|772-186524-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,186524,Allocation Report - WK41&42 SKINCARE GOODY BAG,TANNING,TANNING SKIN,99999,7.0,7.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|186525|2026-04-09|2026-04-22|772-186525-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,186525,Allocation Report - WK41&42 SKINCARE GOODY BAG,TANNING,TANNING SKIN,99999,3.0,3.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|186563|2026-04-09|2026-04-22|772-186563-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,186563,Allocation Report - WK41&42 SKINCARE GOODY BAG,COLOUR COSMETICS,SALLY HANSEN,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|186716|2026-04-09|2026-04-22|772-186716-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,186716,Allocation Report - WK41&42 SKINCARE GOODY BAG,COLOUR COSMETICS,BARRY M,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|186717|2026-04-09|2026-04-22|772-186717-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,186717,Allocation Report - WK41&42 SKINCARE GOODY BAG,COLOUR COSMETICS,BARRY M,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|186718|2026-04-09|2026-04-22|772-186718-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,186718,Allocation Report - WK41&42 SKINCARE GOODY BAG,COLOUR COSMETICS,BARRY M,11764,1.0,1.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|186719|2026-04-09|2026-04-22|772-186719-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,186719,Allocation Report - WK41&42 SKINCARE GOODY BAG,COLOUR COSMETICS,BARRY M,11764,1.0,1.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|186738|2026-04-09|2026-04-22|772-186738-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,186738,Allocation Report - WK41&42 SKINCARE GOODY BAG,COLOUR COSMETICS,BARRY M,11764,4.0,4.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|186739|2026-04-09|2026-04-22|772-186739-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,186739,Allocation Report - WK41&42 SKINCARE GOODY BAG,COLOUR COSMETICS,BARRY M,11764,2.0,2.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|186740|2026-04-09|2026-04-22|772-186740-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,186740,Allocation Report - WK41&42 SKINCARE GOODY BAG,COLOUR COSMETICS,BARRY M,11764,1.0,1.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|186743|2026-04-09|2026-04-22|772-186743-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,186743,Allocation Report - WK41&42 SKINCARE GOODY BAG,COLOUR COSMETICS,BARRY M,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|186751|2026-04-09|2026-04-22|772-186751-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,186751,Allocation Report - WK41&42 SKINCARE GOODY BAG,COLOUR COSMETICS,BARRY M,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|186752|2026-04-09|2026-04-22|772-186752-20260409|Allocation Report - WK41&42 SKINCARE GOODY BAG,policy-measurement-envfix-recent5k-20260522,772,186752,Allocation Report - WK41&42 SKINCARE GOODY BAG,COLOUR COSMETICS,BARRY M,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
