promotion_row_key,source_training_slice,store_number,sku_number,promotion_name,department,category,inferred_supplier_number,realized_sales_units,target_actual_units_sold,sufficient_stock_demand_units_target,target_quality_label,target_weight,target_repair_basis,target_warning,stock_integrity_issue_flag
772|189236|2026-03-19|2026-03-25|772-189236-20260319|Allocation Report - SE08 MAKE UP CATEGORY SALES EVENT,policy-measurement-envfix-recent5k-20260522,772,189236,Allocation Report - SE08 MAKE UP CATEGORY SALES EVENT,COLOUR COSMETICS,MAYBELLINE,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|189237|2026-03-19|2026-03-25|772-189237-20260319|Allocation Report - SE08 MAKE UP CATEGORY SALES EVENT,policy-measurement-envfix-recent5k-20260522,772,189237,Allocation Report - SE08 MAKE UP CATEGORY SALES EVENT,COLOUR COSMETICS,MAYBELLINE,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|189238|2026-03-19|2026-03-25|772-189238-20260319|Allocation Report - SE08 MAKE UP CATEGORY SALES EVENT,policy-measurement-envfix-recent5k-20260522,772,189238,Allocation Report - SE08 MAKE UP CATEGORY SALES EVENT,COLOUR COSMETICS,MAYBELLINE,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|189239|2026-03-19|2026-03-25|772-189239-20260319|Allocation Report - SE08 MAKE UP CATEGORY SALES EVENT,policy-measurement-envfix-recent5k-20260522,772,189239,Allocation Report - SE08 MAKE UP CATEGORY SALES EVENT,COLOUR COSMETICS,MAYBELLINE,3707,1.0,1.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|189245|2026-03-19|2026-03-25|772-189245-20260319|Allocation Report - SE08 MAKE UP CATEGORY SALES EVENT,policy-measurement-envfix-recent5k-20260522,772,189245,Allocation Report - SE08 MAKE UP CATEGORY SALES EVENT,COLOUR COSMETICS,MAYBELLINE,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|189249|2026-03-19|2026-03-25|772-189249-20260319|Allocation Report - SE08 MAKE UP CATEGORY SALES EVENT,policy-measurement-envfix-recent5k-20260522,772,189249,Allocation Report - SE08 MAKE UP CATEGORY SALES EVENT,COLOUR COSMETICS,MAYBELLINE,3707,1.0,1.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|189250|2026-03-19|2026-03-25|772-189250-20260319|Allocation Report - SE08 MAKE UP CATEGORY SALES EVENT,policy-measurement-envfix-recent5k-20260522,772,189250,Allocation Report - SE08 MAKE UP CATEGORY SALES EVENT,COLOUR COSMETICS,MAYBELLINE,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|189251|2026-03-19|2026-03-25|772-189251-20260319|Allocation Report - SE08 MAKE UP CATEGORY SALES EVENT,policy-measurement-envfix-recent5k-20260522,772,189251,Allocation Report - SE08 MAKE UP CATEGORY SALES EVENT,COLOUR COSMETICS,MAYBELLINE,3707,1.0,1.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|189262|2026-03-19|2026-03-25|772-189262-20260319|Allocation Report - SE08 MAKE UP CATEGORY SALES EVENT,policy-measurement-envfix-recent5k-20260522,772,189262,Allocation Report - SE08 MAKE UP CATEGORY SALES EVENT,COLOUR COSMETICS,MAYBELLINE,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|189263|2026-03-19|2026-03-25|772-189263-20260319|Allocation Report - SE08 MAKE UP CATEGORY SALES EVENT,policy-measurement-envfix-recent5k-20260522,772,189263,Allocation Report - SE08 MAKE UP CATEGORY SALES EVENT,COLOUR COSMETICS,MAYBELLINE,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|189264|2026-03-19|2026-03-25|772-189264-20260319|Allocation Report - SE08 MAKE UP CATEGORY SALES EVENT,policy-measurement-envfix-recent5k-20260522,772,189264,Allocation Report - SE08 MAKE UP CATEGORY SALES EVENT,COLOUR COSMETICS,MAYBELLINE,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|189353|2026-03-19|2026-03-25|772-189353-20260319|Allocation Report - SE08 MAKE UP CATEGORY SALES EVENT,policy-measurement-envfix-recent5k-20260522,772,189353,Allocation Report - SE08 MAKE UP CATEGORY SALES EVENT,SKINCARE,THERAPEUTIC,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,NO_EVIDENCE_NO_SALES|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|189429|2026-03-19|2026-03-25|772-189429-20260319|Allocation Report - SE08 MAKE UP CATEGORY SALES EVENT,policy-measurement-envfix-recent5k-20260522,772,189429,Allocation Report - SE08 MAKE UP CATEGORY SALES EVENT,VITAMIN SUPPLEMENT,MIND BODY BAL SUPP,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|189513|2026-03-19|2026-03-25|772-189513-20260319|Allocation Report - SE08 MAKE UP CATEGORY SALES EVENT,policy-measurement-envfix-recent5k-20260522,772,189513,Allocation Report - SE08 MAKE UP CATEGORY SALES EVENT,COLOUR COSMETICS,NYX,3707,1.0,1.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|189515|2026-03-19|2026-03-25|772-189515-20260319|Allocation Report - SE08 MAKE UP CATEGORY SALES EVENT,policy-measurement-envfix-recent5k-20260522,772,189515,Allocation Report - SE08 MAKE UP CATEGORY SALES EVENT,COLOUR COSMETICS,NYX,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|189516|2026-03-19|2026-03-25|772-189516-20260319|Allocation Report - SE08 MAKE UP CATEGORY SALES EVENT,policy-measurement-envfix-recent5k-20260522,772,189516,Allocation Report - SE08 MAKE UP CATEGORY SALES EVENT,COLOUR COSMETICS,NYX,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|189517|2026-03-19|2026-03-25|772-189517-20260319|Allocation Report - SE08 MAKE UP CATEGORY SALES EVENT,policy-measurement-envfix-recent5k-20260522,772,189517,Allocation Report - SE08 MAKE UP CATEGORY SALES EVENT,COLOUR COSMETICS,NYX,3707,1.0,1.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|189518|2026-03-19|2026-03-25|772-189518-20260319|Allocation Report - SE08 MAKE UP CATEGORY SALES EVENT,policy-measurement-envfix-recent5k-20260522,772,189518,Allocation Report - SE08 MAKE UP CATEGORY SALES EVENT,COLOUR COSMETICS,NYX,3707,2.0,2.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|189519|2026-03-19|2026-03-25|772-189519-20260319|Allocation Report - SE08 MAKE UP CATEGORY SALES EVENT,policy-measurement-envfix-recent5k-20260522,772,189519,Allocation Report - SE08 MAKE UP CATEGORY SALES EVENT,COLOUR COSMETICS,NYX,3707,1.0,1.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|189521|2026-03-19|2026-03-25|772-189521-20260319|Allocation Report - SE08 MAKE UP CATEGORY SALES EVENT,policy-measurement-envfix-recent5k-20260522,772,189521,Allocation Report - SE08 MAKE UP CATEGORY SALES EVENT,COLOUR COSMETICS,NYX,3707,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|189563|2026-03-19|2026-03-25|772-189563-20260319|Allocation Report - SE08 MAKE UP CATEGORY SALES EVENT,policy-measurement-envfix-recent5k-20260522,772,189563,Allocation Report - SE08 MAKE UP CATEGORY SALES EVENT,COLOUR COSMETICS,LOREAL,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|189571|2026-03-19|2026-03-25|772-189571-20260319|Allocation Report - SE08 MAKE UP CATEGORY SALES EVENT,policy-measurement-envfix-recent5k-20260522,772,189571,Allocation Report - SE08 MAKE UP CATEGORY SALES EVENT,COLOUR COSMETICS,LOREAL,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|189572|2026-03-19|2026-03-25|772-189572-20260319|Allocation Report - SE08 MAKE UP CATEGORY SALES EVENT,policy-measurement-envfix-recent5k-20260522,772,189572,Allocation Report - SE08 MAKE UP CATEGORY SALES EVENT,COLOUR COSMETICS,LOREAL,3707,2.0,2.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|189573|2026-03-19|2026-03-25|772-189573-20260319|Allocation Report - SE08 MAKE UP CATEGORY SALES EVENT,policy-measurement-envfix-recent5k-20260522,772,189573,Allocation Report - SE08 MAKE UP CATEGORY SALES EVENT,COLOUR COSMETICS,LOREAL,3707,1.0,1.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|189574|2026-03-19|2026-03-25|772-189574-20260319|Allocation Report - SE08 MAKE UP CATEGORY SALES EVENT,policy-measurement-envfix-recent5k-20260522,772,189574,Allocation Report - SE08 MAKE UP CATEGORY SALES EVENT,COLOUR COSMETICS,LOREAL,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|189640|2026-03-19|2026-03-25|772-189640-20260319|Allocation Report - SE08 MAKE UP CATEGORY SALES EVENT,policy-measurement-envfix-recent5k-20260522,772,189640,Allocation Report - SE08 MAKE UP CATEGORY SALES EVENT,COLOUR COSMETICS,NUDE BY NATURE,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|189646|2026-03-19|2026-03-25|772-189646-20260319|Allocation Report - SE08 MAKE UP CATEGORY SALES EVENT,policy-measurement-envfix-recent5k-20260522,772,189646,Allocation Report - SE08 MAKE UP CATEGORY SALES EVENT,COLOUR COSMETICS,NUDE BY NATURE,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|189647|2026-03-19|2026-03-25|772-189647-20260319|Allocation Report - SE08 MAKE UP CATEGORY SALES EVENT,policy-measurement-envfix-recent5k-20260522,772,189647,Allocation Report - SE08 MAKE UP CATEGORY SALES EVENT,COLOUR COSMETICS,NUDE BY NATURE,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|189728|2026-03-19|2026-03-25|772-189728-20260319|Allocation Report - SE08 MAKE UP CATEGORY SALES EVENT,policy-measurement-envfix-recent5k-20260522,772,189728,Allocation Report - SE08 MAKE UP CATEGORY SALES EVENT,ORAL HEALTH,TOOTHPASTE,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|189729|2026-03-19|2026-03-25|772-189729-20260319|Allocation Report - SE08 MAKE UP CATEGORY SALES EVENT,policy-measurement-envfix-recent5k-20260522,772,189729,Allocation Report - SE08 MAKE UP CATEGORY SALES EVENT,ORAL HEALTH,TOOTHPASTE,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|189731|2026-03-19|2026-03-25|772-189731-20260319|Allocation Report - SE08 MAKE UP CATEGORY SALES EVENT,policy-measurement-envfix-recent5k-20260522,772,189731,Allocation Report - SE08 MAKE UP CATEGORY SALES EVENT,ORAL HEALTH,DENTAL CARE,99999,4.0,4.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|189739|2026-03-19|2026-03-25|772-189739-20260319|Allocation Report - SE08 MAKE UP CATEGORY SALES EVENT,policy-measurement-envfix-recent5k-20260522,772,189739,Allocation Report - SE08 MAKE UP CATEGORY SALES EVENT,ORAL HEALTH,TOOTHPASTE,99999,1.0,1.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|189754|2026-03-19|2026-03-25|772-189754-20260319|Allocation Report - SE08 MAKE UP CATEGORY SALES EVENT,policy-measurement-envfix-recent5k-20260522,772,189754,Allocation Report - SE08 MAKE UP CATEGORY SALES EVENT,COLOUR COSMETICS,MAKEUP REVOLUTION,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|189755|2026-03-19|2026-03-25|772-189755-20260319|Allocation Report - SE08 MAKE UP CATEGORY SALES EVENT,policy-measurement-envfix-recent5k-20260522,772,189755,Allocation Report - SE08 MAKE UP CATEGORY SALES EVENT,COLOUR COSMETICS,MAKEUP REVOLUTION,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,NO_EVIDENCE_NO_SALES|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|189756|2026-03-19|2026-03-25|772-189756-20260319|Allocation Report - SE08 MAKE UP CATEGORY SALES EVENT,policy-measurement-envfix-recent5k-20260522,772,189756,Allocation Report - SE08 MAKE UP CATEGORY SALES EVENT,COLOUR COSMETICS,MAKEUP REVOLUTION,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|189757|2026-03-19|2026-03-25|772-189757-20260319|Allocation Report - SE08 MAKE UP CATEGORY SALES EVENT,policy-measurement-envfix-recent5k-20260522,772,189757,Allocation Report - SE08 MAKE UP CATEGORY SALES EVENT,COLOUR COSMETICS,MAKEUP REVOLUTION,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|189773|2026-03-19|2026-03-25|772-189773-20260319|Allocation Report - SE08 MAKE UP CATEGORY SALES EVENT,policy-measurement-envfix-recent5k-20260522,772,189773,Allocation Report - SE08 MAKE UP CATEGORY SALES EVENT,COLOUR COSMETICS,MAKEUP REVOLUTION,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|189774|2026-03-19|2026-03-25|772-189774-20260319|Allocation Report - SE08 MAKE UP CATEGORY SALES EVENT,policy-measurement-envfix-recent5k-20260522,772,189774,Allocation Report - SE08 MAKE UP CATEGORY SALES EVENT,ORAL HEALTH,TOOTHBRUSHES,99999,1.0,1.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|189775|2026-03-19|2026-03-25|772-189775-20260319|Allocation Report - SE08 MAKE UP CATEGORY SALES EVENT,policy-measurement-envfix-recent5k-20260522,772,189775,Allocation Report - SE08 MAKE UP CATEGORY SALES EVENT,COLOUR COSMETICS,MAKEUP REVOLUTION,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|189777|2026-03-19|2026-03-25|772-189777-20260319|Allocation Report - SE08 MAKE UP CATEGORY SALES EVENT,policy-measurement-envfix-recent5k-20260522,772,189777,Allocation Report - SE08 MAKE UP CATEGORY SALES EVENT,COLOUR COSMETICS,MAKEUP REVOLUTION,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|189784|2026-03-19|2026-03-25|772-189784-20260319|Allocation Report - SE08 MAKE UP CATEGORY SALES EVENT,policy-measurement-envfix-recent5k-20260522,772,189784,Allocation Report - SE08 MAKE UP CATEGORY SALES EVENT,COLOUR COSMETICS,MAKEUP REVOLUTION,99999,1.0,1.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|189796|2026-03-19|2026-03-25|772-189796-20260319|Allocation Report - SE08 MAKE UP CATEGORY SALES EVENT,policy-measurement-envfix-recent5k-20260522,772,189796,Allocation Report - SE08 MAKE UP CATEGORY SALES EVENT,COLOUR COSMETICS,MAKEUP REVOLUTION,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|10179|2026-03-05|2026-03-18|772-10179-20260305|Allocation Report - OP21 FEMALE FOUNDERS,policy-measurement-envfix-recent5k-20260522,772,10179,Allocation Report - OP21 FEMALE FOUNDERS,VITAMIN SUPPLEMENT,BEAUTY FROM WITHIN,99999,1.0,1.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|10195|2026-03-05|2026-03-18|772-10195-20260305|Allocation Report - OP21 FEMALE FOUNDERS,policy-measurement-envfix-recent5k-20260522,772,10195,Allocation Report - OP21 FEMALE FOUNDERS,VITAMIN SUPPLEMENT,HEALTHY AGEING SUP,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|10425|2026-03-05|2026-03-18|772-10425-20260305|Allocation Report - OP21 FEMALE FOUNDERS,policy-measurement-envfix-recent5k-20260522,772,10425,Allocation Report - OP21 FEMALE FOUNDERS,HAIRCARE,COLOURANTS,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|105822|2026-03-05|2026-03-18|772-105822-20260305|Allocation Report - OP21 FEMALE FOUNDERS,policy-measurement-envfix-recent5k-20260522,772,105822,Allocation Report - OP21 FEMALE FOUNDERS,VITAMIN SUPPLEMENT,IMMUNE HEALTH SUPP,99999,1.0,1.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|107947|2026-03-05|2026-03-18|772-107947-20260305|Allocation Report - OP21 FEMALE FOUNDERS,policy-measurement-envfix-recent5k-20260522,772,107947,Allocation Report - OP21 FEMALE FOUNDERS,COLOUR COSMETICS,SALLY HANSEN,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|10953|2026-03-05|2026-03-18|772-10953-20260305|Allocation Report - OP21 FEMALE FOUNDERS,policy-measurement-envfix-recent5k-20260522,772,10953,Allocation Report - OP21 FEMALE FOUNDERS,SKINCARE,LIP CARE,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|10974|2026-03-05|2026-03-18|772-10974-20260305|Allocation Report - OP21 FEMALE FOUNDERS,policy-measurement-envfix-recent5k-20260522,772,10974,Allocation Report - OP21 FEMALE FOUNDERS,SKINCARE,LIP CARE,99999,4.0,4.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|10977|2026-03-05|2026-03-18|772-10977-20260305|Allocation Report - OP21 FEMALE FOUNDERS,policy-measurement-envfix-recent5k-20260522,772,10977,Allocation Report - OP21 FEMALE FOUNDERS,SKINCARE,LIP CARE,99999,6.0,6.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|10982|2026-03-05|2026-03-18|772-10982-20260305|Allocation Report - OP21 FEMALE FOUNDERS,policy-measurement-envfix-recent5k-20260522,772,10982,Allocation Report - OP21 FEMALE FOUNDERS,HAIRCARE,COLOURANTS,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|11035|2026-03-05|2026-03-18|772-11035-20260305|Allocation Report - OP21 FEMALE FOUNDERS,policy-measurement-envfix-recent5k-20260522,772,11035,Allocation Report - OP21 FEMALE FOUNDERS,SKINCARE,LIP CARE,99999,3.0,3.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|11189|2026-03-05|2026-03-18|772-11189-20260305|Allocation Report - OP21 FEMALE FOUNDERS,policy-measurement-envfix-recent5k-20260522,772,11189,Allocation Report - OP21 FEMALE FOUNDERS,ORAL HEALTH,TOOTHPASTE,99999,1.0,1.0,,INVENTORY_INTEGRITY_CONTAMINATED,0.0,NO_REPAIR_INTEGRITY,INVENTORY_INTEGRITY_ISSUE|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,1
772|11494|2026-03-05|2026-03-18|772-11494-20260305|Allocation Report - OP21 FEMALE FOUNDERS,policy-measurement-envfix-recent5k-20260522,772,11494,Allocation Report - OP21 FEMALE FOUNDERS,ORAL HEALTH,AT HOME WHITENING,99999,1.0,1.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|115912|2026-03-05|2026-03-18|772-115912-20260305|Allocation Report - OP21 FEMALE FOUNDERS,policy-measurement-envfix-recent5k-20260522,772,115912,Allocation Report - OP21 FEMALE FOUNDERS,HAIRCARE,HAIR STYLING,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|11607|2026-03-05|2026-03-18|772-11607-20260305|Allocation Report - OP21 FEMALE FOUNDERS,policy-measurement-envfix-recent5k-20260522,772,11607,Allocation Report - OP21 FEMALE FOUNDERS,SKINCARE,EVERYDAY SKIN,99999,2.0,2.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|11608|2026-03-05|2026-03-18|772-11608-20260305|Allocation Report - OP21 FEMALE FOUNDERS,policy-measurement-envfix-recent5k-20260522,772,11608,Allocation Report - OP21 FEMALE FOUNDERS,SKINCARE,EVERYDAY SKIN,99999,4.0,4.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|11631|2026-03-05|2026-03-18|772-11631-20260305|Allocation Report - OP21 FEMALE FOUNDERS,policy-measurement-envfix-recent5k-20260522,772,11631,Allocation Report - OP21 FEMALE FOUNDERS,COLOUR COSMETICS,SALLY HANSEN,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|11635|2026-03-05|2026-03-18|772-11635-20260305|Allocation Report - OP21 FEMALE FOUNDERS,policy-measurement-envfix-recent5k-20260522,772,11635,Allocation Report - OP21 FEMALE FOUNDERS,COLOUR COSMETICS,SALLY HANSEN,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|11683|2026-03-05|2026-03-18|772-11683-20260305|Allocation Report - OP21 FEMALE FOUNDERS,policy-measurement-envfix-recent5k-20260522,772,11683,Allocation Report - OP21 FEMALE FOUNDERS,BEAUTY ACCESSORIES,BEAUTY TOOLS,1610,2.0,2.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|11822|2026-03-05|2026-03-18|772-11822-20260305|Allocation Report - OP21 FEMALE FOUNDERS,policy-measurement-envfix-recent5k-20260522,772,11822,Allocation Report - OP21 FEMALE FOUNDERS,SKINCARE,LIP CARE,2808,8.0,8.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
772|11895|2026-03-05|2026-03-18|772-11895-20260305|Allocation Report - OP21 FEMALE FOUNDERS,policy-measurement-envfix-recent5k-20260522,772,11895,Allocation Report - OP21 FEMALE FOUNDERS,SKINCARE,DERMA COS,0,0.0,0.0,,INSUFFICIENT_EVIDENCE,0.0,,UNREPAIRABLE_STOCK_CONSTRAINT|FEATURE_CONSENSUS_DIAGNOSTIC_ONLY,0
