sku_number,sku_description,department,promotion_name,decision_triage_class,buyer_review_priority_score,buyer_review_queue_rank,brain_action_label,final_governed_action_label,final_governed_order_units,optimal_stock_position_order_units,regime_adjusted_decision_value,expected_promo_uplift_units,leftover_units_above_optimal,missed_demand_penalty,calibrated_regime_conviction_score,conviction_downgrade_reason,decision_triage_reason,human_interpretation_summary
194045,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,31.4,73,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,26.458,1.117,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: demand, cash, promo; constraints: none"
16566,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,31.4,74,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,4.0,4.0,6.634,2.353,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 4 units; top drivers: promo, demand, cash; constraints: none"
199949,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,31.4,75,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,4.0,4.0,22.527,1.867,0.0,9.88,10.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 4 units; top drivers: promo, demand, cash; constraints: none"
199853,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,31.3,76,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,6.729,1.385,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: promo, demand, cash; constraints: none"
22926,0.0,COLOUR COSMETICS,unknown,HIGH_PRIORITY_BUY_REVIEW,31.3,77,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,7.268,1.073,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: promo, demand, cash; constraints: none"
69751,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,31.3,78,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,53.097,1.529,0.0,0.0,5.0,small_sample_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: demand, promo, cash; constraints: none"
90145,0.0,COLOUR COSMETICS,unknown,HIGH_PRIORITY_BUY_REVIEW,31.3,79,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,7.052,1.02,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: promo, demand, cash; constraints: none"
90435,0.0,COLOUR COSMETICS,unknown,HIGH_PRIORITY_BUY_REVIEW,31.2,80,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,6.658,1.29,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: promo, demand, cash; constraints: none"
668897,0.0,COLOUR COSMETICS,unknown,HIGH_PRIORITY_BUY_REVIEW,31.2,81,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,6.601,1.248,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: promo, demand, cash; constraints: none"
192531,0.0,TANNING,unknown,HIGH_PRIORITY_BUY_REVIEW,31.2,82,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,14.163,1.159,0.0,0.0,22.0,model_bias_dangerously_negative_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: demand, promo, cash; constraints: none"
199066,0.0,COLOUR COSMETICS,unknown,HIGH_PRIORITY_BUY_REVIEW,31.1,83,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,5.822,1.423,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: promo, demand, cash; constraints: none"
90164,0.0,COLOUR COSMETICS,unknown,HIGH_PRIORITY_BUY_REVIEW,31.1,84,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,5.895,1.29,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: promo, demand, cash; constraints: none"
193835,0.0,COLOUR COSMETICS,unknown,HIGH_PRIORITY_BUY_REVIEW,31.1,85,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,6.245,1.182,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: promo, demand, cash; constraints: none"
92140,0.0,COLOUR COSMETICS,unknown,HIGH_PRIORITY_BUY_REVIEW,31.1,86,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,4.0,4.0,5.452,1.669,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 4 units; top drivers: promo, demand, cash; constraints: none"
42784,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,31.1,87,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,67.136,1.435,0.0,39.48,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: demand, promo, cash; constraints: none"
51926,0.0,MENS GROOMING,unknown,HIGH_PRIORITY_BUY_REVIEW,31.1,88,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,7.315,1.285,0.0,0.0,22.0,model_bias_dangerously_negative_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: promo, demand, cash; constraints: none"
67688,0.0,COLOUR COSMETICS,unknown,HIGH_PRIORITY_BUY_REVIEW,31.0,89,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,5.761,1.196,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: promo, demand, cash; constraints: none"
94062,0.0,COLOUR COSMETICS,unknown,HIGH_PRIORITY_BUY_REVIEW,31.0,90,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,5.681,1.308,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: promo, demand, cash; constraints: none"
88392,0.0,COLOUR COSMETICS,unknown,HIGH_PRIORITY_BUY_REVIEW,31.0,91,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,5.86,0.995,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: demand, promo, cash; constraints: none"
199066,0.0,COLOUR COSMETICS,unknown,HIGH_PRIORITY_BUY_REVIEW,31.0,92,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,5.556,1.206,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: promo, demand, cash; constraints: none"
400734,0.0,SKINCARE,unknown,STANDARD_RUN_DOWN_REVIEW,31.0,93,NO_BUY_RUN_DOWN,NO_BUY_RUN_DOWN,0.0,0.0,11.506,3.082,0.857,0.0,5.0,small_sample_regime_cap,standard_run_down_review,"Brain proposes NO_BUY_RUN_DOWN for 0 units; top drivers: promo, demand, cash; constraints: overstock_run_down_no_buy"
92260,0.0,BATH TOILETRIES,unknown,HIGH_PRIORITY_BUY_REVIEW,31.0,94,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,6.728,1.093,0.0,0.0,22.0,model_bias_dangerously_negative_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: promo, demand, cash; constraints: none"
63083,0.0,COLOUR COSMETICS,unknown,HIGH_PRIORITY_BUY_REVIEW,30.9,95,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,4.738,1.312,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: promo, demand, cash; constraints: none"
91031,0.0,COLOUR COSMETICS,unknown,HIGH_PRIORITY_BUY_REVIEW,30.9,96,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,4.711,1.454,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: promo, demand, cash; constraints: none"
92150,0.0,COLOUR COSMETICS,unknown,HIGH_PRIORITY_BUY_REVIEW,30.9,97,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,4.777,1.295,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: promo, demand, cash; constraints: none"
40165,0.0,COLOUR COSMETICS,unknown,HIGH_PRIORITY_BUY_REVIEW,30.8,98,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,4.673,1.24,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: promo, demand, cash; constraints: none"
91885,0.0,COLOUR COSMETICS,unknown,HIGH_PRIORITY_BUY_REVIEW,30.8,99,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,4.0,4.0,4.099,1.665,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 4 units; top drivers: promo, demand, cash; constraints: none"
34101,0.0,COLOUR COSMETICS,unknown,HIGH_PRIORITY_BUY_REVIEW,30.7,100,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,3.649,1.399,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: promo, demand, cash; constraints: none"
199739,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,30.7,101,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,8.32,1.409,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: demand, promo, cash; constraints: none"
188990,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,30.7,102,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,18.126,1.163,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: demand, promo, cash; constraints: none"
230758,0.0,BATH TOILETRIES,unknown,HIGH_PRIORITY_BUY_REVIEW,30.7,103,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,4.761,1.39,0.0,0.0,22.0,model_bias_dangerously_negative_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: promo, demand, cash; constraints: none"
90999,0.0,COLOUR COSMETICS,unknown,HIGH_PRIORITY_BUY_REVIEW,30.7,104,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,3.844,1.36,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: promo, demand, cash; constraints: none"
91048,0.0,COLOUR COSMETICS,unknown,HIGH_PRIORITY_BUY_REVIEW,30.7,105,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,4.008,1.258,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: promo, demand, cash; constraints: none"
91063,0.0,COLOUR COSMETICS,unknown,HIGH_PRIORITY_BUY_REVIEW,30.7,106,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,3.854,1.373,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: promo, demand, cash; constraints: none"
5446,0.0,FOOTCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,30.7,107,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,5.301,0.987,0.0,0.0,22.0,model_bias_dangerously_negative_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: promo, demand, cash; constraints: none"
91951,0.0,COLOUR COSMETICS,unknown,HIGH_PRIORITY_BUY_REVIEW,30.6,108,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,3.449,1.175,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: promo, demand, cash; constraints: none"
91964,0.0,COLOUR COSMETICS,unknown,HIGH_PRIORITY_BUY_REVIEW,30.6,109,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,3.682,1.162,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: promo, demand, cash; constraints: none"
92334,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,30.5,110,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,4.0,4.0,94.354,1.429,0.0,0.0,32.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 4 units; top drivers: demand, cash, promo; constraints: none"
92157,0.0,COLOUR COSMETICS,unknown,HIGH_PRIORITY_BUY_REVIEW,30.5,111,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,3.024,1.29,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: promo, demand, cash; constraints: none"
92157,0.0,COLOUR COSMETICS,unknown,HIGH_PRIORITY_BUY_REVIEW,30.5,112,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,2.914,1.123,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: promo, demand, cash; constraints: none"
95872,0.0,COLOUR COSMETICS,unknown,HIGH_PRIORITY_BUY_REVIEW,30.5,113,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,2.914,1.123,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: promo, demand, cash; constraints: none"
95888,0.0,COLOUR COSMETICS,unknown,HIGH_PRIORITY_BUY_REVIEW,30.5,114,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,2.914,1.123,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: promo, demand, cash; constraints: none"
24925,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,30.5,115,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,4.0,4.0,21.94,1.857,0.0,0.0,10.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 4 units; top drivers: promo, demand, cash; constraints: none"
44251,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,30.5,116,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,4.0,4.0,3.721,1.679,1.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 4 units; top drivers: promo, demand, cash; constraints: none"
44743,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,30.4,117,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,6.869,1.409,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: demand, promo, cash; constraints: none"
199044,0.0,SUNCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,30.4,118,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,4.269,1.482,0.0,0.0,22.0,model_bias_dangerously_negative_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: demand, promo, cash; constraints: none"
92150,0.0,COLOUR COSMETICS,unknown,HIGH_PRIORITY_BUY_REVIEW,30.4,119,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,2.622,1.037,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: promo, demand, cash; constraints: none"
92642,0.0,SUNCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,30.4,120,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,4.298,1.482,0.0,0.0,22.0,model_bias_dangerously_negative_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: demand, promo, cash; constraints: none"
94918,0.0,ORAL HEALTH,unknown,HIGH_PRIORITY_BUY_REVIEW,30.4,121,AGGRESSIVE_BUY,AGGRESSIVE_BUY,6.0,6.0,49.663,3.957,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes AGGRESSIVE_BUY for 6 units; top drivers: promo, demand, cash; constraints: none"
727,0.0,COLOUR COSMETICS,unknown,HIGH_PRIORITY_BUY_REVIEW,30.4,122,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,2.289,1.29,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: promo, demand, cash; constraints: none"
91884,0.0,COLOUR COSMETICS,unknown,HIGH_PRIORITY_BUY_REVIEW,30.4,123,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,2.277,1.294,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: promo, demand, cash; constraints: none"
73221,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,30.4,124,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,4.0,4.0,2.908,2.0,1.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 4 units; top drivers: promo, demand, cash; constraints: none"
39410,0.0,COLOUR COSMETICS,unknown,HIGH_PRIORITY_BUY_REVIEW,30.3,125,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,7.556,1.052,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: demand, promo, cash; constraints: none"
91052,0.0,COLOUR COSMETICS,unknown,HIGH_PRIORITY_BUY_REVIEW,30.3,126,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,1.99,1.211,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: promo, demand, cash; constraints: none"
92152,0.0,COLOUR COSMETICS,unknown,HIGH_PRIORITY_BUY_REVIEW,30.3,127,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,2.38,1.026,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: promo, demand, cash; constraints: none"
21963,0.0,COLOUR COSMETICS,unknown,HIGH_PRIORITY_BUY_REVIEW,30.3,128,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,1.779,1.337,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: promo, demand, cash; constraints: none"
91052,0.0,COLOUR COSMETICS,unknown,HIGH_PRIORITY_BUY_REVIEW,30.3,129,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,2.019,1.276,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: promo, demand, cash; constraints: none"
191880,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,30.2,130,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,4.0,4.0,2.032,1.929,1.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 4 units; top drivers: promo, demand, cash; constraints: none"
21964,0.0,COLOUR COSMETICS,unknown,HIGH_PRIORITY_BUY_REVIEW,30.2,131,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,1.751,1.262,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: promo, demand, cash; constraints: none"
15826,0.0,COLOUR COSMETICS,unknown,HIGH_PRIORITY_BUY_REVIEW,30.1,132,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,3.829,1.119,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: demand, promo, cash; constraints: none"
199849,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,30.0,133,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,4.0,4.0,61.878,1.559,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 4 units; top drivers: promo, demand, cash; constraints: none"
50382,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,29.9,134,AGGRESSIVE_BUY,AGGRESSIVE_BUY,9.0,9.0,24.269,3.325,0.107,0.0,32.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes AGGRESSIVE_BUY for 9 units; top drivers: promo, demand, cash; constraints: none"
93339,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,29.9,135,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,5.0,5.0,65.194,3.458,2.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 5 units; top drivers: promo, demand, cash; constraints: none"
271519,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,29.8,136,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,5.499,1.218,0.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: demand, promo, cash; constraints: none"
32159,0.0,HAIRCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,29.8,137,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,4.0,4.0,-0.047,1.9,1.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 4 units; top drivers: promo, demand, cash; constraints: none"
72014,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,29.7,138,AGGRESSIVE_BUY,AGGRESSIVE_BUY,9.0,9.0,23.771,3.356,0.876,0.0,32.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes AGGRESSIVE_BUY for 9 units; top drivers: promo, demand, cash; constraints: none"
199069,0.0,COLOUR COSMETICS,unknown,HIGH_PRIORITY_BUY_REVIEW,29.7,139,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,4.0,4.0,-1.878,2.15,0.0,-0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 4 units; top drivers: promo, demand, cash; constraints: none"
61289,0.0,HAIRCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,29.7,140,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,4.0,4.0,0.744,1.652,1.0,0.0,22.0,model_bias_dangerously_negative_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 4 units; top drivers: promo, demand, cash; constraints: none"
10434,0.0,HAIRCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,29.7,141,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,4.0,4.0,-0.135,1.804,1.0,0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 4 units; top drivers: promo, demand, cash; constraints: none"
185497,0.0,COLOUR COSMETICS,unknown,HIGH_PRIORITY_BUY_REVIEW,29.6,142,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,3.0,3.0,-1.435,1.307,0.0,-0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 3 units; top drivers: promo, demand, cash; constraints: none"
90153,0.0,COLOUR COSMETICS,unknown,HIGH_PRIORITY_BUY_REVIEW,29.6,143,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,4.0,4.0,-1.815,1.509,0.0,-0.0,35.0,high_wape_regime_cap,high_opportunity_controlled_risk_buy,"Brain proposes TOP_UP_TO_OPTIMAL for 4 units; top drivers: promo, demand, cash; constraints: none"
