sku_number,sku_description,department,promotion_name,decision_triage_class,economic_priority_rank,economic_net_value_score,missed_sales_avoidance_value,brain_action_label,final_governed_action_label,current_soh,expected_soh_at_promo_start_before_order,long_tail_sku_flag,basket_completion_sku_flag,basket_attachment_score,basket_mission_importance_score,long_tail_stockout_risk_score,basket_loss_multiplier,long_tail_protection_value,basket_trust_convexity_value,long_tail_basket_protection_reason
193144,0.0,COLOUR COSMETICS,unknown,HIGH_PRIORITY_BUY_REVIEW,228,-24.0,-0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,-0.0,-0.0,standard_volume_protection
94277,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,229,-14.355,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
197263,0.0,BEAUTY ACCESSORIES,unknown,HIGH_PRIORITY_BUY_REVIEW,230,-24.42,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
91439,0.0,HAIRCARE,unknown,STANDARD_BUY_REVIEW,231,125.336,50.431,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,1.0,1.0,YES,NO,0.0,0.0,90.0,1.5,75.495,0.0,verify_2_unit_minimum_soh_open_for_sale
581747,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,232,-22.196,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
46883,0.0,COLOUR COSMETICS,unknown,HIGH_PRIORITY_BUY_REVIEW,233,-21.686,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
93986,0.0,COLOUR COSMETICS,unknown,HIGH_PRIORITY_BUY_REVIEW,234,-24.0,-0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,-0.0,-0.0,standard_volume_protection
195117,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,235,-14.766,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
90806,0.0,HAIR REMOVAL,unknown,HIGH_PRIORITY_BUY_REVIEW,236,1.097,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
199379,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,237,-18.296,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
199846,0.0,SKINCARE,unknown,STANDARD_RUN_DOWN_REVIEW,238,3.943,0.0,NO_BUY_RUN_DOWN,NO_BUY_RUN_DOWN,6.0,6.0,NO,NO,0.0,0.0,0.0,1.0,0.0,0.0,standard_volume_protection
184834,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,239,15.339,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,1.0,1.0,YES,NO,0.0,0.0,70.0,1.5,0.0,0.0,verify_2_unit_minimum_soh_open_for_sale
91884,0.0,COLOUR COSMETICS,unknown,HIGH_PRIORITY_BUY_REVIEW,240,-22.889,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
198717,0.0,COLOUR COSMETICS,unknown,HIGH_PRIORITY_BUY_REVIEW,241,-24.0,-0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,-0.0,-0.0,standard_volume_protection
89873,0.0,FRAGRANCE,unknown,STANDARD_BUY_REVIEW,242,6.566,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
195117,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,243,-16.926,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
91149,0.0,ORAL HEALTH,unknown,STANDARD_RUN_DOWN_REVIEW,244,-17.391,0.0,NO_BUY_RUN_DOWN,NO_BUY_RUN_DOWN,4.0,4.0,NO,NO,0.0,0.0,0.0,1.0,0.0,0.0,standard_volume_protection
89000,0.0,VITAMIN SUPPLEMENT,unknown,HIGH_PRIORITY_BUY_REVIEW,245,-24.782,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
90063,0.0,COLOUR COSMETICS,unknown,HIGH_PRIORITY_BUY_REVIEW,246,-21.02,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
195090,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,247,-12.733,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
188990,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,248,48.141,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,1.0,1.0,YES,NO,0.0,0.0,70.0,1.5,0.0,0.0,verify_2_unit_minimum_soh_open_for_sale
73371,0.0,ORAL HEALTH,unknown,HIGH_PRIORITY_BUY_REVIEW,249,-25.795,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
88517,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,250,-31.924,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
