sku_number,sku_description,final_governed_action_label,brain_learned_action_label,brain_value_gap_vs_current,economic_net_value_score,brain_expected_economic_value,brain_expected_stock_exit_distance,long_tail_protection_value,basket_trust_convexity_value,stock_exit_gap,missed_demand_risk_gap,basket_trust_gap
192047,0.0,NO_BUY_RUN_DOWN,BLOCKED_UNSAFE,1.004,-9.254,-8.25,2.605,5.471,7.816,2.605,0.0,13.287
193203,0.0,HOLD_FOR_REPLENISHMENT,HOLD_FOR_REPLENISHMENT,1.003,-52.129,-51.126,8.931,0.0,0.0,8.931,0.0,0.0
11822,0.0,CONTROLLED_BUY,HOLD_FOR_REPLENISHMENT,1.003,-50.166,-49.163,1.825,0.0,0.0,1.825,0.0,0.0
47723,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,1.0,6.604,7.604,0.013,0.0,0.0,0.013,0.0,0.0
34111,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,0.998,-47.723,-46.725,0.014,0.0,0.0,0.014,0.0,0.0
92176,0.0,NO_BUY_RUN_DOWN,HOLD_FOR_REPLENISHMENT,0.998,-12.443,-11.445,2.126,0.056,0.0,2.126,0.0,0.056
94710,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,0.998,-47.723,-46.725,0.014,0.0,0.0,0.014,0.0,0.0
190135,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,0.997,-12.297,-11.3,1.517,0.0,0.0,1.517,0.0,0.0
195451,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,0.996,-9.871,-8.875,0.013,0.0,0.0,0.013,0.0,0.0
96383,0.0,CONTROLLED_BUY,HOLD_FOR_REPLENISHMENT,0.993,-45.984,-44.991,0.856,0.0,0.0,0.856,0.0,0.0
357774,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,0.992,-12.328,-11.336,1.571,0.0,0.0,1.571,0.0,0.0
22453,0.0,CONTROLLED_BUY,HOLD_FOR_REPLENISHMENT,0.991,-45.982,-44.991,3.376,0.0,0.0,3.376,0.0,0.0
93924,0.0,NO_BUY_RUN_DOWN,HOLD_FOR_REPLENISHMENT,0.989,-45.98,-44.991,2.96,0.0,0.0,2.96,0.0,0.0
192844,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,0.988,-12.288,-11.3,0.147,0.0,0.0,0.147,0.0,0.0
192845,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,0.988,-12.288,-11.3,0.147,0.0,0.0,0.147,0.0,0.0
87418,0.0,CONTROLLED_BUY,HOLD_FOR_REPLENISHMENT,0.985,-50.148,-49.163,3.813,0.0,0.0,3.813,0.0,0.0
44971,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,0.98,-4.214,-3.234,0.994,0.0,0.0,0.994,0.0,0.0
198756,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,0.976,-45.967,-44.991,0.014,0.0,0.0,0.014,0.0,0.0
87752,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,0.975,9.127,10.102,1.785,0.0,0.0,1.785,0.0,0.0
655050,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,0.974,-31.21,-30.236,4.676,0.874,0.0,4.676,0.0,0.874
17096,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,0.974,-45.965,-44.991,0.677,0.0,0.0,0.677,0.0,0.0
67340,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,0.974,-45.965,-44.991,0.999,0.0,0.0,0.999,0.0,0.0
44017,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,0.973,-45.964,-44.991,0.999,0.0,0.0,0.999,0.0,0.0
90867,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,0.973,-47.698,-46.725,0.856,0.0,0.0,0.856,0.0,0.0
88733,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,0.971,6.633,7.604,0.013,0.0,0.0,0.013,0.0,0.0
90543,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,0.968,-12.304,-11.336,1.885,0.0,0.0,1.885,0.0,0.0
198632,0.0,CONTROLLED_BUY,HOLD_FOR_REPLENISHMENT,0.966,-47.691,-46.725,0.747,0.0,0.0,0.747,0.0,0.0
379018,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,0.965,-47.69,-46.725,0.014,0.0,0.0,0.014,0.0,0.0
188359,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,0.959,-45.845,-44.886,10.385,0.0,0.0,10.385,0.0,0.0
195108,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,0.957,-6.778,-5.821,1.239,0.295,0.0,1.239,0.0,0.295
54488,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,0.957,6.647,7.604,0.013,0.0,0.0,0.013,0.0,0.0
193205,0.0,CONTROLLED_BUY,HOLD_FOR_REPLENISHMENT,0.955,-45.946,-44.991,4.381,0.0,0.0,4.381,0.0,0.0
196504,0.0,HOLD_FOR_REPLENISHMENT,HOLD_FOR_REPLENISHMENT,0.954,-9.829,-8.875,3.595,0.081,0.0,3.595,0.0,0.081
188705,0.0,AGGRESSIVE_BUY,HOLD_FOR_REPLENISHMENT,0.953,-50.116,-49.163,2.546,0.0,0.0,2.546,0.0,0.0
93926,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,0.951,-12.251,-11.3,0.999,0.0,0.0,0.999,0.0,0.0
47021,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,0.95,-6.778,-5.828,0.999,1.786,2.975,0.999,0.0,4.761
191867,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,0.949,-9.824,-8.875,0.013,0.0,0.0,0.013,0.0,0.0
63079,0.0,CONTROLLED_BUY,HOLD_FOR_REPLENISHMENT,0.947,-45.942,-44.995,4.601,0.0,0.0,4.601,0.0,0.0
44179,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,0.945,-4.913,-3.968,0.994,0.0,0.0,0.994,0.0,0.0
43840,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,0.944,-9.675,-8.731,4.376,0.0,0.0,4.376,0.0,0.0
934461,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,0.938,-12.383,-11.445,0.013,0.0,0.0,0.013,0.0,0.0
87417,0.0,CONTROLLED_BUY,HOLD_FOR_REPLENISHMENT,0.936,-39.992,-39.056,1.694,0.0,0.0,1.694,0.0,0.0
196323,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,0.934,-12.379,-11.445,0.013,0.0,0.0,0.013,0.0,0.0
68463,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,0.934,-50.097,-49.163,0.715,0.0,0.0,0.715,0.0,0.0
972541,0.0,HOLD_FOR_REPLENISHMENT,HOLD_FOR_REPLENISHMENT,0.927,-47.656,-46.729,2.589,0.0,0.0,2.589,0.0,0.0
94921,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,0.924,-17.775,-16.851,0.999,0.0,0.0,0.999,0.0,0.0
91160,0.0,NO_BUY_RUN_DOWN,HOLD_FOR_REPLENISHMENT,0.924,-37.763,-36.839,0.714,0.0,0.0,0.714,0.0,0.0
362263,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,0.922,-44.18,-43.258,3.823,0.0,0.0,3.823,0.0,0.0
192064,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,0.922,6.682,7.604,0.999,0.0,0.0,0.999,0.0,0.0
53300,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,0.919,-44.177,-43.258,4.288,0.0,0.0,4.288,0.0,0.0
677302,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,0.917,-47.642,-46.725,0.014,0.0,0.0,0.014,0.0,0.0
92333,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,0.916,13.248,14.164,0.255,0.0,0.0,0.255,0.0,0.0
93335,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,0.915,10.188,11.103,4.364,0.385,0.0,4.364,0.0,0.385
24359,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,0.912,6.692,7.604,0.013,0.0,0.0,0.013,0.0,0.0
247596,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,0.908,-37.753,-36.845,0.855,0.0,0.0,0.855,0.0,0.0
483699,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,0.907,-9.539,-8.632,0.046,0.0,0.0,0.046,0.0,0.0
90854,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,0.905,-44.163,-43.258,3.96,0.0,0.0,3.96,0.0,0.0
187276,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,0.904,-9.635,-8.731,1.201,0.0,0.0,1.201,0.0,0.0
29346,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,0.904,-50.067,-49.163,0.999,0.0,0.0,0.999,0.0,0.0
192205,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,0.903,-13.972,-13.069,6.294,0.221,0.0,6.294,0.0,0.221
94120,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,0.902,-9.777,-8.875,0.999,0.0,0.0,0.999,0.0,0.0
193204,0.0,HOLD_FOR_REPLENISHMENT,HOLD_FOR_REPLENISHMENT,0.901,-50.068,-49.167,2.68,0.0,0.0,2.68,0.0,0.0
618736,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,0.899,-44.246,-43.347,2.19,0.0,0.0,2.19,0.0,0.0
57452,0.0,CONTROLLED_BUY,HOLD_FOR_REPLENISHMENT,0.899,-15.579,-14.68,7.232,0.0,0.0,7.232,0.0,0.0
199628,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,0.898,-10.154,-9.256,2.387,0.122,0.0,2.387,0.0,0.122
782211,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,0.897,5.365,6.262,1.842,0.0,0.0,1.842,0.0,0.0
92333,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,0.895,-9.626,-8.731,0.569,0.0,0.0,0.569,0.0,0.0
74131,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,0.894,12.989,13.883,0.013,0.0,0.0,0.013,0.0,0.0
196508,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,0.89,-37.735,-36.845,3.025,0.0,0.0,3.025,0.0,0.0
91481,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,0.888,-9.619,-8.731,0.999,0.0,0.0,0.999,0.0,0.0
89769,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,0.886,13.176,14.062,0.013,0.0,0.0,0.013,0.0,0.0
185220,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,0.885,-12.33,-11.445,0.013,0.0,0.0,0.013,0.0,0.0
94862,0.0,CONTROLLED_BUY,HOLD_FOR_REPLENISHMENT,0.881,-47.606,-46.725,0.432,0.0,0.0,0.432,0.0,0.0
744808,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,0.88,-47.605,-46.725,1.43,0.0,0.0,1.43,0.0,0.0
198981,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,0.879,-34.446,-33.567,3.952,0.0,0.0,3.952,0.0,0.0
55054,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,0.879,-34.446,-33.567,7.156,0.0,0.0,7.156,0.0,0.0
195970,0.0,CONTROLLED_BUY,HOLD_FOR_REPLENISHMENT,0.878,-45.869,-44.991,3.588,0.0,0.0,3.588,0.0,0.0
829234,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,0.878,-45.869,-44.991,1.994,0.0,0.0,1.994,0.0,0.0
195970,0.0,CONTROLLED_BUY,HOLD_FOR_REPLENISHMENT,0.878,-45.869,-44.991,2.953,0.0,0.0,2.953,0.0,0.0
94904,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,0.878,-45.76,-44.882,1.584,0.0,0.0,1.584,0.0,0.0
195970,0.0,CONTROLLED_BUY,HOLD_FOR_REPLENISHMENT,0.878,-45.869,-44.991,7.175,0.0,0.0,7.175,0.0,0.0
54862,0.0,NO_BUY_RUN_DOWN,HOLD_FOR_REPLENISHMENT,0.877,-69.746,-68.869,6.422,0.0,0.0,6.422,0.0,0.0
321400,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,0.875,-47.6,-46.725,0.999,0.0,0.0,0.999,0.0,0.0
196504,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,0.875,-45.866,-44.991,0.856,0.0,0.0,0.856,0.0,0.0
187275,0.0,CONTROLLED_BUY,HOLD_FOR_REPLENISHMENT,0.873,-50.036,-49.163,2.296,0.0,0.0,2.296,0.0,0.0
64527,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,0.873,-9.748,-8.875,0.013,0.0,0.0,0.013,0.0,0.0
56278,0.0,CONTROLLED_BUY,HOLD_FOR_REPLENISHMENT,0.869,-45.86,-44.991,2.953,0.0,0.0,2.953,0.0,0.0
88349,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,0.869,-47.594,-46.725,0.999,0.0,0.0,0.999,0.0,0.0
42431,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,0.865,-12.31,-11.445,0.264,0.0,0.0,0.264,0.0,0.0
44302,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,0.865,-47.59,-46.725,0.014,0.0,0.0,0.014,0.0,0.0
688223,0.0,CONTROLLED_BUY,HOLD_FOR_REPLENISHMENT,0.865,-45.856,-44.991,3.963,0.0,0.0,3.963,0.0,0.0
297070,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,0.86,-36.121,-35.261,2.467,0.0,0.0,2.467,0.0,0.0
191889,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,0.86,6.744,7.604,0.999,0.0,0.0,0.999,0.0,0.0
63957,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,0.855,-37.778,-36.923,0.255,0.0,0.0,0.255,0.0,0.0
92304,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,0.854,-36.115,-35.261,0.049,0.0,0.0,0.049,0.0,0.0
698571,0.0,HOLD_FOR_REPLENISHMENT,HOLD_FOR_REPLENISHMENT,0.854,-77.904,-77.05,8.07,0.0,0.0,8.07,0.0,0.0
91240,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,0.853,-37.776,-36.923,0.999,0.0,0.0,0.999,0.0,0.0
61549,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,0.852,14.087,14.939,0.013,0.0,0.0,0.013,0.0,0.0
95250,0.0,NO_BUY_RUN_DOWN,HOLD_FOR_REPLENISHMENT,0.852,-47.577,-46.725,1.843,0.0,0.0,1.843,0.0,0.0
95732,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,0.848,-34.415,-33.567,1.993,0.0,0.0,1.993,0.0,0.0
289221,0.0,AGGRESSIVE_BUY,HOLD_FOR_REPLENISHMENT,0.844,-45.835,-44.991,0.313,0.0,0.0,0.313,0.0,0.0
49057,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,0.844,-45.835,-44.991,0.014,0.0,0.0,0.014,0.0,0.0
674966,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,0.844,-45.835,-44.991,0.014,0.0,0.0,0.014,0.0,0.0
188388,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,0.844,-45.835,-44.991,0.627,0.0,0.0,0.627,0.0,0.0
40356,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,0.842,-44.189,-43.347,3.111,0.0,0.0,3.111,0.0,0.0
196554,0.0,CONTROLLED_BUY,HOLD_FOR_REPLENISHMENT,0.841,-45.832,-44.991,1.835,0.0,0.0,1.835,0.0,0.0
948829,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,0.841,-36.102,-35.261,0.563,0.0,0.0,0.563,0.0,0.0
190103,0.0,NO_BUY_RUN_DOWN,HOLD_FOR_REPLENISHMENT,0.841,-75.985,-75.144,8.602,0.0,0.0,8.602,0.0,0.0
437883,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,0.841,-44.188,-43.347,5.448,0.0,0.0,5.448,0.0,0.0
65559,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,0.839,-7.251,-6.412,0.999,0.0,0.0,0.999,0.0,0.0
63883,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,0.838,-45.829,-44.991,0.014,0.0,0.0,0.014,0.0,0.0
193454,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,0.837,-47.221,-46.384,1.576,0.0,0.0,1.576,0.0,0.0
197218,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,0.836,-49.999,-49.163,0.999,0.0,0.0,0.999,0.0,0.0
97219,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,0.835,-34.402,-33.567,1.993,0.0,0.0,1.993,0.0,0.0
829234,0.0,BLOCKED_UNSAFE,BUYER_REVIEW_REQUIRED,0.832,-34.451,-33.619,2.84,0.0,0.0,2.84,0.0,0.0
65617,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,0.83,11.945,12.775,0.999,0.0,0.0,0.999,0.0,0.0
198462,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,0.83,11.945,12.775,0.999,0.0,0.0,0.999,0.0,0.0
45285,0.0,CONTROLLED_BUY,HOLD_FOR_REPLENISHMENT,0.829,-45.82,-44.991,1.987,0.0,0.0,1.987,0.0,0.0
54842,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,0.829,-47.554,-46.725,0.999,0.0,0.0,0.999,0.0,0.0
60996,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,0.828,-12.128,-11.3,0.999,0.0,0.0,0.999,0.0,0.0
87766,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,0.828,-9.559,-8.731,0.229,0.005,0.0,0.229,0.0,0.005
65578,0.0,CONTROLLED_BUY,HOLD_FOR_REPLENISHMENT,0.827,-37.75,-36.923,3.83,0.01,0.0,3.83,0.0,0.01
195287,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,0.827,-16.257,-15.43,1.975,0.0,0.0,1.975,0.0,0.0
290831,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,0.827,-34.394,-33.567,1.993,0.0,0.0,1.993,0.0,0.0
95735,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,0.826,-34.393,-33.567,1.993,0.0,0.0,1.993,0.0,0.0
65577,0.0,CONTROLLED_BUY,HOLD_FOR_REPLENISHMENT,0.825,-37.748,-36.923,3.382,0.012,0.0,3.382,0.0,0.012
800848,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,0.824,-9.699,-8.875,0.013,0.0,0.0,0.013,0.0,0.0
92953,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,0.824,-37.747,-36.923,0.013,0.0,0.0,0.013,0.0,0.0
783161,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,0.824,-12.269,-11.445,0.013,0.0,0.0,0.013,0.0,0.0
95733,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,0.824,-34.391,-33.567,1.993,0.0,0.0,1.993,0.0,0.0
93580,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,0.823,-47.556,-46.733,3.396,0.0,0.0,3.396,0.0,0.0
89158,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,0.823,-7.334,-6.511,0.035,0.0,0.0,0.035,0.0,0.0
491071,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,0.823,-47.548,-46.725,2.64,0.0,0.0,2.64,0.0,0.0
190315,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,0.821,-45.812,-44.991,0.014,0.0,0.0,0.014,0.0,0.0
190208,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,0.818,-12.263,-11.445,0.013,0.0,0.0,0.013,0.0,0.0
67319,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,0.818,-34.385,-33.567,0.714,0.0,0.0,0.714,0.0,0.0
37040,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,0.818,-12.118,-11.3,0.999,0.0,0.0,0.999,0.0,0.0
190839,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,0.818,-37.663,-36.845,2.941,0.0,0.0,2.941,0.0,0.0
698520,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,0.818,-34.385,-33.567,3.589,0.0,0.0,3.589,0.0,0.0
187119,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,0.817,-7.229,-6.412,0.528,0.0,0.0,0.528,0.0,0.0
518530,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,0.816,-36.077,-35.261,2.545,0.0,0.0,2.545,0.0,0.0
65843,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,0.816,-9.547,-8.731,1.993,0.0,0.0,1.993,0.0,0.0
95734,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,0.815,-34.382,-33.567,1.993,0.0,0.0,1.993,0.0,0.0
45447,0.0,CONTROLLED_BUY,HOLD_FOR_REPLENISHMENT,0.814,-9.035,-8.221,3.59,0.105,0.0,3.59,0.0,0.105
431699,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,0.814,-34.381,-33.567,2.941,0.0,0.0,2.941,0.0,0.0
698571,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,0.813,-44.282,-43.469,12.587,0.0,0.0,12.587,0.0,0.0
195121,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,0.813,6.791,7.604,0.013,0.0,0.0,0.013,0.0,0.0
87762,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,0.812,-7.323,-6.511,1.993,0.0,0.0,1.993,0.0,0.0
194040,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,0.811,-7.184,-6.373,0.999,0.0,0.0,0.999,0.0,0.0
95636,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,0.81,-36.15,-35.34,1.993,0.0,0.0,1.993,0.0,0.0
280607,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,0.809,-12.109,-11.3,2.032,0.072,0.0,2.032,0.0,0.072
94467,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,0.809,-9.54,-8.731,1.283,0.0,0.0,1.283,0.0,0.0
65610,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,0.808,-7.319,-6.511,0.377,0.0,0.0,0.377,0.0,0.0
65610,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,0.808,-7.319,-6.511,0.465,0.0,0.0,0.465,0.0,0.0
60840,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,0.807,-17.948,-17.141,3.382,0.08,0.0,3.382,0.0,0.08
198978,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,0.807,-30.325,-29.518,1.993,0.413,0.0,1.993,0.0,0.413
64036,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,0.807,-47.532,-46.725,0.627,0.0,0.0,0.627,0.0,0.0
12007,0.0,CONTROLLED_BUY,HOLD_FOR_REPLENISHMENT,0.806,-45.797,-44.991,5.67,0.0,0.0,5.67,0.0,0.0
92209,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,0.806,4.873,5.679,0.147,0.0,0.0,0.147,0.0,0.0
609501,0.0,NO_BUY_RUN_DOWN,HOLD_FOR_REPLENISHMENT,0.806,-45.797,-44.991,1.32,0.0,0.0,1.32,0.0,0.0
45417,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,0.805,-36.066,-35.261,2.959,0.0,0.0,2.959,0.0,0.0
193427,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,0.805,-37.728,-36.923,0.013,0.0,0.0,0.013,0.0,0.0
70655,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,0.805,-37.728,-36.923,0.29,0.0,0.0,0.29,0.0,0.0
199904,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,0.804,6.8,7.604,0.999,0.0,0.0,0.999,0.0,0.0
190839,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,0.802,-34.369,-33.567,2.374,0.0,0.0,2.374,0.0,0.0
65630,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,0.802,-12.102,-11.3,0.29,0.0,0.0,0.29,0.0,0.0
252726,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,0.802,6.802,7.604,0.013,0.0,0.0,0.013,0.0,0.0
190135,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,0.798,-12.098,-11.3,0.498,0.0,0.0,0.498,0.0,0.0
188710,0.0,CONTROLLED_BUY,HOLD_FOR_REPLENISHMENT,0.798,-47.523,-46.725,4.681,0.0,0.0,4.681,0.0,0.0
193218,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,0.796,-34.441,-33.645,2.392,0.329,0.0,2.392,0.0,0.329
433829,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,0.796,-0.868,-0.072,7.131,0.0,0.0,7.131,0.0,0.0
188721,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,0.795,-34.362,-33.567,6.313,0.0,0.0,6.313,0.0,0.0
92434,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,0.795,-11.996,-11.201,1.14,0.035,0.0,1.14,0.0,0.035
120439,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,0.793,-36.133,-35.34,0.229,0.0,0.0,0.229,0.0,0.0
199379,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,0.789,6.815,7.604,0.999,0.0,0.0,0.999,0.0,0.0
315303,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,0.788,6.816,7.604,0.999,0.0,0.0,0.999,0.0,0.0
42514,0.0,CONTROLLED_BUY,HOLD_FOR_REPLENISHMENT,0.788,-47.513,-46.725,1.111,0.0,0.0,1.111,0.0,0.0
90383,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,0.786,-37.709,-36.923,0.999,0.0,0.0,0.999,0.0,0.0
88118,0.0,BLOCKED_UNSAFE,BLOCKED_UNSAFE,0.785,-44.132,-43.347,0.825,0.0,0.0,0.825,0.0,0.0
87752,0.0,TOP_UP_TO_OPTIMAL,HOLD_FOR_REPLENISHMENT,0.785,-12.085,-11.3,3.83,0.0,0.0,3.83,0.0,0.0
