SKU,description,department,decision_triage_class,brain_learned_action_label,brain_expected_economic_value,economic_net_value_score,brain_value_gap_vs_current,brain_top_feature_1,brain_top_feature_2,constraint_block_flag,promo_demand_source_quality,buyer_check,governance_block_reason
194041,0.0,SKINCARE,AUTO_BLOCK_UNSAFE,BLOCKED_UNSAFE,-8.731,-10.156,1.425,current_soh,promo_start_soh_resolved,YES,UNSAFE,Review brain vs economic queue gap,UNSAFE_blocked
94120,0.0,ORAL HEALTH,AUTO_BLOCK_UNSAFE,BLOCKED_UNSAFE,13.906,12.481,1.425,current_soh,promo_start_soh_resolved,YES,UNSAFE,Review brain vs economic queue gap,UNSAFE_blocked
11838,0.0,SKINCARE,AUTO_BLOCK_UNSAFE,BLOCKED_UNSAFE,-34.68,-36.102,1.422,current_soh,promo_start_soh_resolved,YES,UNSAFE,Review brain vs economic queue gap,UNSAFE_blocked
712124,0.0,DIGESTIVE CARE,STANDARD_RUN_DOWN_REVIEW,HOLD_FOR_REPLENISHMENT,-46.725,-48.143,1.418,current_soh,promo_start_soh_resolved,YES,LOW,Review brain vs economic queue gap,constraint_blocked
90914,0.0,SKINCARE,STANDARD_BUY_REVIEW,HOLD_FOR_REPLENISHMENT,-49.163,-50.572,1.409,current_soh,promo_start_soh_resolved,NO,LOW,Review brain vs economic queue gap,
70978,0.0,SKINCARE,AUTO_BLOCK_UNSAFE,BLOCKED_UNSAFE,-8.731,-10.136,1.405,current_soh,promo_start_soh_resolved,YES,UNSAFE,Review brain vs economic queue gap,UNSAFE_blocked
58637,0.0,HAIRCARE,HIGH_PRIORITY_BUY_REVIEW,HOLD_FOR_REPLENISHMENT,-49.163,-50.568,1.405,current_soh,promo_start_soh_resolved,NO,LOW,Review brain vs economic queue gap,
96228,0.0,COLOUR COSMETICS,STANDARD_BUY_REVIEW,HOLD_FOR_REPLENISHMENT,-46.725,-48.121,1.396,current_soh,promo_start_soh_resolved,NO,LOW,Review brain vs economic queue gap,
90804,0.0,HAIR REMOVAL,STANDARD_RUN_DOWN_REVIEW,HOLD_FOR_REPLENISHMENT,-46.725,-48.115,1.39,current_soh,promo_start_soh_resolved,YES,UNSAFE,Review brain vs economic queue gap,UNSAFE_blocked
94496,0.0,SKINCARE,HIGH_PRIORITY_BUY_REVIEW,HOLD_FOR_REPLENISHMENT,-8.632,-10.022,1.39,current_soh,promo_start_soh_resolved,NO,LOW,Review brain vs economic queue gap,
51409,0.0,TANNING,STANDARD_BUY_REVIEW,HOLD_FOR_REPLENISHMENT,-8.731,-10.12,1.389,current_soh,promo_start_soh_resolved,NO,LOW,Review brain vs economic queue gap,
89753,0.0,TANNING,STANDARD_BUY_REVIEW,HOLD_FOR_REPLENISHMENT,-8.731,-10.117,1.386,current_soh,promo_start_soh_resolved,NO,UNSAFE,Review brain vs economic queue gap,UNSAFE_blocked
188711,0.0,SKINCARE,STANDARD_BUY_REVIEW,HOLD_FOR_REPLENISHMENT,-46.729,-48.11,1.381,current_soh,promo_start_soh_resolved,NO,LOW,Review brain vs economic queue gap,
22488,0.0,SKINCARE,AUTO_BLOCK_UNSAFE,BLOCKED_UNSAFE,-8.731,-10.107,1.376,current_soh,promo_start_soh_resolved,YES,UNSAFE,Review brain vs economic queue gap,UNSAFE_blocked
188979,0.0,VITAMIN SUPPLEMENT,HIGH_PRIORITY_BUY_REVIEW,HOLD_FOR_REPLENISHMENT,-46.725,-48.099,1.374,current_soh,promo_start_soh_resolved,NO,LOW,Review brain vs economic queue gap,
566748,0.0,COLOUR COSMETICS,HIGH_PRIORITY_BUY_REVIEW,HOLD_FOR_REPLENISHMENT,-46.725,-48.097,1.372,current_soh,promo_start_soh_resolved,NO,LOW,Review brain vs economic queue gap,
90374,0.0,SKINCARE,STANDARD_RUN_DOWN_REVIEW,HOLD_FOR_REPLENISHMENT,-61.195,-62.566,1.371,current_soh,promo_start_soh_resolved,YES,UNSAFE,Review brain vs economic queue gap,UNSAFE_blocked
67326,0.0,SKINCARE,AUTO_BLOCK_UNSAFE,BLOCKED_UNSAFE,15.4,14.031,1.369,current_soh,promo_start_soh_resolved,YES,LOW,Review brain vs economic queue gap,constraint_blocked
626171,0.0,ORAL HEALTH,WATCHLIST_ONLY,BUYER_REVIEW_REQUIRED,-9.749,-11.105,1.356,current_soh,promo_start_soh_resolved,YES,LOW,Review brain vs economic queue gap,constraint_blocked
46889,0.0,COLOUR COSMETICS,STANDARD_BUY_REVIEW,HOLD_FOR_REPLENISHMENT,-51.124,-52.476,1.352,current_soh,promo_start_soh_resolved,YES,LOW,Review brain vs economic queue gap,constraint_blocked
88131,0.0,SKINCARE,AUTO_BLOCK_UNSAFE,BLOCKED_UNSAFE,-2.061,-3.412,1.351,current_soh,promo_start_soh_resolved,YES,LOW,Review brain vs economic queue gap,constraint_blocked
88129,0.0,SKINCARE,STANDARD_BUY_REVIEW,HOLD_FOR_REPLENISHMENT,-29.041,-30.391,1.35,current_soh,promo_start_soh_resolved,NO,UNSAFE,Review brain vs economic queue gap,UNSAFE_blocked
92186,0.0,COLOUR COSMETICS,HIGH_PRIORITY_BUY_REVIEW,HOLD_FOR_REPLENISHMENT,-46.725,-48.072,1.347,current_soh,promo_start_soh_resolved,NO,LOW,Review brain vs economic queue gap,
483796,0.0,SKINCARE,STANDARD_BUY_REVIEW,BLOCKED_UNSAFE,3.919,2.573,1.346,current_soh,promo_start_soh_resolved,NO,LOW,Review brain vs economic queue gap,
96594,0.0,COLOUR COSMETICS,STANDARD_BUY_REVIEW,HOLD_FOR_REPLENISHMENT,-46.725,-48.069,1.344,current_soh,promo_start_soh_resolved,YES,LOW,Review brain vs economic queue gap,constraint_blocked
96595,0.0,COLOUR COSMETICS,STANDARD_BUY_REVIEW,HOLD_FOR_REPLENISHMENT,-46.725,-48.069,1.344,current_soh,promo_start_soh_resolved,YES,LOW,Review brain vs economic queue gap,constraint_blocked
188710,0.0,SKINCARE,STANDARD_BUY_REVIEW,HOLD_FOR_REPLENISHMENT,-46.725,-48.067,1.342,current_soh,promo_start_soh_resolved,NO,LOW,Review brain vs economic queue gap,
195258,0.0,SKINCARE,AUTO_BLOCK_UNSAFE,BLOCKED_UNSAFE,6.262,4.927,1.335,current_soh,promo_start_soh_resolved,YES,LOW,Review brain vs economic queue gap,constraint_blocked
43531,0.0,HAIRCARE,AUTO_BLOCK_UNSAFE,BLOCKED_UNSAFE,12.775,11.446,1.329,current_soh,promo_start_soh_resolved,YES,LOW,Review brain vs economic queue gap,constraint_blocked
94217,0.0,SKINCARE,HIGH_PRIORITY_BUY_REVIEW,HOLD_FOR_REPLENISHMENT,-11.201,-12.529,1.328,current_soh,promo_start_soh_resolved,NO,LOW,Review brain vs economic queue gap,
11838,0.0,SKINCARE,STANDARD_BUY_REVIEW,HOLD_FOR_REPLENISHMENT,-68.66,-69.987,1.327,current_soh,promo_start_soh_resolved,YES,LOW,Review brain vs economic queue gap,constraint_blocked
63109,0.0,COLOUR COSMETICS,STANDARD_BUY_REVIEW,HOLD_FOR_REPLENISHMENT,-49.163,-50.477,1.314,current_soh,promo_start_soh_resolved,NO,LOW,Review brain vs economic queue gap,
96259,0.0,SUNCARE,AUTO_BLOCK_UNSAFE,BLOCKED_UNSAFE,-46.644,-47.953,1.309,current_soh,promo_start_soh_resolved,YES,UNSAFE,Review brain vs economic queue gap,UNSAFE_blocked
188712,0.0,SKINCARE,STANDARD_BUY_REVIEW,HOLD_FOR_REPLENISHMENT,-46.725,-48.031,1.306,current_soh,promo_start_soh_resolved,NO,LOW,Review brain vs economic queue gap,
2295,0.0,ALLERGY,HIGH_PRIORITY_BUY_REVIEW,HOLD_FOR_REPLENISHMENT,-46.725,-48.031,1.306,current_soh,promo_start_soh_resolved,NO,LOW,Review brain vs economic queue gap,
193712,0.0,SKINCARE,AUTO_BLOCK_UNSAFE,BLOCKED_UNSAFE,-46.733,-48.037,1.304,current_soh,promo_start_soh_resolved,YES,UNSAFE,Review brain vs economic queue gap,UNSAFE_blocked
49692,0.0,SKINCARE,HIGH_PRIORITY_BUY_REVIEW,HOLD_FOR_REPLENISHMENT,-17.037,-18.339,1.302,current_soh,promo_start_soh_resolved,NO,LOW,Review brain vs economic queue gap,
96594,0.0,COLOUR COSMETICS,WATCHLIST_ONLY,HOLD_FOR_REPLENISHMENT,12.709,11.41,1.299,current_soh,promo_start_soh_resolved,YES,UNSAFE,Review brain vs economic queue gap,UNSAFE_blocked
92901,0.0,HAIRCARE,AUTO_BLOCK_UNSAFE,BLOCKED_UNSAFE,-8.875,-10.172,1.297,current_soh,promo_start_soh_resolved,YES,UNSAFE,Review brain vs economic queue gap,UNSAFE_blocked
93976,0.0,COLOUR COSMETICS,STANDARD_BUY_REVIEW,BUYER_REVIEW_REQUIRED,-5.355,-6.651,1.296,current_soh,promo_start_soh_resolved,NO,LOW,Review brain vs economic queue gap,
57316,0.0,SKINCARE,AUTO_BLOCK_UNSAFE,BLOCKED_UNSAFE,14.407,13.118,1.289,current_soh,promo_start_soh_resolved,YES,LOW,Review brain vs economic queue gap,constraint_blocked
10045,0.0,HAIRCARE,STANDARD_BUY_REVIEW,BUYER_REVIEW_REQUIRED,60.093,58.809,1.284,current_soh,promo_start_soh_resolved,NO,LOW,Review brain vs economic queue gap,
95583,0.0,GIFTING,AUTO_BLOCK_UNSAFE,BLOCKED_UNSAFE,-71.302,-72.585,1.283,current_soh,promo_start_soh_resolved,YES,UNSAFE,Review brain vs economic queue gap,UNSAFE_blocked
33087,0.0,HAIRCARE,STANDARD_BUY_REVIEW,HOLD_FOR_REPLENISHMENT,-5.821,-7.103,1.282,current_soh,promo_start_soh_resolved,NO,LOW,Review brain vs economic queue gap,
193212,0.0,COLOUR COSMETICS,STANDARD_BUY_REVIEW,HOLD_FOR_REPLENISHMENT,-46.725,-48.007,1.282,current_soh,promo_start_soh_resolved,NO,LOW,Review brain vs economic queue gap,
90903,0.0,SKINCARE,AUTO_BLOCK_UNSAFE,BLOCKED_UNSAFE,-46.294,-47.57,1.276,current_soh,promo_start_soh_resolved,YES,UNSAFE,Review brain vs economic queue gap,UNSAFE_blocked
92184,0.0,COLOUR COSMETICS,HIGH_PRIORITY_BUY_REVIEW,HOLD_FOR_REPLENISHMENT,-46.725,-47.997,1.272,current_soh,promo_start_soh_resolved,NO,LOW,Review brain vs economic queue gap,
91147,0.0,ORAL HEALTH,STANDARD_BUY_REVIEW,HOLD_FOR_REPLENISHMENT,-49.467,-50.738,1.271,current_soh,promo_start_soh_resolved,NO,UNSAFE,Review brain vs economic queue gap,UNSAFE_blocked
46889,0.0,COLOUR COSMETICS,STANDARD_BUY_REVIEW,HOLD_FOR_REPLENISHMENT,-46.729,-47.998,1.269,current_soh,promo_start_soh_resolved,YES,LOW,Review brain vs economic queue gap,constraint_blocked
65557,0.0,SKINCARE,AUTO_BLOCK_UNSAFE,BLOCKED_UNSAFE,-11.3,-12.566,1.266,current_soh,promo_start_soh_resolved,YES,UNSAFE,Review brain vs economic queue gap,UNSAFE_blocked
192244,0.0,HAIRCARE,AUTO_BLOCK_UNSAFE,BLOCKED_UNSAFE,-11.3,-12.566,1.266,current_soh,promo_start_soh_resolved,YES,UNSAFE,Review brain vs economic queue gap,UNSAFE_blocked
189774,0.0,ORAL HEALTH,AUTO_BLOCK_UNSAFE,BLOCKED_UNSAFE,-11.3,-12.566,1.266,current_soh,promo_start_soh_resolved,YES,UNSAFE,Review brain vs economic queue gap,UNSAFE_blocked
24924,0.0,SKINCARE,STANDARD_BUY_REVIEW,HOLD_FOR_REPLENISHMENT,-11.3,-12.561,1.261,current_soh,promo_start_soh_resolved,NO,LOW,Review brain vs economic queue gap,
668038,0.0,COLOUR COSMETICS,STANDARD_BUY_REVIEW,HOLD_FOR_REPLENISHMENT,-8.731,-9.986,1.255,current_soh,promo_start_soh_resolved,NO,UNSAFE,Review brain vs economic queue gap,UNSAFE_blocked
668988,0.0,COLOUR COSMETICS,STANDARD_BUY_REVIEW,BLOCKED_UNSAFE,-8.731,-9.986,1.255,current_soh,promo_start_soh_resolved,NO,UNSAFE,Review brain vs economic queue gap,UNSAFE_blocked
55498,0.0,SKINCARE,HIGH_PRIORITY_BUY_REVIEW,HOLD_FOR_REPLENISHMENT,-49.163,-50.412,1.249,current_soh,promo_start_soh_resolved,NO,LOW,Review brain vs economic queue gap,
92209,0.0,SKINCARE,STANDARD_BUY_REVIEW,HOLD_FOR_REPLENISHMENT,-11.3,-12.547,1.247,current_soh,promo_start_soh_resolved,NO,UNSAFE,Review brain vs economic queue gap,UNSAFE_blocked
95387,0.0,FRAGRANCE,AUTO_BLOCK_UNSAFE,BLOCKED_UNSAFE,-8.767,-10.014,1.247,current_soh,promo_start_soh_resolved,YES,UNSAFE,Review brain vs economic queue gap,UNSAFE_blocked
186457,0.0,SKINCARE,HIGH_PRIORITY_BUY_REVIEW,HOLD_FOR_REPLENISHMENT,-8.632,-9.871,1.239,current_soh,promo_start_soh_resolved,NO,LOW,Review brain vs economic queue gap,
70977,0.0,SKINCARE,AUTO_BLOCK_UNSAFE,BLOCKED_UNSAFE,-8.731,-9.968,1.237,current_soh,promo_start_soh_resolved,YES,UNSAFE,Review brain vs economic queue gap,UNSAFE_blocked
198633,0.0,SKINCARE,STANDARD_BUY_REVIEW,HOLD_FOR_REPLENISHMENT,-3.968,-5.203,1.235,current_soh,promo_start_soh_resolved,NO,LOW,Review brain vs economic queue gap,
198633,0.0,SKINCARE,STANDARD_BUY_REVIEW,HOLD_FOR_REPLENISHMENT,-3.968,-5.203,1.235,current_soh,promo_start_soh_resolved,NO,LOW,Review brain vs economic queue gap,
73683,0.0,ORAL HEALTH,HIGH_PRIORITY_BUY_REVIEW,HOLD_FOR_REPLENISHMENT,-49.163,-50.397,1.234,current_soh,promo_start_soh_resolved,NO,LOW,Review brain vs economic queue gap,
91170,0.0,COLOUR COSMETICS,HIGH_PRIORITY_BUY_REVIEW,HOLD_FOR_REPLENISHMENT,-49.163,-50.396,1.233,current_soh,promo_start_soh_resolved,NO,LOW,Review brain vs economic queue gap,
188861,0.0,SKINCARE,HIGH_PRIORITY_BUY_REVIEW,HOLD_FOR_REPLENISHMENT,-46.725,-47.958,1.233,current_soh,promo_start_soh_resolved,NO,LOW,Review brain vs economic queue gap,
195098,0.0,SKINCARE,STANDARD_BUY_REVIEW,HOLD_FOR_REPLENISHMENT,-8.731,-9.964,1.233,current_soh,promo_start_soh_resolved,NO,LOW,Review brain vs economic queue gap,
75790,0.0,SKINCARE,AUTO_BLOCK_UNSAFE,BLOCKED_UNSAFE,-8.731,-9.96,1.229,current_soh,promo_start_soh_resolved,YES,UNSAFE,Review brain vs economic queue gap,UNSAFE_blocked
200239,0.0,SUNCARE,HIGH_PRIORITY_BUY_REVIEW,HOLD_FOR_REPLENISHMENT,-46.725,-47.953,1.228,current_soh,promo_start_soh_resolved,NO,LOW,Review brain vs economic queue gap,
188990,0.0,SKINCARE,HIGH_PRIORITY_BUY_REVIEW,HOLD_FOR_REPLENISHMENT,-11.201,-12.426,1.225,current_soh,promo_start_soh_resolved,NO,LOW,Review brain vs economic queue gap,
190277,0.0,HAIR ACC BRUSHES,STANDARD_RUN_DOWN_REVIEW,HOLD_FOR_REPLENISHMENT,-60.857,-62.081,1.224,current_soh,promo_start_soh_resolved,YES,LOW,Review brain vs economic queue gap,constraint_blocked
37039,0.0,SUNCARE,STANDARD_BUY_REVIEW,HOLD_FOR_REPLENISHMENT,-8.731,-9.95,1.219,current_soh,promo_start_soh_resolved,NO,UNSAFE,Review brain vs economic queue gap,UNSAFE_blocked
192807,0.0,ORAL HEALTH,STANDARD_BUY_REVIEW,HOLD_FOR_REPLENISHMENT,-49.356,-50.573,1.217,current_soh,promo_start_soh_resolved,NO,UNSAFE,Review brain vs economic queue gap,UNSAFE_blocked
199580,0.0,COLOUR COSMETICS,HIGH_PRIORITY_BUY_REVIEW,HOLD_FOR_REPLENISHMENT,-46.725,-47.939,1.214,current_soh,promo_start_soh_resolved,NO,LOW,Review brain vs economic queue gap,
192181,0.0,SKINCARE,HIGH_PRIORITY_BUY_REVIEW,BLOCKED_UNSAFE,-1.795,-3.008,1.213,current_soh,promo_start_soh_resolved,NO,LOW,Review brain vs economic queue gap,
193458,0.0,SKINCARE,AUTO_BLOCK_UNSAFE,BLOCKED_UNSAFE,-8.731,-9.943,1.212,current_soh,promo_start_soh_resolved,YES,UNSAFE,Review brain vs economic queue gap,UNSAFE_blocked
94640,0.0,SKINCARE,STANDARD_BUY_REVIEW,HOLD_FOR_REPLENISHMENT,-11.3,-12.512,1.212,current_soh,promo_start_soh_resolved,NO,UNSAFE,Review brain vs economic queue gap,UNSAFE_blocked
958816,0.0,HAIRCARE,STANDARD_BUY_REVIEW,HOLD_FOR_REPLENISHMENT,-8.731,-9.938,1.207,current_soh,promo_start_soh_resolved,NO,LOW,Review brain vs economic queue gap,
192035,0.0,SKINCARE,STANDARD_BUY_REVIEW,HOLD_FOR_REPLENISHMENT,-44.991,-46.197,1.206,current_soh,promo_start_soh_resolved,NO,LOW,Review brain vs economic queue gap,
87822,0.0,ORAL HEALTH,HIGH_PRIORITY_BUY_REVIEW,HOLD_FOR_REPLENISHMENT,-44.991,-46.194,1.203,current_soh,promo_start_soh_resolved,NO,LOW,Review brain vs economic queue gap,
34860,0.0,BATH TOILETRIES,WATCHLIST_ONLY,BLOCKED_UNSAFE,12.775,11.577,1.198,current_soh,promo_start_soh_resolved,YES,LOW,Review brain vs economic queue gap,constraint_blocked
107213,0.0,COLOUR COSMETICS,HIGH_PRIORITY_BUY_REVIEW,HOLD_FOR_REPLENISHMENT,-46.725,-47.923,1.198,current_soh,promo_start_soh_resolved,NO,LOW,Review brain vs economic queue gap,
194018,0.0,SKINCARE,STANDARD_BUY_REVIEW,HOLD_FOR_REPLENISHMENT,-49.163,-50.36,1.197,current_soh,promo_start_soh_resolved,NO,LOW,Review brain vs economic queue gap,
908150,0.0,COLOUR COSMETICS,STANDARD_BUY_REVIEW,HOLD_FOR_REPLENISHMENT,-8.731,-9.927,1.196,current_soh,promo_start_soh_resolved,NO,UNSAFE,Review brain vs economic queue gap,UNSAFE_blocked
75495,0.0,HAIRCARE,HIGH_PRIORITY_BUY_REVIEW,HOLD_FOR_REPLENISHMENT,-49.163,-50.359,1.196,current_soh,promo_start_soh_resolved,NO,LOW,Review brain vs economic queue gap,
68163,0.0,SUNCARE,STANDARD_BUY_REVIEW,HOLD_FOR_REPLENISHMENT,-11.3,-12.492,1.192,current_soh,promo_start_soh_resolved,NO,UNSAFE,Review brain vs economic queue gap,UNSAFE_blocked
67603,0.0,INCONTINENCE,HIGH_PRIORITY_BUY_REVIEW,HOLD_FOR_REPLENISHMENT,-49.163,-50.35,1.187,current_soh,promo_start_soh_resolved,NO,LOW,Review brain vs economic queue gap,
190711,0.0,SKINCARE,STANDARD_BUY_REVIEW,HOLD_FOR_REPLENISHMENT,-44.991,-46.178,1.187,current_soh,promo_start_soh_resolved,NO,LOW,Review brain vs economic queue gap,
67621,0.0,SKINCARE,STANDARD_BUY_REVIEW,HOLD_FOR_REPLENISHMENT,-32.673,-33.857,1.184,current_soh,promo_start_soh_resolved,NO,UNSAFE,Review brain vs economic queue gap,UNSAFE_blocked
654988,0.0,SKINCARE,STANDARD_BUY_REVIEW,HOLD_FOR_REPLENISHMENT,-44.991,-46.168,1.177,current_soh,promo_start_soh_resolved,NO,LOW,Review brain vs economic queue gap,
184856,0.0,ORAL HEALTH,HIGH_PRIORITY_BUY_REVIEW,HOLD_FOR_REPLENISHMENT,-17.919,-19.094,1.175,current_soh,promo_start_soh_resolved,NO,LOW,Review brain vs economic queue gap,
188805,0.0,SKINCARE,AUTO_BLOCK_UNSAFE,BLOCKED_UNSAFE,7.097,5.925,1.172,current_soh,promo_start_soh_resolved,YES,UNSAFE,Review brain vs economic queue gap,UNSAFE_blocked
94903,0.0,SKINCARE,AUTO_BLOCK_UNSAFE,BLOCKED_UNSAFE,-49.904,-51.067,1.163,current_soh,promo_start_soh_resolved,YES,UNSAFE,Review brain vs economic queue gap,UNSAFE_blocked
55533,0.0,SKINCARE,AUTO_BLOCK_UNSAFE,BLOCKED_UNSAFE,-49.555,-50.71,1.155,current_soh,promo_start_soh_resolved,YES,UNSAFE,Review brain vs economic queue gap,UNSAFE_blocked
189356,0.0,SKINCARE,AUTO_BLOCK_UNSAFE,BLOCKED_UNSAFE,-8.731,-9.882,1.151,current_soh,promo_start_soh_resolved,YES,UNSAFE,Review brain vs economic queue gap,UNSAFE_blocked
23677,0.0,ORAL HEALTH,AUTO_BLOCK_UNSAFE,BLOCKED_UNSAFE,-17.526,-18.671,1.145,current_soh,promo_start_soh_resolved,YES,LOW,Review brain vs economic queue gap,constraint_blocked
22455,0.0,SKINCARE,STANDARD_BUY_REVIEW,HOLD_FOR_REPLENISHMENT,-44.991,-46.136,1.145,current_soh,promo_start_soh_resolved,NO,LOW,Review brain vs economic queue gap,
604887,0.0,DIGESTIVE CARE,HIGH_PRIORITY_BUY_REVIEW,HOLD_FOR_REPLENISHMENT,-44.991,-46.131,1.14,current_soh,promo_start_soh_resolved,NO,LOW,Review brain vs economic queue gap,
188992,0.0,SKINCARE,AUTO_BLOCK_UNSAFE,BLOCKED_UNSAFE,-49.466,-50.603,1.137,current_soh,promo_start_soh_resolved,YES,UNSAFE,Review brain vs economic queue gap,UNSAFE_blocked
564834,0.0,VITAMIN SUPPLEMENT,HIGH_PRIORITY_BUY_REVIEW,HOLD_FOR_REPLENISHMENT,-44.991,-46.128,1.137,current_soh,promo_start_soh_resolved,NO,LOW,Review brain vs economic queue gap,
43837,0.0,HAIRCARE,STANDARD_RUN_DOWN_REVIEW,HOLD_FOR_REPLENISHMENT,-46.918,-48.055,1.137,current_soh,promo_start_soh_resolved,YES,UNSAFE,Review brain vs economic queue gap,UNSAFE_blocked
91533,0.0,HAIRCARE,STANDARD_RUN_DOWN_REVIEW,HOLD_FOR_REPLENISHMENT,-46.918,-48.055,1.137,current_soh,promo_start_soh_resolved,YES,UNSAFE,Review brain vs economic queue gap,UNSAFE_blocked
87757,0.0,SKINCARE,AUTO_BLOCK_UNSAFE,BLOCKED_UNSAFE,12.775,11.645,1.13,current_soh,promo_start_soh_resolved,YES,UNSAFE,Review brain vs economic queue gap,UNSAFE_blocked
94467,0.0,FRAGRANCE,STANDARD_BUY_REVIEW,HOLD_FOR_REPLENISHMENT,-8.731,-9.858,1.127,current_soh,promo_start_soh_resolved,NO,UNSAFE,Review brain vs economic queue gap,UNSAFE_blocked
49692,0.0,SKINCARE,STANDARD_BUY_REVIEW,HOLD_FOR_REPLENISHMENT,-46.725,-47.847,1.122,current_soh,promo_start_soh_resolved,NO,LOW,Review brain vs economic queue gap,
92899,0.0,HAIRCARE,AUTO_BLOCK_UNSAFE,BLOCKED_UNSAFE,-11.445,-12.564,1.119,current_soh,promo_start_soh_resolved,YES,UNSAFE,Review brain vs economic queue gap,UNSAFE_blocked
190266,0.0,HAIR ACC BRUSHES,STANDARD_RUN_DOWN_REVIEW,HOLD_FOR_REPLENISHMENT,-44.991,-46.11,1.119,current_soh,promo_start_soh_resolved,YES,LOW,Review brain vs economic queue gap,constraint_blocked
94276,0.0,SKINCARE,STANDARD_BUY_REVIEW,HOLD_FOR_REPLENISHMENT,-11.3,-12.419,1.119,current_soh,promo_start_soh_resolved,NO,UNSAFE,Review brain vs economic queue gap,UNSAFE_blocked
187763,0.0,HAIRCARE,AUTO_BLOCK_UNSAFE,BLOCKED_UNSAFE,-8.875,-9.993,1.118,current_soh,promo_start_soh_resolved,YES,LOW,Review brain vs economic queue gap,constraint_blocked
372102,0.0,FRAGRANCE,AUTO_BLOCK_UNSAFE,BLOCKED_UNSAFE,-8.731,-9.835,1.104,current_soh,promo_start_soh_resolved,YES,UNSAFE,Review brain vs economic queue gap,UNSAFE_blocked
10433,0.0,HAIRCARE,AUTO_BLOCK_UNSAFE,BLOCKED_UNSAFE,-8.731,-9.834,1.103,current_soh,promo_start_soh_resolved,YES,UNSAFE,Review brain vs economic queue gap,UNSAFE_blocked
33550,0.0,HAIRCARE,STANDARD_RUN_DOWN_REVIEW,HOLD_FOR_REPLENISHMENT,-44.991,-46.093,1.102,current_soh,promo_start_soh_resolved,YES,UNSAFE,Review brain vs economic queue gap,UNSAFE_blocked
185448,0.0,COLOUR COSMETICS,HIGH_PRIORITY_BUY_REVIEW,HOLD_FOR_REPLENISHMENT,-44.991,-46.088,1.097,current_soh,promo_start_soh_resolved,NO,LOW,Review brain vs economic queue gap,
195389,0.0,COLOUR COSMETICS,HIGH_PRIORITY_BUY_REVIEW,HOLD_FOR_REPLENISHMENT,-44.991,-46.088,1.097,current_soh,promo_start_soh_resolved,NO,LOW,Review brain vs economic queue gap,
63051,0.0,COLOUR COSMETICS,HIGH_PRIORITY_BUY_REVIEW,HOLD_FOR_REPLENISHMENT,-44.991,-46.088,1.097,current_soh,promo_start_soh_resolved,NO,LOW,Review brain vs economic queue gap,
91439,0.0,HAIRCARE,AUTO_BLOCK_UNSAFE,BLOCKED_UNSAFE,-11.445,-12.541,1.096,current_soh,promo_start_soh_resolved,YES,UNSAFE,Review brain vs economic queue gap,UNSAFE_blocked
37849,0.0,SKINCARE,HIGH_PRIORITY_BUY_REVIEW,HOLD_FOR_REPLENISHMENT,-44.991,-46.086,1.095,current_soh,promo_start_soh_resolved,NO,LOW,Review brain vs economic queue gap,
69723,0.0,HAIRCARE,STANDARD_BUY_REVIEW,HOLD_FOR_REPLENISHMENT,-8.875,-9.969,1.094,current_soh,promo_start_soh_resolved,NO,LOW,Review brain vs economic queue gap,
186808,0.0,DIGESTIVE CARE,AUTO_BLOCK_UNSAFE,BLOCKED_UNSAFE,-49.815,-50.908,1.093,current_soh,promo_start_soh_resolved,YES,UNSAFE,Review brain vs economic queue gap,UNSAFE_blocked
68454,0.0,HAIRCARE,HIGH_PRIORITY_BUY_REVIEW,HOLD_FOR_REPLENISHMENT,-46.725,-47.814,1.089,current_soh,promo_start_soh_resolved,NO,LOW,Review brain vs economic queue gap,
656089,0.0,FIRSTAID WOUNDCARE,HIGH_PRIORITY_BUY_REVIEW,HOLD_FOR_REPLENISHMENT,-46.725,-47.813,1.088,current_soh,promo_start_soh_resolved,NO,LOW,Review brain vs economic queue gap,
714836,0.0,HAIR REMOVAL,HIGH_PRIORITY_BUY_REVIEW,HOLD_FOR_REPLENISHMENT,-46.725,-47.813,1.088,current_soh,promo_start_soh_resolved,NO,LOW,Review brain vs economic queue gap,
46535,0.0,FEMININE CARE,HIGH_PRIORITY_BUY_REVIEW,HOLD_FOR_REPLENISHMENT,-46.725,-47.811,1.086,current_soh,promo_start_soh_resolved,NO,LOW,Review brain vs economic queue gap,
195445,0.0,SKINCARE,STANDARD_BUY_REVIEW,HOLD_FOR_REPLENISHMENT,-49.163,-50.248,1.085,current_soh,promo_start_soh_resolved,NO,LOW,Review brain vs economic queue gap,
24359,0.0,SKINCARE,AUTO_BLOCK_UNSAFE,BLOCKED_UNSAFE,14.539,13.456,1.083,current_soh,promo_start_soh_resolved,YES,UNSAFE,Review brain vs economic queue gap,UNSAFE_blocked
191996,0.0,SKINCARE,AUTO_BLOCK_UNSAFE,BLOCKED_UNSAFE,12.775,11.693,1.082,current_soh,promo_start_soh_resolved,YES,UNSAFE,Review brain vs economic queue gap,UNSAFE_blocked
195738,0.0,VITAMIN SUPPLEMENT,AUTO_BLOCK_UNSAFE,BLOCKED_UNSAFE,-11.445,-12.526,1.081,current_soh,promo_start_soh_resolved,YES,LOW,Review brain vs economic queue gap,constraint_blocked
