shadow_run_id,shadow_created_at,store_number,promotion_id,promotion_name,promotion_start_date,promotion_end_date,sku_number,sku_description,department,category,brain_validated_action_label,brain_validated_expected_value,brain_learned_action_label,brain_expected_economic_value,brain_expected_uplift_units,brain_expected_stock_exit_distance,brain_top_feature_1,brain_top_feature_2,brain_top_feature_3,validated_alpha_pattern_label,final_governed_action_label,final_governed_order_units,decision_triage_class,economic_net_value_score,buyer_review_priority_score,shadow_candidate_class,shadow_candidate_score,shadow_candidate_rank,human_buyer_decision,human_order_units,human_decision_reason,human_override_flag,human_override_reason,human_confidence_score,human_reviewed_at,human_reviewer,current_soh,expected_soh_at_promo_start_before_order,optimal_base_soh_units,target_day_one_promo_soh,target_end_promo_soh,expected_promo_uplift_units,mission_sku_score,long_tail_sku_flag,basket_attachment_source_quality,segment_historical_bias_pct,segment_historical_wape,expected_shadow_learning_question,shadow_observation_plan,shadow_expected_learning_value,actual_units_sold_promo,actual_gp_promo,actual_start_soh,actual_end_soh,actual_stockout_flag,actual_lost_sales_proxy,actual_basket_gp_when_present,actual_basket_attachment_observed,actual_end_distance_to_optimal_soh,actual_cash_tied_above_optimal,actual_overstock_reduction_units,promo_exit_success_flag_actual,brain_would_have_been_better_flag,brain_vs_human_value_delta,brain_vs_governed_value_delta,brain_prediction_error,brain_action_correctness_label,human_action_correctness_label,lesson_learned_label,lesson_learned_note,human_review_status,human_decision_valid_flag,human_decision_validation_error,human_decision_merge_status,actual_outcome_merge_status,actual_outcome_quality,actual_outcome_proxy_flag,actual_outcome_missing_reason,brain_value_realised_proxy,human_value_realised_proxy,governed_value_realised_proxy,human_vs_governed_value_delta,governed_action_correctness_label,brain_update_recommendation,governance_update_recommendation,data_quality_update_recommendation,stockout_suspected_flag,leftover_units_estimate,promo_start_soh_resolved,distance_to_optimal_end_soh,promo_exit_success_flag,simulated_missed_demand_units,feature_basket_3plus_attach_rate,feature_avg_basket_gp_when_present,missed_units_risk,cash_tied_above_optimal_cost,lesson_weight,brain_positive_reinforcement_weight,brain_negative_reinforcement_weight,governance_relaxation_candidate_flag,governance_tightening_candidate_flag,long_tail_reinforcement_flag,human_review_reinforcement_flag,data_quality_repair_priority_flag,long_tail_update_recommendation,human_review_policy_recommendation,next_learning_action,human_notes,human_review_valid_flag,human_review_validation_error,human_review_merge_status,human_feedback_signal,human_feedback_weight,human_disagrees_with_brain_flag,human_disagrees_with_governed_flag,human_accepts_brain_flag,human_accepts_governed_flag,human_override_direction,human_feedback_learning_note
phase5t01-20260623T023554Z,2026-06-23T02:35:54.943455+00:00,772,772|318051|2026-03-05|2026-03-18|772-318051-20260305|Allocation Report - OP21 FEMALE FOUNDERS,unknown,2026-03-05,2026-03-18,318051,0.0,FAMILY PLANNING,SEXUAL HEALTH,HOLD_FOR_REPLENISHMENT,-27.244,HOLD_FOR_REPLENISHMENT,-46.725,0.823,0.014,current_soh,promo_start_soh_resolved,expected_soh_at_promo_start_before_order,Understocked high convexity,TOP_UP_TO_OPTIMAL,3.0,HIGH_PRIORITY_BUY_REVIEW,-46.418,7.7,SHADOW_TOP_50_CANDIDATE,26.1,44,,,,,,,,,0.0,0.0,2.0,3.336,2.0,1.336,7.0,NO,LOW,9.1,0.367,Does basket attachment predict trust-sensitive demand?,Internal shadow observation only; compare brain vs buyer; no auto-order.,31.8,1.0,,,,0,,,,,,,,YES,-27.244,19.174,-0.177,CORRECT,PENDING,BRAIN_RIGHT_HUMAN_WRONG,Brain advisory outperformed human/governed path ex-post.,PENDING,NO,,NOT_MERGED,MERGED,PROXY,YES,,-2.374,0.157,-0.35,0.507,PARTIAL,REVIEW_BRAIN_ACTION_CLASSIFIER,MAINTAIN_HUMAN_REVIEW,NONE,0,0.0,0.0,0.0,YES,0.0,0.0,3.141,0.0,0.0,1.15,0.0,0.25,NO,NO,NO,YES,NO,NO_CHANGE,MAINTAIN_HUMAN_REVIEW,PENALISE_BRAIN_ACTION_PATTERN,,NO,,NOT_MERGED,PENDING,0.0,NO,NO,NO,NO,,Awaiting buyer review.
phase5t01-20260623T023554Z,2026-06-23T02:35:54.943455+00:00,772,772|190135|2025-12-25|2026-01-14|772-190135-20251225|Allocation Report - WK26-28 NEW YEAR NEW YOU,unknown,2025-12-25,2026-01-14,190135,0.0,BEAUTY ACCESSORIES,BEAUTY TOOLS,HOLD_FOR_REPLENISHMENT,-2.572,HOLD_FOR_REPLENISHMENT,-11.3,0.665,0.999,current_soh,promo_start_soh_resolved,expected_soh_at_promo_start_before_order,Understocked high convexity,TOP_UP_TO_OPTIMAL,3.0,STANDARD_BUY_REVIEW,-10.759,25.9,SHADOW_TOP_50_CANDIDATE,26.0,45,,,,,,,,,0.0,0.0,2.0,3.079,2.0,1.079,13.5,NO,HIGH,15.84,0.4767,Does basket attachment predict trust-sensitive demand?,Internal shadow observation only; compare brain vs buyer; no auto-order.,33.4,2.0,,,,0,,,,,,,,NO,-2.572,8.187,-1.335,INCORRECT,PENDING,BOTH_WRONG,Neither brain nor human path clearly best ex-post.,PENDING,NO,,NOT_MERGED,MERGED,PROXY,YES,,-0.057,0.134,0.35,-0.216,RIGHT,MONITOR,MONITOR,NONE,0,0.0,0.0,1.0,YES,0.0,0.0,2.685,0.0,0.0,1.0,0.05,0.0,NO,NO,NO,NO,NO,NO_CHANGE,MAINTAIN_REVIEW,MONITOR,,NO,,NOT_MERGED,PENDING,0.0,NO,NO,NO,NO,,Awaiting buyer review.
phase5t01-20260623T023554Z,2026-06-23T02:35:54.943455+00:00,772,772|199044|2025-12-25|2026-01-14|772-199044-20251225|Allocation Report - WK26-28 NEW YEAR NEW YOU,unknown,2025-12-25,2026-01-14,199044,0.0,SUNCARE,SUN PROTECTION,HOLD_FOR_REPLENISHMENT,-4.976,HOLD_FOR_REPLENISHMENT,-19.887,0.823,0.013,current_soh,promo_start_soh_resolved,expected_soh_at_promo_start_before_order,Understocked high convexity,TOP_UP_TO_OPTIMAL,3.0,HIGH_PRIORITY_BUY_REVIEW,-19.964,30.4,SHADOW_TOP_50_CANDIDATE,26.0,46,,,,,,,,,0.0,0.0,2.0,3.482,2.0,1.482,14.1,NO,LOW,15.84,0.4767,Does basket attachment predict trust-sensitive demand?,Internal shadow observation only; compare brain vs buyer; no auto-order.,33.5,1.0,,,,0,,,,,,,,YES,-4.976,14.988,-0.177,CORRECT,PENDING,BRAIN_RIGHT_HUMAN_WRONG,Brain advisory outperformed human/governed path ex-post.,PENDING,NO,,NOT_MERGED,MERGED,PROXY,YES,,-0.148,0.283,-0.35,0.633,PARTIAL,MONITOR,MONITOR,NONE,0,0.0,0.0,0.0,YES,0.0,0.0,5.66,0.0,0.0,1.0,0.05,0.0,NO,NO,NO,NO,NO,NO_CHANGE,MAINTAIN_REVIEW,MONITOR,,NO,,NOT_MERGED,PENDING,0.0,NO,NO,NO,NO,,Awaiting buyer review.
phase5t01-20260623T023554Z,2026-06-23T02:35:54.943455+00:00,772,772|295000|2025-12-25|2026-01-14|772-295000-20251225|Allocation Report - WK26-28 NEW YEAR NEW YOU,unknown,2025-12-25,2026-01-14,295000,0.0,HAIR REMOVAL,WOMENS SHAVING AID,HOLD_FOR_REPLENISHMENT,-26.155,HOLD_FOR_REPLENISHMENT,-39.275,0.598,0.013,current_soh,promo_start_soh_resolved,expected_soh_at_promo_start_before_order,Understocked high convexity,TOP_UP_TO_OPTIMAL,3.0,STANDARD_BUY_REVIEW,-39.234,11.3,SHADOW_TOP_50_CANDIDATE,26.0,47,,,,,,,,,0.0,0.0,2.0,2.833,2.0,0.833,12.0,NO,MEDIUM,10.23,0.4521,Does basket attachment predict trust-sensitive demand?,Internal shadow observation only; compare brain vs buyer; no auto-order.,33.0,1.0,,,,0,,,,,,,,NO,-26.155,13.079,-0.402,INCORRECT,PENDING,BOTH_WRONG,Neither brain nor human path clearly best ex-post.,PENDING,NO,,NOT_MERGED,MERGED,PROXY,YES,,-2.266,0.181,-0.35,0.531,PARTIAL,REVIEW_BRAIN_ACTION_CLASSIFIER,MAINTAIN_HUMAN_REVIEW,NONE,0,0.0,0.0,0.0,YES,0.0,0.0,3.617,0.0,0.0,1.15,0.0,0.25,NO,NO,NO,YES,NO,NO_CHANGE,MAINTAIN_HUMAN_REVIEW,PENALISE_BRAIN_ACTION_PATTERN,,NO,,NOT_MERGED,PENDING,0.0,NO,NO,NO,NO,,Awaiting buyer review.
phase5t01-20260623T023554Z,2026-06-23T02:35:54.943455+00:00,772,772|36995|2025-12-25|2026-01-14|772-36995-20251225|Allocation Report - WK26-28 NEW YEAR NEW YOU,unknown,2025-12-25,2026-01-14,36995,0.0,SUNCARE,SUN PROTECTION,HOLD_FOR_REPLENISHMENT,-3.744,HOLD_FOR_REPLENISHMENT,-13.776,2.64,1.993,current_soh,promo_start_soh_resolved,expected_soh_at_promo_start_before_order,Understocked high convexity,TOP_UP_TO_OPTIMAL,3.0,STANDARD_BUY_REVIEW,-13.023,25.3,SHADOW_TOP_50_CANDIDATE,26.0,48,,,,,,,,,0.0,0.0,2.0,3.155,2.0,1.155,13.5,NO,MEDIUM,15.84,0.4767,Does basket attachment predict trust-sensitive demand?,Internal shadow observation only; compare brain vs buyer; no auto-order.,33.4,3.0,,,,0,,,,,,,,YES,-3.744,9.279,-0.36,CORRECT,PENDING,BRAIN_RIGHT_HUMAN_WRONG,Brain advisory outperformed human/governed path ex-post.,PENDING,NO,,NOT_MERGED,MERGED,PROXY,YES,,-0.324,0.217,1.05,-0.833,RIGHT,REVIEW_UNDERSTOCK_SEGMENTS,REVIEW_GOVERNANCE_THRESHOLDS,NONE,0,0.0,0.0,2.0,YES,0.0,0.0,4.34,0.0,0.0,1.1,0.05,0.1,YES,NO,NO,YES,NO,NO_CHANGE,REVIEW_GOVERNANCE_WITH_HUMAN,REVIEW_GOVERNANCE_THRESHOLDS,,NO,,NOT_MERGED,PENDING,0.0,NO,NO,NO,NO,,Awaiting buyer review.
phase5t01-20260623T023554Z,2026-06-23T02:35:54.943455+00:00,772,772|415278|2025-12-25|2026-01-14|772-415278-20251225|Allocation Report - WK26-28 NEW YEAR NEW YOU,unknown,2025-12-25,2026-01-14,415278,0.0,HAIRCARE,DRY SHAMPOO,HOLD_FOR_REPLENISHMENT,-2.618,HOLD_FOR_REPLENISHMENT,-21.392,0.721,0.999,current_soh,promo_start_soh_resolved,expected_soh_at_promo_start_before_order,Understocked high convexity,TOP_UP_TO_OPTIMAL,3.0,HIGH_PRIORITY_BUY_REVIEW,-21.593,26.7,SHADOW_TOP_50_CANDIDATE,26.0,49,,,,,,,,,0.0,0.0,2.0,2.919,2.0,0.919,13.8,NO,MEDIUM,15.84,0.4767,Does basket attachment predict trust-sensitive demand?,Internal shadow observation only; compare brain vs buyer; no auto-order.,33.4,2.0,,,,0,,,,,,,,NO,-2.618,18.975,-1.279,INCORRECT,PENDING,BOTH_WRONG,Neither brain nor human path clearly best ex-post.,PENDING,NO,,NOT_MERGED,MERGED,PROXY,YES,,-0.062,0.154,0.35,-0.196,RIGHT,MONITOR,MONITOR,NONE,0,0.0,0.0,1.0,YES,0.0,0.0,3.087,0.0,0.0,1.0,0.05,0.0,NO,NO,NO,NO,NO,NO_CHANGE,MAINTAIN_REVIEW,MONITOR,,NO,,NOT_MERGED,PENDING,0.0,NO,NO,NO,NO,,Awaiting buyer review.
phase5t01-20260623T023554Z,2026-06-23T02:35:54.943455+00:00,772,772|88789|2025-12-25|2026-01-14|772-88789-20251225|Allocation Report - WK26-28 NEW YEAR NEW YOU,unknown,2025-12-25,2026-01-14,88789,0.0,NUTRITION WELLBEIN,SPORTS NUTRITION,HOLD_FOR_REPLENISHMENT,-25.253,HOLD_FOR_REPLENISHMENT,-36.923,0.665,0.999,current_soh,promo_start_soh_resolved,expected_soh_at_promo_start_before_order,Understocked high convexity,TOP_UP_TO_OPTIMAL,3.0,STANDARD_BUY_REVIEW,-37.686,13.7,SHADOW_TOP_50_CANDIDATE,26.0,50,,,,,,,,,0.0,0.0,2.0,2.961,2.0,0.961,12.2,NO,LOW,10.23,0.4521,Does basket attachment predict trust-sensitive demand?,Internal shadow observation only; compare brain vs buyer; no auto-order.,33.0,2.0,,,,0,,,,,,,,NO,-25.253,12.433,-1.335,INCORRECT,PENDING,BOTH_WRONG,Neither brain nor human path clearly best ex-post.,PENDING,NO,,NOT_MERGED,MERGED,PROXY,YES,,-2.325,0.358,0.35,0.008,RIGHT,REVIEW_BRAIN_ACTION_CLASSIFIER,MAINTAIN_HUMAN_REVIEW,NONE,0,0.0,0.0,1.0,YES,0.0,0.0,7.156,0.0,0.0,1.15,0.0,0.25,NO,NO,NO,YES,NO,NO_CHANGE,MAINTAIN_HUMAN_REVIEW,PENALISE_BRAIN_ACTION_PATTERN,,NO,,NOT_MERGED,PENDING,0.0,NO,NO,NO,NO,,Awaiting buyer review.
phase5t01-20260623T023554Z,2026-06-23T02:35:54.943455+00:00,772,772|90103|2025-12-25|2026-01-14|772-90103-20251225|Allocation Report - WK26-28 NEW YEAR NEW YOU,unknown,2025-12-25,2026-01-14,90103,0.0,COLOUR COSMETICS,LOREAL,HOLD_FOR_REPLENISHMENT,-36.813,HOLD_FOR_REPLENISHMENT,-39.916,2.415,1.993,current_soh,promo_start_soh_resolved,expected_soh_at_promo_start_before_order,Understocked high convexity,TOP_UP_TO_OPTIMAL,3.0,STANDARD_BUY_REVIEW,-39.963,16.7,SHADOW_TOP_100_CANDIDATE,26.0,51,,,,,,,,,0.0,0.0,2.0,2.668,2.0,0.668,12.5,NO,LOW,1.54,0.4575,Does basket attachment predict trust-sensitive demand?,Internal shadow observation only; compare brain vs buyer; no auto-order.,33.1,3.0,,,,0,,,,,,,,YES,-36.813,3.15,-0.585,CORRECT,PENDING,BRAIN_RIGHT_HUMAN_WRONG,Brain advisory outperformed human/governed path ex-post.,PENDING,NO,,NOT_MERGED,MERGED,PROXY,YES,,-3.631,0.246,1.05,-0.804,RIGHT,REVIEW_UNDERSTOCK_SEGMENTS,REVIEW_GOVERNANCE_THRESHOLDS,NONE,0,0.0,0.0,2.0,YES,0.0,0.0,4.929,0.0,0.0,1.1,0.05,0.1,YES,NO,NO,YES,NO,NO_CHANGE,REVIEW_GOVERNANCE_WITH_HUMAN,REVIEW_GOVERNANCE_THRESHOLDS,,NO,,NOT_MERGED,PENDING,0.0,NO,NO,NO,NO,,Awaiting buyer review.
phase5t01-20260623T023554Z,2026-06-23T02:35:54.943455+00:00,772,772|191317|2026-02-19|2026-03-04|772-191317-20260219|Allocation Report - WK34&35 AUTUMN PART 1,unknown,2026-02-19,2026-03-04,191317,0.0,HAIRCARE,SHAMPOO CONDITIONE,HOLD_FOR_REPLENISHMENT,-1.476,HOLD_FOR_REPLENISHMENT,-19.887,0.598,0.013,current_soh,promo_start_soh_resolved,expected_soh_at_promo_start_before_order,Understocked high convexity,TOP_UP_TO_OPTIMAL,3.0,HIGH_PRIORITY_BUY_REVIEW,-20.132,26.4,SHADOW_TOP_100_CANDIDATE,26.0,52,,,,,,,,,0.0,0.0,2.0,2.912,2.0,0.912,13.5,NO,MEDIUM,15.84,0.4767,Does basket attachment predict trust-sensitive demand?,Internal shadow observation only; compare brain vs buyer; no auto-order.,33.4,1.0,,,,0,,,,,,,,NO,-1.476,18.656,-0.402,INCORRECT,PENDING,BOTH_WRONG,Neither brain nor human path clearly best ex-post.,PENDING,NO,,NOT_MERGED,MERGED,PROXY,YES,,0.202,0.234,-0.35,0.584,PARTIAL,MONITOR,MONITOR,NONE,0,0.0,0.0,0.0,YES,0.0,0.0,4.677,0.0,0.0,1.0,0.05,0.0,NO,NO,NO,NO,NO,NO_CHANGE,MAINTAIN_REVIEW,MONITOR,,NO,,NOT_MERGED,PENDING,0.0,NO,NO,NO,NO,,Awaiting buyer review.
phase5t01-20260623T023554Z,2026-06-23T02:35:54.943455+00:00,772,772|190129|2026-03-05|2026-03-18|772-190129-20260305|Allocation Report - OP21 FEMALE FOUNDERS,unknown,2026-03-05,2026-03-18,190129,0.0,BEAUTY ACCESSORIES,BATH ACCESSORIES,HOLD_FOR_REPLENISHMENT,-26.529,HOLD_FOR_REPLENISHMENT,-46.725,0.721,0.999,current_soh,promo_start_soh_resolved,expected_soh_at_promo_start_before_order,Understocked high convexity,TOP_UP_TO_OPTIMAL,3.0,HIGH_PRIORITY_BUY_REVIEW,-47.256,7.7,SHADOW_TOP_100_CANDIDATE,26.0,53,,,,,,,,,0.0,0.0,2.0,2.927,2.0,0.927,6.4,NO,LOW,9.1,0.367,Does basket attachment predict trust-sensitive demand?,Internal shadow observation only; compare brain vs buyer; no auto-order.,31.6,2.0,,,,0,,,,,,,,NO,-26.529,20.727,-1.279,INCORRECT,PENDING,BOTH_WRONG,Neither brain nor human path clearly best ex-post.,PENDING,NO,,NOT_MERGED,MERGED,PROXY,YES,,-2.453,0.06,0.35,-0.29,RIGHT,REVIEW_UNDERSTOCK_SEGMENTS,REVIEW_GOVERNANCE_THRESHOLDS,NONE,0,0.0,0.0,1.0,YES,0.0,0.0,1.193,0.0,0.0,1.1,0.05,0.1,YES,NO,NO,YES,NO,NO_CHANGE,REVIEW_GOVERNANCE_WITH_HUMAN,REVIEW_GOVERNANCE_THRESHOLDS,,NO,,NOT_MERGED,PENDING,0.0,NO,NO,NO,NO,,Awaiting buyer review.
phase5t01-20260623T023554Z,2026-06-23T02:35:54.943455+00:00,772,772|196472|2026-03-05|2026-03-18|772-196472-20260305|Allocation Report - OP21 FEMALE FOUNDERS,unknown,2026-03-05,2026-03-18,196472,0.0,BEAUTY ACCESSORIES,BEAUTY TOOLS,HOLD_FOR_REPLENISHMENT,-27.244,HOLD_FOR_REPLENISHMENT,-46.725,0.598,0.014,current_soh,promo_start_soh_resolved,expected_soh_at_promo_start_before_order,Understocked high convexity,TOP_UP_TO_OPTIMAL,3.0,HIGH_PRIORITY_BUY_REVIEW,-47.094,5.6,SHADOW_TOP_100_CANDIDATE,26.0,54,,,,,,,,,0.0,0.0,2.0,2.935,2.0,0.935,6.6,NO,LOW,9.1,0.367,Does basket attachment predict trust-sensitive demand?,Internal shadow observation only; compare brain vs buyer; no auto-order.,31.6,1.0,,,,0,,,,,,,,NO,-27.244,19.85,-0.402,INCORRECT,PENDING,BOTH_WRONG,Neither brain nor human path clearly best ex-post.,PENDING,NO,,NOT_MERGED,MERGED,PROXY,YES,,-2.374,0.08,-0.35,0.43,RIGHT,REVIEW_BRAIN_ACTION_CLASSIFIER,MAINTAIN_HUMAN_REVIEW,NONE,0,0.0,0.0,0.0,YES,0.0,0.0,1.591,0.0,0.0,1.15,0.0,0.25,NO,NO,NO,YES,NO,NO_CHANGE,MAINTAIN_HUMAN_REVIEW,PENALISE_BRAIN_ACTION_PATTERN,,NO,,NOT_MERGED,PENDING,0.0,NO,NO,NO,NO,,Awaiting buyer review.
phase5t01-20260623T023554Z,2026-06-23T02:35:54.943455+00:00,772,772|88159|2026-03-26|2026-04-08|772-88159-20260326|Allocation Report - WK39&40 AUTUMN PART 3 MAJOR VITAMIN,unknown,2026-03-26,2026-04-08,88159,0.0,COLOUR COSMETICS,NUDE BY NATURE,HOLD_FOR_REPLENISHMENT,-36.969,HOLD_FOR_REPLENISHMENT,-39.916,2.415,1.993,current_soh,promo_start_soh_resolved,expected_soh_at_promo_start_before_order,Understocked high convexity,TOP_UP_TO_OPTIMAL,3.0,STANDARD_BUY_REVIEW,-40.293,15.6,SHADOW_TOP_100_CANDIDATE,26.0,55,,,,,,,,,0.0,0.0,2.0,2.766,2.0,0.766,13.3,NO,MEDIUM,1.54,0.4575,Does basket attachment predict trust-sensitive demand?,Internal shadow observation only; compare brain vs buyer; no auto-order.,33.3,3.0,,,,0,,,,,,,,YES,-36.969,3.324,-0.585,CORRECT,PENDING,BRAIN_RIGHT_HUMAN_WRONG,Brain advisory outperformed human/governed path ex-post.,PENDING,NO,,NOT_MERGED,MERGED,PROXY,YES,,-3.647,0.246,1.05,-0.804,RIGHT,REVIEW_UNDERSTOCK_SEGMENTS,REVIEW_GOVERNANCE_THRESHOLDS,NONE,0,0.0,0.0,2.0,YES,0.0,0.0,4.929,0.0,0.0,1.1,0.05,0.1,YES,NO,NO,YES,NO,NO_CHANGE,REVIEW_GOVERNANCE_WITH_HUMAN,REVIEW_GOVERNANCE_THRESHOLDS,,NO,,NOT_MERGED,PENDING,0.0,NO,NO,NO,NO,,Awaiting buyer review.
phase5t01-20260623T023554Z,2026-06-23T02:35:54.943455+00:00,772,772|51070|2025-12-01|2025-12-13|772-51070-20251201|Allocation Report - OP15 12 DAYS OF CHRISTMAS,unknown,2025-12-01,2025-12-13,51070,0.0,COLOUR COSMETICS,NYX,HOLD_FOR_REPLENISHMENT,-36.414,HOLD_FOR_REPLENISHMENT,-40.774,0.598,0.013,current_soh,promo_start_soh_resolved,expected_soh_at_promo_start_before_order,Understocked high convexity,TOP_UP_TO_OPTIMAL,3.0,STANDARD_BUY_REVIEW,-40.846,13.5,SHADOW_TOP_100_CANDIDATE,25.9,56,,,,,,,,,0.0,0.0,2.0,2.689,2.0,0.689,11.6,NO,MEDIUM,1.54,0.4575,Does basket attachment predict trust-sensitive demand?,Internal shadow observation only; compare brain vs buyer; no auto-order.,32.9,1.0,,,,0,,,,,,,,NO,-36.414,4.432,-0.402,INCORRECT,PENDING,BOTH_WRONG,Neither brain nor human path clearly best ex-post.,PENDING,NO,,NOT_MERGED,MERGED,PROXY,YES,,-3.291,0.207,-0.35,0.557,PARTIAL,REVIEW_BRAIN_ACTION_CLASSIFIER,MAINTAIN_HUMAN_REVIEW,NONE,0,0.0,0.0,0.0,YES,0.0,0.0,4.138,0.0,0.0,1.15,0.0,0.25,NO,NO,NO,YES,NO,NO_CHANGE,MAINTAIN_HUMAN_REVIEW,PENALISE_BRAIN_ACTION_PATTERN,,NO,,NOT_MERGED,PENDING,0.0,NO,NO,NO,NO,,Awaiting buyer review.
phase5t01-20260623T023554Z,2026-06-23T02:35:54.943455+00:00,772,772|188146|2025-12-25|2026-01-14|772-188146-20251225|Allocation Report - WK26-28 NEW YEAR NEW YOU,unknown,2025-12-25,2026-01-14,188146,0.0,SUNCARE,SUN PROTECTION,HOLD_FOR_REPLENISHMENT,-26.155,HOLD_FOR_REPLENISHMENT,-39.916,0.598,0.013,current_soh,promo_start_soh_resolved,expected_soh_at_promo_start_before_order,Understocked high convexity,TOP_UP_TO_OPTIMAL,3.0,STANDARD_BUY_REVIEW,-39.913,11.9,SHADOW_TOP_100_CANDIDATE,25.9,57,,,,,,,,,0.0,0.0,2.0,3.089,2.0,1.089,11.6,NO,MEDIUM,10.23,0.4521,Does basket attachment predict trust-sensitive demand?,Internal shadow observation only; compare brain vs buyer; no auto-order.,32.9,1.0,,,,0,,,,,,,,NO,-26.155,13.758,-0.402,INCORRECT,PENDING,BOTH_WRONG,Neither brain nor human path clearly best ex-post.,PENDING,NO,,NOT_MERGED,MERGED,PROXY,YES,,-2.266,0.204,-0.35,0.554,PARTIAL,REVIEW_BRAIN_ACTION_CLASSIFIER,MAINTAIN_HUMAN_REVIEW,NONE,0,0.0,0.0,0.0,YES,0.0,0.0,4.074,0.0,0.0,1.15,0.0,0.25,NO,NO,NO,YES,NO,NO_CHANGE,MAINTAIN_HUMAN_REVIEW,PENALISE_BRAIN_ACTION_PATTERN,,NO,,NOT_MERGED,PENDING,0.0,NO,NO,NO,NO,,Awaiting buyer review.
phase5t01-20260623T023554Z,2026-06-23T02:35:54.943455+00:00,772,772|190062|2025-12-25|2026-01-14|772-190062-20251225|Allocation Report - WK26-28 NEW YEAR NEW YOU,unknown,2025-12-25,2026-01-14,190062,0.0,BEAUTY ACCESSORIES,BEAUTY TOOLS,HOLD_FOR_REPLENISHMENT,-4.768,HOLD_FOR_REPLENISHMENT,-13.776,0.598,0.013,current_soh,promo_start_soh_resolved,expected_soh_at_promo_start_before_order,Understocked high convexity,TOP_UP_TO_OPTIMAL,3.0,STANDARD_BUY_REVIEW,-13.332,21.8,SHADOW_TOP_100_CANDIDATE,25.9,58,,,,,,,,,0.0,0.0,2.0,2.859,2.0,0.859,12.3,NO,HIGH,12.07,0.4692,Does basket attachment predict trust-sensitive demand?,Internal shadow observation only; compare brain vs buyer; no auto-order.,33.1,1.0,,,,0,,,,,,,,NO,-4.768,8.564,-0.402,INCORRECT,PENDING,BOTH_WRONG,Neither brain nor human path clearly best ex-post.,PENDING,NO,,NOT_MERGED,MERGED,PROXY,YES,,-0.127,0.1,-0.35,0.45,RIGHT,MONITOR,MONITOR,NONE,0,0.0,0.0,0.0,YES,0.0,0.0,1.994,0.0,0.0,1.0,0.05,0.0,NO,NO,NO,NO,NO,NO_CHANGE,MAINTAIN_REVIEW,MONITOR,,NO,,NOT_MERGED,PENDING,0.0,NO,NO,NO,NO,,Awaiting buyer review.
phase5t01-20260623T023554Z,2026-06-23T02:35:54.943455+00:00,772,772|190084|2025-12-25|2026-01-14|772-190084-20251225|Allocation Report - WK26-28 NEW YEAR NEW YOU,unknown,2025-12-25,2026-01-14,190084,0.0,BEAUTY ACCESSORIES,BEAUTY TOOLS,HOLD_FOR_REPLENISHMENT,-4.091,HOLD_FOR_REPLENISHMENT,-13.776,2.415,1.993,current_soh,promo_start_soh_resolved,expected_soh_at_promo_start_before_order,Understocked high convexity,TOP_UP_TO_OPTIMAL,3.0,STANDARD_BUY_REVIEW,-12.923,25.7,SHADOW_TOP_100_CANDIDATE,25.9,59,,,,,,,,,0.0,0.0,2.0,2.904,2.0,0.904,12.6,NO,MEDIUM,15.84,0.4767,Does basket attachment predict trust-sensitive demand?,Internal shadow observation only; compare brain vs buyer; no auto-order.,33.2,3.0,,,,0,,,,,,,,YES,-4.091,8.832,-0.585,CORRECT,PENDING,BRAIN_RIGHT_HUMAN_WRONG,Brain advisory outperformed human/governed path ex-post.,PENDING,NO,,NOT_MERGED,MERGED,PROXY,YES,,-0.359,0.111,1.05,-0.939,RIGHT,REVIEW_UNDERSTOCK_SEGMENTS,REVIEW_GOVERNANCE_THRESHOLDS,NONE,0,0.0,0.0,2.0,YES,0.0,0.0,2.224,0.0,0.0,1.1,0.05,0.1,YES,NO,NO,YES,NO,NO_CHANGE,REVIEW_GOVERNANCE_WITH_HUMAN,REVIEW_GOVERNANCE_THRESHOLDS,,NO,,NOT_MERGED,PENDING,0.0,NO,NO,NO,NO,,Awaiting buyer review.
phase5t01-20260623T023554Z,2026-06-23T02:35:54.943455+00:00,772,772|298522|2025-12-25|2026-01-14|772-298522-20251225|Allocation Report - WK26-28 NEW YEAR NEW YOU,unknown,2025-12-25,2026-01-14,298522,0.0,HAIRCARE,SHAMPOO CONDITIONE,HOLD_FOR_REPLENISHMENT,-2.25,HOLD_FOR_REPLENISHMENT,-13.776,0.665,0.999,current_soh,promo_start_soh_resolved,expected_soh_at_promo_start_before_order,Understocked high convexity,TOP_UP_TO_OPTIMAL,3.0,STANDARD_BUY_REVIEW,-14.339,23.9,SHADOW_TOP_100_CANDIDATE,25.9,60,,,,,,,,,0.0,0.0,2.0,2.779,2.0,0.779,12.9,NO,MEDIUM,15.84,0.4767,Does basket attachment predict trust-sensitive demand?,Internal shadow observation only; compare brain vs buyer; no auto-order.,33.2,2.0,,,,0,,,,,,,,NO,-2.25,12.089,-1.335,INCORRECT,PENDING,BOTH_WRONG,Neither brain nor human path clearly best ex-post.,PENDING,NO,,NOT_MERGED,MERGED,PROXY,YES,,-0.025,0.19,0.35,-0.16,RIGHT,MONITOR,MONITOR,NONE,0,0.0,0.0,1.0,YES,0.0,0.0,3.806,0.0,0.0,1.0,0.05,0.0,NO,NO,NO,NO,NO,NO_CHANGE,MAINTAIN_REVIEW,MONITOR,,NO,,NOT_MERGED,PENDING,0.0,NO,NO,NO,NO,,Awaiting buyer review.
