sku_number,sku_description,priority_band,operator_decision,operator_action,order_units,expected_promo_demand,projected_stock_gap_units,reason_short,audit_notes
4016,Rim Brow This Way Eb Pwdr Mdbr,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=41; capital_risk=$7.46; risk_reward=0.84; sku_bias=NO_COMPARABLE_EVENTS
87637,You Beach Bum Lotion 350Ml,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=32; capital_risk=$7.46; risk_reward=0.74; sku_bias=NO_COMPARABLE_EVENTS
95383,Dominate Sculpting Paste 100G,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=40; capital_risk=$7.38; risk_reward=0.83; sku_bias=NO_COMPARABLE_EVENTS
96111,Codral Nasal Spray Xylo 10Ml,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NEVER_SOLD_IN_PROMO; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=54; capital_risk=$7.36; risk_reward=1.08; sku_bias=NO_COMPARABLE_EVENTS
43916,Clairol Rtu Spray Medium Brown,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NEVER_SOLD_IN_PROMO; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=29; capital_risk=$7.30; risk_reward=0.70; sku_bias=NO_COMPARABLE_EVENTS
504300,Clairol Rtu Perm 5 Med Brown,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=39; capital_risk=$7.26; risk_reward=0.82; sku_bias=NO_COMPARABLE_EVENTS
196502,Tigi B/Head A/Party Crm 100Ml,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=53; capital_risk=$7.25; risk_reward=1.06; sku_bias=NO_COMPARABLE_EVENTS
193075,Mf Facefinity D-5 Free Conc 03,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=65; capital_risk=$7.20; risk_reward=1.44; sku_bias=NO_COMPARABLE_EVENTS
229342,Rim P/Powder Sand Storm,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=39; capital_risk=$7.19; risk_reward=0.82; sku_bias=NO_COMPARABLE_EVENTS
91564,Hsk Tx Sol Str Sc&Ha Oil 120Ml,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=49; capital_risk=$7.19; risk_reward=0.98; sku_bias=NO_COMPARABLE_EVENTS
90180,Vicks Inhaler Lavender,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NEVER_SOLD_IN_PROMO; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=28; capital_risk=$7.16; risk_reward=0.70; sku_bias=NO_COMPARABLE_EVENTS
189671,Mf Mir Pure Blush Vntg Peony,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=66; capital_risk=$7.12; risk_reward=1.46; sku_bias=NO_COMPARABLE_EVENTS
389633,Strepsils Anaest Men 16 Loz,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=30; capital_risk=$7.11; risk_reward=0.72; sku_bias=NO_COMPARABLE_EVENTS
196004,May Build A Brow 260 Deep,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=64; capital_risk=$7.09; risk_reward=1.38; sku_bias=NO_COMPARABLE_EVENTS
68418,Tom Org Period Brief - Lrg,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NEVER_SOLD_IN_PROMO; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=57; capital_risk=$7.09; risk_reward=1.17; sku_bias=NO_COMPARABLE_EVENTS
68563,Auglow Grad Tan Lotion 200Ml,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=63; capital_risk=$7.06; risk_reward=1.35; sku_bias=NO_COMPARABLE_EVENTS
197172,Rim Wonder'Last Shadow 008,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=52; capital_risk=$7.05; risk_reward=1.05; sku_bias=NO_COMPARABLE_EVENTS
721417,Invite E Cream 100G,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=48; capital_risk=$7.03; risk_reward=0.96; sku_bias=NO_COMPARABLE_EVENTS
67538,Mf Cl Mstre Kiss Dusky Rose,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=59; capital_risk=$6.99; risk_reward=1.23; sku_bias=NO_COMPARABLE_EVENTS
189263,May Ss24H Powder Ivory 10,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=66; capital_risk=$6.93; risk_reward=1.45; sku_bias=NO_COMPARABLE_EVENTS
192133,Essano Hyd+ F/Mstrsr 100Ml,DO_NOT_BUY,NO_DEMAND,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=66; capital_risk=$6.91; risk_reward=0.97; sku_bias=NO_COMPARABLE_EVENTS
96600,Npmu Ling Ll Stain Side,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=52; capital_risk=$6.90; risk_reward=1.05; sku_bias=NO_COMPARABLE_EVENTS
386448,Nivea D/E Refr Prot Day30 50Ml,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=41; capital_risk=$6.89; risk_reward=0.85; sku_bias=NO_COMPARABLE_EVENTS
90515,Skin Phys Repairing Serum,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=74; capital_risk=$6.85; risk_reward=1.93; sku_bias=NO_COMPARABLE_EVENTS
95138,Schick Xtreme 3 Hybrid Kit +6,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=27; capital_risk=$6.85; risk_reward=0.68; sku_bias=NO_COMPARABLE_EVENTS
1229,May Fit Me Mte Pore Fdn Nt Bge,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=64; capital_risk=$6.81; risk_reward=1.38; sku_bias=NO_COMPARABLE_EVENTS
190033,Scholl Expertcare Ex Heel Peel,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NEVER_SOLD_IN_PROMO; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=36; capital_risk=$6.77; risk_reward=0.78; sku_bias=NO_COMPARABLE_EVENTS
190244,Vagisil Soothe Oatmeal Crm 30G,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=50; capital_risk=$6.73; risk_reward=0.99; sku_bias=NO_COMPARABLE_EVENTS
36223,May Fitme M+P Fd Fair Ivory,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=64; capital_risk=$6.72; risk_reward=1.40; sku_bias=NO_COMPARABLE_EVENTS
88870,Hask R/Series Bb Trt Crm 100Ml,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NEVER_SOLD_IN_PROMO; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=59; capital_risk=$6.72; risk_reward=1.23; sku_bias=NO_COMPARABLE_EVENTS
259489,Olay T/Eff+ Foam Clns 100G,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=40; capital_risk=$6.71; risk_reward=0.83; sku_bias=NO_COMPARABLE_EVENTS
5849,Crema 7C Ash Blonde,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=45; capital_risk=$6.71; risk_reward=0.90; sku_bias=NO_COMPARABLE_EVENTS
191383,Mf Mstrpce Liquid El Brown,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=65; capital_risk=$6.67; risk_reward=1.45; sku_bias=NO_COMPARABLE_EVENTS
64524,Gdy Semi Riot Orange 148Ml,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=66; capital_risk=$6.66; risk_reward=1.45; sku_bias=NO_COMPARABLE_EVENTS
90179,Vicks Vaporub Lavender 50G,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NEVER_SOLD_IN_PROMO; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=29; capital_risk=$6.62; risk_reward=0.70; sku_bias=NO_COMPARABLE_EVENTS
194869,Scholl Gel Activ Sport Large,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NEVER_SOLD_IN_PROMO; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=69; capital_risk=$6.61; risk_reward=1.62; sku_bias=NO_COMPARABLE_EVENTS
186417,Rim Scand Palette Burgdy Pink,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=41; capital_risk=$6.56; risk_reward=0.84; sku_bias=NO_COMPARABLE_EVENTS
63577,Demazin C&F + Cough D/N 24C,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=35; capital_risk=$6.56; risk_reward=0.77; sku_bias=NO_COMPARABLE_EVENTS
70432,Rim Ls Lf Candy,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=51; capital_risk=$6.55; risk_reward=1.02; sku_bias=NO_COMPARABLE_EVENTS
1228,May Fit Me Mte Pore Fdn C Ivry,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=65; capital_risk=$6.54; risk_reward=1.44; sku_bias=NO_COMPARABLE_EVENTS
55054,May Hyper Easy Eye Liner Black,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=51; capital_risk=$6.52; risk_reward=1.03; sku_bias=NO_COMPARABLE_EVENTS
32026,Tp Tea Tree Manuka Heal 30G,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=52; capital_risk=$6.48; risk_reward=1.04; sku_bias=NO_COMPARABLE_EVENTS
185,Palmol Cc Srb 750Ml,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=40; capital_risk=$6.47; risk_reward=0.83; sku_bias=NO_COMPARABLE_EVENTS
89057,May Ss Teddy Tint Cool Grunge,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=64; capital_risk=$6.47; risk_reward=1.40; sku_bias=NO_COMPARABLE_EVENTS
191317,Essano Vol Growth Cd 600Ml,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=66; capital_risk=$6.46; risk_reward=1.45; sku_bias=NO_COMPARABLE_EVENTS
40167,Npmu Suede Matte Ll Shade 55N,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=30; capital_risk=$6.45; risk_reward=0.72; sku_bias=NO_COMPARABLE_EVENTS
96596,Npmu Ling Ll Stain Cuff Me,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=55; capital_risk=$6.45; risk_reward=1.12; sku_bias=NO_COMPARABLE_EVENTS
89056,May Ss Teddy Tint Kneehigh,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=65; capital_risk=$6.39; risk_reward=1.42; sku_bias=NO_COMPARABLE_EVENTS
57612,May Iar Eraser Dk Circ Neutral,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=62; capital_risk=$6.38; risk_reward=1.32; sku_bias=NO_COMPARABLE_EVENTS
192935,May Ct Eye Stix I Am Fearless,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=59; capital_risk=$6.37; risk_reward=1.21; sku_bias=NO_COMPARABLE_EVENTS
64526,Gdy Semi Kowabunga Green 148Ml,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=67; capital_risk=$6.36; risk_reward=1.52; sku_bias=NO_COMPARABLE_EVENTS
56513,Rim Wonder Ink Eyeliner,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=59; capital_risk=$6.32; risk_reward=1.23; sku_bias=NO_COMPARABLE_EVENTS
93972,May Sunkisser Highlight 20 Int,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=65; capital_risk=$6.28; risk_reward=1.44; sku_bias=NO_COMPARABLE_EVENTS
96593,Npmu Ling Ll Stan Naughty Nude,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=57; capital_risk=$6.27; risk_reward=1.16; sku_bias=NO_COMPARABLE_EVENTS
64528,Gdy Semi Pink Puff 148Ml,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=68; capital_risk=$6.26; risk_reward=1.54; sku_bias=NO_COMPARABLE_EVENTS
55861,Hair Resq Nml Thick Spoo 355Ml,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=60; capital_risk=$6.25; risk_reward=1.26; sku_bias=NO_COMPARABLE_EVENTS
74324,Elvive Hyal Replump Serum 150,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=38; capital_risk=$6.23; risk_reward=0.81; sku_bias=NO_COMPARABLE_EVENTS
15841,Npmu Lg Butter Angel Food Cke,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=51; capital_risk=$6.19; risk_reward=1.01; sku_bias=NO_COMPARABLE_EVENTS
521278,May Fit Me Concealer Light,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=54; capital_risk=$6.18; risk_reward=1.09; sku_bias=NO_COMPARABLE_EVENTS
92434,Bondi S Sunny Spf50+ Lip 10G,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=25; capital_risk=$6.13; risk_reward=0.67; sku_bias=NO_COMPARABLE_EVENTS
48607,Rim 100% Wp Masc 002 Brn/Bk,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=41; capital_risk=$6.11; risk_reward=0.85; sku_bias=NO_COMPARABLE_EVENTS
198720,May Lifter Liner 006 Leader,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=55; capital_risk=$6.10; risk_reward=1.10; sku_bias=NO_COMPARABLE_EVENTS
46886,May Fit Me Pwd Nat Beige,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=55; capital_risk=$6.10; risk_reward=1.10; sku_bias=NO_COMPARABLE_EVENTS
90148,Npmu Duck Plump Ll Beige Brwn,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=54; capital_risk=$6.10; risk_reward=1.08; sku_bias=NO_COMPARABLE_EVENTS
185401,Ardell Duo Line It Lash Clear,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=58; capital_risk=$6.09; risk_reward=1.20; sku_bias=NO_COMPARABLE_EVENTS
95140,Schick Styl/Mate Disp Razors,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=40; capital_risk=$6.04; risk_reward=0.84; sku_bias=NO_COMPARABLE_EVENTS
