sku_number,sku_description,priority_band,operator_decision,operator_action,order_units,expected_promo_demand,projected_stock_gap_units,reason_short,audit_notes
49794,Rim Wndr Lx Vol Mas Brwn,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=50; capital_risk=$8.45; risk_reward=1.01; sku_bias=NO_COMPARABLE_EVENTS
88094,Gdy Dyeposit Pink,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=56; capital_risk=$8.44; risk_reward=1.13; sku_bias=NO_COMPARABLE_EVENTS
199328,Bondi Sands Tech Sapphire 50Ml,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=50; capital_risk=$8.42; risk_reward=1.01; sku_bias=NO_COMPARABLE_EVENTS
89627,Rim Thrill Lip Latex Main Chrt,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=58; capital_risk=$8.36; risk_reward=1.19; sku_bias=NO_COMPARABLE_EVENTS
88093,Gdy Dyeposit Copper,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=56; capital_risk=$8.34; risk_reward=1.14; sku_bias=NO_COMPARABLE_EVENTS
61566,Live Col Natural Brown 75Ml,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NEVER_SOLD_IN_PROMO; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=23; capital_risk=$8.31; risk_reward=0.65; sku_bias=NO_COMPARABLE_EVENTS
64527,Gdy Semi Ppl Eater 148Ml,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=57; capital_risk=$8.30; risk_reward=1.16; sku_bias=NO_COMPARABLE_EVENTS
5821,Crema 5Si Ultimate Auburn,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=32; capital_risk=$8.29; risk_reward=0.73; sku_bias=NO_COMPARABLE_EVENTS
96476,May Face Lifter Fdn 110,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=65; capital_risk=$8.27; risk_reward=1.42; sku_bias=NO_COMPARABLE_EVENTS
193063,Mf Facefinity Fndn Beige,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=65; capital_risk=$8.26; risk_reward=1.43; sku_bias=NO_COMPARABLE_EVENTS
198726,May Sst Lumi Matte Fnd 96,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=65; capital_risk=$8.26; risk_reward=1.42; sku_bias=NO_COMPARABLE_EVENTS
198735,May Sst Lumi Matte Fnd 140,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=65; capital_risk=$8.25; risk_reward=1.43; sku_bias=NO_COMPARABLE_EVENTS
69983,Bio/C Zinc Sustain 60T,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NEVER_SOLD_IN_PROMO; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=67; capital_risk=$8.25; risk_reward=1.50; sku_bias=NO_COMPARABLE_EVENTS
64519,Gdy Semi Stoned Pony 148Ml,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=57; capital_risk=$8.24; risk_reward=1.17; sku_bias=NO_COMPARABLE_EVENTS
5813,Crema 7Dr Golden Copper Blonde,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=32; capital_risk=$8.22; risk_reward=0.74; sku_bias=NO_COMPARABLE_EVENTS
30162,Rim Scandaleyes Wp Liner Brown,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=31; capital_risk=$8.17; risk_reward=0.72; sku_bias=NO_COMPARABLE_EVENTS
5855,Crema 5T Coffee,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=33; capital_risk=$8.17; risk_reward=0.74; sku_bias=NO_COMPARABLE_EVENTS
32659,Dr Lew Refining Toner 120Ml,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=64; capital_risk=$8.16; risk_reward=1.40; sku_bias=NO_COMPARABLE_EVENTS
195994,May Hyp Prec Liner 730 Jungle,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=40; capital_risk=$8.12; risk_reward=0.83; sku_bias=NO_COMPARABLE_EVENTS
36237,May Ss Matte Ink Ext Amazonian,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=52; capital_risk=$8.09; risk_reward=1.04; sku_bias=NO_COMPARABLE_EVENTS
5844,Crema 9N V/Light Blonde,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=33; capital_risk=$8.07; risk_reward=0.75; sku_bias=NO_COMPARABLE_EVENTS
5816,Crema 9D Champagne,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=34; capital_risk=$8.06; risk_reward=0.75; sku_bias=NO_COMPARABLE_EVENTS
5839,Crema 5N Light Chestnut,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=34; capital_risk=$8.05; risk_reward=0.75; sku_bias=NO_COMPARABLE_EVENTS
5824,Crema 4M Venetian Mahogany,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=34; capital_risk=$8.03; risk_reward=0.76; sku_bias=NO_COMPARABLE_EVENTS
5836,Crema 1N Black,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=34; capital_risk=$8.03; risk_reward=0.76; sku_bias=NO_COMPARABLE_EVENTS
90109,May Sst Lumi Matte Fnd 132,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=66; capital_risk=$8.01; risk_reward=1.47; sku_bias=NO_COMPARABLE_EVENTS
5834,Crema 36 V/Light Beige,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NEVER_SOLD_IN_PROMO; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=34; capital_risk=$8.00; risk_reward=0.76; sku_bias=NO_COMPARABLE_EVENTS
5861,Crema 9T V/Light Tobacco,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=34; capital_risk=$8.00; risk_reward=0.76; sku_bias=NO_COMPARABLE_EVENTS
5856,Crema 7T Tobacco,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=34; capital_risk=$7.99; risk_reward=0.76; sku_bias=NO_COMPARABLE_EVENTS
90165,Npmu Bmelt Hlight U Butta Werk,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=52; capital_risk=$7.99; risk_reward=1.03; sku_bias=NO_COMPARABLE_EVENTS
15777,Npmu 3C Palette Conceal,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=55; capital_risk=$7.98; risk_reward=1.12; sku_bias=NO_COMPARABLE_EVENTS
598542,Hydralyte Cf Lemonade 1 Ltr,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NEVER_SOLD_IN_PROMO; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=52; capital_risk=$7.94; risk_reward=1.04; sku_bias=NO_COMPARABLE_EVENTS
66558,Demazin Allergy+Hayfever 30Tab,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=50; capital_risk=$7.94; risk_reward=1.00; sku_bias=NO_COMPARABLE_EVENTS
706639,Fess Eucal Nasal Spray 30Ml,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=47; capital_risk=$7.91; risk_reward=0.95; sku_bias=NO_COMPARABLE_EVENTS
95384,Dominate Clay Tex Spry 150Ml,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=40; capital_risk=$7.90; risk_reward=0.84; sku_bias=NO_COMPARABLE_EVENTS
5857,Crema 7Tr Hazel Blonde,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=35; capital_risk=$7.89; risk_reward=0.77; sku_bias=NO_COMPARABLE_EVENTS
43903,Clairol Ni 5W Med Warm Brown,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=53; capital_risk=$7.88; risk_reward=1.06; sku_bias=NO_COMPARABLE_EVENTS
5850,Crema 8C Light Ash Blonde,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=35; capital_risk=$7.88; risk_reward=0.77; sku_bias=NO_COMPARABLE_EVENTS
5840,Crema 6N Dark Blonde,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=35; capital_risk=$7.87; risk_reward=0.77; sku_bias=NO_COMPARABLE_EVENTS
193142,Npmu Bwm Calm Conclr Med Vnla,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=56; capital_risk=$7.84; risk_reward=1.13; sku_bias=NO_COMPARABLE_EVENTS
5818,Crema 6Rs Scarlet Copper,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=35; capital_risk=$7.84; risk_reward=0.77; sku_bias=NO_COMPARABLE_EVENTS
5838,Crema 4N Chestnut,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=35; capital_risk=$7.83; risk_reward=0.78; sku_bias=NO_COMPARABLE_EVENTS
67699,Rim Lst Fin L/L Mve Spell,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=24; capital_risk=$7.83; risk_reward=0.66; sku_bias=NO_COMPARABLE_EVENTS
91475,Garnier Gd 6.60 Pomegranate Rd,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=68; capital_risk=$7.83; risk_reward=1.56; sku_bias=NO_COMPARABLE_EVENTS
41594,May Iar Eraser Dk Circ Ivory,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=54; capital_risk=$7.81; risk_reward=1.08; sku_bias=NO_COMPARABLE_EVENTS
91476,Garnier Gd 7.0 Almd Crm D Blnd,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=68; capital_risk=$7.81; risk_reward=1.57; sku_bias=NO_COMPARABLE_EVENTS
5837,Crema 3N Dark Chestnut,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=36; capital_risk=$7.80; risk_reward=0.78; sku_bias=NO_COMPARABLE_EVENTS
5841,Crema 7N Blonde,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=36; capital_risk=$7.80; risk_reward=0.78; sku_bias=NO_COMPARABLE_EVENTS
95822,Elvive Grth Boost Serum 102Ml,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=49; capital_risk=$7.80; risk_reward=0.97; sku_bias=NO_COMPARABLE_EVENTS
91568,Hsk Ts P/Rev Leavin Cd 198Ml,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=45; capital_risk=$7.78; risk_reward=0.90; sku_bias=NO_COMPARABLE_EVENTS
91472,Garnier Gd 4.0 Cacao Brown,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=68; capital_risk=$7.75; risk_reward=1.58; sku_bias=NO_COMPARABLE_EVENTS
68572,Auglow Tan Drops Dark 30Ml,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=63; capital_risk=$7.74; risk_reward=1.34; sku_bias=NO_COMPARABLE_EVENTS
96635,Npmu Jelly Job Jelly Blushin',DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=53; capital_risk=$7.72; risk_reward=1.07; sku_bias=NO_COMPARABLE_EVENTS
184,Palmol B/Buttr Hvnly Van 750Ml,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=28; capital_risk=$7.71; risk_reward=0.70; sku_bias=NO_COMPARABLE_EVENTS
66906,Npmu Ult Shad Primer 01 Light,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=31; capital_risk=$7.71; risk_reward=0.73; sku_bias=NO_COMPARABLE_EVENTS
43901,Clairol Ni 5 Medium Brown,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=54; capital_risk=$7.70; risk_reward=1.08; sku_bias=NO_COMPARABLE_EVENTS
199330,Bondi Sands Tech Magenta 50Ml,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NEVER_SOLD_IN_PROMO; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=55; capital_risk=$7.69; risk_reward=1.10; sku_bias=NO_COMPARABLE_EVENTS
196345,Elnett Vol Hold Vit C 400Ml,DO_NOT_BUY,NO_DEMAND,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=26; capital_risk=$7.67; risk_reward=0.45; sku_bias=NO_COMPARABLE_EVENTS
188603,Pigeon Softouch Bpp Nipple 2Pc,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NEVER_SOLD_IN_PROMO; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=48; capital_risk=$7.66; risk_reward=0.95; sku_bias=NO_COMPARABLE_EVENTS
4044,Rim Brow This Way Eb Pwd Drkbn,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=39; capital_risk=$7.66; risk_reward=0.82; sku_bias=NO_COMPARABLE_EVENTS
38393,May Fit Me Loose Pwd Medium,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=51; capital_risk=$7.62; risk_reward=1.01; sku_bias=NO_COMPARABLE_EVENTS
71553,Mf Mp Nude Pal Golden Nudes 02,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=65; capital_risk=$7.58; risk_reward=1.41; sku_bias=NO_COMPARABLE_EVENTS
88869,Hask R/Series Sclp Serum 100Ml,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NEVER_SOLD_IN_PROMO; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=54; capital_risk=$7.56; risk_reward=1.09; sku_bias=NO_COMPARABLE_EVENTS
579045,Elvive Exord Oil 100Ml,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=25; capital_risk=$7.54; risk_reward=0.67; sku_bias=NO_COMPARABLE_EVENTS
90448,Mf Ff Finity-Fix Setting Spray,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=65; capital_risk=$7.52; risk_reward=1.43; sku_bias=NO_COMPARABLE_EVENTS
43904,Clairol Ni 4 Dark Brown,DO_NOT_BUY,LOW_SOH_NO_AUTO_BUY,DO_NOT_BUY,0,1,2,Do not auto-order.,demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=55; capital_risk=$7.47; risk_reward=1.11; sku_bias=NO_COMPARABLE_EVENTS
