sku_number,sku_description,operator_decision,operator_action,order_units,expected_promo_demand,projected_stock_gap_units,audit_notes
192182,Antip Bio-Ret Serum 30Ml,NO_DEMAND,DO_NOT_BUY,0,1,1,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=65; capital_risk=$15.47; risk_reward=1.44; sku_bias=NO_COMPARABLE_EVENTS
196550,No7 Hydra+ Day Gel 50Ml,NO_DEMAND,DO_NOT_BUY,0,1,1,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=28; capital_risk=$15.16; risk_reward=0.69; sku_bias=NO_COMPARABLE_EVENTS
62854,Olay Luminous Hyaluronic Serum,NO_DEMAND,DO_NOT_BUY,0,1,1,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=64; capital_risk=$15.16; risk_reward=1.38; sku_bias=NO_COMPARABLE_EVENTS
72622,Nude N I Eye Pal Soft Rose,NO_DEMAND,DO_NOT_BUY,0,1,1,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=53; capital_risk=$15.16; risk_reward=1.07; sku_bias=NO_COMPARABLE_EVENTS
194041,Csc Lighten Cream 50G,NO_DEMAND,DO_NOT_BUY,0,1,1,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=54; capital_risk=$15.14; risk_reward=1.08; sku_bias=NO_COMPARABLE_EVENTS
45577,Nude Buffing Brush 08,NO_DEMAND,DO_NOT_BUY,0,1,1,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=42; capital_risk=$15.12; risk_reward=0.86; sku_bias=NO_COMPARABLE_EVENTS
187067,St Tropez Ig B/Brnz M/D 100Ml,NO_DEMAND,DO_NOT_BUY,0,1,1,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=27; capital_risk=$15.08; risk_reward=0.69; sku_bias=NO_COMPARABLE_EVENTS
96570,Nude Lacq Lip Serum 03 Mocha G,NO_DEMAND,DO_NOT_BUY,0,1,1,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=26; capital_risk=$15.07; risk_reward=0.67; sku_bias=NO_COMPARABLE_EVENTS
90935,Cetaphil Gen Ex Sa Cleanse 236,NO_DEMAND,DO_NOT_BUY,0,1,1,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=32; capital_risk=$15.06; risk_reward=0.74; sku_bias=NO_COMPARABLE_EVENTS
188162,Nat/Way Ex/Str Magnesium 60G,NO_DEMAND,DO_NOT_BUY,0,1,1,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=31; capital_risk=$15.04; risk_reward=0.72; sku_bias=NO_COMPARABLE_EVENTS
64036,E/Care 6 Miracle O/Treat 100Ml,NO_DEMAND,DO_NOT_BUY,0,1,1,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=25; capital_risk=$14.97; risk_reward=0.67; sku_bias=NO_COMPARABLE_EVENTS
753041,Sudafed Pe Sinus D/N Tab 24 S2,NO_DEMAND,DO_NOT_BUY,0,1,1,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=28; capital_risk=$14.91; risk_reward=0.69; sku_bias=NO_COMPARABLE_EVENTS
20558,Olay Eyes Ultimat Eye Crm 15Ml,NO_DEMAND,DO_NOT_BUY,0,1,1,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=63; capital_risk=$14.89; risk_reward=1.34; sku_bias=NO_COMPARABLE_EVENTS
191181,May Superstay Glow Tint 02,NO_DEMAND,DO_NOT_BUY,0,1,1,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=42; capital_risk=$14.88; risk_reward=0.86; sku_bias=NO_COMPARABLE_EVENTS
189647,Nude Awakn Lngthn Masc 02 Brwn,NO_DEMAND,DO_NOT_BUY,0,1,1,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=39; capital_risk=$14.83; risk_reward=0.82; sku_bias=NO_COMPARABLE_EVENTS
66822,Olay Regen Coll P24 Eye Crm,NO_DEMAND,DO_NOT_BUY,0,1,1,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=65; capital_risk=$14.83; risk_reward=1.41; sku_bias=NO_COMPARABLE_EVENTS
66820,Olay Regen Coll Pep24 Crm 50G,NO_DEMAND,DO_NOT_BUY,0,1,1,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=65; capital_risk=$14.81; risk_reward=1.41; sku_bias=NO_COMPARABLE_EVENTS
88160,Nude Hydra Stick 01 Nude Berry,NO_DEMAND,DO_NOT_BUY,0,1,1,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=39; capital_risk=$14.78; risk_reward=0.83; sku_bias=NO_COMPARABLE_EVENTS
66821,Olay Regen Coll Pep24 Srm 30Ml,NO_DEMAND,DO_NOT_BUY,0,1,1,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=65; capital_risk=$14.74; risk_reward=1.42; sku_bias=NO_COMPARABLE_EVENTS
46574,Tena Pants Disc Super Lge 8Pk,NO_DEMAND,DO_NOT_BUY,0,1,1,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=28; capital_risk=$14.70; risk_reward=0.69; sku_bias=NO_COMPARABLE_EVENTS
87421,Weleda Cleansing Gel 150Ml,NO_DEMAND,DO_NOT_BUY,0,1,1,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=41; capital_risk=$14.65; risk_reward=0.85; sku_bias=NO_COMPARABLE_EVENTS
356905,Bio True Duo Pack 300+120Ml,NO_DEMAND,DO_NOT_BUY,0,1,1,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=48; capital_risk=$14.64; risk_reward=0.96; sku_bias=NO_COMPARABLE_EVENTS
192847,Bondi Sands S/Tan Caramel200Ml,NO_DEMAND,DO_NOT_BUY,0,1,1,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=26; capital_risk=$14.54; risk_reward=0.68; sku_bias=NO_COMPARABLE_EVENTS
36502,St Tropez Extra Dark 200Ml,NO_DEMAND,DO_NOT_BUY,0,1,1,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=65; capital_risk=$14.50; risk_reward=1.43; sku_bias=NO_COMPARABLE_EVENTS
339358,Casting Crm Gls Blk Cherry 360,NO_DEMAND,DO_NOT_BUY,0,1,1,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=39; capital_risk=$14.49; risk_reward=0.82; sku_bias=NO_COMPARABLE_EVENTS
64541,Brilliance 43 Red Passion,NO_DEMAND,DO_NOT_BUY,0,1,1,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=39; capital_risk=$14.49; risk_reward=0.82; sku_bias=NO_COMPARABLE_EVENTS
32160,Lor Magic Ret 10 G Brown,NO_DEMAND,DO_NOT_BUY,0,1,1,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=29; capital_risk=$14.47; risk_reward=0.71; sku_bias=NO_COMPARABLE_EVENTS
185558,Nat/Way Adult Vg Magnesium 80G,NO_DEMAND,DO_NOT_BUY,0,1,1,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=31; capital_risk=$14.46; risk_reward=0.73; sku_bias=NO_COMPARABLE_EVENTS
194821,Dv Hair+Scalp Ex Hyd Cond500Ml,NO_DEMAND,DO_NOT_BUY,0,1,1,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=29; capital_risk=$14.37; risk_reward=0.70; sku_bias=NO_COMPARABLE_EVENTS
199951,Garnier Ha Cream Cleanser,NO_DEMAND,DO_NOT_BUY,0,1,1,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=27; capital_risk=$14.34; risk_reward=0.68; sku_bias=NO_COMPARABLE_EVENTS
97042,Oral B Floss Act Refill 4Pk,NO_DEMAND,DO_NOT_BUY,0,1,1,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=58; capital_risk=$14.34; risk_reward=1.19; sku_bias=NO_COMPARABLE_EVENTS
38449,Moogoo Sunscreen Spf 40 200G,NO_DEMAND,DO_NOT_BUY,0,1,1,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=54; capital_risk=$14.31; risk_reward=1.09; sku_bias=NO_COMPARABLE_EVENTS
198725,May Sst Lumi Matte Fnd 90,NO_DEMAND,DO_NOT_BUY,0,1,1,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=39; capital_risk=$14.30; risk_reward=0.82; sku_bias=NO_COMPARABLE_EVENTS
189249,May Inst Perfect Glow Fair/Lt,NO_DEMAND,DO_NOT_BUY,0,1,1,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=39; capital_risk=$14.27; risk_reward=0.82; sku_bias=NO_COMPARABLE_EVENTS
94874,Essano Coll Cleans Oil 150Ml,NO_DEMAND,DO_NOT_BUY,0,1,1,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=40; capital_risk=$14.26; risk_reward=0.83; sku_bias=NO_COMPARABLE_EVENTS
73267,Mf Mir Pure Fndatn Lgt Bge 32,NO_DEMAND,DO_NOT_BUY,0,1,1,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=56; capital_risk=$14.23; risk_reward=1.13; sku_bias=NO_COMPARABLE_EVENTS
64544,Brilliance 68 Chocolate Rush,NO_DEMAND,DO_NOT_BUY,0,1,1,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=40; capital_risk=$14.20; risk_reward=0.83; sku_bias=NO_COMPARABLE_EVENTS
90934,Cetaphil Gen Ex Sa Lot 236M,NO_DEMAND,DO_NOT_BUY,0,1,1,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=44; capital_risk=$14.17; risk_reward=0.89; sku_bias=NO_COMPARABLE_EVENTS
199753,Rim Oh My Gloss Lipoil Viv Red,REDUCE_HOLDING,DO_NOT_BUY,0,1,1,demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=60; capital_risk=$14.15; risk_reward=0.63; sku_bias=NO_COMPARABLE_EVENTS
67533,Jshealth Hair+Libido 30T,NO_DEMAND,DO_NOT_BUY,0,1,1,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=54; capital_risk=$14.15; risk_reward=1.09; sku_bias=NO_COMPARABLE_EVENTS
198730,May Sst Lumi Matte Fnd 118,NO_DEMAND,DO_NOT_BUY,0,1,1,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=40; capital_risk=$14.14; risk_reward=0.83; sku_bias=NO_COMPARABLE_EVENTS
57525,Codral Pe C&F + Mucus/C 24 Cap,NO_DEMAND,DO_NOT_BUY,0,1,1,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=31; capital_risk=$14.14; risk_reward=0.72; sku_bias=NO_COMPARABLE_EVENTS
47723,Olay Whips Regenerist Uv 50G,NO_DEMAND,DO_NOT_BUY,0,1,1,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=65; capital_risk=$14.10; risk_reward=1.41; sku_bias=NO_COMPARABLE_EVENTS
94869,Essano Vit C Serum 30Ml,NO_DEMAND,DO_NOT_BUY,0,1,1,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=40; capital_risk=$14.08; risk_reward=0.84; sku_bias=NO_COMPARABLE_EVENTS
72448,B/M Sus/Relse 50+ 90 Tabs,NO_DEMAND,DO_NOT_BUY,0,1,1,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=52; capital_risk=$14.07; risk_reward=1.05; sku_bias=NO_COMPARABLE_EVENTS
94479,Garn Vit C Clnsng Balm 100G,NO_DEMAND,DO_NOT_BUY,0,1,1,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=57; capital_risk=$14.07; risk_reward=1.16; sku_bias=NO_COMPARABLE_EVENTS
385301,Olay Regen M/Sculpt M/Crm 50Ml,NO_DEMAND,DO_NOT_BUY,0,1,1,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=67; capital_risk=$14.06; risk_reward=1.52; sku_bias=NO_COMPARABLE_EVENTS
57451,Weleda Skin Body Butter 150Ml,NO_DEMAND,DO_NOT_BUY,0,1,1,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=59; capital_risk=$14.04; risk_reward=1.21; sku_bias=NO_COMPARABLE_EVENTS
193057,Mf Facefinity Fndn Crys Beige,NO_DEMAND,DO_NOT_BUY,0,1,1,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=41; capital_risk=$13.94; risk_reward=0.85; sku_bias=NO_COMPARABLE_EVENTS
195117,Antip Maya Hyaluronic Srm 30Ml,NO_DEMAND,DO_NOT_BUY,0,1,1,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=66; capital_risk=$13.91; risk_reward=1.47; sku_bias=NO_COMPARABLE_EVENTS
40673,Hydralyte Lemonade Eff Tab 20,NO_DEMAND,DO_NOT_BUY,0,1,1,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=21; capital_risk=$13.85; risk_reward=0.63; sku_bias=NO_COMPARABLE_EVENTS
198630,Sun Bum Xl Spf50 Lotion 473Ml,NO_DEMAND,DO_NOT_BUY,0,1,1,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=67; capital_risk=$13.79; risk_reward=1.51; sku_bias=NO_COMPARABLE_EVENTS
57316,Olay Regen Ret Night Eye 15Ml,NO_DEMAND,DO_NOT_BUY,0,1,1,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=65; capital_risk=$13.75; risk_reward=1.43; sku_bias=NO_COMPARABLE_EVENTS
185567,Hydralyte Peach Eff Tab 20,NO_DEMAND,DO_NOT_BUY,0,1,1,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=22; capital_risk=$13.67; risk_reward=0.64; sku_bias=NO_COMPARABLE_EVENTS
66537,Got2B Touch Up Brush16Ml,NO_DEMAND,DO_NOT_BUY,0,1,1,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=40; capital_risk=$13.66; risk_reward=0.83; sku_bias=NO_COMPARABLE_EVENTS
102082,Mf Lipfinity Indulgent,NO_DEMAND,DO_NOT_BUY,0,1,1,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=40; capital_risk=$13.63; risk_reward=0.84; sku_bias=NO_COMPARABLE_EVENTS
28230,Codral Pe Cold & Flu 24 Tabs,NO_DEMAND,DO_NOT_BUY,0,1,1,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=31; capital_risk=$13.61; risk_reward=0.73; sku_bias=NO_COMPARABLE_EVENTS
90781,Moogoo Pink Eczema Cream 120G,NO_DEMAND,DO_NOT_BUY,0,1,1,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=31; capital_risk=$13.57; risk_reward=0.73; sku_bias=NO_COMPARABLE_EVENTS
95250,Hydralyte P/Appl Brze Eff 20,NO_DEMAND,DO_NOT_BUY,0,1,1,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=22; capital_risk=$13.56; risk_reward=0.64; sku_bias=NO_COMPARABLE_EVENTS
252726,Mf M/Up Miracle Touch Bl Beige,NO_DEMAND,DO_NOT_BUY,0,1,1,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=52; capital_risk=$13.53; risk_reward=1.03; sku_bias=NO_COMPARABLE_EVENTS
30536,May Ss Matte Ink Dreamer,REDUCE_HOLDING,DO_NOT_BUY,0,1,1,demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=68; capital_risk=$13.51; risk_reward=0.62; sku_bias=NO_COMPARABLE_EVENTS
97128,Rim Thrl Skr Mga Lift Masc Blk,NO_DEMAND,DO_NOT_BUY,0,1,1,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=32; capital_risk=$13.47; risk_reward=0.74; sku_bias=NO_COMPARABLE_EVENTS
94658,Cetaphil Bhr Face N/Crm 50G,NO_DEMAND,DO_NOT_BUY,0,1,1,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=63; capital_risk=$13.42; risk_reward=1.37; sku_bias=NO_COMPARABLE_EVENTS
193500,Bioglan Red Krl Brain&Eyes 60C,NO_DEMAND,DO_NOT_BUY,0,1,1,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=66; capital_risk=$13.37; risk_reward=1.46; sku_bias=NO_COMPARABLE_EVENTS
191385,Mf Mir Pure Vitmin C Serum,NO_DEMAND,DO_NOT_BUY,0,1,1,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=54; capital_risk=$13.29; risk_reward=1.08; sku_bias=NO_COMPARABLE_EVENTS
37407,Dr Lew Micellar Water 400M,NO_DEMAND,DO_NOT_BUY,0,1,1,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=24; capital_risk=$13.26; risk_reward=0.66; sku_bias=NO_COMPARABLE_EVENTS
90902,Cetaphil Hr Eye Serum 15G,NO_DEMAND,DO_NOT_BUY,0,1,1,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=61; capital_risk=$13.26; risk_reward=1.28; sku_bias=NO_COMPARABLE_EVENTS
195077,Garn Vit C Micell Water 700Ml,NO_DEMAND,DO_NOT_BUY,0,1,1,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=46; capital_risk=$13.20; risk_reward=0.93; sku_bias=NO_COMPARABLE_EVENTS
87470,Thayers Aha Toner 355Ml,NO_DEMAND,DO_NOT_BUY,0,1,1,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=44; capital_risk=$13.20; risk_reward=0.89; sku_bias=NO_COMPARABLE_EVENTS
45575,Nude Angled Blush Brush 06,NO_DEMAND,DO_NOT_BUY,0,1,1,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=40; capital_risk=$13.15; risk_reward=0.84; sku_bias=NO_COMPARABLE_EVENTS
193405,Epzen Aha Wash Maple 200Ml,NO_DEMAND,DO_NOT_BUY,0,1,1,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=27; capital_risk=$13.11; risk_reward=0.69; sku_bias=NO_COMPARABLE_EVENTS
91299,Hask Chia Seed D/Shamp 229G,NO_DEMAND,DO_NOT_BUY,0,1,1,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=26; capital_risk=$13.10; risk_reward=0.67; sku_bias=NO_COMPARABLE_EVENTS
97037,Oral-B Io C&G Blk Refil 2Pk,NO_DEMAND,DO_NOT_BUY,0,1,1,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=59; capital_risk=$13.10; risk_reward=1.21; sku_bias=NO_COMPARABLE_EVENTS
92311,Hask Coco Oil Nrsh D/Sham 229G,NO_DEMAND,DO_NOT_BUY,0,1,1,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=26; capital_risk=$13.05; risk_reward=0.67; sku_bias=NO_COMPARABLE_EVENTS
189644,Nude Antiage Conc 04 Rose Bge,NO_DEMAND,DO_NOT_BUY,0,1,1,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=41; capital_risk=$13.03; risk_reward=0.84; sku_bias=NO_COMPARABLE_EVENTS
32656,Dr Lew Gentle Crm Clnsr 120Ml,NO_DEMAND,DO_NOT_BUY,0,1,1,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=43; capital_risk=$13.01; risk_reward=0.88; sku_bias=NO_COMPARABLE_EVENTS
186512,Sun Bum Min Lotion Spf50+ 88Ml,NO_DEMAND,DO_NOT_BUY,0,1,1,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=48; capital_risk=$12.98; risk_reward=0.96; sku_bias=NO_COMPARABLE_EVENTS
26238,Nude Flawless Con 05 Sand,NO_DEMAND,DO_NOT_BUY,0,1,1,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=41; capital_risk=$12.93; risk_reward=0.85; sku_bias=NO_COMPARABLE_EVENTS
58224,Jshealth Md Anxty+Strs 60Cp,NO_DEMAND,DO_NOT_BUY,0,1,1,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=67; capital_risk=$12.92; risk_reward=1.49; sku_bias=NO_COMPARABLE_EVENTS
