source_file,column_name,present_count,min,mean,median,p75,p90,p99,max,unique_count,inferred_time_window,inferred_unit_basis,safe_for_promo_period_forecast_yes_no,rejection_reason,selected_in_5b11_yes_no
operator_audit,minimum_safe_stock_day_one_units,3531,2.0,2.4820164259416595,2.0,2.0,2.0,7.0,30.0,14,rolling_history,historical_promo_window,NO,not_in_governed_selection_contract,NO
operator_audit,lead_days_to_promo_start,3531,56.0,56.0,56.0,56.0,56.0,56.0,56.0,1,promotion_period,promo_period_total,NO,not_in_governed_selection_contract,NO
operator_audit,current_soh_units,3531,0.0,3.2681959784763523,3.0,4.0,6.0,12.0,98.0,29,rolling_history,historical_promo_window,NO,not_in_governed_selection_contract,NO
operator_audit,on_order_units,3531,0.0,0.07335032568677428,0.0,0.0,0.0,3.0,10.0,8,rolling_history,historical_promo_window,NO,not_in_governed_selection_contract,NO
operator_audit,effective_available_units,3531,0.0,3.092608326253186,3.0,4.0,6.0,12.0,98.0,29,rolling_history,historical_promo_window,NO,not_in_governed_selection_contract,NO
operator_audit,gap_to_day_one_target_units,3531,0.0,1.3540073633531577,0.0,2.0,3.0,8.0,31.0,17,rolling_history,historical_promo_window,NO,not_in_governed_selection_contract,NO
operator_audit,demand_evidence_class,0,,,,,,,,0,rolling_history,historical_promo_window,NO,flat_placeholder_detected,NO
operator_audit,historical_promo_response_summary,0,,,,,,,,0,promotion_period,promo_period_total,NO,not_in_governed_selection_contract,NO
operator_audit,historical_units_same_discount_avg,3531,0.0,1.185702945341263,0.4545,1.2792,2.8,12.503899999999986,73.0,443,rolling_history,historical_promo_window,YES,,YES
operator_audit,historical_units_same_or_better_discount_avg,3531,0.0,1.5339292834890965,0.5789,1.5,3.1176,16.0,113.0,539,rolling_history,historical_promo_window,YES,,YES
operator_audit,historical_promo_events_same_discount,3531,0.0,6.107051826677995,4.0,9.0,16.0,23.0,28.0,29,promotion_period,promo_period_total,NO,not_in_governed_selection_contract,NO
operator_audit,historical_promo_events_same_or_better_discount,3531,0.0,7.273010478617955,6.0,11.0,17.0,24.0,29.0,29,promotion_period,promo_period_total,NO,not_in_governed_selection_contract,NO
operator_audit,promotion_backtest_within_10pct_flag,3531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,promotion_period,promo_period_total,NO,flat_placeholder_detected,NO
operator_audit,promotion_backtest_mean_absolute_pct_error,3531,151.1,151.09999999999997,151.1,151.1,151.1,151.1,151.1,1,promotion_period,promo_period_total,NO,not_in_governed_selection_contract,NO
operator_audit,promotion_backtest_bias_class,0,,,,,,,,0,promotion_period,promo_period_total,NO,flat_placeholder_detected,NO
operator_audit,promotion_backtest_comparable_event_count,3531,52285.0,52285.0,52285.0,52285.0,52285.0,52285.0,52285.0,1,promotion_period,promo_period_total,NO,not_in_governed_selection_contract,NO
operator_audit,days_of_cover_to_promo_start,3531,0.0,332.9864061172472,365.0,365.0,365.0,365.0,365.0,5,promotion_period,promo_period_total,NO,not_in_governed_selection_contract,NO
operator_audit,projected_launch_cover_units,3531,-31.0,-0.3879566694987256,0.0,1.0,3.0,9.0,95.0,47,rolling_history,historical_promo_window,NO,not_in_governed_selection_contract,NO
operator_audit,estimated_leftover_units,3531,2.0,3.4477485131690737,2.0,4.0,7.0,14.0,97.0,28,rolling_history,historical_promo_window,NO,not_in_governed_selection_contract,NO
operator_audit,target_end_stock_units,3531,2.0,2.4820164259416595,2.0,2.0,2.0,7.0,30.0,14,rolling_history,historical_promo_window,NO,not_in_governed_selection_contract,NO
operator_audit,units_needed_for_trust_floor,3531,0.0,0.8582881336731806,0.0,1.0,2.0011,8.0,22.0,119,rolling_history,historical_promo_window,NO,not_in_governed_selection_contract,NO
operator_audit,units_needed_for_high_demand_cover,3531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,rolling_history,historical_promo_window,NO,flat_placeholder_detected,NO
operator_audit,units_above_trust_target,3531,0.0,1.3930447748513168,0.5616,1.8517,3.8517,9.507729999999974,95.278,198,rolling_history,historical_promo_window,NO,not_in_governed_selection_contract,NO
operator_audit,expected_gp_on_trust_floor_units,3531,0.0,0.7429566694987256,0.01,0.02,0.15,12.46,67.48,162,rolling_history,historical_promo_window,NO,not_in_governed_selection_contract,NO
operator_audit,expected_gp_on_speculative_units,3531,0.0,0.3649617672047578,0.0,0.0,0.0,9.551999999999898,73.84,112,rolling_history,historical_promo_window,NO,not_in_governed_selection_contract,NO
operator_audit,risk_adjusted_value_of_speculative_units,3531,-1831.42,-11.581523647691874,-2.35,0.0,0.0,9.551999999999898,73.84,1355,rolling_history,historical_promo_window,NO,not_in_governed_selection_contract,NO
operator_audit,speculative_capital_above_floor_units,3531,0.0,0.9660152931180969,0.0,1.0,3.0,9.0,95.0,30,rolling_history,historical_promo_window,NO,not_in_governed_selection_contract,NO
operator_audit,projected_SOH_at_promo_start,3531,0.0,3.092608326253186,3.0,4.0,6.0,12.0,98.0,29,promotion_period,promo_period_total,NO,not_in_governed_selection_contract,NO
operator_audit,target_SOH_at_promo_start,3531,2.0,3.4808836023789294,3.0,3.0,3.0,8.0,31.0,15,promotion_period,promo_period_total,NO,not_in_governed_selection_contract,NO
operator_audit,weeks_of_cover_entering_promo,3531,0.0,47.56688190314358,52.14,52.14,52.14,52.14,52.14,5,promotion_period,promo_period_total,NO,not_in_governed_selection_contract,NO
operator_audit,end_of_promo_residual_risk,0,,,,,,,,0,promotion_period,promo_period_total,NO,flat_placeholder_detected,NO
feature_inspection,order_units,3531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,rolling_history,order_units,NO,flat_placeholder_detected,NO
feature_inspection,demand_evidence_label,0,,,,,,,,0,rolling_history,historical_promo_window,NO,flat_placeholder_detected,NO
feature_inspection,raw_model_order_units,3531,0.0,0.7037666383460776,0.0,0.0,2.0,7.0,24.0,18,rolling_history,order_units,NO,order_units_not_promo_demand,NO
feature_inspection,provisional_review_order_units,3531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,rolling_history,historical_promo_window,NO,flat_placeholder_detected,NO
feature_inspection,final_store_order_units,3531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,rolling_history,historical_promo_window,NO,flat_placeholder_detected,NO
feature_inspection,low_soh_policy_final_order_units,3531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,rolling_history,historical_promo_window,NO,flat_placeholder_detected,NO
feature_inspection,low_soh_policy_shadow_order_units,3531,0.0,0.014443500424808835,0.0,0.0,0.0,1.0,1.0,2,rolling_history,historical_promo_window,NO,flat_placeholder_detected,NO
feature_inspection,shadow_policy_order_units,3531,0.0,0.014443500424808835,0.0,0.0,0.0,1.0,1.0,2,rolling_history,historical_promo_window,NO,flat_placeholder_detected,NO
feature_inspection,shadow_policy_expected_reason,0,,,,,,,,0,rolling_history,historical_promo_window,NO,flat_placeholder_detected,NO
feature_inspection,recommended_order_units,3531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,rolling_history,order_units,NO,flat_placeholder_detected,NO
feature_inspection,projected_on_hand_at_promo_start,3531,0.0,3.092608326253186,3.0,4.0,6.0,12.0,98.0,29,promotion_period,promo_period_total,NO,not_in_governed_selection_contract,NO
feature_inspection,minimum_launch_stock_units,3531,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,rolling_history,historical_promo_window,NO,not_in_governed_selection_contract,NO
feature_inspection,floor_units_required,3531,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,rolling_history,historical_promo_window,NO,not_in_governed_selection_contract,NO
feature_inspection,promo_allocated_units,3531,0.0,1.2778249787595581,0.0,0.0,3.0,24.0,349.0,43,promotion_period,promo_period_total,NO,not_in_governed_selection_contract,NO
feature_inspection,expected_promo_demand,3531,0.0,0.9988671764372699,1.0,1.0,1.0,1.0,1.0,2,promotion_period,promo_period_total,NO,flat_placeholder_detected,YES
feature_inspection,target_stock_day_one_units,3531,2.0,3.4808836023789294,3.0,3.0,3.0,8.0,31.0,15,rolling_history,historical_promo_window,NO,not_in_governed_selection_contract,NO
feature_inspection,projected_stock_gap_units,3531,0.0,1.3540073633531577,0.0,2.0,3.0,8.0,31.0,17,rolling_history,historical_promo_window,NO,not_in_governed_selection_contract,NO
feature_inspection,days_to_promo_start,3531,56.0,56.0,56.0,56.0,56.0,56.0,56.0,1,promotion_period,promo_period_total,YES,,YES
feature_inspection,lead_up_demand_units,3531,0.0,5.207873123760974,0.0,0.0,0.0,56.0,240.0,24,lead_up_to_promo_start,lead_up_window,YES,,YES
feature_inspection,expected_units_before_promo_start,3531,0.0,5.207873123760974,0.0,0.0,0.0,56.0,240.0,24,promotion_period,promo_period_total,NO,not_in_governed_selection_contract,NO
feature_inspection,expected_units_first_7_days,3531,0.0,0.9988671764372699,1.0,1.0,1.0,1.0,1.0,2,rolling_history,historical_promo_window,NO,flat_placeholder_detected,YES
feature_inspection,promotion_period_days,3531,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1,promotion_period,promo_period_total,NO,not_in_governed_selection_contract,NO
feature_inspection,expected_units_per_period,3531,0.0,0.9988671764372699,1.0,1.0,1.0,1.0,1.0,2,promotion_period,promo_period_total,NO,flat_placeholder_detected,YES
feature_inspection,expected_units_per_day,3531,0.0,0.14273811951288587,0.1429,0.1429,0.1429,0.1429,0.1429,2,rolling_history,daily_rate,NO,flat_placeholder_detected,YES
feature_inspection,projected_promotional_units,3531,0.0,0.9988671764372699,1.0,1.0,1.0,1.0,1.0,2,promotion_period,promo_period_total,NO,flat_placeholder_detected,YES
feature_inspection,expected_units_total_promo,3531,0.0,0.9988671764372699,1.0,1.0,1.0,1.0,1.0,2,promotion_period,promo_period_total,NO,flat_placeholder_detected,YES
feature_inspection,promotion_id,0,,,,,,,,0,promotion_period,promo_period_total,NO,flat_placeholder_detected,NO
feature_inspection,promotion_name,0,,,,,,,,0,promotion_period,promo_period_total,NO,flat_placeholder_detected,NO
feature_inspection,promotion_start_date,0,,,,,,,,0,promotion_period,promo_period_total,NO,flat_placeholder_detected,NO
feature_inspection,promotion_end_date,0,,,,,,,,0,promotion_period,promo_period_total,NO,flat_placeholder_detected,NO
feature_inspection,minimum_safe_stock_day_one_units,3531,2.0,2.4820164259416595,2.0,2.0,2.0,7.0,30.0,14,rolling_history,historical_promo_window,NO,not_in_governed_selection_contract,NO
feature_inspection,lead_days_to_promo_start,3531,56.0,56.0,56.0,56.0,56.0,56.0,56.0,1,promotion_period,promo_period_total,NO,not_in_governed_selection_contract,NO
feature_inspection,current_soh_units,3531,0.0,3.2681959784763523,3.0,4.0,6.0,12.0,98.0,29,rolling_history,historical_promo_window,NO,not_in_governed_selection_contract,NO
feature_inspection,on_order_units,3531,0.0,0.07335032568677428,0.0,0.0,0.0,3.0,10.0,8,rolling_history,historical_promo_window,NO,not_in_governed_selection_contract,NO
feature_inspection,effective_available_units,3531,0.0,3.092608326253186,3.0,4.0,6.0,12.0,98.0,29,rolling_history,historical_promo_window,NO,not_in_governed_selection_contract,NO
feature_inspection,gap_to_day_one_target_units,3531,0.0,1.3540073633531577,0.0,2.0,3.0,8.0,31.0,17,rolling_history,historical_promo_window,NO,not_in_governed_selection_contract,NO
feature_inspection,demand_evidence_class,0,,,,,,,,0,rolling_history,historical_promo_window,NO,flat_placeholder_detected,NO
feature_inspection,historical_promo_response_summary,0,,,,,,,,0,promotion_period,promo_period_total,NO,not_in_governed_selection_contract,NO
feature_inspection,historical_units_same_discount_avg,3531,0.0,1.185702945341263,0.4545,1.2792,2.8,12.503899999999986,73.0,443,rolling_history,historical_promo_window,YES,,YES
feature_inspection,historical_units_same_or_better_discount_avg,3531,0.0,1.5339292834890965,0.5789,1.5,3.1176,16.0,113.0,539,rolling_history,historical_promo_window,YES,,YES
feature_inspection,historical_promo_events_same_discount,3531,0.0,6.107051826677995,4.0,9.0,16.0,23.0,28.0,29,promotion_period,promo_period_total,NO,not_in_governed_selection_contract,NO
feature_inspection,historical_promo_events_same_or_better_discount,3531,0.0,7.273010478617955,6.0,11.0,17.0,24.0,29.0,29,promotion_period,promo_period_total,NO,not_in_governed_selection_contract,NO
feature_inspection,promotion_backtest_within_10pct_flag,3531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,promotion_period,promo_period_total,NO,flat_placeholder_detected,NO
feature_inspection,promotion_backtest_mean_absolute_pct_error,3531,151.1,151.09999999999997,151.1,151.1,151.1,151.1,151.1,1,promotion_period,promo_period_total,NO,not_in_governed_selection_contract,NO
feature_inspection,promotion_backtest_bias_class,0,,,,,,,,0,promotion_period,promo_period_total,NO,flat_placeholder_detected,NO
feature_inspection,promotion_backtest_comparable_event_count,3531,52285.0,52285.0,52285.0,52285.0,52285.0,52285.0,52285.0,1,promotion_period,promo_period_total,NO,not_in_governed_selection_contract,NO
feature_inspection,days_of_cover_to_promo_start,3531,0.0,332.9864061172472,365.0,365.0,365.0,365.0,365.0,5,promotion_period,promo_period_total,NO,not_in_governed_selection_contract,NO
feature_inspection,projected_launch_cover_units,3531,-31.0,-0.3879566694987256,0.0,1.0,3.0,9.0,95.0,47,rolling_history,historical_promo_window,NO,not_in_governed_selection_contract,NO
feature_inspection,estimated_leftover_units,3531,2.0,3.4477485131690737,2.0,4.0,7.0,14.0,97.0,28,rolling_history,historical_promo_window,NO,not_in_governed_selection_contract,NO
feature_inspection,target_end_stock_units,3531,2.0,2.4820164259416595,2.0,2.0,2.0,7.0,30.0,14,rolling_history,historical_promo_window,NO,not_in_governed_selection_contract,NO
feature_inspection,units_needed_for_trust_floor,3531,0.0,0.8582881336731806,0.0,1.0,2.0011,8.0,22.0,119,rolling_history,historical_promo_window,NO,not_in_governed_selection_contract,NO
feature_inspection,units_needed_for_high_demand_cover,3531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,rolling_history,historical_promo_window,NO,flat_placeholder_detected,NO
feature_inspection,units_above_trust_target,3531,0.0,1.3930447748513168,0.5616,1.8517,3.8517,9.507729999999974,95.278,198,rolling_history,historical_promo_window,NO,not_in_governed_selection_contract,NO
feature_inspection,expected_gp_on_trust_floor_units,3531,0.0,0.7429566694987256,0.01,0.02,0.15,12.46,67.48,162,rolling_history,historical_promo_window,NO,not_in_governed_selection_contract,NO
feature_inspection,expected_gp_on_speculative_units,3531,0.0,0.3649617672047578,0.0,0.0,0.0,9.551999999999898,73.84,112,rolling_history,historical_promo_window,NO,not_in_governed_selection_contract,NO
feature_inspection,risk_adjusted_value_of_speculative_units,3531,-1831.42,-11.581523647691874,-2.35,0.0,0.0,9.551999999999898,73.84,1355,rolling_history,historical_promo_window,NO,not_in_governed_selection_contract,NO
feature_inspection,speculative_capital_above_floor_units,3531,0.0,0.9660152931180969,0.0,1.0,3.0,9.0,95.0,30,rolling_history,historical_promo_window,NO,not_in_governed_selection_contract,NO
feature_inspection,projected_SOH_at_promo_start,3531,0.0,3.092608326253186,3.0,4.0,6.0,12.0,98.0,29,promotion_period,promo_period_total,NO,not_in_governed_selection_contract,NO
feature_inspection,target_SOH_at_promo_start,3531,2.0,3.4808836023789294,3.0,3.0,3.0,8.0,31.0,15,promotion_period,promo_period_total,NO,not_in_governed_selection_contract,NO
feature_inspection,weeks_of_cover_entering_promo,3531,0.0,47.56688190314358,52.14,52.14,52.14,52.14,52.14,5,promotion_period,promo_period_total,NO,not_in_governed_selection_contract,NO
feature_inspection,end_of_promo_residual_risk,0,,,,,,,,0,promotion_period,promo_period_total,NO,flat_placeholder_detected,NO
feature_inspection,promotion_row_key,0,,,,,,,,0,promotion_period,promo_period_total,NO,flat_placeholder_detected,NO
feature_inspection,feature_promo_price_ratio_vs_normal,3531,0.2622379807692307,0.5799188021871248,0.5452383755150089,0.6359946595460614,0.9090881458966564,0.9091,2.337657142857143,536,promotion_period,promo_period_total,NO,not_in_governed_selection_contract,NO
feature_inspection,feature_expected_gm_change_dollars,3531,-24.44424773,11.058920510710847,0.0,0.0,13.961098899999998,236.73266264199998,2875.38668291,1409,rolling_history,historical_promo_window,NO,not_in_governed_selection_contract,NO
feature_inspection,feature_margin_sacrifice_per_expected_unit,3531,0.0,4.995501913616645,0.2726999999999999,9.271799999999995,14.7045,32.7264,153.4545,967,rolling_history,historical_promo_window,NO,not_in_governed_selection_contract,NO
feature_inspection,feature_promo_capital_efficiency,3531,0.0,0.06936619168963469,0.0008944444444444,0.0041608391608391,0.1543132716049382,0.7793244788080148,15.384519230769229,1800,promotion_period,promo_period_total,NO,not_in_governed_selection_contract,NO
feature_inspection,feature_allocation_vs_baseline_demand_ratio,3531,0.0,73.35924634480729,42.01680672268907,124.22360248447204,186.33540372670808,434.7826086956522,3850.9316770186338,238,rolling_history,historical_promo_window,NO,not_in_governed_selection_contract,NO
feature_inspection,feature_allocation_vs_required_implied_demand_ratio,3531,0.0,60.66229705511389,0.5000250012500626,95.23809523809524,186.33540372670808,434.7826086956522,3850.9316770186338,174,rolling_history,historical_promo_window,NO,not_in_governed_selection_contract,NO
feature_inspection,feature_stock_sufficiency_gap_units,3531,-0.9998,3.2497005947323703,2.9685,3.9997000000000007,6.0,11.979279999999997,97.9216,286,rolling_history,historical_promo_window,NO,not_in_governed_selection_contract,NO
feature_inspection,feature_stock_to_promo_days_ratio,3531,0.0,0.5760407816482581,0.4285714285714285,0.5714285714285714,0.8571428571428571,3.5714285714285716,49.857142857142854,50,promotion_period,promo_period_total,NO,not_in_governed_selection_contract,NO
feature_inspection,feature_stock_exposure_vs_promo_days,3531,0.0,81.35843586195736,57.655342857142855,124.2236,186.3354,496.89441428571433,3850.931671428571,285,promotion_period,promo_period_total,NO,not_in_governed_selection_contract,NO
feature_inspection,feature_pre_promo_rolling_demand_units,3531,0.0,0.03748360237892947,0.0161,0.0475999999999999,0.0938,0.3122,2.7664,37,promotion_period,promo_period_total,NO,not_in_governed_selection_contract,NO
feature_inspection,feature_pre_promo_baseline_daily_units,3531,0.0,0.005354800339847069,0.0023,0.0068,0.0134,0.0446,0.3952,37,promotion_period,promo_period_total,NO,not_in_governed_selection_contract,NO
feature_inspection,feature_required_vs_baseline_demand_gap,3531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,rolling_history,historical_promo_window,NO,flat_placeholder_detected,NO
feature_inspection,feature_sales_velocity_units_per_day,3531,0.0,0.005354800339847069,0.0023,0.0068,0.0134,0.0446,0.3952,37,rolling_history,daily_rate,NO,not_in_governed_selection_contract,NO
feature_inspection,feature_sales_velocity_ratio_short_to_long,3531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,rolling_history,historical_promo_window,NO,flat_placeholder_detected,NO
feature_inspection,feature_pre_promo_sales_per_selling_day,3531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,promotion_period,promo_period_total,NO,flat_placeholder_detected,NO
feature_inspection,feature_prior_promo_response_same_sku_store,3531,-1.0,0.5711891780918147,-0.3242519229914187,0.25980221885394295,2.634534564814068,11.17242018678353,214.8499278499279,2568,promotion_period,promo_period_total,NO,not_in_governed_selection_contract,NO
feature_inspection,feature_prior_promo_response_same_sku_network,3531,-1.0,0.5711891780918147,-0.3242519229914187,0.25980221885394295,2.634534564814068,11.17242018678353,214.8499278499279,2568,promotion_period,promo_period_total,NO,not_in_governed_selection_contract,NO
feature_inspection,feature_promo_recurrence_density,3531,0.0,0.0021694347132831062,0.0027397260273972,0.0027397260273972,0.0054794520547945,0.0082191780821917,0.010958904109589,5,promotion_period,promo_period_total,NO,not_in_governed_selection_contract,NO
feature_inspection,feature_prior_promo_14d_flag,3531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,promotion_period,promo_period_total,NO,flat_placeholder_detected,NO
feature_inspection,feature_prior_promo_28d_flag,3531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,promotion_period,promo_period_total,NO,flat_placeholder_detected,NO
feature_inspection,feature_prior_promo_56d_flag,3531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,promotion_period,promo_period_total,NO,flat_placeholder_detected,NO
feature_inspection,feature_prior_promo_units_14d,3531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,promotion_period,promo_period_total,NO,flat_placeholder_detected,NO
feature_inspection,feature_prior_promo_units_28d,3531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,promotion_period,promo_period_total,NO,flat_placeholder_detected,NO
feature_inspection,feature_prior_promo_units_56d,3531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,promotion_period,promo_period_total,NO,flat_placeholder_detected,NO
feature_inspection,feature_prior_promo_days_since_last_promo,3531,78.0,169.1328235627301,78.0,92.0,183.0,999.0,999.0,23,promotion_period,promo_period_total,NO,not_in_governed_selection_contract,NO
feature_inspection,feature_prior_same_or_better_discount_units_56d,3531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,rolling_history,historical_promo_window,NO,flat_placeholder_detected,NO
feature_inspection,feature_prior_same_discount_days_since_last_promo,3531,78.0,353.6796941376381,155.0,999.0,999.0,999.0,999.0,32,promotion_period,promo_period_total,NO,not_in_governed_selection_contract,NO
feature_inspection,feature_prior_better_discount_days_since_last_promo,3531,78.0,827.447748513169,999.0,999.0,999.0,999.0,999.0,37,promotion_period,promo_period_total,NO,not_in_governed_selection_contract,NO
feature_inspection,feature_prior_promo_price_memory_score,3531,0.0,0.006560458284733125,0.0,0.0,0.0,0.1521739130434782,0.1521739130434782,12,promotion_period,promo_period_total,NO,not_in_governed_selection_contract,NO
feature_inspection,feature_prior_promo_discount_memory_score,3531,0.0,0.05895935717742822,0.0,0.1521739130434782,0.1521739130434782,0.1521739130434782,0.1521739130434782,16,promotion_period,promo_period_total,NO,not_in_governed_selection_contract,NO
feature_inspection,feature_prior_promo_cannibalisation_risk_score,3531,0.0027640671273445,0.025750077904791443,0.0304347826086956,0.0304347826086956,0.0304347826086956,0.0304347826086956,0.0304347826086956,23,promotion_period,promo_period_total,NO,not_in_governed_selection_contract,NO
