sku_number,sku_description,promo_units_expected_to_sell,promo_period_demand_source,promo_period_demand_fallback_flag,promo_demand_unsafe_flag,promo_demand_model_source,model_promo_forecast_units,same_discount_promo_units,baseline_period_demand_units,unsafe_or_fallback_reason,available_alternative_sources,recommended_remediation
94505,Bl Hydrating Cleanser 150Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
167330,Av Hap Tightening Serum 20Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
167332,Av Hap Lifting Cream 30Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
92939,Mp 2Pc Orange Zigzag Set 25,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
92940,Mp 2Pc Wine Luxe Set 25,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
574210,Versace Yellow Diamond Edt 30M,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
97578,Bioderma Pd Sun Fluid 50Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
89159,Versace Dylan Purple Edp 100Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
94172,Nivea Q10 Uv Fluid Spf50 40Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
184832,Hey Bud Hemp Face Oil 30Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
167331,Av Hap Eye & Lip Cream 15Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
167326,Xeracalm Nutri Balm 400Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
167328,Xeracalm Nutri Lotion 400Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
167325,Xeracalm Nutri Shwr Crm 500Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
167327,Xeracalm Nutri Clns Gel 500Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
50666,Lor Excel 5.5 Mahogany Brown,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
192008,Hey Bud Acne Treatment 15Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
192066,Q+A Vit Ace Cleanse Shower Oil,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
192152,Nivea Q10 Filler Serum 15Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
191943,Frank Clear Moisturiser 60Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
96354,Aveeno S/Rel Repairing Balm75M,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
97710,Lor Excel Nud Age P 8.13 268Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
97711,Lor Exce Nud Age P 10.13 268Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
97712,Lor Excel Nud Age P 7.31 268Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
97713,Lor Excel Nud Age P 6.03 268Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
88280,Es Lip & Cheek Tint 01,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
199079,Dkny 24/7 Edp 100Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
88342,Es Brow Lifting Gel Set,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
95848,Es Peptide Glsy Lip Trtmnt 02,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
199135,Hada Labo Mens Ltn No1 150Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
67880,Casting Crm Gls Mahogany 550,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
95864,Es Brow Lift & Freeze Glue 01,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
92149,Es Fix&Last 18H Fixing Spray,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
92177,Es B'Day Bmb Shiny Lipgloss 01,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
97597,Boost Lab Prolift N&D Cream,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
92164,Es Foundation Stick 50,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
92176,Es Line N' Stain Lip Liner 02,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
610909,Plunk S/Lift S/Wrink Crm 50G,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
36671,Plunk Coll Eyelift 15Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
92812,Bl Watermelon Wash Bag 25,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
478362,Es Long-Lasting Eye Pencil 02,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
43530,Dermaveen Oatmeal Spoo 1Ltr,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
669326,Biore Ultra Pore Clns Pack 6'S,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
668664,Biore D/Pore Clns Pack 6'S,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
194822,Dv Hair+Scalp D/C S/Poo 500Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
478594,Es Lash & Brow Gel Mascara,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
961051,Biore Charcoal Pore Strips 6,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
647883,Es I Love Crazy Volume Masc,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
93715,Jc Vlj Le Bubbly Edp 100Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
57227,Nivea Men Deo Ro Ex/Cedar 50Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
342513,Nivea Men Apd R/O B&W Inv 50Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
659573,Guess Seduct Hom Blue Edt 100M,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
493502,Preference Loreal Black 1,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
93345,Nivea Men D/C Defend 250Ml,0.0,missing_promo_period_demand,YES,YES,"flat_placeholder:expected_units_total_promo,projected_promotional_units,expected_units_per_period,expected_promo_demand",0.0,0.0,0.0,no_credible_promo_period_demand,none,phase_5c_upstream_model_or_history_repair
