sku_number,sku_description,decision,decision_quality_label,confidence_score,data_quality_score,demand_evidence_strength,promo_period_demand_source,promo_units_expected_to_sell,recommended_order_units,commercial_coverage_ratio,remaining_promo_sales_stock_gap,remaining_end_stock_gap,execution_ready_flag,execution_blocker,proposed_action_tier
94511,Cetaphil Gentle Skin Clns 118M,REVIEW,REVIEW_STOCK_GAP,24,94.0,MODERATE,same_discount_history,7.0,0,0.0,5,30,NO,,tier_3_review_evidence_gap
63823,Swiss Cosmetic Tips Paper 100,REVIEW,REVIEW_STOCK_GAP,24,94.0,MODERATE,same_discount_history,7.0,0,0.0,2,30,NO,,tier_3_review_evidence_gap
62765,Jerg U/H Hand Cream 100Ml,REVIEW,REVIEW_STOCK_GAP,56,100.0,MODERATE,same_discount_history,6.833,1,0.033,0,29,NO,,tier_3_review_evidence_gap
463027,U By Kotex Tamp Reg 16'S,REVIEW,REVIEW_STOCK_GAP,27,94.0,MODERATE,same_discount_history,6.714,0,0.0,0,27,NO,,tier_3_review_evidence_gap
655050,Lrp Tol Sens Riche 40Ml,REVIEW,REVIEW_STOCK_GAP,34,94.0,MODERATE,same_discount_history,6.667,0,0.0,5,29,NO,,tier_3_review_evidence_gap
31874,Lrp Tol Caring Face Wash 200Ml,REVIEW,REVIEW_STOCK_GAP,26,94.0,MODERATE,same_discount_history,6.667,0,0.0,0,22,NO,,tier_3_review_evidence_gap
591904,Neut N/F F/F Hand Crm 56G,REVIEW,REVIEW_STOCK_GAP,24,94.0,MODERATE,same_discount_history,6.667,0,0.0,5,29,NO,,tier_3_review_evidence_gap
475114,U By Kotex Tamp Super 16,REVIEW,REVIEW_STOCK_GAP,29,94.0,MODERATE,same_discount_history,6.643,0,0.0,0,24,NO,,tier_3_review_evidence_gap
798169,Rexona W Apd Cl Showr Cln 45Ml,REVIEW,REVIEW_STOCK_GAP,29,94.0,MODERATE,same_discount_history,6.625,0,0.0,2,28,NO,,tier_3_review_evidence_gap
491852,Avene Cicalfate Cream 40Ml,REVIEW,REVIEW_STOCK_GAP,25,94.0,MODERATE,same_discount_history,6.625,0,0.0,5,28,NO,,tier_3_review_evidence_gap
49087,Garn H/Bomb Mask Sakura 28G,REVIEW,REVIEW_STOCK_GAP,62,100.0,MODERATE,same_discount_history,6.5,0,0.0,0,25,NO,,tier_3_review_evidence_gap
93337,Lrp Effaclar Az Gel Cream 40Ml,REVIEW,REVIEW_STOCK_GAP,26,100.0,MODERATE,same_discount_history,6.5,0,0.0,5,28,NO,,tier_3_review_evidence_gap
490563,U By Kotex Xtr O/N Pad Wing 10,REVIEW,REVIEW_STOCK_GAP,29,94.0,MODERATE,same_discount_history,6.429,0,0.0,0,23,NO,,tier_3_review_evidence_gap
75453,Lrp Cicaplast B5 Serum 30Ml,REVIEW,REVIEW_STOCK_GAP,44,94.0,MODERATE,same_discount_history,6.333,0,0.0,4,27,YES,,tier_3_review_evidence_gap
188766,Hada Labo Moist Sheet Mask,REVIEW,REVIEW_STOCK_GAP,29,94.0,MODERATE,same_discount_history,6.333,0,0.0,0,23,NO,,tier_3_review_evidence_gap
184706,Lrp Tol Derma Night 40Ml,REVIEW,REVIEW_STOCK_GAP,28,94.0,MODERATE,same_discount_history,6.333,0,0.0,4,27,NO,,tier_3_review_evidence_gap
188852,Tbh Patch It Up 72 Patches,REVIEW,REVIEW_STOCK_GAP,56,100.0,MODERATE,same_discount_history,6.25,3,0.1,0,27,NO,,tier_3_review_evidence_gap
199946,Loreal Brght Dark Spt Exf Peel,REVIEW,REVIEW_STOCK_GAP,35,62.0,CONFLICTING,baseline_period_demand,6.0,5,0.167,0,25,NO,,tier_3_review_evidence_gap
95025,Essano Coll Night Cream 50Ml,REVIEW,REVIEW_STOCK_GAP,35,62.0,CONFLICTING,baseline_period_demand,6.0,5,0.167,0,25,NO,,tier_3_review_evidence_gap
55881,Avene Cleanance Starter Kit,REVIEW,REVIEW_STOCK_GAP,32,62.0,CONFLICTING,baseline_period_demand,6.0,5,0.167,0,25,NO,,tier_3_review_evidence_gap
66821,Olay Regen Coll Pep24 Srm 30Ml,REVIEW,REVIEW_STOCK_GAP,29,62.0,CONFLICTING,baseline_period_demand,6.0,5,0.161,0,26,NO,,tier_3_review_evidence_gap
62768,Jerg U/H Lotion 621Ml,REVIEW,REVIEW_STOCK_GAP,27,94.0,MODERATE,same_discount_history,6.0,0,0.0,4,26,NO,,tier_3_review_evidence_gap
92214,Olay Retinol Body Lotion 502Ml,REVIEW,REVIEW_STOCK_GAP,26,62.0,CONFLICTING,baseline_period_demand,6.0,4,0.125,2,26,NO,,tier_3_review_evidence_gap
188714,Cerave Moist Am Spf15 52Ml,REVIEW,REVIEW_STOCK_GAP,24,94.0,MODERATE,same_discount_history,6.0,0,0.0,2,26,YES,,tier_3_review_evidence_gap
90374,Blistex U/Lip Balm Spf50+4.25G,REVIEW,REVIEW_STOCK_GAP,24,94.0,MODERATE,same_discount_history,6.0,0,0.0,4,26,NO,,tier_3_review_evidence_gap
94234,Cerave Blemish Patches,REVIEW,REVIEW_STOCK_GAP,22,94.0,MODERATE,same_discount_history,6.0,0,0.0,0,25,NO,,tier_3_review_evidence_gap
483036,Garn Micellar Solution 400Ml,REVIEW,REVIEW_STOCK_GAP,24,94.0,MODERATE,same_discount_history,5.889,0,0.0,1,25,NO,,tier_3_review_evidence_gap
252999,Garn C&S W/P Emur 200Ml,REVIEW,REVIEW_STOCK_GAP,63,100.0,MODERATE,same_discount_history,5.875,0,0.0,0,22,NO,,tier_3_review_evidence_gap
195078,Garn Vit C Eye Mask,REVIEW,REVIEW_STOCK_GAP,22,94.0,MODERATE,same_discount_history,5.875,0,0.0,0,22,NO,,tier_3_review_evidence_gap
194887,Benzac Power Patch 24Pack,REVIEW,REVIEW_STOCK_GAP,50,100.0,MODERATE,same_discount_history,5.833,4,0.138,0,25,NO,,tier_3_review_evidence_gap
193713,No7 Future Renew Nght Crm 50Ml,REVIEW,REVIEW_STOCK_GAP,26,94.0,MODERATE,same_discount_history,5.8,0,0.0,3,25,NO,,tier_3_review_evidence_gap
458074,Cetaphil Moisturising Crm 100G,REVIEW,REVIEW_STOCK_GAP,22,94.0,MODERATE,same_discount_history,5.8,0,0.0,4,25,NO,,tier_3_review_evidence_gap
2839,Nivea D/E Db/Eff Emur 125Ml,REVIEW,REVIEW_STOCK_GAP,25,94.0,MODERATE,same_discount_history,5.75,0,0.0,4,25,NO,,tier_3_review_evidence_gap
94286,Bioderma Snsbio Sos Spray 70Ml,REVIEW,REVIEW_STOCK_GAP,72,100.0,MODERATE,same_discount_history,5.667,0,0.0,0,23,NO,,tier_3_review_evidence_gap
57419,Weleda Skin Food 75Ml,REVIEW,REVIEW_STOCK_GAP,56,100.0,MODERATE,same_discount_history,5.667,0,0.0,0,22,NO,,tier_3_review_evidence_gap
192218,Lrp Anthelios Ka+ Spf50+ 50Ml,REVIEW,REVIEW_STOCK_GAP,31,100.0,MODERATE,same_discount_history,5.667,0,0.0,4,24,NO,,tier_3_review_evidence_gap
1485,Neut H/B Mask X5,REVIEW,REVIEW_STOCK_GAP,26,94.0,MODERATE,same_discount_history,5.667,0,0.0,0,22,NO,,tier_3_review_evidence_gap
321943,Neut Bod Oil 250Ml,REVIEW,REVIEW_STOCK_GAP,26,94.0,MODERATE,same_discount_history,5.667,0,0.0,1,24,NO,,tier_3_review_evidence_gap
94039,No7 Retinol Hand Crm 75Ml,REVIEW,REVIEW_STOCK_GAP,25,100.0,MODERATE,same_discount_history,5.667,0,0.0,4,24,NO,,tier_3_review_evidence_gap
55054,May Hyper Easy Eye Liner Black,REVIEW,REVIEW_STOCK_GAP,50,100.0,MODERATE,same_discount_history,5.565,4,0.143,0,24,NO,,tier_3_review_evidence_gap
1236,May Hyper Sharp Wing Liner Blk,REVIEW,REVIEW_STOCK_GAP,63,100.0,MODERATE,same_discount_history,5.522,4,0.143,0,24,NO,,tier_3_review_evidence_gap
247596,Bio Oil 200Ml,REVIEW,REVIEW_STOCK_GAP,63,100.0,MODERATE,same_discount_history,5.5,0,0.0,0,23,NO,,tier_3_review_evidence_gap
610055,Bondi Sands App Mitt 1 Each,REVIEW,REVIEW_STOCK_GAP,51,100.0,MODERATE,same_discount_history,5.5,0,0.0,0,14,NO,,tier_3_review_evidence_gap
11822,Lanolips Tint Balm Nude 12.5G,REVIEW,REVIEW_STOCK_GAP,36,94.0,MODERATE,same_discount_history,5.5,0,0.0,0,22,NO,,tier_3_review_evidence_gap
193196,May Lash Sensational Intns Blk,REVIEW,REVIEW_STOCK_GAP,26,94.0,MODERATE,same_discount_history,5.5,0,0.0,3,24,NO,,tier_3_review_evidence_gap
93914,Fraim Satin Skn Scrunchies 6Pk,REVIEW,REVIEW_STOCK_GAP,25,94.0,MODERATE,same_discount_history,5.5,0,0.0,0,16,NO,,tier_3_review_evidence_gap
92857,Og Rosemry Hair&Sclp 100Ml,REVIEW,REVIEW_STOCK_GAP,24,94.0,MODERATE,same_discount_history,5.5,0,0.0,0,23,NO,,tier_3_review_evidence_gap
390771,U By Kotex Ut Super Wing 12,REVIEW,REVIEW_STOCK_GAP,27,94.0,MODERATE,same_discount_history,5.4,0,0.0,0,22,NO,,tier_3_review_evidence_gap
198638,Avene Serum Spf 50+ 30Ml,REVIEW,REVIEW_STOCK_GAP,56,100.0,MODERATE,same_discount_history,5.375,0,0.0,0,21,NO,,tier_3_review_evidence_gap
24553,Jojoba Australian Jojoba 85Ml,REVIEW,REVIEW_STOCK_GAP,57,100.0,MODERATE,same_discount_history,5.333,2,0.08,0,23,NO,,tier_3_review_evidence_gap
71227,Lrp Tol Derm Fluid 40Ml,REVIEW,REVIEW_STOCK_GAP,44,94.0,MODERATE,same_discount_history,5.333,0,0.0,0,20,NO,,tier_3_review_evidence_gap
698520,Bioderma Sensibio H20 250Ml,REVIEW,REVIEW_STOCK_GAP,34,94.0,MODERATE,same_discount_history,5.333,0,0.0,0,23,NO,,tier_3_review_evidence_gap
195050,Lrp Refill Eff Fm Clnsr 400Ml,REVIEW,REVIEW_STOCK_GAP,25,94.0,MODERATE,same_discount_history,5.333,0,0.0,1,23,NO,,tier_3_review_evidence_gap
15736,Npmu Eb Pencil Micro Espres,REVIEW,REVIEW_STOCK_GAP,63,100.0,MODERATE,same_discount_history,5.294,0,0.0,0,18,NO,,tier_3_review_evidence_gap
93976,May Fstudio Grip Serm Prim Int,REVIEW,REVIEW_STOCK_GAP,27,94.0,MODERATE,same_discount_history,5.273,0,0.0,2,23,NO,,tier_3_review_evidence_gap
390941,U By Kotex Liner Design Prot30,REVIEW,REVIEW_STOCK_GAP,32,94.0,MODERATE,same_discount_history,5.214,0,0.0,2,22,NO,,tier_3_review_evidence_gap
41313,Rexona W Clin R/O Summer 50Ml,REVIEW,REVIEW_STOCK_GAP,26,94.0,MODERATE,same_discount_history,5.2,0,0.0,0,21,NO,,tier_3_review_evidence_gap
195444,Npmu Marshmellow Set Spray,REVIEW,REVIEW_STOCK_GAP,28,94.0,MODERATE,same_discount_history,5.118,0,0.0,1,22,NO,,tier_3_review_evidence_gap
733008,Cetaphil Moisturising Crm 550G,REVIEW,REVIEW_STOCK_GAP,49,100.0,MODERATE,same_discount_history,5.111,3,0.12,0,22,NO,,tier_3_review_evidence_gap
49091,Garn H/Bomb Mask Green Tea,REVIEW,REVIEW_STOCK_GAP,62,100.0,MODERATE,same_discount_history,5.0,0,0.0,0,12,NO,,tier_3_review_evidence_gap
372722,Ego Qv Intens Cleanser 1Kg,REVIEW,REVIEW_STOCK_GAP,57,100.0,MODERATE,same_discount_history,5.0,3,0.125,0,21,NO,,tier_3_review_evidence_gap
191888,G/Mane Heat Protectant 150Ml,REVIEW,REVIEW_STOCK_GAP,56,100.0,MODERATE,same_discount_history,5.0,5,0.192,0,21,NO,,tier_3_review_evidence_gap
49093,Garn H/Bomb Mask Pomegranate,REVIEW,REVIEW_STOCK_GAP,48,100.0,MODERATE,same_discount_history,5.0,0,0.0,0,8,NO,,tier_3_review_evidence_gap
188031,Skin Control D/Spot Fade 9Pk,REVIEW,REVIEW_STOCK_GAP,42,94.0,MODERATE,same_discount_history,5.0,0,0.0,3,21,NO,,tier_3_review_evidence_gap
63415,Lrp Eff Ult Con Serum 30Ml,REVIEW,REVIEW_STOCK_GAP,41,94.0,MODERATE,same_discount_history,5.0,0,0.0,0,21,NO,,tier_3_review_evidence_gap
49685,Avene Thermal S/Water 50Ml,REVIEW,REVIEW_STOCK_GAP,39,94.0,MODERATE,same_discount_history,5.0,0,0.0,0,12,NO,,tier_3_review_evidence_gap
11895,Lrp Eff Mat 40Ml,REVIEW,REVIEW_STOCK_GAP,35,94.0,MODERATE,same_discount_history,5.0,0,0.0,0,21,NO,,tier_3_review_evidence_gap
60949,Skin Control P/Patch Am/Pm 36P,REVIEW,REVIEW_STOCK_GAP,32,94.0,MODERATE,same_discount_history,5.0,0,0.0,0,19,NO,,tier_3_review_evidence_gap
93919,Fraim Small Soft Ptailers 30Pk,REVIEW,REVIEW_STOCK_GAP,26,94.0,MODERATE,same_discount_history,5.0,0,0.0,1,21,NO,,tier_3_review_evidence_gap
93916,Fraim Xl Soft Ptailers Blk 6Pk,REVIEW,REVIEW_STOCK_GAP,25,94.0,MODERATE,same_discount_history,5.0,0,0.0,1,21,NO,,tier_3_review_evidence_gap
93338,Lrp Effaclar Patches 22Pk,REVIEW,REVIEW_STOCK_GAP,25,100.0,MODERATE,same_discount_history,5.0,0,0.0,4,21,NO,,tier_3_review_evidence_gap
90766,Hey Bud Neck Firming Serum 50M,REVIEW,REVIEW_STOCK_GAP,24,100.0,MODERATE,same_discount_history,5.0,0,0.0,4,21,NO,,tier_3_review_evidence_gap
24383,May Iar Conc Light,REVIEW,REVIEW_STOCK_GAP,63,100.0,MODERATE,same_discount_history,4.956,0,0.0,1,21,NO,,tier_3_review_evidence_gap
63821,Swiss Cotton Tips Paper 240Pk,REVIEW,REVIEW_STOCK_GAP,23,100.0,MODERATE,same_discount_history,4.8,0,0.0,3,21,NO,,tier_3_review_evidence_gap
396133,Batiste Dry Spoo Original 120G,REVIEW,REVIEW_STOCK_GAP,27,94.0,MODERATE,same_discount_history,4.714,0,0.0,0,20,NO,,tier_3_review_evidence_gap
11831,Avene Thermal S/Water 150Ml,REVIEW,REVIEW_STOCK_GAP,28,94.0,MODERATE,same_discount_history,4.667,0,0.0,0,14,NO,,tier_3_review_evidence_gap
688223,Neut H/B Water Gel 50G,REVIEW,REVIEW_STOCK_GAP,26,94.0,MODERATE,same_discount_history,4.667,0,0.0,1,20,NO,,tier_3_review_evidence_gap
15733,Npmu Eb Pencil Micro Brun,REVIEW,REVIEW_STOCK_GAP,26,94.0,MODERATE,same_discount_history,4.588,0,0.0,2,20,NO,,tier_3_review_evidence_gap
33269,Tom Org Regular Tampns 16 Pk,REVIEW,REVIEW_STOCK_GAP,30,94.0,MODERATE,same_discount_history,4.571,0,0.0,0,13,NO,,tier_3_review_evidence_gap
94457,Loreal A/P Cell Renew Duo Srm,REVIEW,REVIEW_STOCK_GAP,23,94.0,MODERATE,same_discount_history,4.571,0,0.0,1,20,NO,,tier_3_review_evidence_gap
192205,Lanolips 12Hr O/N Lip Mask 15G,REVIEW,REVIEW_STOCK_GAP,64,100.0,MODERATE,same_discount_history,4.5,0,0.0,0,17,NO,,tier_3_review_evidence_gap
90139,Npmu Face Glue Setting Spray,REVIEW,REVIEW_STOCK_GAP,43,100.0,MODERATE,same_discount_history,4.5,0,0.0,3,19,NO,,tier_3_review_evidence_gap
96593,Npmu Ling Ll Stan Naughty Nude,REVIEW,REVIEW_STOCK_GAP,40,100.0,MODERATE,same_discount_history,4.5,0,0.0,3,19,NO,,tier_3_review_evidence_gap
688355,Lanolips Tint Balm Rhuba 12.5G,REVIEW,REVIEW_STOCK_GAP,33,94.0,MODERATE,same_discount_history,4.5,0,0.0,0,15,NO,,tier_3_review_evidence_gap
636886,Nivea Soft Creme Tube 75Ml,REVIEW,REVIEW_STOCK_GAP,29,94.0,MODERATE,same_discount_history,4.5,0,0.0,0,17,NO,,tier_3_review_evidence_gap
96594,Npmu Ling Ll Stain Steam Spice,REVIEW,REVIEW_STOCK_GAP,24,100.0,MODERATE,same_discount_history,4.5,0,0.0,3,19,NO,,tier_3_review_evidence_gap
346268,Rexona M Apd Stck Sport 52G,REVIEW,REVIEW_STOCK_GAP,28,94.0,MODERATE,same_discount_history,4.4,0,0.0,0,19,NO,,tier_3_review_evidence_gap
43840,Avene Xeracalm Replen Crm 400,REVIEW,REVIEW_STOCK_GAP,63,100.0,MODERATE,same_discount_history,4.375,0,0.0,0,12,NO,,tier_3_review_evidence_gap
94132,C/Council Lip Balm Spf50 Berry,REVIEW,REVIEW_STOCK_GAP,41,94.0,MODERATE,same_discount_history,4.333,2,0.087,2,19,NO,,tier_3_review_evidence_gap
186358,Jojoba Australian Jojoba 200Ml,REVIEW,REVIEW_STOCK_GAP,34,94.0,MODERATE,same_discount_history,4.333,0,0.0,0,16,NO,,tier_3_review_evidence_gap
65557,No7 L&L Day Crm Spf 50Ml,REVIEW,REVIEW_STOCK_GAP,26,94.0,MODERATE,same_discount_history,4.333,0,0.0,0,16,NO,,tier_3_review_evidence_gap
61548,Lrp Micellar Wtr Sens 400Ml,REVIEW,REVIEW_STOCK_GAP,26,94.0,MODERATE,same_discount_history,4.333,0,0.0,2,19,NO,,tier_3_review_evidence_gap
431699,Lrp Uvidea Bb Crm 01 Lt 30Ml,REVIEW,REVIEW_STOCK_GAP,26,100.0,MODERATE,same_discount_history,4.333,0,0.0,3,19,NO,,tier_3_review_evidence_gap
22904,Lrp Redermic C Eye 15Ml,REVIEW,REVIEW_STOCK_GAP,25,94.0,MODERATE,same_discount_history,4.333,0,0.0,2,19,NO,,tier_3_review_evidence_gap
188737,Hada Labo Tokyo Lotion 150Ml,REVIEW,REVIEW_STOCK_GAP,24,100.0,MODERATE,same_discount_history,4.333,0,0.0,3,19,NO,,tier_3_review_evidence_gap
90840,Garn Char + Caff Eye Mask,REVIEW,REVIEW_STOCK_GAP,24,100.0,MODERATE,same_discount_history,4.333,0,0.0,3,19,NO,,tier_3_review_evidence_gap
458104,Neut O/F Acne Wash 175Ml,REVIEW,REVIEW_STOCK_GAP,23,94.0,MODERATE,same_discount_history,4.333,0,0.0,2,19,NO,,tier_3_review_evidence_gap
56278,Loreal R/Lift Fil Ha Serum 30M,REVIEW,REVIEW_STOCK_GAP,23,94.0,MODERATE,same_discount_history,4.312,0,0.0,0,16,NO,,tier_3_review_evidence_gap
192837,Blistex Lip Cond 7G Spf30,REVIEW,REVIEW_STOCK_GAP,57,100.0,MODERATE,same_discount_history,4.286,0,0.0,0,14,NO,,tier_3_review_evidence_gap
94058,Npmu Bmelt Blsh Butta Together,REVIEW,REVIEW_STOCK_GAP,24,100.0,MODERATE,same_discount_history,4.286,0,0.0,3,18,NO,,tier_3_review_evidence_gap
33264,Tom Org Regular Pads 10Pk,REVIEW,REVIEW_STOCK_GAP,23,94.0,MODERATE,same_discount_history,4.286,0,0.0,0,17,NO,,tier_3_review_evidence_gap
304956,Aveeno D/Moist Lotion 71Ml,REVIEW,REVIEW_STOCK_GAP,23,94.0,MODERATE,same_discount_history,4.222,0,0.0,0,17,NO,,tier_3_review_evidence_gap
206431,C/Counc 50+ Ultra Roll On 75,REVIEW,REVIEW_STOCK_GAP,66,100.0,MODERATE,same_discount_history,4.2,0,0.0,2,18,NO,,tier_3_review_evidence_gap
193714,No7 Future Renew Eye Srm 15Ml,REVIEW,REVIEW_STOCK_GAP,26,94.0,MODERATE,same_discount_history,4.2,0,0.0,2,18,NO,,tier_3_review_evidence_gap
191661,Rexona W Dv R/O Bouq 50Ml,REVIEW,REVIEW_STOCK_GAP,62,100.0,MODERATE,same_discount_history,4.182,0,0.0,0,16,NO,,tier_3_review_evidence_gap
191663,Rexona W Dv R/O Fresh 50Ml,REVIEW,REVIEW_STOCK_GAP,25,94.0,MODERATE,same_discount_history,4.182,0,0.0,2,18,NO,,tier_3_review_evidence_gap
191948,Garn Cryo Jelly Eye Mask,REVIEW,REVIEW_STOCK_GAP,24,100.0,MODERATE,same_discount_history,4.125,0,0.0,3,18,NO,,tier_3_review_evidence_gap
984248,U By Kotex Sprt Ut Reg Wing 12,REVIEW,REVIEW_STOCK_GAP,28,94.0,MODERATE,same_discount_history,4.083,0,0.0,2,18,NO,,tier_3_review_evidence_gap
94130,C/Council Lip Balm Spf50 W/Mel,REVIEW,REVIEW_STOCK_GAP,62,100.0,MODERATE,same_discount_history,4.0,0,0.0,2,17,NO,,tier_3_review_evidence_gap
195115,Skin Control Micro Dart 9Pk,REVIEW,REVIEW_STOCK_GAP,59,100.0,MODERATE,same_discount_history,4.0,0,0.0,0,13,NO,,tier_3_review_evidence_gap
90331,Blistex Intensive Repair 7G,REVIEW,REVIEW_STOCK_GAP,59,100.0,MODERATE,same_discount_history,4.0,0,0.0,0,11,NO,,tier_3_review_evidence_gap
90781,Moogoo Pink Eczema Cream 120G,REVIEW,REVIEW_STOCK_GAP,55,100.0,MODERATE,same_discount_history,4.0,0,0.0,2,17,NO,,tier_3_review_evidence_gap
24552,Jojoba Australian Jojoba 30Ml,REVIEW,REVIEW_STOCK_GAP,42,94.0,MODERATE,same_discount_history,4.0,0,0.0,2,17,NO,,tier_3_review_evidence_gap
94219,Skin Control Pmp Ptch Gls 36Pk,REVIEW,REVIEW_STOCK_GAP,37,100.0,MODERATE,same_discount_history,4.0,0,0.0,4,17,NO,,tier_3_review_evidence_gap
194021,Csc Pigment Perfect Serum 30Ml,REVIEW,REVIEW_STOCK_GAP,32,94.0,MODERATE,same_discount_history,4.0,0,0.0,2,17,NO,,tier_3_review_evidence_gap
187119,G/Mane Anti-Frizz Serum 100Ml,REVIEW,REVIEW_STOCK_GAP,31,94.0,MODERATE,same_discount_history,4.0,0,0.0,2,17,NO,,tier_3_review_evidence_gap
90936,Cetaphil Pro Itch Rel Gel 59M,REVIEW,REVIEW_STOCK_GAP,27,62.0,CONFLICTING,baseline_period_demand,4.0,3,0.15,0,17,NO,,tier_3_review_evidence_gap
96595,Npmu Ling Ll Stain Up No Good,REVIEW,REVIEW_STOCK_GAP,27,94.0,MODERATE,same_discount_history,4.0,0,0.0,0,15,NO,,tier_3_review_evidence_gap
195560,Lrp Effaclar +M F/Clnsr 200Ml,REVIEW,REVIEW_STOCK_GAP,26,94.0,MODERATE,same_discount_history,4.0,0,0.0,0,14,NO,,tier_3_review_evidence_gap
96598,Npmu Ling Ll Stain Send Nudes,REVIEW,REVIEW_STOCK_GAP,26,94.0,MODERATE,same_discount_history,4.0,0,0.0,0,11,NO,,tier_3_review_evidence_gap
360759,Cetaphil Moist Lotion 1 Litre,REVIEW,REVIEW_STOCK_GAP,25,94.0,MODERATE,same_discount_history,4.0,0,0.0,0,17,NO,,tier_3_review_evidence_gap
95696,Lrp Toleraine Derma Serum 30Ml,REVIEW,REVIEW_STOCK_GAP,25,100.0,MODERATE,same_discount_history,4.0,0,0.0,3,17,NO,,tier_3_review_evidence_gap
65837,No7 Rad+ Vitamin C Toner 200Ml,REVIEW,REVIEW_STOCK_GAP,24,62.0,CONFLICTING,baseline_period_demand,4.0,3,0.158,0,16,NO,,tier_3_review_evidence_gap
93520,Garn Hyaluron Serum Mask,REVIEW,REVIEW_STOCK_GAP,24,100.0,MODERATE,same_discount_history,4.0,0,0.0,4,17,NO,,tier_3_review_evidence_gap
188718,Cerave Hand Cream 100Ml,REVIEW,REVIEW_STOCK_GAP,24,100.0,MODERATE,same_discount_history,4.0,0,0.0,3,17,NO,,tier_3_review_evidence_gap
188708,Cerave Hydra Fm Oil Clns 473Ml,REVIEW,REVIEW_STOCK_GAP,23,94.0,MODERATE,same_discount_history,4.0,0,0.0,1,17,NO,,tier_3_review_evidence_gap
638781,Cetaphil Gntl Cls Cloths 25Pk,REVIEW,REVIEW_STOCK_GAP,23,100.0,MODERATE,same_discount_history,4.0,0,0.0,3,17,NO,,tier_3_review_evidence_gap
199244,Cerave Rep Balm 50Ml,REVIEW,REVIEW_STOCK_GAP,22,94.0,MODERATE,same_discount_history,4.0,0,0.0,0,11,NO,,tier_3_review_evidence_gap
90915,Cerave Int Moist Lotion 236,REVIEW,REVIEW_STOCK_GAP,22,94.0,MODERATE,same_discount_history,4.0,0,0.0,0,17,NO,,tier_3_review_evidence_gap
96599,Npmu Ling Ll Stain Up All Nght,REVIEW,REVIEW_STOCK_GAP,22,94.0,MODERATE,same_discount_history,4.0,0,0.0,0,13,NO,,tier_3_review_evidence_gap
16316,Neut H/B Hya Acid Crm50G,REVIEW,REVIEW_STOCK_GAP,22,94.0,MODERATE,same_discount_history,4.0,0,0.0,2,17,NO,,tier_3_review_evidence_gap
188717,Cerave Hand Cream 50Ml,REVIEW,REVIEW_STOCK_GAP,21,94.0,MODERATE,same_discount_history,4.0,0,0.0,1,17,NO,,tier_3_review_evidence_gap
51645,Garn H/Bomb Mask Grape Seed,REVIEW,REVIEW_STOCK_GAP,36,82.0,MODERATE,same_discount_history,3.875,3,0.188,0,13,NO,,tier_3_review_evidence_gap
37032,C/Counc Day/W W/Res Spf50+75Ml,REVIEW,REVIEW_STOCK_GAP,56,100.0,MODERATE,same_discount_history,3.867,0,0.0,2,17,NO,,tier_3_review_evidence_gap
10974,B/Bees Cd Tint Balm Red Dahlia,REVIEW,REVIEW_STOCK_GAP,31,94.0,MODERATE,same_discount_history,3.857,0,0.0,0,12,NO,,tier_3_review_evidence_gap
63822,Swiss Cotton Tips Paper 400Pk,REVIEW,REVIEW_STOCK_GAP,23,94.0,MODERATE,same_discount_history,3.857,0,0.0,0,16,NO,,tier_3_review_evidence_gap
61296,Aveeno Applcidr Shampoo 354Ml,REVIEW,REVIEW_STOCK_GAP,26,100.0,MODERATE,same_discount_history,3.833,0,0.0,2,16,NO,,tier_3_review_evidence_gap
63109,Npmu Marshmallow Soothing Prim,REVIEW,REVIEW_STOCK_GAP,63,100.0,MODERATE,same_discount_history,3.824,0,0.0,0,16,NO,,tier_3_review_evidence_gap
15834,Npmu Ep Jumbo Milk,REVIEW,REVIEW_STOCK_GAP,38,100.0,MODERATE,same_discount_history,3.765,0,0.0,2,16,NO,,tier_3_review_evidence_gap
15653,Npmu Eb Gel Cntrl Freak Clear,REVIEW,REVIEW_STOCK_GAP,28,94.0,MODERATE,same_discount_history,3.765,0,0.0,0,14,NO,,tier_3_review_evidence_gap
68375,Q+A Niacinamide Exfol Clnsr,REVIEW,REVIEW_STOCK_GAP,49,100.0,MODERATE,same_discount_history,3.75,0,0.0,3,16,NO,,tier_3_review_evidence_gap
188851,Tbh Rebound Serum 30Ml,REVIEW,REVIEW_STOCK_GAP,45,100.0,MODERATE,same_discount_history,3.75,0,0.0,0,14,NO,,tier_3_review_evidence_gap
15186,Sun Bum Lotion Spf50 177Ml,REVIEW,REVIEW_STOCK_GAP,42,94.0,MODERATE,same_discount_history,3.75,0,0.0,1,16,NO,,tier_3_review_evidence_gap
49607,C/Counc F&B Moistur Wp Spf50,REVIEW,REVIEW_STOCK_GAP,54,100.0,MODERATE,same_discount_history,3.733,0,0.0,2,16,NO,,tier_3_review_evidence_gap
354929,Tena Pad Day Night 14,REVIEW,REVIEW_STOCK_GAP,49,100.0,MODERATE,same_discount_history,3.727,0,0.0,3,16,NO,,tier_3_review_evidence_gap
33266,Tom Org Ultra Thn Liner 26Pk,REVIEW,REVIEW_STOCK_GAP,21,94.0,MODERATE,same_discount_history,3.714,0,0.0,0,14,NO,,tier_3_review_evidence_gap
195429,Npmu Fat Oil Slick In A Mood,REVIEW,REVIEW_STOCK_GAP,63,100.0,MODERATE,same_discount_history,3.706,0,0.0,0,15,NO,,tier_3_review_evidence_gap
