sku_number,sku_description,decision,decision_quality_label,confidence_score,data_quality_score,demand_evidence_strength,promo_period_demand_source,promo_units_expected_to_sell,recommended_order_units,commercial_coverage_ratio,remaining_promo_sales_stock_gap,remaining_end_stock_gap,execution_ready_flag,execution_blocker,proposed_action_tier
167555,Catr Tub Stin Plc Vol Masc 010,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,60,32.0,WEAK,missing_promo_period_demand,0.0,0,,0,0,NO,,tier_5_do_not_buy
167533,Catr Aqa Splsh Grp Prime,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,60,32.0,WEAK,missing_promo_period_demand,0.0,0,,0,0,NO,,tier_5_do_not_buy
97161,Colgate Power Toothbrush Harry,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,59,26.0,WEAK,missing_promo_period_demand,0.0,0,0.0,0,2,NO,,tier_5_do_not_buy
195575,Jojoba Exfol Pha Tonic 125Ml,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,59,32.0,WEAK,missing_promo_period_demand,0.0,0,0.0,0,1,NO,,tier_5_do_not_buy
96462,Rabanne Fame In Love P/Elix 80,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,59,32.0,WEAK,missing_promo_period_demand,0.0,0,,0,0,NO,,tier_5_do_not_buy
94906,My Burberry Edp 90Ml,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,59,32.0,WEAK,missing_promo_period_demand,0.0,0,,0,0,NO,,tier_5_do_not_buy
94909,My Burberry Black Edp 90Ml,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,59,32.0,WEAK,missing_promo_period_demand,0.0,0,,0,0,NO,,tier_5_do_not_buy
64088,Ego Dermcare Eczema Crm 350Ml,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,59,32.0,WEAK,missing_promo_period_demand,0.0,0,,0,0,NO,,tier_5_do_not_buy
90813,Hada Labo 3D Lifting Serum 30M,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,59,32.0,WEAK,missing_promo_period_demand,0.0,0,,0,0,NO,,tier_5_do_not_buy
94538,No7 Lip Oil Peach Glaze,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,59,32.0,WEAK,missing_promo_period_demand,0.0,0,,0,0,NO,,tier_5_do_not_buy
94658,Cetaphil Bhr Face N/Crm 50G,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,59,32.0,WEAK,missing_promo_period_demand,0.0,0,,0,0,NO,,tier_5_do_not_buy
97199,Lunabronze Gl/Moist Med 200Ml,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,59,32.0,WEAK,missing_promo_period_demand,0.0,0,,0,0,NO,,tier_5_do_not_buy
92141,Es Lsh Prncs Flse Eff Masc B/B,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,59,32.0,WEAK,missing_promo_period_demand,0.0,0,,0,0,NO,,tier_5_do_not_buy
51769,Cake Smth Move Moist Mask 50Ml,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,59,32.0,WEAK,missing_promo_period_demand,0.0,0,,0,0,NO,,tier_5_do_not_buy
167557,Catr Undr Eye Brightliq 010,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,59,32.0,WEAK,missing_promo_period_demand,0.0,0,,0,0,NO,,tier_5_do_not_buy
167537,Catrendls Mteliq Ls 030,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,59,32.0,WEAK,missing_promo_period_demand,0.0,0,,0,0,NO,,tier_5_do_not_buy
167539,Catrendls Mteliq Ls 050,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,59,32.0,WEAK,missing_promo_period_demand,0.0,0,,0,0,NO,,tier_5_do_not_buy
167541,Catrendls Mteliq Ls 060,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,59,32.0,WEAK,missing_promo_period_demand,0.0,0,,0,0,NO,,tier_5_do_not_buy
167543,Catrendls Mteliq Ls 080,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,59,32.0,WEAK,missing_promo_period_demand,0.0,0,,0,0,NO,,tier_5_do_not_buy
167559,Catr Undr Eye Brightliq 020,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,59,32.0,WEAK,missing_promo_period_demand,0.0,0,,0,0,NO,,tier_5_do_not_buy
167561,Catr Undr Eye Brightliq 030,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,59,32.0,WEAK,missing_promo_period_demand,0.0,0,,0,0,NO,,tier_5_do_not_buy
197263,Pl Mascara Sheild,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,59,32.0,WEAK,missing_promo_period_demand,0.0,0,,0,0,NO,,tier_5_do_not_buy
187639,Versace Pour Homme Edt 200Ml,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,58,26.0,WEAK,missing_promo_period_demand,0.0,0,0.0,0,2,NO,,tier_5_do_not_buy
65469,Q+A Charcoal Face Mask 50G,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,58,26.0,WEAK,missing_promo_period_demand,0.0,0,0.0,0,2,NO,,tier_5_do_not_buy
94107,Hb Bottled Bold Citrus P100,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,58,26.0,WEAK,missing_promo_period_demand,0.0,0,,0,0,NO,,tier_5_do_not_buy
62311,Mj Daisy Love Edt 100Ml,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,58,26.0,WEAK,missing_promo_period_demand,0.0,0,,0,0,NO,,tier_5_do_not_buy
199080,Dkny 24/7 Edp 30Ml,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,58,26.0,WEAK,missing_promo_period_demand,0.0,0,,0,0,NO,,tier_5_do_not_buy
96463,Rabanne Phan In Red P/Elix 100,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,58,32.0,WEAK,missing_promo_period_demand,0.0,0,0.0,0,1,NO,,tier_5_do_not_buy
522287,Fframe Tint & Grow,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,58,32.0,WEAK,missing_promo_period_demand,0.0,0,0.0,0,1,NO,,tier_5_do_not_buy
96461,Rabanne Olympea Abs Parf 80,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,58,32.0,WEAK,missing_promo_period_demand,0.0,0,,0,0,NO,,tier_5_do_not_buy
97539,Narciso Pure Musc Blanc Pi100,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,58,32.0,WEAK,missing_promo_period_demand,0.0,0,,0,0,NO,,tier_5_do_not_buy
191366,Versace Eros Edt 50Ml,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,58,32.0,WEAK,missing_promo_period_demand,0.0,0,,0,0,NO,,tier_5_do_not_buy
191367,Versace Dylan Blue Ph Edt 50Ml,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,58,32.0,WEAK,missing_promo_period_demand,0.0,0,,0,0,NO,,tier_5_do_not_buy
93866,Mf 2000 Cal Lip Glaze Choc Glw,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,58,32.0,WEAK,missing_promo_period_demand,0.0,0,,0,0,NO,,tier_5_do_not_buy
186362,Q+A Hyaluronic Acid Moist 75Ml,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,58,32.0,WEAK,missing_promo_period_demand,0.0,0,,0,0,NO,,tier_5_do_not_buy
72664,Ego Qv Dermcare Eczma Wash 1Kg,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,58,32.0,WEAK,missing_promo_period_demand,0.0,0,,0,0,NO,,tier_5_do_not_buy
626724,Ego Qv Skin Lotion 500Ml,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,58,32.0,WEAK,missing_promo_period_demand,0.0,0,,0,0,NO,,tier_5_do_not_buy
88446,Mf Masterpiece Brow Lami Dark,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,58,32.0,WEAK,missing_promo_period_demand,0.0,0,,0,0,NO,,tier_5_do_not_buy
88447,Mf Masterpiece Brow Lami Med,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,57,26.0,WEAK,missing_promo_period_demand,0.0,0,0.0,0,2,NO,,tier_5_do_not_buy
190016,Versace Eros Flame Edp 100Ml,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,57,26.0,WEAK,missing_promo_period_demand,0.0,0,0.0,0,1,NO,,tier_5_do_not_buy
88067,Versace Dylan/T Edt 50Ml,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,57,26.0,WEAK,missing_promo_period_demand,0.0,0,,0,0,NO,,tier_5_do_not_buy
194086,Ariana Mod Blush Edp 100Ml,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,57,32.0,WEAK,missing_promo_period_demand,0.0,0,0.0,0,1,NO,,tier_5_do_not_buy
5192,Ariana Grande Ari Edp 100Ml,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,57,32.0,WEAK,missing_promo_period_demand,0.0,0,0.0,0,1,NO,,tier_5_do_not_buy
95098,Bronte B/Lot Sea Salt 400Ml,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,57,32.0,WEAK,missing_promo_period_demand,0.0,0,0.0,0,1,NO,,tier_5_do_not_buy
95093,Bronte B/Clnsr Ff 450Ml,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,57,32.0,WEAK,missing_promo_period_demand,0.0,0,0.0,0,1,NO,,tier_5_do_not_buy
95094,Bronte B/Clnsr Sea Salt 450Ml,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,57,32.0,WEAK,missing_promo_period_demand,0.0,0,0.0,0,1,NO,,tier_5_do_not_buy
95099,Bronte Body Exfol Glove,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,57,32.0,WEAK,missing_promo_period_demand,0.0,0,0.0,0,1,NO,,tier_5_do_not_buy
716820,Blistex A/V C/Sore Cream 5G,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,57,32.0,WEAK,missing_promo_period_demand,0.0,0,0.0,0,1,NO,,tier_5_do_not_buy
92765,Hb - Boss Bottled Beyond P100,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,57,32.0,WEAK,missing_promo_period_demand,0.0,0,,0,0,NO,,tier_5_do_not_buy
97541,Nr For Him Musc Santal Pi100,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,57,32.0,WEAK,missing_promo_period_demand,0.0,0,,0,0,NO,,tier_5_do_not_buy
95387,Narciso All Of Me Edp Int 50Ml,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,57,32.0,WEAK,missing_promo_period_demand,0.0,0,,0,0,NO,,tier_5_do_not_buy
95391,Narciso For Her Int Edp 50Ml,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,57,32.0,WEAK,missing_promo_period_demand,0.0,0,,0,0,NO,,tier_5_do_not_buy
668491,Rabanne 1 Million Edt 100Ml,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,57,32.0,WEAK,missing_promo_period_demand,0.0,0,,0,0,NO,,tier_5_do_not_buy
97678,Jpg Le Male Edt 125Ml,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,57,32.0,WEAK,missing_promo_period_demand,0.0,0,,0,0,NO,,tier_5_do_not_buy
88055,Burberry Brit Sheer W T100Ml,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,57,32.0,WEAK,missing_promo_period_demand,0.0,0,,0,0,NO,,tier_5_do_not_buy
194000,Freezeframe 48Hr Wrnkle Freeze,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,57,32.0,WEAK,missing_promo_period_demand,0.0,0,,0,0,NO,,tier_5_do_not_buy
95097,Bronte B/Lot Ff 400Ml,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,57,32.0,WEAK,missing_promo_period_demand,0.0,0,,0,0,NO,,tier_5_do_not_buy
95100,Bronte B/Lot Santal 400Ml,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,57,32.0,WEAK,missing_promo_period_demand,0.0,0,,0,0,NO,,tier_5_do_not_buy
95095,Bronte B/Clnsr Fig 450Ml,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,57,32.0,WEAK,missing_promo_period_demand,0.0,0,,0,0,NO,,tier_5_do_not_buy
95096,Bronte B/Clnsr Santal 450Ml,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,57,32.0,WEAK,missing_promo_period_demand,0.0,0,,0,0,NO,,tier_5_do_not_buy
97556,No7 Gi R/R Spray Serum 90Ml,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,57,32.0,WEAK,missing_promo_period_demand,0.0,0,,0,0,NO,,tier_5_do_not_buy
88444,Mf Masterpiece Brow Lami Clear,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,57,32.0,WEAK,missing_promo_period_demand,0.0,0,,0,0,NO,,tier_5_do_not_buy
198286,Neut D/C Facial Cleanse 150G,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,57,32.0,WEAK,missing_promo_period_demand,0.0,0,,0,0,NO,,tier_5_do_not_buy
193699,Mf 2000 Cal Vol Brow Sft Brown,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,57,32.0,WEAK,missing_promo_period_demand,0.0,0,,0,0,NO,,tier_5_do_not_buy
97558,No7 Gi Silky Jelly Lip Mask 7G,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,57,32.0,WEAK,missing_promo_period_demand,0.0,0,,0,0,NO,,tier_5_do_not_buy
186550,Cetaphil Calendula W&S 400Ml,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,57,32.0,WEAK,missing_promo_period_demand,0.0,0,,0,0,NO,,tier_5_do_not_buy
97195,Luna Bronze Tan Jelly 150Ml,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,57,32.0,WEAK,missing_promo_period_demand,0.0,0,,0,0,NO,,tier_5_do_not_buy
53686,Joop! Homme Edt 200Ml,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,57,32.0,WEAK,missing_promo_period_demand,0.0,0,,0,0,NO,,tier_5_do_not_buy
38297,Moogoo Eczema Psor Crm 200G,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,57,32.0,WEAK,missing_promo_period_demand,0.0,0,,0,0,NO,,tier_5_do_not_buy
97549,No7 Gi Bouncy Jelly Mask 80Ml,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,57,32.0,WEAK,missing_promo_period_demand,0.0,0,,0,0,NO,,tier_5_do_not_buy
97552,No7 Gi Calm Fix Pads 80Pk,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,57,32.0,WEAK,missing_promo_period_demand,0.0,0,,0,0,NO,,tier_5_do_not_buy
97704,Lor Cl Silv Abs Silver 140Ml,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,57,32.0,WEAK,missing_promo_period_demand,0.0,0,,0,0,NO,,tier_5_do_not_buy
97705,Lor Cool Silv Pure White 140Ml,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,57,32.0,WEAK,missing_promo_period_demand,0.0,0,,0,0,NO,,tier_5_do_not_buy
97706,Lor Cl Silv Pearly White 140Ml,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,57,32.0,WEAK,missing_promo_period_demand,0.0,0,,0,0,NO,,tier_5_do_not_buy
598275,E/Care Strong H/Spray 400G,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,57,32.0,WEAK,missing_promo_period_demand,0.0,0,,0,0,NO,,tier_5_do_not_buy
195528,Mf Fcefnty Cmpct 006 Refill,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,57,32.0,WEAK,missing_promo_period_demand,0.0,0,,0,0,NO,,tier_5_do_not_buy
985465,Narciso Rodriguez Her Edp 50Ml,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,56,26.0,WEAK,missing_promo_period_demand,0.0,0,0.0,0,1,NO,,tier_5_do_not_buy
89161,Versace Eros Energy Edp 100Ml,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,56,26.0,WEAK,missing_promo_period_demand,0.0,0,,0,0,NO,,tier_5_do_not_buy
189551,Elie Saab Lp Lumiere Edp 50Ml,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,56,32.0,WEAK,missing_promo_period_demand,0.0,0,0.0,0,1,NO,,tier_5_do_not_buy
204579,Versace Eau Fraiche Edt 100Ml,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,56,32.0,WEAK,missing_promo_period_demand,0.0,0,0.0,0,1,NO,,tier_5_do_not_buy
198535,Ck Etrnty Aro/Ess M Edp 100Ml,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,56,32.0,WEAK,missing_promo_period_demand,0.0,0,0.0,0,1,NO,,tier_5_do_not_buy
89379,A/Grande Cloud Pink Edp 30Ml,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,56,32.0,WEAK,missing_promo_period_demand,0.0,0,0.0,0,1,NO,,tier_5_do_not_buy
90894,Fframe Neck Lift 50Ml,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,56,32.0,WEAK,missing_promo_period_demand,0.0,0,0.0,0,1,NO,,tier_5_do_not_buy
89756,Bb 1 Hour Express Tan,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,56,32.0,WEAK,missing_promo_period_demand,0.0,0,0.0,0,1,NO,,tier_5_do_not_buy
96699,Ck Euphoria Bold Elixir 50Ml,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,56,32.0,WEAK,missing_promo_period_demand,0.0,0,,0,0,NO,,tier_5_do_not_buy
96704,Ck Euphoria Solar Elixir 50Ml,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,56,32.0,WEAK,missing_promo_period_demand,0.0,0,,0,0,NO,,tier_5_do_not_buy
90385,Ck Eternity Amber Essencew 100,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,56,32.0,WEAK,missing_promo_period_demand,0.0,0,,0,0,NO,,tier_5_do_not_buy
90387,Ck Eternity Amber Essencem 100,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,56,32.0,WEAK,missing_promo_period_demand,0.0,0,,0,0,NO,,tier_5_do_not_buy
89874,Be Your Turn Edp 30Ml,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,56,32.0,WEAK,missing_promo_period_demand,0.0,0,,0,0,NO,,tier_5_do_not_buy
88780,Cb Glow Face Oil 30Ml,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,56,32.0,WEAK,missing_promo_period_demand,0.0,0,,0,0,NO,,tier_5_do_not_buy
193454,Embryolisse Lcreme Contr 75Ml,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,56,32.0,WEAK,missing_promo_period_demand,0.0,0,,0,0,NO,,tier_5_do_not_buy
94255,C/Beauty Milky Cleansr 150Ml,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,56,32.0,WEAK,missing_promo_period_demand,0.0,0,,0,0,NO,,tier_5_do_not_buy
89769,Bb Ultra Dark Express 225Ml,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,56,32.0,WEAK,missing_promo_period_demand,0.0,0,,0,0,NO,,tier_5_do_not_buy
89754,Bb Ultra Dark Tan Mousse 200Ml,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,56,32.0,WEAK,missing_promo_period_demand,0.0,0,,0,0,NO,,tier_5_do_not_buy
90522,Ogx Ren +Aom W/L D/Oil Mist118,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,56,32.0,WEAK,missing_promo_period_demand,0.0,0,,0,0,NO,,tier_5_do_not_buy
93846,Sundae Flower Girl Bmist 90Ml,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,56,32.0,WEAK,missing_promo_period_demand,0.0,0,,0,0,NO,,tier_5_do_not_buy
92856,Og Complex Boost Body Oil 100M,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,56,32.0,WEAK,missing_promo_period_demand,0.0,0,,0,0,NO,,tier_5_do_not_buy
93847,Sundae Always Late Bmist 90Ml,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,56,32.0,WEAK,missing_promo_period_demand,0.0,0,,0,0,NO,,tier_5_do_not_buy
307548,Dv Eh Shower & Bath Oil 1L,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,56,32.0,WEAK,missing_promo_period_demand,0.0,0,,0,0,NO,,tier_5_do_not_buy
190073,Pl Contour & Highlight Brush,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,56,32.0,WEAK,missing_promo_period_demand,0.0,0,,0,0,NO,,tier_5_do_not_buy
5378,Es I Love Extreme Volume Masc,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,56,32.0,WEAK,missing_promo_period_demand,0.0,0,,0,0,NO,,tier_5_do_not_buy
592188,Es I Love Ex Vol Mascara 01,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,56,32.0,WEAK,missing_promo_period_demand,0.0,0,,0,0,NO,,tier_5_do_not_buy
167585,Catr Gel Afr Ultmt Stay Top Ct,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,56,32.0,WEAK,missing_promo_period_demand,0.0,0,,0,0,NO,,tier_5_do_not_buy
92174,Es Spot Squad Pimple Patches,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,56,32.0,WEAK,missing_promo_period_demand,0.0,0,,0,0,NO,,tier_5_do_not_buy
647552,Es All Eyes On Me Wp Masc,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,56,32.0,WEAK,missing_promo_period_demand,0.0,0,,0,0,NO,,tier_5_do_not_buy
88325,Es Bright Under Eye Stick 01,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,56,32.0,WEAK,missing_promo_period_demand,0.0,0,,0,0,NO,,tier_5_do_not_buy
97554,No7 Future Renew Serum 50Ml,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,55,26.0,WEAK,missing_promo_period_demand,0.0,0,0.0,0,2,NO,,tier_5_do_not_buy
97572,Bioderma Hydrabio Serum 40Ml,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,55,26.0,WEAK,missing_promo_period_demand,0.0,0,0.0,0,2,NO,,tier_5_do_not_buy
98136,Jf Fe Touch Up Creme 113G,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,55,26.0,WEAK,missing_promo_period_demand,0.0,0,0.0,0,2,NO,,tier_5_do_not_buy
98117,Jf Fe Mb Hairspray 250Ml,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,55,26.0,WEAK,missing_promo_period_demand,0.0,0,0.0,0,2,NO,,tier_5_do_not_buy
95875,Es Soft Touch Bter Bronzer 10,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,55,26.0,WEAK,missing_promo_period_demand,0.0,0,0.0,0,2,NO,,tier_5_do_not_buy
98118,Jf Fe Mb Hairspray 56G,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,55,26.0,WEAK,missing_promo_period_demand,0.0,0,0.0,0,2,NO,,tier_5_do_not_buy
167101,Es Mono Eyeshadow Pearly 02,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,55,26.0,WEAK,missing_promo_period_demand,0.0,0,0.0,0,2,NO,,tier_5_do_not_buy
167145,Es Gel Nail Polish 18,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,55,26.0,WEAK,missing_promo_period_demand,0.0,0,0.0,0,2,NO,,tier_5_do_not_buy
98138,Jf Fe Touch Up Creme 30Ml,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,55,26.0,WEAK,missing_promo_period_demand,0.0,0,0.0,0,2,NO,,tier_5_do_not_buy
167133,Es Glow In The Dark Mini Nail,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,55,26.0,WEAK,missing_promo_period_demand,0.0,0,0.0,0,2,NO,,tier_5_do_not_buy
350699,Mj Daisy Edt 50Ml,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,55,26.0,WEAK,missing_promo_period_demand,0.0,0,0.0,0,1,NO,,tier_5_do_not_buy
451096,Narciso Rodriguez Her Edt 50Ml,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,55,26.0,WEAK,missing_promo_period_demand,0.0,0,0.0,0,1,NO,,tier_5_do_not_buy
74442,Guess B/Vita Rosa T100Ml,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,55,26.0,WEAK,missing_promo_period_demand,0.0,0,0.0,0,1,NO,,tier_5_do_not_buy
60996,Guess B/Vita Edp 100Ml,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,55,26.0,WEAK,missing_promo_period_demand,0.0,0,0.0,0,1,NO,,tier_5_do_not_buy
940194,Guess Seduct Homme Edt 100M,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,55,26.0,WEAK,missing_promo_period_demand,0.0,0,0.0,0,1,NO,,tier_5_do_not_buy
91543,Mj Daisy Wild Intse Edp 100Ml,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,55,26.0,WEAK,missing_promo_period_demand,0.0,0,,0,0,NO,,tier_5_do_not_buy
267575,Burberry Brit For Men 100Ml,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,55,32.0,WEAK,missing_promo_period_demand,0.0,0,0.0,0,1,NO,,tier_5_do_not_buy
97594,Boost Lab Collagen Firm Serum,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,55,32.0,WEAK,missing_promo_period_demand,0.0,0,0.0,0,1,NO,,tier_5_do_not_buy
196364,Pref Acidic Toner Platinum Ice,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,55,32.0,WEAK,missing_promo_period_demand,0.0,0,0.0,0,1,NO,,tier_5_do_not_buy
89761,Bb Self Tanning Mousse 200Ml,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,55,32.0,WEAK,missing_promo_period_demand,0.0,0,0.0,0,1,NO,,tier_5_do_not_buy
188691,Edj 100% Chilled Bm 236Ml,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,55,32.0,WEAK,missing_promo_period_demand,0.0,0,0.0,0,1,NO,,tier_5_do_not_buy
88355,Es Make Up & Baking Sponge 01,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,55,32.0,WEAK,missing_promo_period_demand,0.0,0,0.0,0,1,NO,,tier_5_do_not_buy
97435,Emily In Paris Paris Kiss P100,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,55,32.0,WEAK,missing_promo_period_demand,0.0,0,,0,0,NO,,tier_5_do_not_buy
87654,Emily In Paris Je T'Aime P100,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,55,32.0,WEAK,missing_promo_period_demand,0.0,0,,0,0,NO,,tier_5_do_not_buy
91030,Catr The Mtfr Oil Cntrl Primer,DO_NOT_BUY,DO_NOT_BUY_LOW_EVIDENCE,55,32.0,WEAK,missing_promo_period_demand,0.0,0,,0,0,NO,,tier_5_do_not_buy
