priority_rank,store_number,promotion_name,promotion_start_date,promotion_end_date,promotion_days,prediction_date,days_until_promotion_start,sku_number,sku_description,decision,order_strategy,recommended_order_basis,model_promo_forecast_units,same_discount_promo_units,baseline_period_demand_units,selected_promo_period_demand_units,promo_units_expected_to_sell,demand_evidence_strength,demand_conflict_flag,demand_selection_reason,best_seller_floor_applied_flag,best_seller_escalation_flag,stock_needed_for_promo_sales,stock_needed_to_finish_with_target_cover,order_needed_to_cover_promo_sales,order_needed_to_reach_full_stock_target,full_target_order_units,recommended_promo_cover_order_units,recommended_base_stock_order_units,commercial_recommended_order_units,recommended_order_units,remaining_promo_sales_stock_gap,remaining_end_stock_gap,remaining_shortfall_after_commercial_recommendation_units,remaining_day_one_shortfall_units,commercial_coverage_ratio,recommendation_coverage_ratio,raw_model_order_units,operator_review_order_low_units,operator_review_order_high_units,target_day_one_soh_units,projected_day_one_soh_before_order_units,projected_day_one_soh_after_recommended_order_units,current_soh_units,on_order_units,estimated_demand_before_promo_start_units,target_stock_on_hand_at_promo_end_units,total_expected_demand_to_promo_end_units,projected_stock_on_hand_at_promo_end_units,discount_percent,avg_promo_demand_same_discount_units,expected_gp_dollars,capital_at_risk_dollars,confidence_score,confidence_label,data_quality_score,data_quality_label,decision_quality_label,action_tier,execution_ready_flag,execution_blocker,review_subtype,commercial_value_score,commercial_value_label,operator_priority_group,stock_target_conflict_flag,reason_demand,reason_stock,reason_order,reason_risk,reason_rejection_or_hold,human_review_required,review_reason,model_status,production_ordering_approved,customer_report_release_approved,operator_decision,operator_recommended_units,operator_notes
2315,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,195603,Ego Qv Face O/F G/Clns 200Ml,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.333,0.333,0.333,0.333,MODERATE,NO,flat_model_placeholder_rejected,NO,NO,0.333,2.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.333,4.952,4.952,5,0,0.048,2.0,0.381,4.619,20.0,0.333,0.01,26.88,32,LOW,84.0,HIGH,DO_NOT_BUY_LOW_EVIDENCE,tier_5_do_not_buy,NO,,none,8.2,VERY_LOW,rejected_poor_seller,0,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 5.0; promo cover required 0.3 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Shadow commercial pack; promo cover prioritised over base stock,Low promo demand and/or poor evidence; no commercial order need,NO,risk_or_review_flag; missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,
2306,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,50674,Lor Excel 9.1 Vlab,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.375,0.375,0.375,0.375,MODERATE,NO,flat_model_placeholder_rejected,NO,NO,0.375,2.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.375,2.946,2.946,3,0,0.054,2.0,0.429,2.571,40.0,0.375,0.0,18.59,28,VERY_LOW,84.0,HIGH,DO_NOT_BUY_LOW_EVIDENCE,tier_5_do_not_buy,NO,,none,8.1,VERY_LOW,rejected_poor_seller,0,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 2.9; promo cover required 0.4 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Shadow commercial pack; promo cover prioritised over base stock,Low promo demand and/or poor evidence; no commercial order need,NO,risk_or_review_flag; missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,
2343,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,67963,Loreal R/Lift F/F 50Ml,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.2,0.2,0.2,0.2,MODERATE,NO,flat_model_placeholder_rejected,NO,NO,0.2,2.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.2,2.971,2.971,3,0,0.029,2.0,0.229,2.771,50.0,0.2,0.01,19.56,40,LOW,84.0,HIGH,DO_NOT_BUY_LOW_EVIDENCE,tier_5_do_not_buy,NO,,none,8.1,VERY_LOW,rejected_poor_seller,0,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 3.0; promo cover required 0.2 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Shadow commercial pack; promo cover prioritised over base stock,Low promo demand and/or poor evidence; no commercial order need,NO,risk_or_review_flag; missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,
2344,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,90521,Ogx Bond Pro Rep Cond 385Ml,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.2,0.2,0.2,0.2,MODERATE,NO,flat_model_placeholder_rejected,NO,NO,0.2,2.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.2,1.971,1.971,2,0,0.029,2.0,0.229,1.771,50.0,0.2,0.0,11.05,35,LOW,90.0,VERY_HIGH,DO_NOT_BUY_LOW_EVIDENCE,tier_5_do_not_buy,NO,,none,8.1,VERY_LOW,rejected_poor_seller,0,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 2.0; promo cover required 0.2 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Shadow commercial pack; promo cover prioritised over base stock,Low promo demand and/or poor evidence; no commercial order need,NO,missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,
2338,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,388726,Cetaphil Anti/Bac Clns Bar127G,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.25,0.25,0.25,0.25,MODERATE,NO,flat_model_placeholder_rejected,NO,NO,0.25,2.0,0,1,1,0,0,0,0,0,1,1,1,0.0,0.0,0,0,1,2.25,0.964,0.964,1,0,0.036,2.0,0.286,0.714,40.0,0.25,0.01,8.39,26,VERY_LOW,90.0,VERY_HIGH,DO_NOT_BUY_LOW_EVIDENCE,tier_5_do_not_buy,NO,,none,8.1,VERY_LOW,rejected_poor_seller,0,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 1.0; promo cover required 0.2 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 1 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales first; end-stock replenishment remains for review.,Shadow commercial pack; promo cover prioritised over base stock,Low promo demand and/or poor evidence; no commercial order need,NO,missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,
2292,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,43539,Aveeno Dermexa Fast&Long 75Ml,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.444,0.444,0.444,0.444,MODERATE,NO,flat_model_placeholder_rejected,NO,NO,0.444,2.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.444,3.937,3.937,4,0,0.063,2.0,0.507,3.493,40.0,0.444,0.01,16.95,21,VERY_LOW,84.0,HIGH,DO_NOT_BUY_LOW_EVIDENCE,tier_5_do_not_buy,NO,,none,8.1,VERY_LOW,rejected_poor_seller,0,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 3.9; promo cover required 0.4 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Shadow commercial pack; promo cover prioritised over base stock,Low promo demand and/or poor evidence; no commercial order need,NO,risk_or_review_flag; missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,
2308,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,309146,Pref Loreal Int Deep Brwn 4.15,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.375,0.375,0.375,0.375,MODERATE,NO,flat_model_placeholder_rejected,NO,NO,0.375,2.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.375,2.946,2.946,3,0,0.054,2.0,0.429,2.571,40.0,0.375,0.0,19.51,27,VERY_LOW,84.0,HIGH,DO_NOT_BUY_LOW_EVIDENCE,tier_5_do_not_buy,NO,,none,8.1,VERY_LOW,rejected_poor_seller,0,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 2.9; promo cover required 0.4 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Shadow commercial pack; promo cover prioritised over base stock,Low promo demand and/or poor evidence; no commercial order need,NO,risk_or_review_flag; missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,
2324,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,192799,White Glo Teeth Wipes,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.333,0.333,0.333,0.333,MODERATE,NO,flat_model_placeholder_rejected,NO,NO,0.333,2.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.333,1.952,1.952,2,0,0.048,2.0,0.381,1.619,30.0,0.333,0.01,9.9,25,VERY_LOW,90.0,VERY_HIGH,DO_NOT_BUY_LOW_EVIDENCE,tier_5_do_not_buy,NO,,none,8.1,VERY_LOW,rejected_poor_seller,0,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 2.0; promo cover required 0.3 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Shadow commercial pack; promo cover prioritised over base stock,Low promo demand and/or poor evidence; no commercial order need,NO,missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,
2323,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,40520,Moogoo Night Face Cream 75G,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.333,0.333,0.333,0.333,MODERATE,NO,flat_model_placeholder_rejected,NO,NO,0.333,2.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.333,4.952,4.952,1,4,0.048,2.0,0.381,4.619,25.0,0.333,0.05,47.27,25,VERY_LOW,84.0,HIGH,DO_NOT_BUY_LOW_EVIDENCE,tier_5_do_not_buy,NO,,none,8.0,VERY_LOW,rejected_poor_seller,0,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 5.0; promo cover required 0.3 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Shadow commercial pack; promo cover prioritised over base stock,Low promo demand and/or poor evidence; no commercial order need,NO,risk_or_review_flag; missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,
2347,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,90463,Mf Mp Wow Liner Dark Navy,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.167,0.167,0.167,0.167,MODERATE,NO,flat_model_placeholder_rejected,NO,NO,0.167,2.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.167,2.976,2.976,3,0,0.024,2.0,0.191,2.809,50.0,0.167,0.01,8.94,41,LOW,84.0,HIGH,DO_NOT_BUY_LOW_EVIDENCE,tier_5_do_not_buy,NO,,none,8.0,VERY_LOW,rejected_poor_seller,0,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 3.0; promo cover required 0.2 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Shadow commercial pack; promo cover prioritised over base stock,Low promo demand and/or poor evidence; no commercial order need,NO,risk_or_review_flag; missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,
2318,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,17082,Bondi Sands U/Dark Foam 200Ml,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.333,0.333,0.333,0.333,MODERATE,NO,flat_model_placeholder_rejected,NO,NO,0.333,2.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.333,3.952,3.952,4,0,0.048,2.0,0.381,3.619,50.0,0.333,0.02,19.36,27,VERY_LOW,84.0,HIGH,DO_NOT_BUY_LOW_EVIDENCE,tier_5_do_not_buy,NO,,none,8.0,VERY_LOW,rejected_poor_seller,0,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 4.0; promo cover required 0.3 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Shadow commercial pack; promo cover prioritised over base stock,Low promo demand and/or poor evidence; no commercial order need,NO,risk_or_review_flag; missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,
2339,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,73871,Esi Nu Off Tropic 399,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.222,0.222,0.222,0.222,MODERATE,NO,flat_model_placeholder_rejected,NO,NO,0.222,2.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.222,2.968,2.968,3,0,0.032,2.0,0.254,2.746,50.0,0.222,0.0,7.19,37,LOW,84.0,HIGH,DO_NOT_BUY_LOW_EVIDENCE,tier_5_do_not_buy,NO,,none,8.0,VERY_LOW,rejected_poor_seller,0,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 3.0; promo cover required 0.2 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Shadow commercial pack; promo cover prioritised over base stock,Low promo demand and/or poor evidence; no commercial order need,NO,risk_or_review_flag; missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,
2340,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,51583,Mpc Day Cream Spf 50Ml,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.222,0.222,0.222,0.222,MODERATE,NO,flat_model_placeholder_rejected,NO,NO,0.222,2.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.222,1.968,1.968,2,0,0.032,2.0,0.254,1.746,30.0,0.222,0.0,40.09,32,LOW,90.0,VERY_HIGH,DO_NOT_BUY_LOW_EVIDENCE,tier_5_do_not_buy,NO,,none,8.0,VERY_LOW,rejected_poor_seller,0,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 2.0; promo cover required 0.2 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Shadow commercial pack; promo cover prioritised over base stock,Low promo demand and/or poor evidence; no commercial order need,NO,missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,
2326,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,69681,Nivea Aero Pearl&Beauty 250Ml,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.333,0.333,0.333,0.333,MODERATE,NO,flat_model_placeholder_rejected,NO,NO,0.333,2.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.333,1.952,1.952,2,0,0.048,2.0,0.381,1.619,50.0,0.333,0.0,6.12,23,VERY_LOW,90.0,VERY_HIGH,DO_NOT_BUY_LOW_EVIDENCE,tier_5_do_not_buy,NO,,none,8.0,VERY_LOW,rejected_poor_seller,0,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 2.0; promo cover required 0.3 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Shadow commercial pack; promo cover prioritised over base stock,Low promo demand and/or poor evidence; no commercial order need,NO,missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,
2342,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,28551,Urbane Mess Shave Brush,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.222,0.222,0.222,0.222,MODERATE,NO,flat_model_placeholder_rejected,NO,NO,0.222,2.0,0,1,1,0,0,0,0,0,1,1,1,0.0,0.0,0,0,1,2.222,0.968,0.968,1,0,0.032,2.0,0.254,0.746,30.0,0.222,0.0,5.17,26,VERY_LOW,90.0,VERY_HIGH,DO_NOT_BUY_LOW_EVIDENCE,tier_5_do_not_buy,NO,,none,8.0,VERY_LOW,rejected_poor_seller,0,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 1.0; promo cover required 0.2 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 1 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales first; end-stock replenishment remains for review.,Shadow commercial pack; promo cover prioritised over base stock,Low promo demand and/or poor evidence; no commercial order need,NO,missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,
2317,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,388815,Dv Ehg Soap-Free Wash 250Ml,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.333,0.333,0.333,0.333,MODERATE,NO,flat_model_placeholder_rejected,NO,NO,0.333,2.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.333,4.952,4.952,5,0,0.048,2.0,0.381,4.619,40.0,0.333,0.0,16.63,28,VERY_LOW,84.0,HIGH,DO_NOT_BUY_LOW_EVIDENCE,tier_5_do_not_buy,NO,,none,7.9,VERY_LOW,rejected_poor_seller,0,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 5.0; promo cover required 0.3 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Shadow commercial pack; promo cover prioritised over base stock,Low promo demand and/or poor evidence; no commercial order need,NO,risk_or_review_flag; missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,
2349,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,31559,Sukin P/Age Rev Eye Crm 25Ml,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.154,0.154,0.154,0.154,MODERATE,NO,flat_model_placeholder_rejected,NO,NO,0.154,2.0,0,1,1,0,0,0,0,0,1,1,1,0.0,0.0,0,0,1,2.154,0.978,0.978,1,0,0.022,2.0,0.176,0.824,50.0,0.154,0.01,15.18,29,VERY_LOW,90.0,VERY_HIGH,DO_NOT_BUY_LOW_EVIDENCE,tier_5_do_not_buy,NO,,none,7.9,VERY_LOW,rejected_poor_seller,0,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 1.0; promo cover required 0.2 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 1 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales first; end-stock replenishment remains for review.,Shadow commercial pack; promo cover prioritised over base stock,Low promo demand and/or poor evidence; no commercial order need,NO,missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,
2356,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,369373,Tena Pants Proskin Super L 12,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.091,0.091,0.091,0.091,MODERATE,NO,flat_model_placeholder_rejected,NO,NO,0.091,2.0,0,1,1,0,0,0,0,0,1,1,1,0.0,0.0,0,0,1,2.091,0.987,0.987,1,0,0.013,2.0,0.104,0.896,40.0,0.091,0.0,31.71,34,LOW,90.0,VERY_HIGH,DO_NOT_BUY_LOW_EVIDENCE,tier_5_do_not_buy,NO,,none,7.8,VERY_LOW,rejected_poor_seller,0,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 1.0; promo cover required 0.1 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 1 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales first; end-stock replenishment remains for review.,Shadow commercial pack; promo cover prioritised over base stock,Low promo demand and/or poor evidence; no commercial order need,NO,missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,
2325,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,90846,Benzac Skn/Rst Pwr Patch 23Pk,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.333,0.333,0.333,0.333,MODERATE,NO,flat_model_placeholder_rejected,NO,NO,0.333,2.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.333,2.952,2.952,3,0,0.048,2.0,0.381,2.619,30.0,0.333,0.01,13.48,24,VERY_LOW,84.0,HIGH,DO_NOT_BUY_LOW_EVIDENCE,tier_5_do_not_buy,NO,,none,7.8,VERY_LOW,rejected_poor_seller,0,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 3.0; promo cover required 0.3 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Shadow commercial pack; promo cover prioritised over base stock,Low promo demand and/or poor evidence; no commercial order need,NO,risk_or_review_flag; missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,
2345,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,192247,Lor Magic Ret Perm 5 Brown,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.2,0.2,0.2,0.2,MODERATE,NO,flat_model_placeholder_rejected,NO,NO,0.2,2.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.2,1.971,1.971,2,0,0.029,2.0,0.229,1.771,40.0,0.2,0.0,14.46,28,VERY_LOW,90.0,VERY_HIGH,DO_NOT_BUY_LOW_EVIDENCE,tier_5_do_not_buy,NO,,none,7.7,VERY_LOW,rejected_poor_seller,0,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 2.0; promo cover required 0.2 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Shadow commercial pack; promo cover prioritised over base stock,Low promo demand and/or poor evidence; no commercial order need,NO,missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,
2352,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,74326,Excel Cool 4.11 Ult Ash Brown,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.125,0.125,0.125,0.125,MODERATE,NO,flat_model_placeholder_rejected,NO,NO,0.125,2.0,0,1,1,0,0,0,0,0,1,1,1,0.0,0.0,0,0,1,2.125,0.982,0.982,1,0,0.018,2.0,0.143,0.857,40.0,0.125,0.0,18.65,28,VERY_LOW,90.0,VERY_HIGH,DO_NOT_BUY_LOW_EVIDENCE,tier_5_do_not_buy,NO,,none,7.7,VERY_LOW,rejected_poor_seller,0,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 1.0; promo cover required 0.1 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 1 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales first; end-stock replenishment remains for review.,Shadow commercial pack; promo cover prioritised over base stock,Low promo demand and/or poor evidence; no commercial order need,NO,missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,
