sku_number,sku_description,model_promo_forecast_units,same_discount_promo_units,baseline_daily_rate_units,baseline_daily_source_days,baseline_period_demand_units,selected_promo_period_demand_units_before,selected_promo_period_demand_units_after,demand_evidence_strength,demand_conflict_flag,demand_selection_reason,best_seller_floor_applied_flag,best_seller_escalation_flag
95098,Bronte B/Lot Sea Salt 400Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
95093,Bronte B/Clnsr Ff 450Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
95094,Bronte B/Clnsr Sea Salt 450Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
95099,Bronte Body Exfol Glove,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
716820,Blistex A/V C/Sore Cream 5G,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
92765,Hb - Boss Bottled Beyond P100,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
97541,Nr For Him Musc Santal Pi100,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
95387,Narciso All Of Me Edp Int 50Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
95391,Narciso For Her Int Edp 50Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
668491,Rabanne 1 Million Edt 100Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
97678,Jpg Le Male Edt 125Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
88055,Burberry Brit Sheer W T100Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
194000,Freezeframe 48Hr Wrnkle Freeze,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
95097,Bronte B/Lot Ff 400Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
95100,Bronte B/Lot Santal 400Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
95095,Bronte B/Clnsr Fig 450Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
95096,Bronte B/Clnsr Santal 450Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
97556,No7 Gi R/R Spray Serum 90Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
88444,Mf Masterpiece Brow Lami Clear,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
198286,Neut D/C Facial Cleanse 150G,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
193699,Mf 2000 Cal Vol Brow Sft Brown,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
97558,No7 Gi Silky Jelly Lip Mask 7G,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
186550,Cetaphil Calendula W&S 400Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
97195,Luna Bronze Tan Jelly 150Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
53686,Joop! Homme Edt 200Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
38297,Moogoo Eczema Psor Crm 200G,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
97549,No7 Gi Bouncy Jelly Mask 80Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
97552,No7 Gi Calm Fix Pads 80Pk,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
97704,Lor Cl Silv Abs Silver 140Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
97705,Lor Cool Silv Pure White 140Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
97706,Lor Cl Silv Pearly White 140Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
598275,E/Care Strong H/Spray 400G,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
195528,Mf Fcefnty Cmpct 006 Refill,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
985465,Narciso Rodriguez Her Edp 50Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
89161,Versace Eros Energy Edp 100Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
189551,Elie Saab Lp Lumiere Edp 50Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
204579,Versace Eau Fraiche Edt 100Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
198535,Ck Etrnty Aro/Ess M Edp 100Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
89379,A/Grande Cloud Pink Edp 30Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
90894,Fframe Neck Lift 50Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
89756,Bb 1 Hour Express Tan,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
96699,Ck Euphoria Bold Elixir 50Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
96704,Ck Euphoria Solar Elixir 50Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
90385,Ck Eternity Amber Essencew 100,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
90387,Ck Eternity Amber Essencem 100,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
89874,Be Your Turn Edp 30Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
88780,Cb Glow Face Oil 30Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
193454,Embryolisse Lcreme Contr 75Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
94255,C/Beauty Milky Cleansr 150Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
89769,Bb Ultra Dark Express 225Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
89754,Bb Ultra Dark Tan Mousse 200Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
90522,Ogx Ren +Aom W/L D/Oil Mist118,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
93846,Sundae Flower Girl Bmist 90Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
92856,Og Complex Boost Body Oil 100M,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
93847,Sundae Always Late Bmist 90Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
307548,Dv Eh Shower & Bath Oil 1L,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
190073,Pl Contour & Highlight Brush,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
5378,Es I Love Extreme Volume Masc,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
592188,Es I Love Ex Vol Mascara 01,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
167585,Catr Gel Afr Ultmt Stay Top Ct,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
92174,Es Spot Squad Pimple Patches,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
647552,Es All Eyes On Me Wp Masc,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
88325,Es Bright Under Eye Stick 01,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
97554,No7 Future Renew Serum 50Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
97572,Bioderma Hydrabio Serum 40Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
98136,Jf Fe Touch Up Creme 113G,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
98117,Jf Fe Mb Hairspray 250Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
95875,Es Soft Touch Bter Bronzer 10,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
98118,Jf Fe Mb Hairspray 56G,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
167101,Es Mono Eyeshadow Pearly 02,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
167145,Es Gel Nail Polish 18,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
98138,Jf Fe Touch Up Creme 30Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
167133,Es Glow In The Dark Mini Nail,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
350699,Mj Daisy Edt 50Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
451096,Narciso Rodriguez Her Edt 50Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
74442,Guess B/Vita Rosa T100Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
60996,Guess B/Vita Edp 100Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
940194,Guess Seduct Homme Edt 100M,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
91543,Mj Daisy Wild Intse Edp 100Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
267575,Burberry Brit For Men 100Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
97594,Boost Lab Collagen Firm Serum,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
196364,Pref Acidic Toner Platinum Ice,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
89761,Bb Self Tanning Mousse 200Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
188691,Edj 100% Chilled Bm 236Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
88355,Es Make Up & Baking Sponge 01,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
97435,Emily In Paris Paris Kiss P100,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
87654,Emily In Paris Je T'Aime P100,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
91030,Catr The Mtfr Oil Cntrl Primer,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
567302,Es Compact Powder 10,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
591461,Es Big Lashes Vol Boost Masc,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
91052,Catr Cosmetic Sharpener,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
88242,Es Kajal Pencil 30,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
194035,Csc Refining Serum 30Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
93848,Sundae Mood Board Bmist 90Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
93851,Sundae White Tee Bmist 90Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
188942,Ariana Grande Tun B/Mist 236Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
197210,Pl Retractable Brush,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
68083,Es Extreme Shine Vol Lg 02,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
97769,Cake Curl Fnd Gel2Foam 200Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
93923,Fraim Heatless Curling Set,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
185259,Es 24Ever Ink Liner 01 Black,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
537187,Plunk 99% Pure A/V Gel 240Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
5446,Bathefex Softsole Express,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
92181,Es Hydra Kiss Lip Oil 08,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
88388,Es 8H Mte Comfort Lipliner 12,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
56951,Es The Rose Es Palette 20,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
95874,Es Wht Tint Lip & Chk Tint 10,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
197748,Es Dip El Wp 24H Lnglsting 01,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
91018,Catr 20H Prcisn Wp Eye Pen 050,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
88283,Es 8H Mte Comfort Lipliner 01,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
95885,Es 8H Matte Comfrt Lipliner 19,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
190072,Pl Eyeshadow Brush,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
97201,Lunz Bonze Ul/Ecpse Mss 200Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
97947,Bioderma Sensibio Ar+ Cc 40Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
97576,Bioderma Hydrab Gel Msnt 400Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
95114,Bronte Body Brush 275G,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
167572,Catrsft Glm Bked Bls040,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
167548,Catr Kohl Kajal Wtrprof 200,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
58111,Moogoo Msm N/Oil Free Mst 120,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
38463,Moogoo Minimoo Bubb Wash 500Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
97652,Rabanne Olympea Edp 80Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
96703,Ck Euphoria Magnet Elixir 50Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
396532,Juicy/C Cout/Cout P100Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
203750,Guess For Women Edp 75Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
91910,Catr Peony Es Palte,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
91038,Catr The Pure Nude Es Palette,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
91947,Catr Blsh M/Stk 030,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
91967,Catr Repair Blossom Nail Oil,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
95861,Es Lash Prncs Masc Burgundy,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
92153,Es Jcy Bmb Glsy Butter Balm 03,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
591404,Es Big Lashes Vol Boost Masc,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
91895,Catr Kohl Kajal Waterproof 140,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
91150,Col Tp Optwht Enz 100G,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
333786,Colg Tb Zigzag Med 3 Pk,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
50701,Guess Seduct Noir Edt 75Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
97846,Antip Li Cav Int Nsh Msk 120Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
91070,Catr Hd Liquid Covrge Fndn 040,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
91877,Catr Soft Glam Filtr Fluid 020,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
91878,Catr Soft Glam Filtr Fluid 030,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
167105,Es Slky Blr Hydr Lngwear Fnd 1,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
167109,Es Slky Blr Hydr Lngwear Fnd 1,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
90998,Catr 10In1 Dream Primer,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
167593,Catrstf Blr Mtre Set Pwd 002,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
98108,Jf Sb Brightening Sp 250Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
91071,Catr Prime And Fine Fxng Spray,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
91945,Catr Blsh M/Stk 040,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
91905,Catr M&S Lip Blm 070,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
91048,Catr All Over Glow Tint 010,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
91059,Catr Glam & Doll Vol Wp Masc,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
91944,Catr Glow Tint 040,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
91954,Catr M&P Lipplmp 020,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
91937,Catr U/E Brghtnr 030,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
56950,Es The Nude Es Palette 10,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
91872,Catr Under Eye Brightener 020,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
91906,Catr Lip Bstr 050,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
91863,Catr Brow Fix Soap Stick 010,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
91956,Catr Max It Up Lip Extrme,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
91948,Catr Glow Hl 040,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
91033,Catr Matt Shne Cntrl Powdr 054,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
91066,Catr Liq Cmflg Covrge Conc 005,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
91951,Catr Arblsh Matt 140,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
92180,Es Hydra Kiss Lip Oil 06,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
92140,Es Lsh Prncs Masc Prmr Len&Vol,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
167546,Catr Alrnd Masc Wtrprf Brn 020,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
95860,Es Clr It! Mtlc Liq Liner 01,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
95890,Es Hydra Kiss Lip Tint 03,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
92159,Es Brow Powder Duo Set 03,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
91047,Catr Ink Eyeliner 010,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
91072,Catr Inside Eye Khol Kajal 010,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
92150,Es Fix&Last Perf Fixing Spray,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
167584,Catr Strngr Te Nail Hrdner 010,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
479196,Es Mattifying Compact Powdr 04,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
95870,Es Soft Touch Bouncy Glow 20,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
167076,Es Soft Touch Mousse Blush 20,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
647875,Es Liquid Ink Eyeliner 01,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
88318,Es Ex Shine Volume Lipgloss 10,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
167098,Es Mono Eyeshadow Matte 01,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
167099,Es Mono Eyeshadow Matte 02,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
167138,Es Gel Nail Polish 05,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
88387,Es 8H Mte Comfort Lipliner 11,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
91892,Catr Kohl Kajal Waterproof 180,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
