sku_number,sku_description,model_promo_forecast_units,same_discount_promo_units,baseline_daily_rate_units,baseline_daily_source_days,baseline_period_demand_units,selected_promo_period_demand_units_before,selected_promo_period_demand_units_after,demand_evidence_strength,demand_conflict_flag,demand_selection_reason,best_seller_floor_applied_flag,best_seller_escalation_flag
43537,Aveeno S/Rel Wash F/F 532Ml,0.0,0.222,0.031743,56,0.222,0.222,0.222,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
94761,Rim M/T Trbochrgd Glw Rsy Rebl,0.0,0.222,0.031743,56,0.222,0.222,0.222,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
90482,Rim Super Gel Nail Polish 109,0.0,0.222,0.031743,56,0.222,0.222,0.222,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
94762,Rim M/T Trbochrgd Glw N/B/B,0.0,0.222,0.031743,56,0.222,0.222,0.222,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
185417,Esi Expresi 380 Nowornever,0.0,0.222,0.031743,56,0.222,0.222,0.222,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
668194,Esi Ne Watermelon,0.0,0.222,0.031743,56,0.222,0.222,0.222,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
189584,Esi Exp 500 Unapologetic Icon,0.0,0.222,0.031743,56,0.222,0.222,0.222,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
71553,Mf Mp Nude Pal Golden Nudes 02,0.0,0.222,0.031743,56,0.222,0.222,0.222,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
668731,Esi Ne Eternal Optimist,0.0,0.222,0.031743,56,0.222,0.222,0.222,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
193466,Embryolisse Com Crm Rglow 50Ml,0.0,0.222,0.031743,56,0.222,0.222,0.222,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
94712,Rim 60 Sec S/S Np Evning Sand,0.0,0.222,0.031743,56,0.222,0.222,0.222,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
71549,Mf Brow Shaper Blonde 10,0.0,0.222,0.031743,56,0.222,0.222,0.222,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
1230,May Fit Me Mte Pore Fdn Pr Bge,0.0,0.217,0.031057,56,0.217,0.217,0.217,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
24416,May Fm Mpore Fdn 320,0.0,0.214,0.030614,56,0.214,0.214,0.214,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
56518,Rim Lf Radiance Con Nude,0.0,0.214,0.030614,56,0.214,0.214,0.214,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
194820,Dv Hair+Scalp Ex Hydr S/P500Ml,0.0,0.2,0.028571,56,0.2,0.2,0.2,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
192133,Essano Hyd+ F/Mstrsr 100Ml,0.0,0.2,0.028571,56,0.2,0.2,0.2,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
192362,Clairol Biu S/Perm Tone L Perl,0.0,0.2,0.028571,56,0.2,0.2,0.2,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
199953,Garnier Vit C Tinted Uv Glow,0.0,0.2,0.028571,56,0.2,0.2,0.2,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
198943,Illi Gel Cushions 2 Pairs,0.0,0.2,0.028571,56,0.2,0.2,0.2,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
192848,Bondi Face Spf50+ Tinted 50Ml,0.0,0.2,0.028571,56,0.2,0.2,0.2,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
87607,Rim Thrlskr Glsygls Pchy Vbs,0.0,0.2,0.028571,56,0.2,0.2,0.2,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
193064,Mf Facefinity Fndn Warm Beige,0.0,0.2,0.028571,56,0.2,0.2,0.2,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
52122,Rexona M Apd Adv Workout 220Ml,0.0,0.2,0.028571,56,0.2,0.2,0.2,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
39545,Ariana Grande Cloud Edp 100Ml,0.0,0.2,0.028571,56,0.2,0.2,0.2,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
52188,Ariana Thank U Next Edp 30Ml,0.0,0.2,0.028571,56,0.2,0.2,0.2,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
51926,Urbane Mess Beard&Hair Trimmer,0.0,0.2,0.028571,56,0.2,0.2,0.2,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
24422,May Fm Mpore Fdn 322Warm Honey,0.0,0.19,0.027214,56,0.19,0.19,0.19,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
39402,May Fitme Mattepore Fdn Clstan,0.0,0.19,0.027214,56,0.19,0.19,0.19,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
27929,Rim Magnifeyes Eyes Pa Blush,0.0,0.188,0.026786,56,0.188,0.188,0.188,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
197169,Rim Wonder'Last Shadow 005,0.0,0.188,0.026786,56,0.188,0.188,0.188,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
186418,Rim Scand Palette Sunst Bronze,0.0,0.188,0.026786,56,0.188,0.188,0.188,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
34430,Rim 60Sec N/P 900 Ritas Black,0.0,0.188,0.026786,56,0.188,0.188,0.188,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
34285,Rim Btw 2In1 Fill Blk,0.0,0.182,0.025971,56,0.182,0.182,0.182,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
93970,May Sunkisser Mate Ext 33 As X,0.0,0.182,0.025971,56,0.182,0.182,0.182,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
93966,May Sunkisser Original 02 As X,0.0,0.182,0.025971,56,0.182,0.182,0.182,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
47658,Rim Last Rad Concealer 040,0.0,0.182,0.025971,56,0.182,0.182,0.182,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
93979,May Tat G Pen 822 Space Graph,0.0,0.182,0.025971,56,0.182,0.182,0.182,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
93975,May Tattoo Liner Black Track,0.0,0.182,0.025971,56,0.182,0.182,0.182,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
193075,Mf Facefinity D-5 Free Conc 03,0.0,0.182,0.025971,56,0.182,0.182,0.182,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
916749,Rim Es Glam Eye Hd 22 Brx Brwn,0.0,0.182,0.025971,56,0.182,0.182,0.182,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
44299,Rim Wonder'Luxe Vol Masc Black,0.0,0.182,0.025971,56,0.182,0.182,0.182,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
189687,Mf Mir Pure Concealer 001,0.0,0.182,0.025971,56,0.182,0.182,0.182,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
669028,Esi Ne Demure Vix,0.0,0.167,0.023814,56,0.167,0.167,0.167,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
669085,Esi Ne Cute As A Button,0.0,0.167,0.023814,56,0.167,0.167,0.167,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
90448,Mf Ff Finity-Fix Setting Spray,0.0,0.167,0.023814,56,0.167,0.167,0.167,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
198524,Rim Wf Brow Lam Gel Clear,0.0,0.167,0.023814,56,0.167,0.167,0.167,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
50394,Dv Eh Inten Moist Lotion 500Ml,0.0,0.167,0.023814,56,0.167,0.167,0.167,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
93867,Mf 2000 Cal Lip Glaze Fav Song,0.0,0.167,0.023814,56,0.167,0.167,0.167,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
195017,Garn Pa Hyd Cleanser 250Ml,0.0,0.167,0.023814,56,0.167,0.167,0.167,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
74131,Olay Luminous Aha Serum 30Ml,0.0,0.154,0.021971,56,0.154,0.154,0.154,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
66922,Npmu Lip Ling Xxl 07 Warm Up,0.0,0.154,0.021971,56,0.154,0.154,0.154,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
195987,May Tat Liner Gel Penc Midmoc,0.0,0.15,0.021429,56,0.15,0.15,0.15,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
94053,Npmu Lft Snat Brw Tint Caramel,0.0,0.143,0.020414,56,0.143,0.143,0.143,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
197170,Rim Wonder'Last Shadow 006,0.0,0.143,0.020414,56,0.143,0.143,0.143,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
90434,Rim Wonder'Ink Liner Aqtc Aria,0.0,0.143,0.020414,56,0.143,0.143,0.143,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
94077,Npmu Fat Cheek Blsh Bounc Bery,0.0,0.143,0.020414,56,0.143,0.143,0.143,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
94076,Npmu Fat Cheek Blsh Peach Plge,0.0,0.143,0.020414,56,0.143,0.143,0.143,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
94072,Npmu Fat Cheek Blsh Papay Plmp,0.0,0.143,0.020414,56,0.143,0.143,0.143,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
54482,Mf Clr Elix Kiss Nude Rose,0.0,0.143,0.020414,56,0.143,0.143,0.143,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
199754,Rim Oh My Gloss Lipoil Clrcld,0.0,0.143,0.020414,56,0.143,0.143,0.143,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
88448,Mf Miracle Pure Serum Fndn F/L,0.0,0.143,0.020414,56,0.143,0.143,0.143,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
193060,Mf Facefinity Fndn Warm Ivory,0.0,0.143,0.020414,56,0.143,0.143,0.143,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
195526,Mf Fcefnty Cmpct 003Rse Refill,0.0,0.143,0.020414,56,0.143,0.143,0.143,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
868744,Preference Loreal Drk Brwn 3.0,0.0,0.143,0.020414,56,0.143,0.143,0.143,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
57537,Aeropostale Blushing 237Ml,0.0,0.143,0.020414,56,0.143,0.143,0.143,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
184616,Ariana Grande Slc B/Mist 236Ml,0.0,0.143,0.020414,56,0.143,0.143,0.143,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
192996,Rim Lasting Matte Ls 200,0.0,0.133,0.019043,56,0.133,0.133,0.133,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
186457,Antip Credo Prob A/B Ser30Ml,0.0,0.13,0.018629,56,0.13,0.13,0.13,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
195183,Bioderma Hyalu+ Serum 30Ml,0.0,0.125,0.017857,56,0.125,0.125,0.125,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
189583,Esi Exp 485 Word On The Street,0.0,0.125,0.017857,56,0.125,0.125,0.125,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
90170,Npmu Epic Ink El Shimmer Stch,0.0,0.125,0.017857,56,0.125,0.125,0.125,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
186401,Rim Lf S/Shimr 901 Goldn Dust,0.0,0.125,0.017857,56,0.125,0.125,0.125,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
67893,Garn Bb Anti Age Light 50Ml,0.0,0.125,0.017857,56,0.125,0.125,0.125,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
186400,Rim Lf S/Shimr 900 Prl Shmr,0.0,0.125,0.017857,56,0.125,0.125,0.125,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
199054,Npmu Wondr Stck Dual Rich,0.0,0.125,0.017857,56,0.125,0.125,0.125,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
6826,Rim Fdn Matchperf 100 Ivory,0.0,0.125,0.017857,56,0.125,0.125,0.125,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
198527,Rim Wf Brow Lam Gel Sft Black,0.0,0.125,0.017857,56,0.125,0.125,0.125,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
53927,Rim Brow Pro Mic Def 2In1 Blnd,0.0,0.125,0.017857,56,0.125,0.125,0.125,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
198526,Rim Wf Brow Lam Gel Sft Brown,0.0,0.125,0.017857,56,0.125,0.125,0.125,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
189595,Esi Exp 495 Outside The Lines,0.0,0.125,0.017857,56,0.125,0.125,0.125,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
193069,Mf Facefinity Fndn Soft Toffee,0.0,0.125,0.017857,56,0.125,0.125,0.125,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
74395,Lor Pref Vivid 8.624 Brght Red,0.0,0.125,0.017857,56,0.125,0.125,0.125,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
88440,Mf Miracle Pure Crm Blush Pink,0.0,0.125,0.017857,56,0.125,0.125,0.125,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
88056,Burberry Brit For Her Edp 100,0.0,0.125,0.017857,56,0.125,0.125,0.125,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
74394,Lor Pref Vivid 1.102 Blue Blck,0.0,0.125,0.017857,56,0.125,0.125,0.125,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
594997,Mf Lipfinity Just In Love,0.0,0.125,0.017857,56,0.125,0.125,0.125,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
50669,Lor Excel 5.6 Rich Auburn,0.0,0.125,0.017857,56,0.125,0.125,0.125,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
51584,Mpc Night Cream 50Ml,0.0,0.125,0.017857,56,0.125,0.125,0.125,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
196933,Rim Better Filters Light Med,0.0,0.118,0.0168,56,0.118,0.118,0.118,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
90480,Rim Super Gel Nail Polish 108,0.0,0.111,0.015871,56,0.111,0.111,0.111,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
94697,Rim K&F S/T Blur Rose Ivry,0.0,0.111,0.015871,56,0.111,0.111,0.111,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
94777,Rim M/T Btr Than Fltrs Porc,0.0,0.111,0.015871,56,0.111,0.111,0.111,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
94765,Rim M/T Trbochrgd Glw Givn Glw,0.0,0.111,0.015871,56,0.111,0.111,0.111,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
94702,Rim K&F S/T Blur Sun Beige,0.0,0.111,0.015871,56,0.111,0.111,0.111,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
668673,Esi Ne Mint Candy Apple,0.0,0.111,0.015871,56,0.111,0.111,0.111,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
94575,May Brow Ultra Slim Taupe,0.0,0.111,0.015871,56,0.111,0.111,0.111,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
909084,Esi Ne Summer 266 Naughty Naut,0.0,0.111,0.015871,56,0.111,0.111,0.111,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
67691,Rim Btw Pro Pncl Brunette,0.0,0.111,0.015871,56,0.111,0.111,0.111,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
90452,Rim Wonder'Last Shadw Stk 011,0.0,0.111,0.015871,56,0.111,0.111,0.111,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
668608,Esi Ne Bikini So Teeny,0.0,0.111,0.015871,56,0.111,0.111,0.111,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
94257,Antipodes Ceramide Souffle 60M,0.0,0.1,0.014286,56,0.1,0.1,0.1,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
310840,Dv Dn Moisturising Lotion 1L,0.0,0.1,0.014286,56,0.1,0.1,0.1,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
193056,Mf Facefinity Fndn Light Beige,0.0,0.1,0.014286,56,0.1,0.1,0.1,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
193067,Mf Facefinity Fndn Warm Honey,0.0,0.1,0.014286,56,0.1,0.1,0.1,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
198936,Illi Boob Tape Dark 5M,0.0,0.1,0.014286,56,0.1,0.1,0.1,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
193002,Rim Lasting Matte Ls 700,0.0,0.1,0.014286,56,0.1,0.1,0.1,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
189673,Mf Mir Pure Concealer 005,0.0,0.1,0.014286,56,0.1,0.1,0.1,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
191384,Mf Mstrpce Liquid El Grey,0.0,0.1,0.014286,56,0.1,0.1,0.1,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
189671,Mf Mir Pure Blush Vntg Peony,0.0,0.1,0.014286,56,0.1,0.1,0.1,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
71519,Mf Lipfin Forever Lolita 22,0.0,0.1,0.014286,56,0.1,0.1,0.1,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
62227,Esi Expressie Buns Up,0.0,0.1,0.014286,56,0.1,0.1,0.1,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
39397,May Fitme Matte Pore Fdn Glden,0.0,0.095,0.0136,56,0.095,0.095,0.095,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
93969,May Sunkisser Mate Ext 32 As X,0.0,0.091,0.012986,56,0.091,0.091,0.091,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
186417,Rim Scand Palette Burgdy Pink,0.0,0.091,0.012986,56,0.091,0.091,0.091,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
195523,Mf Fcefnty Cmpct 033,0.0,0.091,0.012986,56,0.091,0.091,0.091,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
193701,Mf 2000 Cal Vol Brow Clear,0.0,0.091,0.012986,56,0.091,0.091,0.091,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
197168,Rim Wonder'Last Shadow 003,0.0,0.091,0.012986,56,0.091,0.091,0.091,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
193073,Mf Facefinity D-5 Free Conc 01,0.0,0.091,0.012986,56,0.091,0.091,0.091,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
198076,Mf Mir Pure Eye Con Buff,0.0,0.091,0.012986,56,0.091,0.091,0.091,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
193062,Mf Facefinity Fndn Nat Rose,0.0,0.091,0.012986,56,0.091,0.091,0.091,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
54491,Mf Clr Elix Kiss Mid Mve,0.0,0.091,0.012986,56,0.091,0.091,0.091,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
102640,Mf Kohl Pencil Charcoal Grey,0.0,0.091,0.012986,56,0.091,0.091,0.091,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
35083,Rim Mp Fdn Fair Beige Shd 082,0.0,0.067,0.009529,56,0.067,0.067,0.067,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
24424,May Fm Mpore Fdt 330 Toffee,0.0,0.067,0.009529,56,0.067,0.067,0.067,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
198738,May Sst Lumi Matte Fnd 327,0.0,0.067,0.009529,56,0.067,0.067,0.067,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
194489,Rim Super Gel 290 Purple Haze,0.0,0.062,0.008929,56,0.063,0.062,0.062,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
188023,Rim 60Sec N/P Tan Lines&Gt,0.0,0.062,0.008929,56,0.063,0.062,0.062,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
196928,Rim Better Filters Fair Light,0.0,0.059,0.0084,56,0.059,0.059,0.059,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
189268,May Ss24H Powder Caramel 60,0.0,0.053,0.007514,56,0.053,0.053,0.053,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
198708,May Tattoo Penc Cobalt,0.0,0.053,0.007514,56,0.053,0.053,0.053,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
24417,May Fm Mpore Fdn Spicy Brown,0.0,0.053,0.007514,56,0.053,0.053,0.053,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
24418,May Fm Mpore Fdn 130Buff Beige,0.0,0.048,0.0068,56,0.048,0.048,0.048,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
37986,Garn H/Bomb Eye Mask Cnut Watr,0.0,4.875,0.696429,56,4.875,4.875,4.875,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
60948,Skin Control Pimple Patch Pm24,0.0,4.5,0.642857,56,4.5,4.5,4.5,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
193207,May Great Lash Blkst Blk,0.0,3.136,0.448057,56,3.136,3.136,3.136,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
15840,Npmu Ep Jumbo Cota Cheese,0.0,3.059,0.436971,56,3.059,3.059,3.059,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
491071,Lanolips Tint Balm Rose 12.5G,0.0,3.0,0.428571,56,3.0,3.0,3.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
523852,Rexona Men Orig 250Ml,0.0,3.0,0.428571,56,3.0,3.0,3.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
65465,Q+A Hyaluronic Acid Serum 30Ml,0.0,3.0,0.428571,56,3.0,3.0,3.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
9159,May Masc Full N Soft V/Blk,0.0,2.87,0.409943,56,2.87,2.87,2.87,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
198650,Avene Tinted Fluid Spf50+ 50Ml,0.0,2.857,0.408157,56,2.857,2.857,2.857,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
192619,May Surreal Masc Washable,0.0,2.818,0.4026,56,2.818,2.818,2.818,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
366773,Palmers Foot C/B Foot Mag 60G,0.0,2.778,0.396829,56,2.778,2.778,2.778,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
65467,Q+A Peptide Facial Serum 30Ml,0.0,2.75,0.392857,56,2.75,2.75,2.75,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
958859,Ogx Mini Arg Oil Mor Cd 88.7Ml,0.0,2.714,0.387757,56,2.714,2.714,2.714,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
199904,Avene Red Sooth Mstriser 30Ml,0.0,2.667,0.380957,56,2.667,2.667,2.667,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
626309,Jerg Nat Glow Moist Fm 221Ml,0.0,2.667,0.380957,56,2.667,2.667,2.667,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
49092,Garn H/Bomb Mask Lavender,0.0,2.625,0.375,56,2.625,2.625,2.625,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
199901,Avene Vit Cg Rad Serum 30Ml,0.0,2.6,0.371429,56,2.6,2.6,2.6,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
26780,Cetaphil Liposom Ltn 50+ 150L,0.0,2.6,0.371429,56,2.6,2.6,2.6,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
24382,May Iar Conc Fair,0.0,2.565,0.366457,56,2.565,2.565,2.565,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
67581,C/Counc E/Day Spf50 110Ml,0.0,2.533,0.3619,56,2.533,2.533,2.533,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
69756,Avene Toler Cleanser 200Ml,0.0,2.5,0.357143,56,2.5,2.5,2.5,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
92332,No7 Mnp Ints Rdnce Serum 30Ml,0.0,2.5,0.357143,56,2.5,2.5,2.5,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
194016,Csc Microderm Exfoliant 100Ml,0.0,2.5,0.357143,56,2.5,2.5,2.5,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
94217,Skin Control G/S Hya Mask,0.0,2.5,0.357143,56,2.5,2.5,2.5,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
94070,Npmu Smushy Mte Lb Snuggle Sz,0.0,2.429,0.346943,56,2.429,2.429,2.429,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
60844,Rim Lst Fin Ll 90S Nude 760,0.0,2.4,0.342857,56,2.4,2.4,2.4,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
22488,Avene Cleanance Clns Gel 400Ml,0.0,2.375,0.339286,56,2.375,2.375,2.375,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
188811,Avene Hydrance Boost Srm 30Ml,0.0,2.375,0.339286,56,2.375,2.375,2.375,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
46886,May Fit Me Pwd Nat Beige,0.0,2.348,0.3354,56,2.348,2.348,2.348,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
18699,Palmers Body Ss Fade Milk 250,0.0,2.333,0.333329,56,2.333,2.333,2.333,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
431745,Lrp Uvidea Bb Crm 02 Med 30Ml,0.0,2.333,0.333329,56,2.333,2.333,2.333,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
41572,May Tat El Gel Pncil Bld Brwn,0.0,2.333,0.333329,56,2.333,2.333,2.333,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
51157,Bondi Spf50+ Lotion 150Ml,0.0,2.333,0.333329,56,2.333,2.333,2.333,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
55458,Ogx Arg Oil H/Pro Spry 177Ml,0.0,2.333,0.333329,56,2.333,2.333,2.333,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
59859,Benzac Ac Gel 10% 60G,0.0,2.333,0.333329,56,2.333,2.333,2.333,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
42806,Lrp Eff K+ Anti-Blackhead Care,0.0,2.333,0.333329,56,2.333,2.333,2.333,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
198932,Illi F/Tape Clear Strips 36Pk,0.0,2.3,0.328571,56,2.3,2.3,2.3,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
43716,Batiste Volume Dry Spoo 200Ml,0.0,2.286,0.326529,56,2.286,2.286,2.286,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
65914,Batiste Trop Dry Shampoo 350Ml,0.0,2.286,0.326529,56,2.286,2.286,2.286,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
67890,Dv Sun Sensitive Spf50+ 100G,0.0,2.286,0.326529,56,2.286,2.286,2.286,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
184733,Batiste Vol Dry Shampoo 350Ml,0.0,2.286,0.326529,56,2.286,2.286,2.286,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
191662,Rexona W Dv R/O Watrmel 50Ml,0.0,2.273,0.324671,56,2.273,2.273,2.273,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
36997,C/Counc Moist S/Scrn 50+ 110Ml,0.0,2.267,0.323814,56,2.267,2.267,2.267,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
