sku_number,pre_promo_demand_units,promo_window_demand_units,total_expected_demand_units,pre_minus_promo,days_until_promo_start,promo_window_days
189729,0.0,0.0476,0.0476,-0.0476,63,7
280607,0.0,0.0476,0.0476,-0.0476,63,7
67701,0.0,0.0476,0.0476,-0.0476,63,7
71225,0.0,0.0476,0.0476,-0.0476,63,7
44251,0.0,0.0476,0.0476,-0.0476,63,7
96165,0.0,0.0476,0.0476,-0.0476,63,7
22220,0.0,0.0476,0.0476,-0.0476,63,7
96634,0.0,0.0476,0.0476,-0.0476,63,7
96458,0.0,0.0476,0.0476,-0.0476,63,7
195117,0.0,0.0476,0.0476,-0.0476,63,7
34105,0.0,0.0476,0.0476,-0.0476,63,7
93977,0.0,0.0476,0.0476,-0.0476,63,7
96607,0.0,0.0476,0.0476,-0.0476,63,7
167084,0.0,0.0476,0.0476,-0.0476,63,7
11008,0.0,0.0476,0.0476,-0.0476,63,7
88336,0.0,0.0476,0.0476,-0.0476,63,7
616532,0.0,0.0476,0.0476,-0.0476,63,7
91024,0.0,0.0476,0.0476,-0.0476,63,7
887455,0.0,0.0476,0.0476,-0.0476,63,7
190067,0.0,0.0476,0.0476,-0.0476,63,7
92855,0.0,0.0476,0.0476,-0.0476,63,7
5378,0.0,0.0476,0.0476,-0.0476,63,7
194012,0.0,0.0476,0.0476,-0.0476,63,7
190065,0.0,0.0476,0.0476,-0.0476,63,7
38414,0.0,0.0476,0.0476,-0.0476,63,7
651836,0.0,0.0476,0.0476,-0.0476,63,7
94887,0.0,0.0476,0.0476,-0.0476,63,7
56483,0.0,0.0476,0.0476,-0.0476,63,7
90811,0.0,0.0476,0.0476,-0.0476,63,7
380790,0.0,0.0476,0.0476,-0.0476,63,7
185497,0.0,0.0476,0.0476,-0.0476,63,7
490563,0.0,0.0476,0.0476,-0.0476,63,7
195116,0.0,0.0476,0.0476,-0.0476,63,7
195603,0.0,0.0476,0.0476,-0.0476,63,7
386359,0.0,0.0476,0.0476,-0.0476,63,7
27191,0.0,0.0476,0.0476,-0.0476,63,7
89771,0.0,0.0476,0.0476,-0.0476,63,7
94895,0.0,0.0476,0.0476,-0.0476,63,7
73524,0.0,0.0476,0.0476,-0.0476,63,7
195354,0.0,0.0476,0.0476,-0.0476,63,7
650609,0.0,0.0476,0.0476,-0.0476,63,7
199842,0.0,0.0476,0.0476,-0.0476,63,7
60630,0.0,0.0476,0.0476,-0.0476,63,7
20571,0.0,0.0476,0.0476,-0.0476,63,7
189262,0.0,0.0476,0.0476,-0.0476,63,7
65466,0.0,0.0476,0.0476,-0.0476,63,7
87764,0.0,0.0476,0.0476,-0.0476,63,7
521278,0.0,0.0476,0.0476,-0.0476,63,7
195404,0.0,0.0476,0.0476,-0.0476,63,7
321338,0.0,0.0476,0.0476,-0.0476,63,7
63081,0.0,0.0476,0.0476,-0.0476,63,7
193206,0.0,0.0476,0.0476,-0.0476,63,7
15727,0.0,0.0476,0.0476,-0.0476,63,7
91002,0.0,0.0476,0.0476,-0.0476,63,7
885541,0.0,0.0476,0.0476,-0.0476,63,7
98113,0.0,0.0476,0.0476,-0.0476,63,7
97498,0.0,0.0476,0.0476,-0.0476,63,7
167092,0.0,0.0476,0.0476,-0.0476,63,7
195502,0.0,0.0476,0.0476,-0.0476,63,7
199057,0.0,0.0476,0.0476,-0.0476,63,7
192125,0.0,0.0476,0.0476,-0.0476,63,7
191178,0.0,0.0476,0.0476,-0.0476,63,7
688304,0.0,0.0476,0.0476,-0.0476,63,7
195986,0.0,0.0476,0.0476,-0.0476,63,7
68377,0.0,0.0476,0.0476,-0.0476,63,7
198286,0.0,0.0476,0.0476,-0.0476,63,7
189601,0.0,0.0476,0.0476,-0.0476,63,7
27981,0.0,0.0476,0.0476,-0.0476,63,7
94568,0.0,0.0476,0.0476,-0.0476,63,7
91032,0.0,0.0476,0.0476,-0.0476,63,7
93998,0.0,0.0476,0.0476,-0.0476,63,7
584258,0.0,0.0476,0.0476,-0.0476,63,7
23449,0.0,0.0476,0.0476,-0.0476,63,7
55681,0.0,0.0476,0.0476,-0.0476,63,7
415278,0.0,0.0476,0.0476,-0.0476,63,7
282995,0.0,0.0476,0.0476,-0.0476,63,7
984256,0.0,0.0476,0.0476,-0.0476,63,7
186092,0.0,0.0476,0.0476,-0.0476,63,7
75419,0.0,0.0476,0.0476,-0.0476,63,7
97769,0.0,0.0476,0.0476,-0.0476,63,7
95536,0.0,0.0476,0.0476,-0.0476,63,7
90153,0.0,0.0476,0.0476,-0.0476,63,7
298034,0.0,0.0476,0.0476,-0.0476,63,7
75415,0.0,0.0476,0.0476,-0.0476,63,7
374849,0.0,0.0476,0.0476,-0.0476,63,7
69724,0.0,0.0476,0.0476,-0.0476,63,7
400734,0.0,0.0476,0.0476,-0.0476,63,7
197220,0.0,0.0476,0.0476,-0.0476,63,7
91940,0.0,0.0476,0.0476,-0.0476,63,7
88097,0.0,0.0476,0.0476,-0.0476,63,7
342513,0.0,0.0476,0.0476,-0.0476,63,7
70432,0.0,0.0476,0.0476,-0.0476,63,7
91949,0.0,0.0476,0.0476,-0.0476,63,7
21183,0.0,0.0476,0.0476,-0.0476,63,7
299936,0.0,0.0476,0.0476,-0.0476,63,7
38201,0.0,0.0476,0.0476,-0.0476,63,7
65913,0.0,0.0476,0.0476,-0.0476,63,7
958824,0.0,0.0476,0.0476,-0.0476,63,7
385409,0.0,0.0476,0.0476,-0.0476,63,7
102088,0.0,0.0476,0.0476,-0.0476,63,7
97989,0.0,0.0476,0.0476,-0.0476,63,7
94105,0.0,0.0476,0.0476,-0.0476,63,7
94647,0.0,0.0476,0.0476,-0.0476,63,7
10432,0.0,0.0476,0.0476,-0.0476,63,7
581747,0.0,0.0476,0.0476,-0.0476,63,7
88342,0.0,0.0476,0.0476,-0.0476,63,7
388726,0.0,0.0476,0.0476,-0.0476,63,7
167091,0.0,0.0476,0.0476,-0.0476,63,7
54856,0.0,0.0476,0.0476,-0.0476,63,7
34855,0.0,0.0476,0.0476,-0.0476,63,7
198727,0.0,0.0476,0.0476,-0.0476,63,7
98138,0.0,0.0476,0.0476,-0.0476,63,7
94038,0.0,0.0476,0.0476,-0.0476,63,7
87462,0.0,0.0476,0.0476,-0.0476,63,7
188832,0.0,0.0476,0.0476,-0.0476,63,7
65585,0.0,0.0476,0.0476,-0.0476,63,7
198722,0.0,0.0476,0.0476,-0.0476,63,7
68376,0.0,0.0476,0.0476,-0.0476,63,7
199066,0.0,0.0476,0.0476,-0.0476,63,7
638437,0.0,0.0476,0.0476,-0.0476,63,7
97503,0.0,0.0476,0.0476,-0.0476,63,7
191888,0.0,0.0476,0.0476,-0.0476,63,7
92181,0.0,0.0476,0.0476,-0.0476,63,7
668664,0.0,0.0476,0.0476,-0.0476,63,7
96455,0.0,0.0476,0.0476,-0.0476,63,7
483753,0.0,0.0476,0.0476,-0.0476,63,7
195090,0.0,0.0476,0.0476,-0.0476,63,7
185259,0.0,0.0476,0.0476,-0.0476,63,7
59865,0.0,0.0476,0.0476,-0.0476,63,7
196001,0.0,0.0476,0.0476,-0.0476,63,7
43530,0.0,0.0476,0.0476,-0.0476,63,7
195593,0.0,0.0476,0.0476,-0.0476,63,7
93986,0.0,0.0476,0.0476,-0.0476,63,7
98112,0.0,0.0476,0.0476,-0.0476,63,7
74394,0.0,0.0528,0.0528,-0.0528,63,7
88440,0.0,0.0528,0.0528,-0.0528,63,7
196367,0.0,0.0528,0.0528,-0.0528,63,7
92517,0.0,0.0528,0.0528,-0.0528,63,7
199953,0.0,0.0528,0.0528,-0.0528,63,7
97768,0.0,0.0528,0.0528,-0.0528,63,7
193056,0.0,0.0528,0.0528,-0.0528,63,7
184831,0.0,0.0528,0.0528,-0.0528,63,7
198527,0.0,0.0528,0.0528,-0.0528,63,7
27929,0.0,0.0528,0.0528,-0.0528,63,7
192941,0.0,0.0528,0.0528,-0.0528,63,7
97865,0.0,0.0528,0.0528,-0.0528,63,7
97864,0.0,0.0528,0.0528,-0.0528,63,7
37357,0.0,0.0528,0.0528,-0.0528,63,7
94771,0.0,0.0528,0.0528,-0.0528,63,7
98132,0.0,0.0528,0.0528,-0.0528,63,7
94772,0.0,0.0528,0.0528,-0.0528,63,7
62471,0.0,0.0528,0.0528,-0.0528,63,7
92518,0.0,0.0528,0.0528,-0.0528,63,7
94702,0.0,0.0528,0.0528,-0.0528,63,7
195979,0.0,0.0528,0.0528,-0.0528,63,7
64536,0.0,0.0528,0.0528,-0.0528,63,7
189003,0.0,0.0528,0.0528,-0.0528,63,7
193069,0.0,0.0528,0.0528,-0.0528,63,7
196366,0.0,0.0528,0.0528,-0.0528,63,7
97579,0.0,0.0528,0.0528,-0.0528,63,7
41720,0.0,0.0528,0.0528,-0.0528,63,7
197584,0.0,0.0528,0.0528,-0.0528,63,7
50669,0.0,0.0528,0.0528,-0.0528,63,7
197262,0.0,0.0528,0.0528,-0.0528,63,7
91968,0.0,0.0528,0.0528,-0.0528,63,7
93866,0.0,0.0528,0.0528,-0.0528,63,7
195437,0.0,0.0528,0.0528,-0.0528,63,7
57537,0.0,0.0528,0.0528,-0.0528,63,7
92515,0.0,0.0528,0.0528,-0.0528,63,7
193067,0.0,0.0528,0.0528,-0.0528,63,7
67688,0.0,0.0528,0.0528,-0.0528,63,7
307432,0.0,0.0528,0.0528,-0.0528,63,7
198940,0.0,0.0528,0.0528,-0.0528,63,7
189252,0.0,0.0528,0.0528,-0.0528,63,7
90522,0.0,0.0528,0.0528,-0.0528,63,7
193290,0.0,0.0528,0.0528,-0.0528,63,7
388823,0.0,0.0528,0.0528,-0.0528,63,7
197586,0.0,0.0528,0.0528,-0.0528,63,7
94492,0.0,0.0528,0.0528,-0.0528,63,7
195601,0.0,0.0528,0.0528,-0.0528,63,7
91909,0.0,0.0528,0.0528,-0.0528,63,7
54933,0.0,0.0528,0.0528,-0.0528,63,7
98130,0.0,0.0528,0.0528,-0.0528,63,7
97767,0.0,0.0528,0.0528,-0.0528,63,7
310840,0.0,0.0528,0.0528,-0.0528,63,7
51889,0.0,0.0528,0.0528,-0.0528,63,7
50354,0.0,0.0528,0.0528,-0.0528,63,7
89020,0.0,0.0528,0.0528,-0.0528,63,7
37407,0.0,0.0528,0.0528,-0.0528,63,7
192531,0.0,0.0528,0.0528,-0.0528,63,7
198729,0.0,0.0528,0.0528,-0.0528,63,7
98114,0.0,0.0528,0.0528,-0.0528,63,7
167113,0.0,0.0528,0.0528,-0.0528,63,7
94251,0.0,0.0528,0.0528,-0.0528,63,7
252767,0.0,0.0528,0.0528,-0.0528,63,7
198734,0.0,0.0528,0.0528,-0.0528,63,7
34281,0.0,0.0528,0.0528,-0.0528,63,7
55493,0.0,0.0528,0.0528,-0.0528,63,7
98081,0.0,0.0528,0.0528,-0.0528,63,7
97704,0.0,0.0528,0.0528,-0.0528,63,7
196357,0.0,0.0528,0.0528,-0.0528,63,7
598275,0.0,0.0528,0.0528,-0.0528,63,7
61289,0.0,0.0528,0.0528,-0.0528,63,7
96657,0.0,0.0528,0.0528,-0.0528,63,7
92259,0.0,0.0528,0.0528,-0.0528,63,7
98080,0.0,0.0528,0.0528,-0.0528,63,7
93983,0.0,0.0528,0.0528,-0.0528,63,7
189687,0.0,0.0528,0.0528,-0.0528,63,7
97140,0.0,0.0528,0.0528,-0.0528,63,7
97141,0.0,0.0528,0.0528,-0.0528,63,7
97143,0.0,0.0528,0.0528,-0.0528,63,7
90767,0.0,0.0528,0.0528,-0.0528,63,7
93923,0.0,0.0528,0.0528,-0.0528,63,7
94694,0.0,0.0528,0.0528,-0.0528,63,7
668053,0.0,0.0528,0.0528,-0.0528,63,7
90170,0.0,0.0528,0.0528,-0.0528,63,7
197166,0.0,0.0528,0.0528,-0.0528,63,7
98109,0.0,0.0528,0.0528,-0.0528,63,7
199406,0.0,0.0528,0.0528,-0.0528,63,7
96651,0.0,0.0528,0.0528,-0.0528,63,7
96479,0.0,0.0528,0.0528,-0.0528,63,7
61297,0.0,0.0528,0.0528,-0.0528,63,7
271527,0.0,0.0528,0.0528,-0.0528,63,7
868396,0.0,0.0528,0.0528,-0.0528,63,7
94761,0.0,0.0528,0.0528,-0.0528,63,7
30626,0.0,0.0528,0.0528,-0.0528,63,7
193060,0.0,0.0528,0.0528,-0.0528,63,7
36235,0.0,0.0528,0.0528,-0.0528,63,7
90981,0.0,0.0528,0.0528,-0.0528,63,7
300160,0.0,0.0528,0.0528,-0.0528,63,7
199330,0.0,0.0528,0.0528,-0.0528,63,7
93868,0.0,0.0528,0.0528,-0.0528,63,7
669127,0.0,0.0528,0.0528,-0.0528,63,7
96648,0.0,0.0528,0.0528,-0.0528,63,7
46884,0.0,0.0528,0.0528,-0.0528,63,7
96649,0.0,0.0528,0.0528,-0.0528,63,7
70391,0.0,0.0528,0.0528,-0.0528,63,7
96650,0.0,0.0528,0.0528,-0.0528,63,7
98025,0.0,0.0528,0.0528,-0.0528,63,7
102631,0.0,0.0528,0.0528,-0.0528,63,7
98106,0.0,0.0528,0.0528,-0.0528,63,7
98128,0.0,0.0528,0.0528,-0.0528,63,7
56032,0.0,0.0528,0.0528,-0.0528,63,7
97867,0.0,0.0528,0.0528,-0.0528,63,7
96478,0.0,0.0528,0.0528,-0.0528,63,7
96485,0.0,0.0528,0.0528,-0.0528,63,7
167097,0.0,0.0528,0.0528,-0.0528,63,7
96488,0.0,0.0528,0.0528,-0.0528,63,7
94762,0.0,0.0528,0.0528,-0.0528,63,7
54482,0.0,0.0528,0.0528,-0.0528,63,7
186415,0.0,0.0528,0.0528,-0.0528,63,7
185417,0.0,0.0528,0.0528,-0.0528,63,7
96489,0.0,0.0528,0.0528,-0.0528,63,7
94247,0.0,0.0528,0.0528,-0.0528,63,7
10435,0.0,0.0528,0.0528,-0.0528,63,7
97706,0.0,0.0528,0.0528,-0.0528,63,7
96491,0.0,0.0528,0.0528,-0.0528,63,7
97705,0.0,0.0528,0.0528,-0.0528,63,7
97805,0.0,0.0528,0.0528,-0.0528,63,7
167121,0.0,0.0528,0.0528,-0.0528,63,7
43907,0.0,0.0528,0.0528,-0.0528,63,7
32160,0.0,0.0528,0.0528,-0.0528,63,7
193062,0.0,0.0528,0.0528,-0.0528,63,7
192197,0.0,0.0528,0.0528,-0.0528,63,7
193309,0.0,0.0528,0.0528,-0.0528,63,7
96457,0.0,0.0528,0.0528,-0.0528,63,7
191184,0.0,0.0528,0.0528,-0.0528,63,7
167117,0.0,0.0528,0.0528,-0.0528,63,7
98129,0.0,0.0528,0.0528,-0.0528,63,7
92929,0.0,0.0528,0.0528,-0.0528,63,7
188800,0.0,0.0528,0.0528,-0.0528,63,7
97870,0.0,0.0528,0.0528,-0.0528,63,7
193701,0.0,0.0528,0.0528,-0.0528,63,7
44299,0.0,0.0528,0.0528,-0.0528,63,7
97869,0.0,0.0528,0.0528,-0.0528,63,7
189683,0.0,0.0528,0.0528,-0.0528,63,7
22400,0.0,0.0528,0.0528,-0.0528,63,7
97868,0.0,0.0528,0.0528,-0.0528,63,7
89069,0.0,0.0528,0.0528,-0.0528,63,7
97311,0.0,0.0528,0.0528,-0.0528,63,7
97866,0.0,0.0528,0.0528,-0.0528,63,7
91012,0.0,0.0528,0.0528,-0.0528,63,7
198737,0.0,0.0528,0.0528,-0.0528,63,7
97804,0.0,0.0528,0.0528,-0.0528,63,7
189592,0.0,0.0528,0.0528,-0.0528,63,7
37039,0.0,0.0528,0.0528,-0.0528,63,7
195018,0.0,0.0528,0.0528,-0.0528,63,7
88460,0.0,0.0528,0.0528,-0.0528,63,7
91918,0.0,0.0528,0.0528,-0.0528,63,7
196003,0.0,0.0528,0.0528,-0.0528,63,7
189583,0.0,0.0528,0.0528,-0.0528,63,7
96352,0.0,0.0528,0.0528,-0.0528,63,7
196029,0.0,0.0528,0.0528,-0.0528,63,7
94629,0.0,0.0528,0.0528,-0.0528,63,7
677469,0.0,0.0528,0.0528,-0.0528,63,7
198630,0.0,0.0528,0.0528,-0.0528,63,7
90523,0.0,0.0528,0.0528,-0.0528,63,7
94679,0.0,0.0528,0.0528,-0.0528,63,7
193699,0.0,0.0528,0.0528,-0.0528,63,7
87468,0.0,0.0528,0.0528,-0.0528,63,7
291252,0.0,0.0528,0.0528,-0.0528,63,7
96631,0.0,0.0528,0.0528,-0.0528,63,7
96629,0.0,0.0528,0.0528,-0.0528,63,7
90161,0.0,0.0528,0.0528,-0.0528,63,7
186513,0.0,0.0528,0.0528,-0.0528,63,7
24418,0.0,0.0528,0.0528,-0.0528,63,7
97322,0.0,0.0528,0.0528,-0.0528,63,7
194820,0.0,0.0528,0.0528,-0.0528,63,7
63386,0.0,0.0528,0.0528,-0.0528,63,7
91069,0.0,0.0528,0.0528,-0.0528,63,7
187203,0.0,0.0528,0.0528,-0.0528,63,7
90987,0.0,0.0528,0.0528,-0.0528,63,7
90983,0.0,0.0528,0.0528,-0.0528,63,7
195528,0.0,0.0528,0.0528,-0.0528,63,7
668236,0.0,0.0528,0.0528,-0.0528,63,7
188998,0.0,0.0528,0.0528,-0.0528,63,7
54491,0.0,0.0528,0.0528,-0.0528,63,7
55512,0.0,0.0528,0.0528,-0.0528,63,7
196928,0.0,0.0528,0.0528,-0.0528,63,7
199951,0.0,0.0528,0.0528,-0.0528,63,7
199964,0.0,0.0528,0.0528,-0.0528,63,7
94248,0.0,0.0528,0.0528,-0.0528,63,7
668178,0.0,0.0528,0.0528,-0.0528,63,7
32659,0.0,0.0528,0.0528,-0.0528,63,7
90781,0.0,0.0528,0.0528,-0.0528,63,7
490763,0.0,0.0528,0.0528,-0.0528,63,7
490755,0.0,0.0528,0.0528,-0.0528,63,7
167120,0.0,0.0528,0.0528,-0.0528,63,7
90519,0.0,0.0528,0.0528,-0.0528,63,7
96627,0.0,0.0528,0.0528,-0.0528,63,7
485632,0.0,0.0528,0.0528,-0.0528,63,7
191384,0.0,0.0528,0.0528,-0.0528,63,7
188803,0.0,0.0528,0.0528,-0.0528,63,7
167090,0.0,0.0528,0.0528,-0.0528,63,7
199944,0.0,0.0528,0.0528,-0.0528,63,7
167118,0.0,0.0528,0.0528,-0.0528,63,7
68558,0.0,0.0528,0.0528,-0.0528,63,7
167123,0.0,0.0528,0.0528,-0.0528,63,7
188802,0.0,0.0528,0.0528,-0.0528,63,7
185198,0.0,0.0528,0.0528,-0.0528,63,7
167564,0.0,0.0528,0.0528,-0.0528,63,7
75007,0.0,0.0528,0.0528,-0.0528,63,7
168259,0.0,0.0528,0.0528,-0.0528,63,7
24404,0.0,0.0528,0.0528,-0.0528,63,7
97320,0.0,0.0528,0.0528,-0.0528,63,7
91041,0.0,0.0528,0.0528,-0.0528,63,7
190094,0.0,0.0528,0.0528,-0.0528,63,7
69284,0.0,0.0528,0.0528,-0.0528,63,7
193074,0.0,0.0528,0.0528,-0.0528,63,7
818895,0.0,0.0528,0.0528,-0.0528,63,7
68444,0.0,0.0528,0.0528,-0.0528,63,7
55458,0.0,0.0528,0.0528,-0.0528,63,7
97556,0.0,0.0528,0.0528,-0.0528,63,7
97549,0.0,0.0528,0.0528,-0.0528,63,7
96626,0.0,0.0528,0.0528,-0.0528,63,7
88444,0.0,0.0528,0.0528,-0.0528,63,7
94704,0.0,0.0528,0.0528,-0.0528,63,7
96623,0.0,0.0528,0.0528,-0.0528,63,7
96620,0.0,0.0528,0.0528,-0.0528,63,7
96619,0.0,0.0528,0.0528,-0.0528,63,7
626724,0.0,0.0528,0.0528,-0.0528,63,7
193073,0.0,0.0528,0.0528,-0.0528,63,7
184837,0.0,0.0528,0.0528,-0.0528,63,7
96616,0.0,0.0528,0.0528,-0.0528,63,7
199331,0.0,0.0528,0.0528,-0.0528,63,7
199759,0.0,0.0528,0.0528,-0.0528,63,7
87486,0.0,0.0528,0.0528,-0.0528,63,7
196933,0.0,0.0528,0.0528,-0.0528,63,7
27192,0.0,0.0528,0.0528,-0.0528,63,7
192126,0.0,0.0528,0.0528,-0.0528,63,7
97552,0.0,0.0528,0.0528,-0.0528,63,7
20865,0.0,0.0528,0.0528,-0.0528,63,7
24920,0.0,0.0528,0.0528,-0.0528,63,7
94478,0.0,0.0528,0.0528,-0.0528,63,7
94777,0.0,0.0528,0.0528,-0.0528,63,7
195524,0.0,0.0528,0.0528,-0.0528,63,7
92920,0.0,0.0528,0.0528,-0.0528,63,7
97558,0.0,0.0528,0.0528,-0.0528,63,7
94102,0.0,0.0528,0.0528,-0.0528,63,7
97544,0.0,0.0528,0.0528,-0.0528,63,7
15220,0.0,0.0528,0.0528,-0.0528,63,7
94980,0.0,0.0528,0.0528,-0.0528,63,7
93966,0.0,0.0528,0.0528,-0.0528,63,7
89060,0.0,0.0528,0.0528,-0.0528,63,7
97543,0.0,0.0528,0.0528,-0.0528,63,7
43398,0.0,0.0528,0.0528,-0.0528,63,7
50661,0.0,0.0528,0.0528,-0.0528,63,7
167125,0.0,0.0528,0.0528,-0.0528,63,7
167126,0.0,0.0528,0.0528,-0.0528,63,7
184838,0.0,0.0528,0.0528,-0.0528,63,7
32656,0.0,0.0528,0.0528,-0.0528,63,7
54483,0.0,0.0528,0.0528,-0.0528,63,7
93969,0.0,0.0528,0.0528,-0.0528,63,7
199754,0.0,0.0528,0.0528,-0.0528,63,7
93970,0.0,0.0528,0.0528,-0.0528,63,7
74330,0.0,0.0528,0.0528,-0.0528,63,7
190120,0.0,0.0528,0.0528,-0.0528,63,7
189240,0.0,0.0528,0.0528,-0.0528,63,7
198732,0.0,0.0528,0.0528,-0.0528,63,7
39397,0.0,0.0528,0.0528,-0.0528,63,7
307521,0.0,0.0528,0.0528,-0.0528,63,7
307378,0.0,0.0528,0.0528,-0.0528,63,7
88446,0.0,0.0528,0.0528,-0.0528,63,7
62235,0.0,0.0528,0.0528,-0.0528,63,7
193064,0.0,0.0528,0.0528,-0.0528,63,7
97499,0.0,0.0528,0.0528,-0.0528,63,7
74395,0.0,0.0528,0.0528,-0.0528,63,7
199945,0.0,0.0528,0.0528,-0.0528,63,7
94765,0.0,0.0528,0.0528,-0.0528,63,7
193305,0.0,0.0528,0.0528,-0.0528,63,7
92928,0.0,0.0528,0.0528,-0.0528,63,7
167086,0.0,0.0528,0.0528,-0.0528,63,7
769886,0.0,0.0528,0.0528,-0.0528,63,7
193834,0.0,0.0528,0.0528,-0.0528,63,7
91917,0.0,0.0528,0.0528,-0.0528,63,7
189354,0.0,0.0528,0.0528,-0.0528,63,7
24416,0.0,0.0528,0.0528,-0.0528,63,7
17553,0.0,0.0528,0.0528,-0.0528,63,7
70363,0.0,0.0528,0.0528,-0.0528,63,7
307548,0.0,0.0528,0.0528,-0.0528,63,7
94659,0.0,0.0528,0.0528,-0.0528,63,7
167555,0.0,0.0528,0.0528,-0.0528,63,7
1230,0.0,0.0528,0.0528,-0.0528,63,7
514063,0.0,0.0528,0.0528,-0.0528,63,7
95095,0.0,0.0528,0.0528,-0.0528,63,7
95096,0.0,0.0528,0.0528,-0.0528,63,7
97131,0.0,0.0528,0.0528,-0.0528,63,7
36653,0.0,0.0528,0.0528,-0.0528,63,7
92925,0.0,0.0528,0.0528,-0.0528,63,7
167568,0.0,0.0528,0.0528,-0.0528,63,7
167549,0.0,0.0528,0.0528,-0.0528,63,7
94778,0.0,0.0528,0.0528,-0.0528,63,7
199947,0.0,0.0528,0.0528,-0.0528,63,7
97574,0.0,0.0528,0.0528,-0.0528,63,7
195990,0.0,0.0528,0.0528,-0.0528,63,7
188799,0.0,0.0528,0.0528,-0.0528,63,7
198526,0.0,0.0528,0.0528,-0.0528,63,7
24361,0.0,0.0528,0.0528,-0.0528,63,7
94454,0.0,0.0528,0.0528,-0.0528,63,7
92705,0.0,0.0528,0.0528,-0.0528,63,7
68443,0.0,0.0528,0.0528,-0.0528,63,7
195523,0.0,0.0528,0.0528,-0.0528,63,7
24422,0.0,0.0528,0.0528,-0.0528,63,7
90771,0.0,0.0528,0.0528,-0.0528,63,7
96678,0.0,0.0528,0.0528,-0.0528,63,7
96677,0.0,0.0528,0.0528,-0.0528,63,7
96675,0.0,0.0528,0.0528,-0.0528,63,7
88730,0.0,0.0528,0.0528,-0.0528,63,7
192847,0.0,0.0528,0.0528,-0.0528,63,7
91875,0.0,0.0528,0.0528,-0.0528,63,7
167088,0.0,0.0528,0.0528,-0.0528,63,7
24424,0.0,0.0528,0.0528,-0.0528,63,7
94053,0.0,0.0528,0.0528,-0.0528,63,7
193068,0.0,0.0528,0.0528,-0.0528,63,7
93861,0.0,0.0528,0.0528,-0.0528,63,7
92133,0.0,0.0528,0.0528,-0.0528,63,7
193055,0.0,0.0528,0.0528,-0.0528,63,7
92134,0.0,0.0528,0.0528,-0.0528,63,7
189673,0.0,0.0528,0.0528,-0.0528,63,7
93867,0.0,0.0528,0.0528,-0.0528,63,7
195526,0.0,0.0528,0.0528,-0.0528,63,7
668863,0.0,0.0528,0.0528,-0.0528,63,7
198665,0.0,0.0528,0.0528,-0.0528,63,7
43537,0.0,0.0528,0.0528,-0.0528,63,7
27928,0.0,0.0528,0.0528,-0.0528,63,7
167089,0.0,0.0528,0.0528,-0.0528,63,7
192620,0.0,0.0528,0.0528,-0.0528,63,7
167563,0.0,0.0528,0.0528,-0.0528,63,7
167556,0.0,0.0528,0.0528,-0.0528,63,7
167545,0.0,0.0528,0.0528,-0.0528,63,7
185143,0.0,0.0528,0.0528,-0.0528,63,7
94479,0.0,0.0528,0.0528,-0.0528,63,7
93457,0.0,0.0528,0.0528,-0.0528,63,7
94497,0.0,0.0528,0.0528,-0.0528,63,7
167532,0.0,0.0528,0.0528,-0.0528,63,7
167551,0.0,0.0528,0.0528,-0.0528,63,7
167553,0.0,0.0528,0.0528,-0.0528,63,7
197169,0.0,0.0528,0.0528,-0.0528,63,7
66921,0.0,0.0528,0.0528,-0.0528,63,7
940194,0.0,0.0528,0.0528,-0.0528,63,7
60996,0.0,0.0528,0.0528,-0.0528,63,7
74442,0.0,0.0528,0.0528,-0.0528,63,7
67711,0.0,0.0528,0.0528,-0.0528,63,7
985465,0.0,0.0528,0.0528,-0.0528,63,7
451096,0.0,0.0528,0.0528,-0.0528,63,7
350699,0.0,0.0528,0.0528,-0.0528,63,7
574210,0.0,0.0528,0.0528,-0.0528,63,7
52720,0.0,0.0528,0.0528,-0.0528,63,7
91081,0.0,0.0528,0.0528,-0.0528,63,7
89158,0.0,0.0528,0.0528,-0.0528,63,7
190016,0.0,0.0528,0.0528,-0.0528,63,7
89157,0.0,0.0528,0.0528,-0.0528,63,7
97161,0.0,0.0528,0.0528,-0.0528,63,7
167133,0.0,0.0528,0.0528,-0.0528,63,7
58111,0.0,0.0528,0.0528,-0.0528,63,7
38463,0.0,0.0528,0.0528,-0.0528,63,7
167548,0.0,0.0528,0.0528,-0.0528,63,7
167531,0.0,0.0528,0.0528,-0.0528,63,7
197168,0.0,0.0528,0.0528,-0.0528,63,7
199079,0.0,0.0528,0.0528,-0.0528,63,7
529263,0.0,0.0528,0.0528,-0.0528,63,7
98001,0.0,0.0528,0.0528,-0.0528,63,7
88067,0.0,0.0528,0.0528,-0.0528,63,7
62311,0.0,0.0528,0.0528,-0.0528,63,7
98009,0.0,0.0528,0.0528,-0.0528,63,7
94107,0.0,0.0528,0.0528,-0.0528,63,7
89161,0.0,0.0528,0.0528,-0.0528,63,7
91543,0.0,0.0528,0.0528,-0.0528,63,7
199752,0.0,0.0528,0.0528,-0.0528,63,7
184,0.0,0.0528,0.0528,-0.0528,63,7
97133,0.0,0.0528,0.0528,-0.0528,63,7
88315,0.0,0.0528,0.0528,-0.0528,63,7
581402,0.0,0.0528,0.0528,-0.0528,63,7
6828,0.0,0.0528,0.0528,-0.0528,63,7
192069,0.0,0.0528,0.0528,-0.0528,63,7
91001,0.0,0.0528,0.0528,-0.0528,63,7
