sku_number,sku_description,priority_band,operator_decision,operator_action,order_units,selected_demand_units,raw_stock_gap_units,projected_stock_gap_units,order_reason_code,stock_position_status,demand_forecast_confidence,reason_short,audit_notes,has_explicit_hard_blocker
72982,Loreal R/Lift Fil E/Serum 20Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,3.9998,3,3,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=3; recommended_units=0; confidence_pct=23,True
24924,Olay Regen M/Sculpt Fc Crm 50G,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,3.9998,3,3,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=3; recommended_units=0; confidence_pct=23,True
195097,Olay Nia+Vitc Spf30 Moist 50G,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,3.9998,3,3,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=3; recommended_units=0; confidence_pct=22,True
66820,Olay Regen Coll Pep24 Crm 50G,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,3.9998,3,3,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=3; recommended_units=0; confidence_pct=23,True
198462,Hada Labo Prem Skinregen Cream,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,3.9998,3,3,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=3; recommended_units=0; confidence_pct=26,True
65610,No7 Line Correcting Serum 15Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,3.9998,3,3,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=3; recommended_units=0; confidence_pct=36,True
31821,Jojoba Ultimate Night Crm 50Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,3.9998,3,3,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=3; recommended_units=0; confidence_pct=34,True
187116,G/Mane 10 Min Hair Mask 220Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,3.9998,3,3,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=3; recommended_units=0; confidence_pct=35,True
193714,No7 Future Renew Eye Srm 15Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,3.9998,3,3,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=3; recommended_units=0; confidence_pct=26,True
199845,Boost Lab Ngt Recov Cream 50Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,5.9997,3,3,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=3; recommended_units=0; confidence_pct=35,True
191996,Ego Qv Face N/Night Crm 50G,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,3.9998,3,3,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=3; recommended_units=0; confidence_pct=25,True
11608,Aveeno D/Moist Body Wash 1L,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,3.9998,3,3,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=3; recommended_units=0; confidence_pct=22,True
93334,Lrp Cicaplast B5+ Lavant 200Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,5.9997,3,3,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=3; recommended_units=0; confidence_pct=27,True
187118,G/Mane Hair Growth Spray 100Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,3.9998,3,3,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=3; recommended_units=0; confidence_pct=39,True
75791,No7 Pure Retinol Soother 50Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,3.9998,3,3,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=3; recommended_units=0; confidence_pct=22,True
32159,Lor Magic Ret 7 Cool Brown,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,3.9998,3,3,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=3; recommended_units=0; confidence_pct=22,True
15777,Npmu 3C Palette Conceal,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,5.9997,3,3,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=3; recommended_units=0; confidence_pct=27,True
198287,Neut Vis Clear B/H E/Scrub 150,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,3.9998,3,3,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=3; recommended_units=0; confidence_pct=23,True
933619,Ego Qv Face Foaming Cleanser,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,3.9998,3,3,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=3; recommended_units=0; confidence_pct=25,True
66125,Batiste Brun Dry Shampoo 350Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,3.9998,3,3,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=3; recommended_units=0; confidence_pct=23,True
94278,Aveeno Calm+Res Clnsr 200Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,3.9998,3,3,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=3; recommended_units=0; confidence_pct=22,True
90426,Rim Mtch Prfctn Pwdr Transprnt,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,3.9998,3,3,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=3; recommended_units=0; confidence_pct=23,True
36119,May Fitme M+P Pwd Cl Ivory,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,3.9998,3,3,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=3; recommended_units=0; confidence_pct=33,True
380675,Sukin Hydrat Mist Toner 125Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,3.9998,3,3,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=3; recommended_units=0; confidence_pct=24,True
7237,Palmers Body C/Oil 150Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,3.9998,3,3,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=3; recommended_units=0; confidence_pct=29,True
189276,Frank Clearing Body Wash 360Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,8.0003,3,3,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=3; recommended_units=0; confidence_pct=32,True
195088,Hada Labo Tokyo Aa Mask 20Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,3.9998,3,3,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=3; recommended_units=0; confidence_pct=23,True
72663,Ego Qv Dermcare Eczma Crm 1Kg,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,1.9999,2,2,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=2; recommended_units=0; confidence_pct=25,True
198292,Neut Vis Repair Eye Crm 15G,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,1.9999,2,2,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=2; recommended_units=0; confidence_pct=23,True
195241,Loreal Cell Renewal Mid Eyecrm,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,1.9999,2,2,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=2; recommended_units=0; confidence_pct=22,True
94458,Loreal Lasr Eye Instant Erase,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,3.9998,2,2,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=2; recommended_units=0; confidence_pct=22,True
483699,Antip Kiwi Seed Oil Eye Crm 30,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,1.9999,2,2,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=2; recommended_units=0; confidence_pct=32,True
67914,Neut H/Boost Hyl/Acid Serum 30,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,1.9999,2,2,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=2; recommended_units=0; confidence_pct=21,True
188953,Loreal Age Perf Spf15 Day 50Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,1.9999,2,2,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=2; recommended_units=0; confidence_pct=23,True
199840,Tbh Rebound Mask 75Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,1.9999,2,2,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=2; recommended_units=0; confidence_pct=30,True
88080,Bwy Gel Moisturiser 50Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,3.9998,2,2,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=2; recommended_units=0; confidence_pct=34,True
188994,Garn Vit C Eye Crm 15Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,1.9999,2,2,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=2; recommended_units=0; confidence_pct=22,True
20841,Ego Qv Face Ultra Calm Mst 75G,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,3.9998,2,2,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=2; recommended_units=0; confidence_pct=25,True
188736,Hada Labo Tokyo Cleanser 150Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,3.9998,2,2,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=2; recommended_units=0; confidence_pct=27,True
193455,Embryolisse Lcreme Contr 30Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,1.9999,2,2,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=2; recommended_units=0; confidence_pct=40,True
67326,B/Lab B3 Blem Rescue Ser 30Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,3.9998,2,2,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=2; recommended_units=0; confidence_pct=32,True
65843,No7 Rad+ Exfol Cleanser 100Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,1.9999,2,2,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=2; recommended_units=0; confidence_pct=23,True
192799,White Glo Teeth Wipes,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,1.9999,2,2,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=2; recommended_units=0; confidence_pct=25,True
195157,Garnier Cocoa Body Food 380Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,1.9999,2,2,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=2; recommended_units=0; confidence_pct=22,True
886149,Aveeno D/Moist Body Wash 354Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,1.9999,2,2,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=2; recommended_units=0; confidence_pct=23,True
22514,Rexona M Apd Clin Cln/Sct 45Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,1.9999,2,2,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=2; recommended_units=0; confidence_pct=24,True
745103,Sukin Hydrat Body Lotion 500Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,1.9999,2,2,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=2; recommended_units=0; confidence_pct=24,True
616311,Ego Qv Cream Tube 100G,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,1.9999,2,2,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=2; recommended_units=0; confidence_pct=24,True
15653,Npmu Eb Gel Cntrl Freak Clear,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,5.9997,2,2,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=2; recommended_units=0; confidence_pct=28,True
198461,Hada Labo Prem A/S Sheet Mask,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,5.9997,2,2,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=2; recommended_units=0; confidence_pct=22,True
41320,Rexona W Clin Apd Clean 180Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,1.9999,2,2,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=2; recommended_units=0; confidence_pct=30,True
195079,Garn Vit C Micell Water 125Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,1.9999,2,2,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=2; recommended_units=0; confidence_pct=22,True
37408,Dr Lew Micellar Wipes X25,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,1.9999,2,2,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=2; recommended_units=0; confidence_pct=23,True
14528,Nivea D/E Micellar Wipes 25,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,1.9999,2,2,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=2; recommended_units=0; confidence_pct=22,True
192806,White Glo Ex Whx5 T/Paste 115G,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,1.9999,2,2,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=2; recommended_units=0; confidence_pct=26,True
87762,Innisfree Hyaluronic Mask 25Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,1.9999,2,2,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=2; recommended_units=0; confidence_pct=27,True
63821,Swiss Cotton Tips Paper 240Pk,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,1.9999,2,2,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=2; recommended_units=0; confidence_pct=23,True
20582,Colg Tb 360 Sens 2 Pk,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,1.9999,2,2,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=2; recommended_units=0; confidence_pct=26,True
65617,No7 Firming Booster Serum 30Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,1.9999,1,1,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=1; recommended_units=0; confidence_pct=23,True
94287,Bioderma Snsbio Clns Oil 300Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,3.9998,1,1,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=1; recommended_units=0; confidence_pct=37,True
188705,Cerave Sa Smooth Clns 236Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,1.9999,1,1,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=1; recommended_units=0; confidence_pct=26,True
