sku_number,estimated_demand_before_promo_start_units_before,predicted_promo_period_sales_units_before,total_expected_demand_to_promo_end_units_before,target_stock_on_hand_at_promo_end_units_before,optimal_stock_on_hand_day_one_units_before,stock_gap_units_before,recommended_order_units_before,decision_before,estimated_demand_before_promo_start_units_after,predicted_promo_period_sales_units_after,total_expected_demand_to_promo_end_units_after,target_stock_on_hand_at_promo_end_units_after,optimal_stock_on_hand_day_one_units_after,stock_gap_units_after,recommended_order_units_after,decision_after
96066,0,1.0,1.0,4.287,3,3,2,BUY,0.0,1.0,1.0,2.0,3.0,3.0,2,BUY
96067,0,1.0,1.0,4.287,3,3,2,BUY,0.0,1.0,1.0,2.0,3.0,3.0,2,BUY
88057,0,1.0,1.0,4.287,3,3,2,BUY,0.0,1.0,1.0,2.0,3.0,3.0,2,REVIEW
88795,0,1.0,1.0,4.287,3,3,2,BUY,0.0,1.0,1.0,2.0,3.0,3.0,2,REVIEW
195096,0,1.0,1.0,4.287,3,3,2,BUY,0.131,1.0,1.131,3.943,4.943,4.943,2,REVIEW
71410,0,1.0,1.0,4.287,3,3,2,BUY,0.13,1.0,1.13,3.913,4.913,4.913,2,REVIEW
97554,0,1.0,1.0,4.287,3,3,2,BUY,0.0,1.0,1.0,2.0,3.0,3.0,2,BUY
71225,0,1.0,1.0,4.287,3,3,2,BUY,0.079,1.0,1.079,2.381,3.381,3.381,2,REVIEW
65583,0,1.0,1.0,4.287,3,3,2,BUY,0.129,1.0,1.129,3.857,4.857,4.857,2,REVIEW
90346,16,1.0,17.0,4.287,3,3,2,BUY,0.286,1.0,1.286,8.571,9.571,7.857,2,REVIEW
94803,0,1.0,1.0,4.287,3,3,2,BUY,0.0,1.0,1.0,2.0,3.0,3.0,2,REVIEW
195048,0,1.333,1.333,4.287,3,3,2,BUY,0.381,1.0,1.381,11.429,12.429,12.429,2,REVIEW
94802,0,1.0,1.0,4.287,3,3,2,BUY,0.0,1.0,1.0,2.0,3.0,3.0,2,REVIEW
483621,0,1.0,1.0,4.287,3,3,2,BUY,0.093,1.0,1.093,2.795,3.795,3.795,2,BUY
97201,0,1.0,1.0,4.287,3,3,2,BUY,0.0,1.0,1.0,2.0,3.0,3.0,2,BUY
97847,0,1.0,1.0,4.287,3,3,2,BUY,0.0,1.0,1.0,2.0,3.0,3.0,2,BUY
97849,0,1.0,1.0,4.287,3,3,2,BUY,0.0,1.0,1.0,2.0,3.0,3.0,2,BUY
92939,0,1.0,1.0,4.287,3,3,2,BUY,0.0,1.0,1.0,2.0,3.0,3.0,2,REVIEW
167333,0,1.0,1.0,4.287,3,3,2,BUY,0.0,1.0,1.0,2.0,3.0,3.0,2,BUY
259519,16,1.0,17.0,4.287,3,3,2,BUY,0.286,1.0,1.286,8.571,9.571,7.857,2,REVIEW
92940,0,1.0,1.0,4.287,3,3,2,BUY,0.0,1.0,1.0,2.0,3.0,3.0,2,REVIEW
92213,0,1.357,1.357,4.287,3,3,2,BUY,0.388,1.0,1.388,11.633,12.633,12.633,2,REVIEW
93758,0,1.0,1.0,4.287,3,3,2,BUY,0.095,1.0,1.095,2.857,3.857,3.857,2,REVIEW
94892,0,1.0,1.0,4.287,3,3,2,BUY,0.0,1.0,1.0,2.0,3.0,3.0,2,REVIEW
97572,0,1.0,1.0,4.287,3,3,2,BUY,0.0,1.0,1.0,2.0,3.0,3.0,2,BUY
94524,0,1.0,1.0,4.287,3,3,2,BUY,0.0,1.0,1.0,2.0,3.0,3.0,2,REVIEW
195049,0,1.667,1.667,4.287,3,3,2,BUY,0.476,1.0,1.476,14.286,15.286,15.286,2,REVIEW
97947,0,1.0,1.0,4.287,3,3,2,BUY,0.0,1.0,1.0,2.0,3.0,3.0,2,BUY
92848,0,8.0,8.0,4.287,3,3,2,BUY,2.286,1.0,3.286,68.571,69.571,69.571,2,REVIEW
97710,0,1.0,1.0,4.287,3,3,2,BUY,0.0,1.0,1.0,2.0,3.0,3.0,2,REVIEW
97711,0,1.0,1.0,4.287,3,3,2,BUY,0.0,1.0,1.0,2.0,3.0,3.0,2,REVIEW
97712,0,1.0,1.0,4.287,3,3,2,BUY,0.0,1.0,1.0,2.0,3.0,3.0,2,REVIEW
97713,0,1.0,1.0,4.287,3,3,2,BUY,0.0,1.0,1.0,2.0,3.0,3.0,2,REVIEW
92938,0,1.0,1.0,4.287,3,3,2,BUY,0.0,1.0,1.0,2.0,3.0,3.0,2,REVIEW
167326,0,1.0,1.0,4.287,3,3,2,BUY,0.0,1.0,1.0,2.0,3.0,3.0,2,REVIEW
167328,0,1.0,1.0,4.287,3,3,2,BUY,0.0,1.0,1.0,2.0,3.0,3.0,2,REVIEW
92812,0,1.0,1.0,4.287,3,3,2,BUY,0.0,1.0,1.0,2.0,3.0,3.0,2,REVIEW
97576,0,1.0,1.0,4.287,3,3,2,BUY,0.0,1.0,1.0,2.0,3.0,3.0,2,BUY
90851,16,1.0,17.0,4.287,3,3,2,BUY,0.286,1.0,1.286,8.571,9.571,7.857,2,REVIEW
95114,0,1.0,1.0,4.287,3,3,2,BUY,0.0,1.0,1.0,2.0,3.0,3.0,2,BUY
96354,0,1.0,1.0,4.287,3,3,2,BUY,0.0,1.0,1.0,2.0,3.0,3.0,2,REVIEW
167325,0,1.0,1.0,4.287,3,3,2,BUY,0.0,1.0,1.0,2.0,3.0,3.0,2,REVIEW
167327,0,1.0,1.0,4.287,3,3,2,BUY,0.0,1.0,1.0,2.0,3.0,3.0,2,REVIEW
92210,0,1.429,1.429,4.287,3,3,2,BUY,0.408,1.0,1.408,12.245,13.245,13.245,2,REVIEW
92209,0,1.0,1.0,4.287,3,3,2,BUY,0.102,1.0,1.102,3.061,4.061,4.061,2,REVIEW
192176,16,1.0,17.0,4.287,3,3,2,BUY,0.286,1.0,1.286,8.571,9.571,7.857,2,REVIEW
186512,0,1.0,1.0,4.287,3,3,2,BUY,0.179,1.0,1.179,5.357,6.357,6.357,2,REVIEW
188713,0,11.0,11.0,4.287,3,3,2,BUY,3.143,1.0,4.143,94.286,95.286,95.286,2,REVIEW
167947,0,1.0,1.0,4.287,3,3,2,BUY,0.0,1.0,1.0,2.0,3.0,3.0,2,BUY
69352,0,1.0,1.0,4.287,3,3,2,BUY,0.143,1.0,1.143,4.286,5.286,5.286,2,BUY
193457,0,1.0,1.0,4.287,3,3,2,BUY,0.036,1.0,1.036,2.0,3.0,3.0,2,BUY
38392,16,1.0,17.0,4.287,3,3,2,BUY,0.286,1.0,1.286,8.571,9.571,7.857,2,REVIEW
88781,0,1.0,1.0,4.287,3,3,2,BUY,0.0,1.0,1.0,2.0,3.0,3.0,2,BUY
88447,0,1.0,1.0,4.287,3,3,2,BUY,0.0,1.0,1.0,2.0,3.0,3.0,2,BUY
194821,0,1.0,1.0,4.287,3,3,2,BUY,0.029,1.0,1.029,2.0,3.0,3.0,2,BUY
96490,0,1.0,1.0,4.287,3,3,2,BUY,0.0,1.0,1.0,2.0,3.0,3.0,2,BUY
94274,0,1.0,1.0,4.287,3,3,3,BUY,0.0,1.0,1.0,2.0,3.0,3.0,3,BUY
89770,0,1.0,1.0,4.287,3,3,2,BUY,0.0,1.0,1.0,2.0,3.0,3.0,2,BUY
40167,0,1.0,1.0,4.287,3,3,2,BUY,0.286,1.0,1.286,8.571,9.571,9.571,2,REVIEW
94132,0,2.167,2.167,4.287,3,3,2,BUY,0.619,1.0,1.619,18.571,19.571,19.571,2,REVIEW
91458,0,1.0,1.0,4.287,3,3,2,BUY,0.0,1.0,1.0,2.0,3.0,3.0,2,BUY
91462,0,1.0,1.0,4.287,3,3,2,BUY,0.0,1.0,1.0,2.0,3.0,3.0,2,BUY
97856,0,1.0,1.0,4.287,3,3,2,BUY,0.0,1.0,1.0,2.0,3.0,3.0,2,BUY
97857,0,1.0,1.0,4.287,3,3,2,BUY,0.0,1.0,1.0,2.0,3.0,3.0,2,BUY
97858,0,1.0,1.0,4.287,3,3,2,BUY,0.0,1.0,1.0,2.0,3.0,3.0,2,BUY
97859,0,1.0,1.0,4.287,3,3,2,BUY,0.0,1.0,1.0,2.0,3.0,3.0,2,BUY
97860,0,1.0,1.0,4.287,3,3,2,BUY,0.0,1.0,1.0,2.0,3.0,3.0,2,BUY
97862,0,1.0,1.0,4.287,3,3,2,BUY,0.0,1.0,1.0,2.0,3.0,3.0,2,BUY
98136,0,1.0,1.0,4.287,3,3,2,BUY,0.0,1.0,1.0,2.0,3.0,3.0,2,BUY
90849,0,1.0,1.0,4.287,3,3,2,BUY,0.143,1.0,1.143,4.286,5.286,5.286,2,REVIEW
97863,0,1.0,1.0,4.287,3,3,2,BUY,0.0,1.0,1.0,2.0,3.0,3.0,2,BUY
193286,0,1.0,1.0,4.287,3,3,2,BUY,0.031,1.0,1.031,2.0,3.0,3.0,2,BUY
98117,0,1.0,1.0,4.287,3,3,2,BUY,0.0,1.0,1.0,2.0,3.0,3.0,2,BUY
15847,0,1.0,1.0,4.287,3,3,2,BUY,0.252,1.0,1.252,7.563,8.563,8.563,2,BUY
167329,0,1.0,1.0,4.287,3,3,2,BUY,0.0,1.0,1.0,2.0,3.0,3.0,2,BUY
95497,0,1.0,1.0,4.287,3,3,2,BUY,0.143,1.0,1.143,4.286,5.286,5.286,2,REVIEW
65836,0,1.375,1.375,4.287,3,3,2,BUY,0.393,1.0,1.393,11.786,12.786,12.786,2,REVIEW
97861,0,1.0,1.0,4.287,3,3,2,BUY,0.0,1.0,1.0,2.0,3.0,3.0,2,BUY
96492,0,1.0,1.0,4.287,3,3,2,BUY,0.0,1.0,1.0,2.0,3.0,3.0,2,BUY
96493,0,1.0,1.0,4.287,3,3,2,BUY,0.0,1.0,1.0,2.0,3.0,3.0,2,BUY
96494,0,1.0,1.0,4.287,3,3,2,BUY,0.0,1.0,1.0,2.0,3.0,3.0,2,BUY
96495,0,1.0,1.0,4.287,3,3,2,BUY,0.0,1.0,1.0,2.0,3.0,3.0,2,BUY
96496,0,1.0,1.0,4.287,3,3,2,BUY,0.0,1.0,1.0,2.0,3.0,3.0,2,BUY
96497,0,1.0,1.0,4.287,3,3,2,BUY,0.0,1.0,1.0,2.0,3.0,3.0,2,BUY
167570,0,1.0,1.0,4.287,3,3,2,BUY,0.0,1.0,1.0,2.0,3.0,3.0,2,BUY
199941,0,1.0,1.0,4.287,3,3,2,BUY,0.0,1.0,1.0,2.0,3.0,3.0,2,BUY
89561,0,1.0,1.0,4.287,3,3,2,BUY,0.0,1.0,1.0,2.0,3.0,3.0,2,BUY
89563,0,1.0,1.0,4.287,3,3,2,BUY,0.0,1.0,1.0,2.0,3.0,3.0,2,BUY
94170,0,1.0,1.0,4.287,3,3,2,BUY,0.0,1.0,1.0,2.0,3.0,3.0,2,BUY
94171,0,1.0,1.0,4.287,3,3,2,BUY,0.0,1.0,1.0,2.0,3.0,3.0,2,BUY
15841,0,1.0,1.0,4.287,3,3,2,BUY,0.118,1.0,1.118,3.529,4.529,4.529,2,BUY
167572,0,1.0,1.0,4.287,3,3,2,BUY,0.0,1.0,1.0,2.0,3.0,3.0,2,BUY
167335,0,1.0,1.0,4.287,3,3,2,BUY,0.0,1.0,1.0,2.0,3.0,3.0,2,BUY
94173,0,1.0,1.0,4.287,3,3,2,BUY,0.0,1.0,1.0,2.0,3.0,3.0,2,BUY
91074,0,1.0,1.0,4.287,3,3,2,BUY,0.0,1.0,1.0,2.0,3.0,3.0,2,BUY
96505,0,1.0,1.0,4.287,3,3,2,BUY,0.0,1.0,1.0,2.0,3.0,3.0,2,BUY
96506,0,1.0,1.0,4.287,3,3,2,BUY,0.0,1.0,1.0,2.0,3.0,3.0,2,BUY
88364,0,1.0,1.0,4.287,3,3,2,BUY,0.0,1.0,1.0,2.0,3.0,3.0,2,BUY
91042,0,1.0,1.0,4.287,3,3,2,BUY,0.0,1.0,1.0,2.0,3.0,3.0,2,BUY
91060,0,1.0,1.0,4.287,3,3,2,BUY,0.0,1.0,1.0,2.0,3.0,3.0,2,BUY
67693,0,1.0,1.0,4.287,3,3,2,BUY,0.143,1.0,1.143,4.286,5.286,5.286,2,BUY
167940,0,1.0,1.0,4.287,3,3,2,BUY,0.0,1.0,1.0,2.0,3.0,3.0,2,BUY
167941,0,1.0,1.0,4.287,3,3,2,BUY,0.0,1.0,1.0,2.0,3.0,3.0,2,BUY
167942,0,1.0,1.0,4.287,3,3,2,BUY,0.0,1.0,1.0,2.0,3.0,3.0,2,BUY
669326,0,1.0,1.0,4.287,3,3,2,BUY,0.0,1.0,1.0,2.0,3.0,3.0,2,REVIEW
95875,0,1.0,1.0,4.287,3,3,2,BUY,0.0,1.0,1.0,2.0,3.0,3.0,2,BUY
668664,0,1.0,1.0,4.287,3,3,2,BUY,0.0,1.0,1.0,2.0,3.0,3.0,2,REVIEW
65469,0,1.0,1.0,4.287,3,3,2,BUY,0.0,1.0,1.0,2.0,3.0,3.0,2,BUY
91936,0,1.0,1.0,4.287,3,3,2,BUY,0.0,1.0,1.0,2.0,3.0,3.0,2,BUY
95832,0,1.0,1.0,4.287,3,3,2,BUY,0.0,1.0,1.0,2.0,3.0,3.0,2,BUY
98118,0,1.0,1.0,4.287,3,3,2,BUY,0.0,1.0,1.0,2.0,3.0,3.0,2,BUY
167102,0,1.0,1.0,4.287,3,3,2,BUY,0.0,1.0,1.0,2.0,3.0,3.0,2,BUY
167101,0,1.0,1.0,4.287,3,3,2,BUY,0.0,1.0,1.0,2.0,3.0,3.0,2,BUY
91004,0,1.0,1.0,4.287,3,3,2,BUY,0.0,1.0,1.0,2.0,3.0,3.0,2,BUY
91009,0,1.0,1.0,4.287,3,3,2,BUY,0.0,1.0,1.0,2.0,3.0,3.0,2,BUY
167548,0,1.0,1.0,4.287,3,3,2,BUY,0.0,1.0,1.0,2.0,3.0,3.0,2,BUY
167145,0,1.0,1.0,4.287,3,3,2,BUY,0.0,1.0,1.0,2.0,3.0,3.0,2,BUY
98138,0,1.0,1.0,4.287,3,3,2,BUY,0.0,1.0,1.0,2.0,3.0,3.0,2,BUY
55227,0,1.0,1.0,4.287,3,3,2,BUY,0.0,1.0,1.0,2.0,3.0,3.0,2,REVIEW
167133,0,1.0,1.0,4.287,3,3,2,BUY,0.0,1.0,1.0,2.0,3.0,3.0,2,BUY
347302,0,1.0,1.0,4.287,3,3,2,BUY,0.0,1.0,1.0,2.0,3.0,3.0,2,REVIEW
97161,0,1.0,1.0,4.287,3,3,2,BUY,0.0,1.0,1.0,2.0,3.0,3.0,2,BUY
89157,0,1.0,1.0,4.287,3,2,1,BUY,0.0,1.0,1.0,2.0,3.0,2.0,1,BUY
190016,0,1.0,1.0,4.287,3,2,2,BUY,0.0,1.0,1.0,2.0,3.0,2.0,2,BUY
89158,0,1.0,1.0,4.287,3,2,1,BUY,0.0,1.0,1.0,2.0,3.0,2.0,1,REVIEW
91081,0,1.0,1.0,4.287,3,2,2,BUY,0.0,1.0,1.0,2.0,3.0,2.0,2,BUY
52720,0,1.0,1.0,4.287,3,2,1,BUY,0.0,1.0,1.0,2.0,3.0,2.0,1,BUY
574210,0,1.0,1.0,4.287,3,2,1,BUY,0.0,1.0,1.0,2.0,3.0,2.0,1,REVIEW
350699,0,1.0,1.0,4.287,3,2,2,BUY,0.0,1.0,1.0,2.0,3.0,2.0,2,BUY
451096,0,1.0,1.0,4.287,3,2,2,BUY,0.0,1.0,1.0,2.0,3.0,2.0,2,BUY
985465,0,1.0,1.0,4.287,3,2,2,BUY,0.0,1.0,1.0,2.0,3.0,2.0,2,BUY
67711,0,1.0,1.0,4.287,3,2,1,BUY,0.0,1.0,1.0,2.0,3.0,2.0,1,BUY
74442,0,1.0,1.0,4.287,3,2,2,BUY,0.0,1.0,1.0,2.0,3.0,2.0,2,BUY
60996,0,1.0,1.0,4.287,3,2,2,BUY,0.0,1.0,1.0,2.0,3.0,2.0,2,BUY
940194,0,1.0,1.0,4.287,3,2,2,BUY,0.0,1.0,1.0,2.0,3.0,2.0,2,BUY
58111,0,1.0,1.0,4.287,3,2,2,BUY,0.0,1.0,1.0,2.0,3.0,2.0,2,BUY
38463,0,1.0,1.0,4.287,3,2,2,BUY,0.0,1.0,1.0,2.0,3.0,2.0,2,BUY
184,0,1.0,1.0,4.287,3,2,2,BUY,0.0,1.0,1.0,2.0,3.0,2.0,2,BUY
91543,0,1.0,1.0,4.287,3,1,1,BUY,0.0,1.0,1.0,2.0,3.0,1.0,1,BUY
89161,0,1.0,1.0,4.287,3,1,1,BUY,0.0,1.0,1.0,2.0,3.0,1.0,1,BUY
94107,0,1.0,1.0,4.287,3,1,1,BUY,0.0,1.0,1.0,2.0,3.0,1.0,1,BUY
62311,0,1.0,1.0,4.287,3,1,1,BUY,0.0,1.0,1.0,2.0,3.0,1.0,1,BUY
88067,0,1.0,1.0,4.287,3,1,1,BUY,0.0,1.0,1.0,2.0,3.0,1.0,1,BUY
529263,0,1.0,1.0,4.287,3,1,1,BUY,0.0,1.0,1.0,2.0,3.0,1.0,1,BUY
199079,0,1.0,1.0,4.287,3,1,1,BUY,0.0,1.0,1.0,2.0,3.0,1.0,1,REVIEW
94895,0,1.0,1.0,4.287,3,1,1,BUY,0.0,1.0,1.0,2.0,3.0,1.0,1,REVIEW
199080,0,1.0,1.0,4.287,3,1,1,BUY,0.0,1.0,1.0,2.0,3.0,1.0,1,BUY
193458,0,1.0,1.0,4.287,3,1,1,BUY,0.0,1.0,1.0,2.0,3.0,1.0,1,BUY
92850,0,1.0,1.0,4.287,3,1,1,BUY,0.0,1.0,1.0,2.0,3.0,1.0,1,BUY
94493,0,1.0,1.0,4.287,3,1,1,BUY,0.0,1.0,1.0,2.0,3.0,1.0,1,BUY
19985,0,1.0,1.0,4.287,3,1,1,BUY,0.0,1.0,1.0,2.0,3.0,1.0,1,BUY
185346,0,1.0,1.0,4.287,3,1,1,BUY,0.0,1.0,1.0,2.0,3.0,1.0,1,BUY
93817,0,1.0,1.0,4.287,3,1,1,BUY,0.0,1.0,1.0,2.0,3.0,1.0,1,BUY
197610,0,1.0,1.0,4.287,3,1,1,BUY,0.0,1.0,1.0,2.0,3.0,1.0,1,BUY
188700,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,-95.0,0,REVIEW
188698,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,-65.0,0,REVIEW
188707,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,-46.0,0,REVIEW
195445,0,7.5,7.5,4.287,3,0,0,HOLD,2.143,1.0,3.143,64.286,65.286,51.429,0,REVIEW
948829,0,8.167,8.167,4.287,3,0,0,HOLD,2.333,1.0,3.333,70.0,71.0,56.333,0,REVIEW
18512,0,4.833,4.833,4.287,3,0,0,HOLD,1.381,1.0,2.381,41.429,42.429,29.81,0,REVIEW
31874,0,3.333,3.333,4.287,3,0,0,HOLD,0.952,1.0,1.952,28.572,29.572,16.524,0,REVIEW
698571,0,8.409,8.409,4.287,3,0,0,HOLD,2.403,1.0,3.403,72.078,73.078,60.481,0,REVIEW
94904,0,4.5,4.5,4.287,3,0,0,HOLD,1.286,1.0,2.286,38.571,39.571,33.857,0,REVIEW
27194,0,1.0,1.0,4.287,3,0,0,HOLD,0.286,1.0,1.286,8.571,9.571,-1.143,0,REVIEW
56278,0,2.156,2.156,4.287,3,0,0,HOLD,0.616,1.0,1.616,18.482,19.482,13.098,0,REVIEW
188810,0,1.0,1.0,4.287,3,0,0,HOLD,0.286,1.0,1.286,8.571,9.571,3.857,0,REVIEW
65557,0,2.167,2.167,4.287,3,0,0,HOLD,0.619,1.0,1.619,18.571,19.571,12.19,0,REVIEW
948845,0,1.667,1.667,4.287,3,0,0,HOLD,0.476,1.0,1.476,14.286,15.286,5.762,0,REVIEW
190840,0,1.0,1.0,4.287,3,0,0,HOLD,0.238,1.0,1.238,7.143,8.143,0.381,0,REVIEW
71227,0,2.667,2.667,4.287,3,0,0,HOLD,0.762,1.0,1.762,22.857,23.857,15.619,0,REVIEW
192083,0,17.5,17.5,4.287,3,0,0,HOLD,5.0,1.0,6.0,150.0,151.0,148.0,0,REVIEW
96257,1,1.0,2.0,4.287,3,0,0,HOLD,0.018,1.0,1.018,2.0,3.0,-4.982,0,REVIEW
184707,0,6.5,6.5,4.287,3,0,0,HOLD,1.857,1.0,2.857,55.714,56.714,51.571,0,REVIEW
186358,0,2.167,2.167,4.287,3,0,0,HOLD,0.619,1.0,1.619,18.571,19.571,12.19,0,REVIEW
65559,0,1.111,1.111,4.287,3,0,0,HOLD,0.317,1.0,1.317,9.524,10.524,4.841,0,REVIEW
63415,0,2.5,2.5,4.287,3,0,0,HOLD,0.714,1.0,1.714,21.429,22.429,17.143,0,REVIEW
199243,0,6.0,6.0,4.287,3,0,0,HOLD,1.714,1.0,2.714,51.429,52.429,46.143,0,REVIEW
27193,0,7.667,7.667,4.287,3,0,0,HOLD,2.19,1.0,3.19,65.714,66.714,61.904,0,REVIEW
1485,0,2.833,2.833,4.287,3,0,0,HOLD,0.81,1.0,1.81,24.286,25.286,17.096,0,REVIEW
199244,0,2.0,2.0,4.287,3,0,0,HOLD,0.571,1.0,1.571,17.143,18.143,7.714,0,REVIEW
195560,0,2.0,2.0,4.287,3,0,0,HOLD,0.571,1.0,1.571,17.143,18.143,10.714,0,REVIEW
94491,0,1.0,1.0,4.287,3,0,0,HOLD,0.143,1.0,1.143,4.286,5.286,-0.571,0,REVIEW
92333,0,1.0,1.0,4.287,3,0,0,HOLD,0.25,1.0,1.25,7.5,8.5,3.75,0,REVIEW
198145,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,-3.0,0,REVIEW
88081,0,3.667,3.667,4.287,3,0,0,HOLD,1.048,1.0,2.048,31.428,32.428,27.476,0,REVIEW
92331,0,1.5,1.5,4.287,3,0,0,HOLD,0.429,1.0,1.429,12.857,13.857,10.286,0,REVIEW
190839,0,1.5,1.5,4.287,3,0,0,HOLD,0.429,1.0,1.429,12.857,13.857,9.286,0,REVIEW
88779,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,-3.0,0,REVIEW
26669,0,1.5,1.5,4.287,3,0,0,HOLD,0.429,1.0,1.429,12.857,13.857,6.286,0,REVIEW
199846,0,7.0,7.0,4.287,3,0,0,HOLD,2.0,1.0,3.0,60.0,61.0,58.0,0,REVIEW
94457,0,2.286,2.286,4.287,3,0,0,HOLD,0.653,1.0,1.653,19.592,20.592,17.245,0,REVIEW
49686,0,5.75,5.75,4.287,3,0,0,HOLD,1.643,1.0,2.643,49.286,50.286,41.929,0,REVIEW
49692,0,1.438,1.438,4.287,3,0,0,HOLD,0.411,1.0,1.411,12.321,13.321,6.732,0,REVIEW
655159,0,1.333,1.333,4.287,3,0,0,HOLD,0.381,1.0,1.381,11.429,12.429,6.81,0,REVIEW
73699,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,-1.0,0,REVIEW
16857,0,1.5,1.5,4.287,3,0,0,HOLD,0.429,1.0,1.429,12.857,13.857,8.286,0,REVIEW
93336,0,3.75,3.75,4.287,3,0,0,HOLD,1.071,1.0,2.071,32.143,33.143,29.214,0,REVIEW
93339,0,5.0,5.0,4.287,3,0,0,HOLD,1.429,1.0,2.429,42.857,43.857,42.286,0,REVIEW
655084,0,5.167,5.167,4.287,3,0,0,HOLD,1.476,1.0,2.476,44.286,45.286,39.762,0,REVIEW
188715,0,13.5,13.5,4.287,3,0,0,HOLD,3.857,1.0,4.857,115.714,116.714,113.571,0,REVIEW
11895,0,2.5,2.5,4.287,3,0,0,HOLD,0.714,1.0,1.714,21.429,22.429,17.143,0,REVIEW
94287,0,1.0,1.0,4.287,3,0,0,HOLD,0.19,1.0,1.19,5.714,6.714,1.904,0,REVIEW
199957,0,1.0,1.0,4.287,3,0,0,HOLD,0.151,1.0,1.151,4.538,5.538,1.689,0,REVIEW
193713,0,2.9,2.9,4.287,3,0,0,HOLD,0.829,1.0,1.829,24.857,25.857,22.686,0,REVIEW
96598,0,2.0,2.0,4.287,3,0,0,HOLD,0.571,1.0,1.571,17.143,18.143,7.714,0,REVIEW
735078,0,1.7,1.7,4.287,3,0,0,HOLD,0.486,1.0,1.486,14.571,15.571,10.057,0,REVIEW
188710,0,13.5,13.5,4.287,3,0,0,HOLD,3.857,1.0,4.857,115.714,116.714,113.571,0,REVIEW
31831,0,1.0,1.0,4.287,3,0,0,HOLD,0.257,1.0,1.257,7.714,8.714,4.971,0,REVIEW
94458,0,1.643,1.643,4.287,3,0,0,HOLD,0.469,1.0,1.469,14.082,15.082,11.551,0,REVIEW
199949,0,1.0,1.0,4.287,3,0,0,HOLD,0.19,1.0,1.19,5.714,6.714,2.904,0,REVIEW
195075,0,1.0,1.0,4.287,3,0,0,HOLD,0.161,1.0,1.161,4.821,5.821,1.982,0,REVIEW
62855,0,1.0,1.0,4.287,3,0,0,HOLD,0.209,1.0,1.209,6.264,7.264,3.473,0,REVIEW
87758,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,-8.0,0,REVIEW
190842,0,1.833,1.833,4.287,3,0,0,HOLD,0.524,1.0,1.524,15.714,16.714,13.238,0,REVIEW
40520,0,1.0,1.0,4.287,3,0,0,HOLD,0.048,1.0,1.048,2.0,3.0,-1.952,0,REVIEW
189553,1,13.333,14.333,4.287,3,0,0,HOLD,0.018,1.0,1.018,2.0,3.0,-4.982,0,REVIEW
90915,0,2.0,2.0,4.287,3,0,0,HOLD,0.571,1.0,1.571,17.143,18.143,13.714,0,REVIEW
94234,0,3.0,3.0,4.287,3,0,0,HOLD,0.857,1.0,1.857,25.714,26.714,19.571,0,REVIEW
72867,0,1.0,1.0,4.287,3,0,0,HOLD,0.0,1.0,1.0,2.0,3.0,0.0,0,REVIEW
11831,0,2.333,2.333,4.287,3,0,0,HOLD,0.667,1.0,1.667,20.0,21.0,10.667,0,REVIEW
96599,0,2.0,2.0,4.287,3,0,0,HOLD,0.571,1.0,1.571,17.143,18.143,9.714,0,REVIEW
93951,0,3.75,3.75,4.287,3,0,0,HOLD,1.071,1.0,2.071,32.143,33.143,17.214,0,REVIEW
199845,0,1.0,1.0,4.287,3,0,0,HOLD,0.286,1.0,1.286,8.571,9.571,4.857,0,REVIEW
195050,0,2.667,2.667,4.287,3,0,0,HOLD,0.762,1.0,1.762,22.857,23.857,19.619,0,REVIEW
87418,0,7.5,7.5,4.287,3,0,0,HOLD,2.143,1.0,3.143,64.286,65.286,64.429,0,REVIEW
94903,0,5.5,5.5,4.287,3,0,0,HOLD,1.571,1.0,2.571,47.143,48.143,46.714,0,REVIEW
188862,0,1.0,1.0,4.287,3,0,0,HOLD,0.232,1.0,1.232,6.964,7.964,5.196,0,REVIEW
193725,0,1.0,1.0,4.287,3,0,0,HOLD,0.089,1.0,1.089,2.679,3.679,-3.232,0,REVIEW
188708,0,2.0,2.0,4.287,3,0,0,HOLD,0.571,1.0,1.571,17.143,18.143,14.714,0,REVIEW
192046,2,36.5,38.5,4.287,3,0,0,HOLD,0.036,1.0,1.036,2.0,3.0,-3.964,0,REVIEW
51409,0,1.0,1.0,4.287,3,0,0,HOLD,0.214,1.0,1.214,6.429,7.429,0.643,0,REVIEW
360759,0,2.0,2.0,4.287,3,0,0,HOLD,0.571,1.0,1.571,17.143,18.143,13.714,0,REVIEW
188714,0,3.0,3.0,4.287,3,0,0,HOLD,0.857,1.0,1.857,25.714,26.714,22.571,0,REVIEW
92857,0,2.75,2.75,4.287,3,0,0,HOLD,0.786,1.0,1.786,23.571,24.571,18.357,0,REVIEW
71228,0,1.0,1.0,4.287,3,0,0,HOLD,0.286,1.0,1.286,8.571,9.571,5.857,0,REVIEW
