sku_number,estimated_demand_before_promo_start_units_before,predicted_promo_period_sales_units_before,total_expected_demand_to_promo_end_units_before,target_stock_on_hand_at_promo_end_units_before,optimal_stock_on_hand_day_one_units_before,stock_gap_units_before,recommended_order_units_before,decision_before,estimated_demand_before_promo_start_units_after,predicted_promo_period_sales_units_after,total_expected_demand_to_promo_end_units_after,target_stock_on_hand_at_promo_end_units_after,optimal_stock_on_hand_day_one_units_after,stock_gap_units_after,recommended_order_units_after,decision_after
90522,0,1.0,1.0,4.287,3,1,0,HOLD,0.0,1.0,1.0,2.0,3.0,1.0,0,HOLD
198733,0,1.0,1.0,4.287,3,1,0,HOLD,0.095,1.0,1.095,2.857,3.857,1.952,0,HOLD
22514,0,1.0,1.0,4.287,3,1,0,HOLD,0.265,1.0,1.265,7.959,8.959,7.224,0,HOLD
386448,0,1.0,1.0,4.287,3,1,0,HOLD,0.2,1.0,1.2,6.0,7.0,5.2,0,HOLD
67434,0,1.0,1.0,4.287,3,1,0,HOLD,0.179,1.0,1.179,5.357,6.357,4.536,0,HOLD
91070,0,1.0,1.0,4.287,3,1,0,HOLD,0.0,1.0,1.0,2.0,3.0,1.0,0,HOLD
96593,0,2.25,2.25,4.287,3,1,0,HOLD,0.643,1.0,1.643,19.286,20.286,18.929,0,HOLD
97805,0,1.0,1.0,4.287,3,1,0,HOLD,0.0,1.0,1.0,2.0,3.0,1.0,0,HOLD
91877,0,1.0,1.0,4.287,3,1,0,HOLD,0.0,1.0,1.0,2.0,3.0,1.0,0,HOLD
91878,0,1.0,1.0,4.287,3,1,0,HOLD,0.0,1.0,1.0,2.0,3.0,1.0,0,HOLD
96600,0,1.75,1.75,4.287,3,1,0,HOLD,0.5,1.0,1.5,15.0,16.0,14.5,0,HOLD
193062,0,1.0,1.0,4.287,3,1,0,HOLD,0.013,1.0,1.013,2.0,3.0,1.013,0,HOLD
745103,0,1.0,1.0,4.287,3,1,0,HOLD,0.22,1.0,1.22,6.594,7.594,5.814,0,HOLD
885541,0,1.0,1.0,4.287,3,1,0,HOLD,0.131,1.0,1.131,3.929,4.929,3.06,0,HOLD
193060,0,1.0,1.0,4.287,3,1,0,HOLD,0.02,1.0,1.02,2.0,3.0,1.02,0,HOLD
91460,0,1.0,1.0,4.287,3,1,0,HOLD,0.286,1.0,1.286,8.571,9.571,7.857,0,HOLD
196552,0,1.0,1.0,4.287,3,1,0,HOLD,0.086,1.0,1.086,2.571,3.571,1.657,0,HOLD
30538,0,1.109,1.109,4.287,3,1,0,HOLD,0.317,1.0,1.317,9.503,10.503,8.82,0,HOLD
195017,0,1.0,1.0,4.287,3,1,0,HOLD,0.024,1.0,1.024,2.0,3.0,1.024,0,HOLD
189003,0,1.0,1.0,4.287,3,1,0,HOLD,0.071,1.0,1.071,2.143,3.143,1.214,0,HOLD
96480,0,1.0,1.0,4.287,3,1,0,HOLD,0.071,1.0,1.071,2.143,3.143,1.214,0,HOLD
307432,0,1.0,1.0,4.287,3,1,0,HOLD,0.036,1.0,1.036,2.0,3.0,1.036,0,HOLD
616311,0,1.0,1.0,4.287,3,1,0,HOLD,0.286,1.0,1.286,8.571,9.571,7.857,0,HOLD
745049,0,1.038,1.038,4.287,3,1,0,HOLD,0.297,1.0,1.297,8.901,9.901,8.198,0,HOLD
310840,0,1.0,1.0,4.287,3,1,0,HOLD,0.014,1.0,1.014,2.0,3.0,1.014,0,HOLD
186283,0,1.0,1.0,4.287,3,1,0,HOLD,0.0,1.0,1.0,2.0,3.0,1.0,0,HOLD
192064,0,1.0,1.0,4.287,3,1,0,HOLD,0.214,1.0,1.214,6.429,7.429,5.643,0,HOLD
10435,0,1.0,1.0,4.287,3,1,0,HOLD,0.114,1.0,1.114,3.429,4.429,2.543,0,HOLD
6480,0,1.0,1.0,4.287,3,1,0,HOLD,0.0,1.0,1.0,2.0,3.0,1.0,0,HOLD
94247,0,1.0,1.0,4.287,3,1,0,HOLD,0.286,1.0,1.286,8.571,9.571,7.857,0,HOLD
820504,0,1.75,1.75,4.287,3,1,0,HOLD,0.5,1.0,1.5,15.0,16.0,14.5,0,HOLD
56032,0,1.0,1.0,4.287,3,1,0,HOLD,0.143,1.0,1.143,4.286,5.286,3.429,0,HOLD
90146,0,1.0,1.0,4.287,3,1,0,HOLD,0.268,1.0,1.268,8.036,9.036,7.304,0,HOLD
31685,0,1.0,1.0,4.287,3,1,0,HOLD,0.214,1.0,1.214,6.429,7.429,5.643,0,HOLD
189687,0,1.0,1.0,4.287,3,1,0,HOLD,0.026,1.0,1.026,2.0,3.0,1.026,0,HOLD
192860,0,1.0,1.0,4.287,3,1,0,HOLD,0.143,1.0,1.143,4.286,5.286,3.429,0,HOLD
198730,0,1.0,1.0,4.287,3,1,0,HOLD,0.086,1.0,1.086,2.571,3.571,1.657,0,HOLD
35779,0,1.0,1.0,4.287,3,1,0,HOLD,0.175,1.0,1.175,5.238,6.238,4.413,0,HOLD
38436,0,1.0,1.0,4.287,3,1,0,HOLD,0.095,1.0,1.095,2.857,3.857,1.952,0,HOLD
92929,0,1.0,1.0,4.287,3,1,0,HOLD,0.143,1.0,1.143,4.286,5.286,3.429,0,HOLD
22400,0,1.0,1.0,4.287,3,1,0,HOLD,0.179,1.0,1.179,5.357,6.357,4.536,0,HOLD
32160,0,1.0,1.0,4.287,3,1,0,HOLD,0.229,1.0,1.229,6.857,7.857,6.086,0,HOLD
44033,0,1.0,1.0,4.287,3,1,0,HOLD,0.107,1.0,1.107,3.214,4.214,2.321,0,HOLD
93296,0,1.0,1.0,4.287,3,1,0,HOLD,0.143,1.0,1.143,4.286,5.286,3.429,0,HOLD
90850,0,1.0,1.0,4.287,3,1,0,HOLD,0.286,1.0,1.286,8.571,9.571,7.857,0,HOLD
102640,0,1.0,1.0,4.287,3,1,0,HOLD,0.013,1.0,1.013,2.0,3.0,1.013,0,HOLD
193698,0,1.0,1.0,4.287,3,1,0,HOLD,0.0,1.0,1.0,2.0,3.0,1.0,0,HOLD
15238,0,1.0,1.0,4.287,3,1,0,HOLD,0.286,1.0,1.286,8.571,9.571,7.857,0,HOLD
94251,0,1.0,1.0,4.287,3,1,0,HOLD,0.0,1.0,1.0,2.0,3.0,1.0,0,HOLD
195944,0,1.0,1.0,4.287,3,1,0,HOLD,0.063,1.0,1.063,2.0,3.0,1.063,0,HOLD
92928,0,1.0,1.0,4.287,3,1,0,HOLD,0.0,1.0,1.0,2.0,3.0,1.0,0,HOLD
32656,0,1.0,1.0,4.287,3,1,0,HOLD,0.071,1.0,1.071,2.143,3.143,1.214,0,HOLD
94980,0,1.0,1.0,4.287,3,1,0,HOLD,0.0,1.0,1.0,2.0,3.0,1.0,0,HOLD
43398,0,1.0,1.0,4.287,3,1,0,HOLD,0.071,1.0,1.071,2.143,3.143,1.214,0,HOLD
185330,0,1.0,1.0,4.287,3,1,0,HOLD,0.071,1.0,1.071,2.143,3.143,1.214,0,HOLD
97544,0,1.0,1.0,4.287,3,1,0,HOLD,0.0,1.0,1.0,2.0,3.0,1.0,0,HOLD
94105,0,1.125,1.125,4.287,3,1,0,HOLD,0.321,1.0,1.321,9.643,10.643,8.964,0,HOLD
193068,0,1.0,1.0,4.287,3,1,0,HOLD,0.0,1.0,1.0,2.0,3.0,1.0,0,HOLD
71549,0,1.0,1.0,4.287,3,1,0,HOLD,0.032,1.0,1.032,2.0,3.0,1.032,0,HOLD
189673,0,1.0,1.0,4.287,3,1,0,HOLD,0.014,1.0,1.014,2.0,3.0,1.014,0,HOLD
195526,0,1.0,1.0,4.287,3,1,0,HOLD,0.02,1.0,1.02,2.0,3.0,1.02,0,HOLD
91455,0,1.0,1.0,4.287,3,1,0,HOLD,0.143,1.0,1.143,4.286,5.286,3.429,0,HOLD
198665,0,1.0,1.0,4.287,3,1,0,HOLD,0.0,1.0,1.0,2.0,3.0,1.0,0,HOLD
380600,0,1.0,1.0,4.287,3,1,0,HOLD,0.132,1.0,1.132,3.956,4.956,3.088,0,HOLD
192342,0,1.0,1.0,4.287,3,1,0,HOLD,0.19,1.0,1.19,5.714,6.714,4.904,0,HOLD
37849,0,1.5,1.5,4.287,3,1,0,HOLD,0.429,1.0,1.429,12.857,13.857,12.286,0,HOLD
37032,0,1.933,1.933,4.287,3,1,0,HOLD,0.552,1.0,1.552,16.572,17.572,16.124,0,HOLD
192847,0,1.0,1.0,4.287,3,1,0,HOLD,0.048,1.0,1.048,2.0,3.0,1.048,0,HOLD
94640,0,1.0,1.0,4.287,3,1,0,HOLD,0.214,1.0,1.214,6.429,7.429,5.643,0,HOLD
198286,0,1.0,1.0,4.287,3,1,0,HOLD,0.0,1.0,1.0,2.0,3.0,1.0,0,HOLD
194820,0,1.0,1.0,4.287,3,1,0,HOLD,0.029,1.0,1.029,2.0,3.0,1.029,0,HOLD
97498,0,1.0,1.0,4.287,3,1,0,HOLD,0.0,1.0,1.0,2.0,3.0,1.0,0,HOLD
98113,0,1.0,1.0,4.287,3,1,0,HOLD,0.0,1.0,1.0,2.0,3.0,1.0,0,HOLD
54485,0,1.0,1.0,4.287,3,1,0,HOLD,0.039,1.0,1.039,2.0,3.0,1.039,0,HOLD
97496,0,1.0,1.0,4.287,3,1,0,HOLD,0.0,1.0,1.0,2.0,3.0,1.0,0,HOLD
34860,0,1.071,1.071,4.287,3,1,0,HOLD,0.306,1.0,1.306,9.184,10.184,8.49,0,HOLD
92164,0,1.0,1.0,4.287,3,1,0,HOLD,0.0,1.0,1.0,2.0,3.0,1.0,0,HOLD
32659,0,1.0,1.0,4.287,3,1,0,HOLD,0.179,1.0,1.179,5.357,6.357,4.536,0,HOLD
186513,0,1.0,1.0,4.287,3,1,0,HOLD,0.107,1.0,1.107,3.214,4.214,2.321,0,HOLD
37039,0,1.0,1.0,4.287,3,1,0,HOLD,0.0,1.0,1.0,2.0,3.0,1.0,0,HOLD
91032,0,1.0,1.0,4.287,3,1,0,HOLD,0.0,1.0,1.0,2.0,3.0,1.0,0,HOLD
90519,0,1.0,1.0,4.287,3,1,0,HOLD,0.086,1.0,1.086,2.571,3.571,1.657,0,HOLD
93991,0,1.0,1.0,4.287,3,1,0,HOLD,0.156,1.0,1.156,4.675,5.675,3.831,0,HOLD
96601,0,1.0,1.0,4.287,3,1,0,HOLD,0.143,1.0,1.143,4.286,5.286,3.429,0,HOLD
30527,0,1.0,1.0,4.287,3,1,0,HOLD,0.143,1.0,1.143,4.286,5.286,3.429,0,HOLD
199331,0,1.0,1.0,4.287,3,1,0,HOLD,0.057,1.0,1.057,2.0,3.0,1.057,0,HOLD
36996,0,1.0,1.0,4.287,3,1,0,HOLD,0.267,1.0,1.267,8.0,9.0,7.267,0,HOLD
193835,0,1.0,1.0,4.287,3,1,0,HOLD,0.042,1.0,1.042,2.0,3.0,1.042,0,HOLD
196933,0,1.0,1.0,4.287,3,1,0,HOLD,0.017,1.0,1.017,2.0,3.0,1.017,0,HOLD
189278,0,1.0,1.0,4.287,3,1,0,HOLD,0.286,1.0,1.286,8.571,9.571,7.857,0,HOLD
15834,0,1.882,1.882,4.287,3,1,0,HOLD,0.538,1.0,1.538,16.134,17.134,15.672,0,HOLD
167105,0,1.0,1.0,4.287,3,1,0,HOLD,0.0,1.0,1.0,2.0,3.0,1.0,0,HOLD
167109,0,1.0,1.0,4.287,3,1,0,HOLD,0.0,1.0,1.0,2.0,3.0,1.0,0,HOLD
20865,0,1.0,1.0,4.287,3,1,0,HOLD,0.127,1.0,1.127,3.81,4.81,2.937,0,HOLD
94777,0,1.0,1.0,4.287,3,1,0,HOLD,0.016,1.0,1.016,2.0,3.0,1.016,0,HOLD
90998,0,1.0,1.0,4.287,3,1,0,HOLD,0.0,1.0,1.0,2.0,3.0,1.0,0,HOLD
96622,0,1.0,1.0,4.287,3,1,0,HOLD,0.0,1.0,1.0,2.0,3.0,1.0,0,HOLD
198717,0,1.0,1.0,4.287,3,1,0,HOLD,0.107,1.0,1.107,3.214,4.214,2.321,0,HOLD
188802,0,1.0,1.0,4.287,3,1,0,HOLD,0.048,1.0,1.048,2.0,3.0,1.048,0,HOLD
191384,0,1.0,1.0,4.287,3,1,0,HOLD,0.014,1.0,1.014,2.0,3.0,1.014,0,HOLD
24404,0,1.0,1.0,4.287,3,1,0,HOLD,0.0,1.0,1.0,2.0,3.0,1.0,0,HOLD
98023,0,1.0,1.0,4.287,3,1,0,HOLD,0.0,1.0,1.0,2.0,3.0,1.0,0,HOLD
98112,0,1.0,1.0,4.287,3,1,0,HOLD,0.0,1.0,1.0,2.0,3.0,1.0,0,HOLD
55458,0,1.167,1.167,4.287,3,1,0,HOLD,0.333,1.0,1.333,10.0,11.0,9.333,0,HOLD
98079,0,1.0,1.0,4.287,3,1,0,HOLD,0.0,1.0,1.0,2.0,3.0,1.0,0,HOLD
191943,0,1.0,1.0,4.287,3,1,0,HOLD,0.0,1.0,1.0,2.0,3.0,1.0,0,HOLD
193074,0,1.0,1.0,4.287,3,1,0,HOLD,0.0,1.0,1.0,2.0,3.0,1.0,0,HOLD
93458,0,1.0,1.0,4.287,3,1,0,HOLD,0.048,1.0,1.048,2.0,3.0,1.048,0,HOLD
90139,0,2.25,2.25,4.287,3,1,0,HOLD,0.643,1.0,1.643,19.286,20.286,18.929,0,HOLD
31528,0,1.0,1.0,4.287,3,1,0,HOLD,0.095,1.0,1.095,2.857,3.857,1.952,0,HOLD
167593,0,1.0,1.0,4.287,3,1,0,HOLD,0.0,1.0,1.0,2.0,3.0,1.0,0,HOLD
1228,0,1.0,1.0,4.287,3,1,0,HOLD,0.101,1.0,1.101,3.025,4.025,2.126,0,HOLD
638781,0,2.0,2.0,4.287,3,1,0,HOLD,0.571,1.0,1.571,17.143,18.143,16.714,0,HOLD
55054,0,2.783,2.783,4.287,3,1,0,HOLD,0.795,1.0,1.795,23.851,24.851,23.646,0,HOLD
520999,0,1.0,1.0,4.287,3,1,0,HOLD,0.041,1.0,1.041,2.0,3.0,1.041,0,HOLD
46547,0,1.0,1.0,4.287,3,1,0,HOLD,0.204,1.0,1.204,6.123,7.123,5.327,0,HOLD
56179,0,1.0,1.0,4.287,3,1,0,HOLD,0.143,1.0,1.143,4.286,5.286,3.429,0,HOLD
192845,0,1.0,1.0,4.287,3,1,0,HOLD,0.048,1.0,1.048,2.0,3.0,1.048,0,HOLD
39402,0,1.0,1.0,4.287,3,1,0,HOLD,0.027,1.0,1.027,2.0,3.0,1.027,0,HOLD
94009,0,1.0,1.0,4.287,3,1,0,HOLD,0.091,1.0,1.091,2.727,3.727,1.818,0,HOLD
98125,0,1.0,1.0,4.287,3,1,0,HOLD,0.0,1.0,1.0,2.0,3.0,1.0,0,HOLD
98083,0,1.0,1.0,4.287,3,1,0,HOLD,0.0,1.0,1.0,2.0,3.0,1.0,0,HOLD
98126,0,1.0,1.0,4.287,3,1,0,HOLD,0.0,1.0,1.0,2.0,3.0,1.0,0,HOLD
291252,0,1.0,1.0,4.287,3,1,0,HOLD,0.167,1.0,1.167,5.0,6.0,4.167,0,HOLD
89062,0,1.0,1.0,4.287,3,1,0,HOLD,0.077,1.0,1.077,2.308,3.308,1.385,0,HOLD
193699,0,1.0,1.0,4.287,3,1,0,HOLD,0.0,1.0,1.0,2.0,3.0,1.0,0,HOLD
90523,0,1.0,1.0,4.287,3,1,0,HOLD,0.086,1.0,1.086,2.571,3.571,1.657,0,HOLD
196029,0,1.0,1.0,4.287,3,1,0,HOLD,0.131,1.0,1.131,3.929,4.929,3.06,0,HOLD
282413,0,1.0,1.0,4.287,3,1,0,HOLD,0.214,1.0,1.214,6.429,7.429,5.643,0,HOLD
63112,0,1.0,1.0,4.287,3,1,0,HOLD,0.193,1.0,1.193,5.798,6.798,4.991,0,HOLD
41320,0,1.0,1.0,4.287,3,1,0,HOLD,0.157,1.0,1.157,4.714,5.714,3.871,0,HOLD
490763,0,1.0,1.0,4.287,3,1,0,HOLD,0.143,1.0,1.143,4.286,5.286,3.429,0,HOLD
198288,0,1.0,1.0,4.287,3,1,0,HOLD,0.0,1.0,1.0,2.0,3.0,1.0,0,HOLD
198712,0,1.0,1.0,4.287,3,1,0,HOLD,0.056,1.0,1.056,2.0,3.0,1.056,0,HOLD
199951,0,1.0,1.0,4.287,3,1,0,HOLD,0.071,1.0,1.071,2.143,3.143,1.214,0,HOLD
38457,0,1.0,1.0,4.287,3,1,0,HOLD,0.048,1.0,1.048,2.0,3.0,1.048,0,HOLD
89057,0,1.0,1.0,4.287,3,1,0,HOLD,0.066,1.0,1.066,2.0,3.0,1.066,0,HOLD
90983,0,1.0,1.0,4.287,3,1,0,HOLD,0.0,1.0,1.0,2.0,3.0,1.0,0,HOLD
90987,0,1.0,1.0,4.287,3,1,0,HOLD,0.0,1.0,1.0,2.0,3.0,1.0,0,HOLD
91069,0,1.0,1.0,4.287,3,1,0,HOLD,0.0,1.0,1.0,2.0,3.0,1.0,0,HOLD
39401,0,1.0,1.0,4.287,3,1,0,HOLD,0.054,1.0,1.054,2.0,3.0,1.054,0,HOLD
97558,0,1.0,1.0,4.287,3,1,0,HOLD,0.0,1.0,1.0,2.0,3.0,1.0,0,HOLD
88730,0,1.0,1.0,4.287,3,1,0,HOLD,0.095,1.0,1.095,2.857,3.857,1.952,0,HOLD
70704,0,1.0,1.0,4.287,3,1,0,HOLD,0.057,1.0,1.057,2.0,3.0,1.057,0,HOLD
188799,0,1.0,1.0,4.287,3,1,0,HOLD,0.079,1.0,1.079,2.381,3.381,1.46,0,HOLD
193199,0,1.0,1.0,4.287,3,1,0,HOLD,0.201,1.0,1.201,6.039,7.039,5.24,0,HOLD
195079,0,1.0,1.0,4.287,3,1,0,HOLD,0.27,1.0,1.27,8.095,9.095,7.365,0,HOLD
271551,0,1.0,1.0,4.287,3,1,0,HOLD,0.071,1.0,1.071,2.143,3.143,1.214,0,HOLD
36233,0,1.044,1.044,4.287,3,1,0,HOLD,0.298,1.0,1.298,8.944,9.944,8.242,0,HOLD
186550,0,1.0,1.0,4.287,3,1,0,HOLD,0.0,1.0,1.0,2.0,3.0,1.0,0,HOLD
24424,0,1.0,1.0,4.287,3,1,0,HOLD,0.01,1.0,1.01,2.0,3.0,1.01,0,HOLD
192620,0,1.0,1.0,4.287,3,1,0,HOLD,0.143,1.0,1.143,4.286,5.286,3.429,0,HOLD
27928,0,1.0,1.0,4.287,3,1,0,HOLD,0.036,1.0,1.036,2.0,3.0,1.036,0,HOLD
46904,0,1.0,1.0,4.287,3,1,0,HOLD,0.161,1.0,1.161,4.845,5.845,4.006,0,HOLD
69681,0,1.0,1.0,4.287,3,1,0,HOLD,0.048,1.0,1.048,2.0,3.0,1.048,0,HOLD
46906,0,1.0,1.0,4.287,3,1,0,HOLD,0.207,1.0,1.207,6.214,7.214,5.421,0,HOLD
195258,0,1.0,1.0,4.287,3,1,0,HOLD,0.036,1.0,1.036,2.0,3.0,1.036,0,HOLD
94454,0,1.0,1.0,4.287,3,1,0,HOLD,0.0,1.0,1.0,2.0,3.0,1.0,0,HOLD
98108,0,1.0,1.0,4.287,3,1,0,HOLD,0.0,1.0,1.0,2.0,3.0,1.0,0,HOLD
39397,0,1.0,1.0,4.287,3,1,0,HOLD,0.014,1.0,1.014,2.0,3.0,1.014,0,HOLD
521062,0,1.0,1.0,4.287,3,1,0,HOLD,0.086,1.0,1.086,2.571,3.571,1.657,0,HOLD
89627,0,1.0,1.0,4.287,3,1,0,HOLD,0.071,1.0,1.071,2.143,3.143,1.214,0,HOLD
54483,0,1.0,1.0,4.287,3,1,0,HOLD,0.043,1.0,1.043,2.0,3.0,1.043,0,HOLD
90115,0,1.0,1.0,4.287,3,1,0,HOLD,0.119,1.0,1.119,3.571,4.571,2.69,0,HOLD
91459,0,1.0,1.0,4.287,3,1,0,HOLD,0.0,1.0,1.0,2.0,3.0,1.0,0,HOLD
67897,0,1.0,1.0,4.287,3,1,0,HOLD,0.143,1.0,1.143,4.286,5.286,3.429,0,HOLD
96465,0,1.0,1.0,4.287,3,1,0,HOLD,0.143,1.0,1.143,4.286,5.286,3.429,0,HOLD
97543,0,1.0,1.0,4.287,3,1,0,HOLD,0.0,1.0,1.0,2.0,3.0,1.0,0,HOLD
189277,0,1.0,1.0,4.287,3,1,0,HOLD,0.107,1.0,1.107,3.214,4.214,2.321,0,HOLD
94052,0,1.0,1.0,4.287,3,1,0,HOLD,0.041,1.0,1.041,2.0,3.0,1.041,0,HOLD
51157,0,1.167,1.167,4.287,3,1,0,HOLD,0.333,1.0,1.333,10.0,11.0,9.333,0,HOLD
189354,0,1.0,1.0,4.287,3,1,0,HOLD,0.071,1.0,1.071,2.143,3.143,1.214,0,HOLD
193834,0,1.0,1.0,4.287,3,1,0,HOLD,0.04,1.0,1.04,2.0,3.0,1.04,0,HOLD
199054,0,1.0,1.0,4.287,3,1,0,HOLD,0.018,1.0,1.018,2.0,3.0,1.018,0,HOLD
94765,0,1.0,1.0,4.287,3,1,0,HOLD,0.016,1.0,1.016,2.0,3.0,1.016,0,HOLD
192063,0,1.0,1.0,4.287,3,1,0,HOLD,0.036,1.0,1.036,2.0,3.0,1.036,0,HOLD
96642,0,1.0,1.0,4.287,3,1,0,HOLD,0.0,1.0,1.0,2.0,3.0,1.0,0,HOLD
97499,0,1.0,1.0,4.287,3,1,0,HOLD,0.0,1.0,1.0,2.0,3.0,1.0,0,HOLD
90112,0,1.0,1.0,4.287,3,1,0,HOLD,0.048,1.0,1.048,2.0,3.0,1.048,0,HOLD
38321,0,1.0,1.0,4.287,3,1,0,HOLD,0.0,1.0,1.0,2.0,3.0,1.0,0,HOLD
90157,0,1.0,1.0,4.287,3,1,0,HOLD,0.071,1.0,1.071,2.143,3.143,1.214,0,HOLD
199745,0,1.0,1.0,4.287,3,1,0,HOLD,0.067,1.0,1.067,2.017,3.017,1.084,0,HOLD
93866,0,1.0,1.0,4.287,3,1,0,HOLD,0.0,1.0,1.0,2.0,3.0,1.0,0,HOLD
94569,0,1.0,1.0,4.287,3,1,0,HOLD,0.063,1.0,1.063,2.0,3.0,1.063,0,HOLD
193285,0,1.0,1.0,4.287,3,1,0,HOLD,0.045,1.0,1.045,2.0,3.0,1.045,0,HOLD
67987,0,1.0,1.0,4.287,3,1,0,HOLD,0.159,1.0,1.159,4.762,5.762,3.921,0,HOLD
192848,0,1.0,1.0,4.287,3,1,0,HOLD,0.029,1.0,1.029,2.0,3.0,1.029,0,HOLD
37407,0,1.0,1.0,4.287,3,1,0,HOLD,0.19,1.0,1.19,5.714,6.714,4.904,0,HOLD
199407,0,1.0,1.0,4.287,3,1,0,HOLD,0.19,1.0,1.19,5.714,6.714,4.904,0,HOLD
199056,0,1.0,1.0,4.287,3,1,0,HOLD,0.054,1.0,1.054,2.0,3.0,1.054,0,HOLD
55498,0,1.0,1.0,4.287,3,1,0,HOLD,0.095,1.0,1.095,2.857,3.857,1.952,0,HOLD
41720,0,1.0,1.0,4.287,3,1,0,HOLD,0.041,1.0,1.041,2.0,3.0,1.041,0,HOLD
52114,0,1.0,1.0,4.287,3,1,0,HOLD,0.195,1.0,1.195,5.844,6.844,5.039,0,HOLD
36237,0,1.0,1.0,4.287,3,1,0,HOLD,0.241,1.0,1.241,7.218,8.218,6.459,0,HOLD
192801,0,1.0,1.0,4.287,3,1,0,HOLD,0.119,1.0,1.119,3.571,4.571,2.69,0,HOLD
310735,0,1.0,1.0,4.287,3,1,0,HOLD,0.143,1.0,1.143,4.286,5.286,3.429,0,HOLD
94702,0,1.0,1.0,4.287,3,1,0,HOLD,0.016,1.0,1.016,2.0,3.0,1.016,0,HOLD
651836,0,1.308,1.308,4.287,3,1,0,HOLD,0.374,1.0,1.374,11.209,12.209,10.583,0,HOLD
96635,0,1.0,1.0,4.287,3,1,0,HOLD,0.143,1.0,1.143,4.286,5.286,3.429,0,HOLD
668533,0,1.0,1.0,4.287,3,1,0,HOLD,0.086,1.0,1.086,2.571,3.571,1.657,0,HOLD
193701,0,1.0,1.0,4.287,3,1,0,HOLD,0.013,1.0,1.013,2.0,3.0,1.013,0,HOLD
888133,0,1.0,1.0,4.287,3,1,0,HOLD,0.175,1.0,1.175,5.238,6.238,4.413,0,HOLD
885711,0,1.0,1.0,4.287,3,1,0,HOLD,0.048,1.0,1.048,2.0,3.0,1.048,0,HOLD
90159,0,1.0,1.0,4.287,3,1,0,HOLD,0.054,1.0,1.054,2.0,3.0,1.054,0,HOLD
192065,0,1.0,1.0,4.287,3,1,0,HOLD,0.25,1.0,1.25,7.5,8.5,6.75,0,HOLD
102631,0,1.0,1.0,4.287,3,1,0,HOLD,0.061,1.0,1.061,2.0,3.0,1.061,0,HOLD
96460,0,1.0,1.0,4.287,3,1,0,HOLD,0.143,1.0,1.143,4.286,5.286,3.429,0,HOLD
981761,0,1.0,1.0,4.287,3,1,0,HOLD,0.0,1.0,1.0,2.0,3.0,1.0,0,HOLD
167535,0,1.0,1.0,4.287,3,1,0,HOLD,0.0,1.0,1.0,2.0,3.0,1.0,0,HOLD
94062,0,1.0,1.0,4.287,3,1,0,HOLD,0.184,1.0,1.184,5.51,6.51,4.694,0,HOLD
61289,0,1.0,1.0,4.287,3,1,0,HOLD,0.119,1.0,1.119,3.571,4.571,2.69,0,HOLD
61297,0,1.0,1.0,4.287,3,1,0,HOLD,0.122,1.0,1.122,3.673,4.673,2.795,0,HOLD
199330,0,1.0,1.0,4.287,3,1,0,HOLD,0.0,1.0,1.0,2.0,3.0,1.0,0,HOLD
30626,0,1.0,1.0,4.287,3,1,0,HOLD,0.13,1.0,1.13,3.913,4.913,3.043,0,HOLD
289698,0,1.0,1.0,4.287,3,1,0,HOLD,0.071,1.0,1.071,2.143,3.143,1.214,0,HOLD
300160,0,1.0,1.0,4.287,3,1,0,HOLD,0.125,1.0,1.125,3.75,4.75,2.875,0,HOLD
94767,0,1.0,1.0,4.287,3,1,0,HOLD,0.032,1.0,1.032,2.0,3.0,1.032,0,HOLD
242160,0,1.0,1.0,4.287,3,1,0,HOLD,0.0,1.0,1.0,2.0,3.0,1.0,0,HOLD
167595,0,1.0,1.0,4.287,3,1,0,HOLD,0.0,1.0,1.0,2.0,3.0,1.0,0,HOLD
197166,0,1.0,1.0,4.287,3,1,0,HOLD,0.06,1.0,1.06,2.0,3.0,1.06,0,HOLD
37408,0,1.75,1.75,4.287,3,1,0,HOLD,0.5,1.0,1.5,15.0,16.0,14.5,0,HOLD
43907,0,1.0,1.0,4.287,3,1,0,HOLD,0.0,1.0,1.0,2.0,3.0,1.0,0,HOLD
192093,0,1.0,1.0,4.287,3,1,0,HOLD,0.159,1.0,1.159,4.762,5.762,3.921,0,HOLD
15151,0,1.0,1.0,4.287,3,1,0,HOLD,0.095,1.0,1.095,2.857,3.857,1.952,0,HOLD
197584,0,1.0,1.0,4.287,3,1,0,HOLD,0.286,1.0,1.286,8.571,9.571,7.857,0,HOLD
90172,0,1.0,1.0,4.287,3,1,0,HOLD,0.071,1.0,1.071,2.143,3.143,1.214,0,HOLD
94706,0,1.0,1.0,4.287,3,1,0,HOLD,0.032,1.0,1.032,2.0,3.0,1.032,0,HOLD
197586,0,1.0,1.0,4.287,3,1,0,HOLD,0.0,1.0,1.0,2.0,3.0,1.0,0,HOLD
93457,0,1.0,1.0,4.287,3,1,0,HOLD,0.0,1.0,1.0,2.0,3.0,1.0,0,HOLD
91071,0,1.0,1.0,4.287,3,1,0,HOLD,0.0,1.0,1.0,2.0,3.0,1.0,0,HOLD
56483,0,1.125,1.125,4.287,3,1,0,HOLD,0.321,1.0,1.321,9.643,10.643,8.964,0,HOLD
91945,0,1.0,1.0,4.287,3,1,0,HOLD,0.0,1.0,1.0,2.0,3.0,1.0,0,HOLD
89076,0,1.0,1.0,4.287,3,1,0,HOLD,0.143,1.0,1.143,4.286,5.286,3.429,0,HOLD
