sku_number,decision,optimal_order_units_to_reach_day_one_stock,recommended_order_units,remaining_gap_after_recommended_order_units,recommendation_coverage_ratio,recommendation_constraint_reason,stock_gap_units
92923,DO_NOT_BUY,0,0,0,,none_gap_closed,-3.0
92927,DO_NOT_BUY,0,0,0,,none_gap_closed,-3.0
92920,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
94248,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
92925,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
97499,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
97301,DO_NOT_BUY,0,0,0,,none_gap_closed,-3.0
94454,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
97574,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
184831,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
184838,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
31676,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
199944,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
97543,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
199330,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
94692,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
197167,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
74064,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
193174,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
94498,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
184840,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
90767,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
70363,DO_NOT_BUY,0,0,0,,none_gap_closed,-3.0
191184,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
189252,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
199945,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
97131,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
98025,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
97997,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
97998,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
97999,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
98000,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
98035,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
94773,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
98011,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
94687,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
98001,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
98009,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
94101,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
39269,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
97546,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
94251,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
97544,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
90983,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
90987,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
91069,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
91459,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
91938,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
186549,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
193315,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
96411,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
92167,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
92165,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
91965,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
192219,DO_NOT_BUY,0,0,0,,none_gap_closed,-4.0
90350,DO_NOT_BUY,0,0,0,,none_gap_closed,-3.0
94771,DO_NOT_BUY,0,0,0,,none_gap_closed,-4.0
94772,DO_NOT_BUY,0,0,0,,none_gap_closed,-4.0
90161,DO_NOT_BUY,0,0,0,,none_gap_closed,-3.0
94704,DO_NOT_BUY,0,0,0,,none_gap_closed,-3.0
98106,DO_NOT_BUY,0,0,0,,none_gap_closed,-4.0
96478,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
96485,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
96488,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
96489,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
96491,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
96616,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
96619,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
96620,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
96623,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
96626,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
96627,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
96629,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
96631,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
96675,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
96677,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
96678,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
94778,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
307521,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
193309,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
97816,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
97815,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
91022,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
167104,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
167107,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
167108,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
94699,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
167566,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
167567,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
167591,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
6828,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
90428,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
91946,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
802158,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
167140,DO_NOT_BUY,0,0,0,,none_gap_closed,-4.0
186403,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
92168,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
92171,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
95873,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
167077,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
167078,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
91035,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
95844,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
95838,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
40363,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
186283,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
198665,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
37039,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
193314,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
91963,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
96652,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
90991,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
31366,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
97245,DO_NOT_BUY,0,0,0,,none_gap_closed,-6.0
94700,DO_NOT_BUY,0,0,0,,none_gap_closed,-7.0
90982,DO_NOT_BUY,0,0,0,,none_gap_closed,-5.0
192006,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
96613,DO_NOT_BUY,0,0,0,,none_gap_closed,-4.0
96618,DO_NOT_BUY,0,0,0,,none_gap_closed,-4.0
96621,DO_NOT_BUY,0,0,0,,none_gap_closed,-4.0
96628,DO_NOT_BUY,0,0,0,,none_gap_closed,-4.0
96630,DO_NOT_BUY,0,0,0,,none_gap_closed,-4.0
96470,DO_NOT_BUY,0,0,0,,none_gap_closed,-4.0
96471,DO_NOT_BUY,0,0,0,,none_gap_closed,-4.0
96638,DO_NOT_BUY,0,0,0,,none_gap_closed,-4.0
96653,DO_NOT_BUY,0,0,0,,none_gap_closed,-4.0
96654,DO_NOT_BUY,0,0,0,,none_gap_closed,-4.0
96655,DO_NOT_BUY,0,0,0,,none_gap_closed,-4.0
96457,DO_NOT_BUY,0,0,0,,none_gap_closed,-4.0
90981,DO_NOT_BUY,0,0,0,,none_gap_closed,-3.0
96648,DO_NOT_BUY,0,0,0,,none_gap_closed,-4.0
96649,DO_NOT_BUY,0,0,0,,none_gap_closed,-4.0
96650,DO_NOT_BUY,0,0,0,,none_gap_closed,-4.0
96651,DO_NOT_BUY,0,0,0,,none_gap_closed,-4.0
96657,DO_NOT_BUY,0,0,0,,none_gap_closed,-4.0
94694,DO_NOT_BUY,0,0,0,,none_gap_closed,-4.0
184836,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
91918,DO_NOT_BUY,0,0,0,,none_gap_closed,-3.0
94679,DO_NOT_BUY,0,0,0,,none_gap_closed,-3.0
91041,DO_NOT_BUY,0,0,0,,none_gap_closed,-3.0
167094,DO_NOT_BUY,0,0,0,,none_gap_closed,-9.0
167088,DO_NOT_BUY,0,0,0,,none_gap_closed,-4.0
167089,DO_NOT_BUY,0,0,0,,none_gap_closed,-4.0
88731,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
167113,DO_NOT_BUY,0,0,0,,none_gap_closed,-10.0
91909,DO_NOT_BUY,0,0,0,,none_gap_closed,-3.0
91968,DO_NOT_BUY,0,0,0,,none_gap_closed,-3.0
92930,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
167125,DO_NOT_BUY,0,0,0,,none_gap_closed,-4.0
167126,DO_NOT_BUY,0,0,0,,none_gap_closed,-4.0
91875,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
167090,DO_NOT_BUY,0,0,0,,none_gap_closed,-4.0
167118,DO_NOT_BUY,0,0,0,,none_gap_closed,-4.0
167123,DO_NOT_BUY,0,0,0,,none_gap_closed,-4.0
91012,DO_NOT_BUY,0,0,0,,none_gap_closed,-3.0
91917,DO_NOT_BUY,0,0,0,,none_gap_closed,-3.0
168259,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
87486,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
167120,DO_NOT_BUY,0,0,0,,none_gap_closed,-4.0
36653,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
167086,DO_NOT_BUY,0,0,0,,none_gap_closed,-4.0
167117,DO_NOT_BUY,0,0,0,,none_gap_closed,-3.0
167097,DO_NOT_BUY,0,0,0,,none_gap_closed,-4.0
167121,DO_NOT_BUY,0,0,0,,none_gap_closed,-4.0
91955,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
167134,DO_NOT_BUY,0,0,0,,none_gap_closed,-3.0
91935,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
91001,DO_NOT_BUY,0,0,0,,none_gap_closed,-3.0
90992,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
91865,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
91927,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
90791,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
167114,DO_NOT_BUY,0,0,0,,none_gap_closed,-4.0
95884,DO_NOT_BUY,0,0,0,,none_gap_closed,-3.0
97982,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
91053,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
95881,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
668319,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
91879,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
91943,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
167144,DO_NOT_BUY,0,0,0,,none_gap_closed,-4.0
167150,DO_NOT_BUY,0,0,0,,none_gap_closed,-4.0
167153,DO_NOT_BUY,0,0,0,,none_gap_closed,-4.0
167156,DO_NOT_BUY,0,0,0,,none_gap_closed,-4.0
91899,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
92152,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
90993,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
90994,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
91932,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
91890,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
91896,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
167079,DO_NOT_BUY,0,0,0,,none_gap_closed,-4.0
167122,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
167596,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
167103,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
189857,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
21963,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
97545,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
90790,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
97804,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
94479,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
97805,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
6480,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
96622,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
87605,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
192069,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
97507,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
97508,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
97509,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
15272,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
668046,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
96544,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
97770,DO_NOT_BUY,0,0,0,,none_gap_closed,-4.0
97771,DO_NOT_BUY,0,0,0,,none_gap_closed,-4.0
97772,DO_NOT_BUY,0,0,0,,none_gap_closed,-4.0
97773,DO_NOT_BUY,0,0,0,,none_gap_closed,-4.0
94256,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
97767,DO_NOT_BUY,0,0,0,,none_gap_closed,-4.0
97768,DO_NOT_BUY,0,0,0,,none_gap_closed,-4.0
92926,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
87651,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
190094,DO_NOT_BUY,0,0,0,,none_gap_closed,-6.0
88732,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
193305,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
88315,DO_NOT_BUY,0,0,0,,none_gap_closed,-6.0
97130,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
94512,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
190090,DO_NOT_BUY,0,0,0,,none_gap_closed,-6.0
95858,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
94490,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
184833,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
97596,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
97498,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
97496,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
96642,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
197586,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
192005,DO_NOT_BUY,0,0,0,,none_gap_closed,-4.0
94174,DO_NOT_BUY,0,0,0,,none_gap_closed,-3.0
97302,DO_NOT_BUY,0,0,0,,none_gap_closed,-3.0
97497,DO_NOT_BUY,0,0,0,,none_gap_closed,-4.0
192186,DO_NOT_BUY,0,0,0,,none_gap_closed,-5.0
97575,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
97300,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
96625,DO_NOT_BUY,0,0,0,,none_gap_closed,-3.0
96451,DO_NOT_BUY,0,0,0,,none_gap_closed,-3.0
96165,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
96656,DO_NOT_BUY,0,0,0,,none_gap_closed,-3.0
96609,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
96602,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
96603,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
96610,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
96511,DO_NOT_BUY,0,0,0,,none_gap_closed,-3.0
96164,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
96632,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
96643,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
97595,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
97573,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
88303,DO_NOT_BUY,0,0,0,,none_gap_closed,-4.0
96448,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
97987,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
199943,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
94492,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
193068,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
43907,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
90479,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
90481,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
97203,DO_NOT_BUY,0,0,0,,none_gap_closed,-6.0
97200,DO_NOT_BUY,0,0,0,,none_gap_closed,-4.0
97194,DO_NOT_BUY,0,0,0,,none_gap_closed,-4.0
24359,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
167948,DO_NOT_BUY,0,0,0,,none_gap_closed,-6.0
94695,DO_NOT_BUY,0,0,0,,none_gap_closed,-5.0
96612,DO_NOT_BUY,0,0,0,,none_gap_closed,-3.0
97864,DO_NOT_BUY,0,0,0,,none_gap_closed,-4.0
97865,DO_NOT_BUY,0,0,0,,none_gap_closed,-4.0
97866,DO_NOT_BUY,0,0,0,,none_gap_closed,-4.0
97867,DO_NOT_BUY,0,0,0,,none_gap_closed,-4.0
97868,DO_NOT_BUY,0,0,0,,none_gap_closed,-4.0
97869,DO_NOT_BUY,0,0,0,,none_gap_closed,-4.0
97870,DO_NOT_BUY,0,0,0,,none_gap_closed,-4.0
91904,DO_NOT_BUY,0,0,0,,none_gap_closed,-5.0
94051,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
91031,DO_NOT_BUY,0,0,0,,none_gap_closed,-3.0
95865,DO_NOT_BUY,0,0,0,,none_gap_closed,-5.0
97140,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
97141,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
97143,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
193055,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
90988,DO_NOT_BUY,0,0,0,,none_gap_closed,-4.0
167110,DO_NOT_BUY,0,0,0,,none_gap_closed,-3.0
88380,DO_NOT_BUY,0,0,0,,none_gap_closed,-3.0
95846,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
95842,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
97981,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
97126,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
94497,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
198288,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
97133,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
95857,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
388971,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
194687,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
97122,DO_NOT_BUY,0,0,0,,none_gap_closed,-8.0
97125,DO_NOT_BUY,0,0,0,,none_gap_closed,-4.0
97121,DO_NOT_BUY,0,0,0,,none_gap_closed,-4.0
97124,DO_NOT_BUY,0,0,0,,none_gap_closed,-4.0
88445,DO_NOT_BUY,0,0,0,,none_gap_closed,-3.0
71914,DO_NOT_BUY,0,0,0,,none_gap_closed,-7.0
90996,DO_NOT_BUY,0,0,0,,none_gap_closed,-6.0
97579,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
93861,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
92515,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
198290,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
98015,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
197262,DO_NOT_BUY,0,0,0,,none_gap_closed,-4.0
91010,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
167083,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
188027,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
92133,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
92134,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
96352,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
193074,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
90903,DO_NOT_BUY,0,0,0,,none_gap_closed,-7.0
88460,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
92175,DO_NOT_BUY,0,0,0,,none_gap_closed,-6.0
195524,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
93868,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
66797,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
97632,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
94494,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
97322,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
98023,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
98135,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
98078,DO_NOT_BUY,0,0,0,,none_gap_closed,-7.0
98184,DO_NOT_BUY,0,0,0,,none_gap_closed,-4.0
43527,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
98173,DO_NOT_BUY,0,0,0,,none_gap_closed,-4.0
98174,DO_NOT_BUY,0,0,0,,none_gap_closed,-4.0
98176,DO_NOT_BUY,0,0,0,,none_gap_closed,-4.0
98177,DO_NOT_BUY,0,0,0,,none_gap_closed,-4.0
195018,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
250236,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
98114,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
98130,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
98132,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
97311,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
98081,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
98080,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
98109,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
98128,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
98129,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
97320,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
167564,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
167549,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
167568,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
167545,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
167556,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
167563,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
167555,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
167533,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
96462,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
94906,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
94909,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
64088,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
90813,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
94538,DO_NOT_BUY,0,0,0,,none_gap_closed,-4.0
94658,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
97199,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
92141,DO_NOT_BUY,0,0,0,,none_gap_closed,-8.0
51769,DO_NOT_BUY,0,0,0,,none_gap_closed,-4.0
167557,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
167537,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
167539,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
167541,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
167543,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
167559,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
167561,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
197263,DO_NOT_BUY,0,0,0,,none_gap_closed,-3.0
96461,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
97539,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
191366,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
191367,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
93866,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
186362,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
72664,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
626724,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
88446,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
92765,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
97541,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
95387,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
95391,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
668491,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
97678,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
88055,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
194000,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
95097,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
95100,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
95095,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
95096,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
97556,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
88444,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
198286,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
193699,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
97558,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
186550,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
97195,DO_NOT_BUY,0,0,0,,none_gap_closed,-7.0
53686,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
38297,DO_NOT_BUY,0,0,0,,none_gap_closed,-3.0
97549,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
97552,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
97704,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
97705,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
97706,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
