sku_number,current_soh_units,on_order_units,estimated_demand_before_promo_start_units,formula_before,projected_stock_on_hand_at_promo_start_before_order_units,before_mismatch
195945,1,0,0.125,0.875,0.875,0.0
90143,3,0,0.125,2.875,2.875,0.0
50661,2,0,0.125,1.875,1.875,0.0
74330,3,0,0.125,2.875,2.875,0.0
645753,1,0,0.125,0.875,0.875,0.0
65624,1,0,0.125,0.875,0.875,0.0
74328,1,0,0.125,0.875,0.875,0.0
537886,3,0,0.124,2.876,2.876,0.0
66921,3,0,0.122,2.878,2.878,0.0
61297,2,0,0.122,1.878,1.878,0.0
94067,2,0,0.122,1.878,1.878,0.0
195082,4,0,0.122,3.878,3.878,0.0
190142,2,0,0.122,1.878,1.878,0.0
24919,1,0,0.122,0.878,0.878,0.0
24918,1,0,0.122,0.878,0.878,0.0
61289,2,0,0.119,1.881,1.881,0.0
90115,2,0,0.119,1.881,1.881,0.0
198723,3,0,0.119,2.881,2.881,0.0
192801,2,0,0.119,1.881,1.881,0.0
199902,6,0,0.119,5.881,5.881,0.0
350173,1,0,0.119,0.881,0.881,0.0
196041,1,0,0.119,0.881,0.881,0.0
192531,5,0,0.119,4.881,4.881,0.0
668038,3,0,0.119,2.881,2.881,0.0
194888,2,0,0.119,1.881,1.881,0.0
92642,2,0,0.119,1.881,1.881,0.0
192844,2,0,0.119,1.881,1.881,0.0
46887,3,0,0.118,2.882,2.882,0.0
191176,2,0,0.118,1.882,1.882,0.0
24385,5,0,0.118,4.882,4.882,0.0
195437,4,0,0.118,3.882,3.882,0.0
43876,2,0,0.118,1.882,1.882,0.0
66096,1,0,0.117,0.883,0.883,0.0
34115,2,0,0.117,1.883,1.883,0.0
94001,4,0,0.117,3.883,3.883,0.0
93998,3,0,0.117,2.883,2.883,0.0
403014,4,0,0.114,3.886,3.886,0.0
485632,3,0,0.114,2.886,2.886,0.0
198940,4,0,0.114,3.886,3.886,0.0
199120,4,0,0.114,3.886,3.886,0.0
10435,2,0,0.114,1.886,1.886,0.0
27981,1,0,0.114,0.886,0.886,0.0
50356,1,0,0.114,0.886,0.886,0.0
43877,1,0,0.114,0.886,0.886,0.0
504300,1,0,0.114,0.886,0.886,0.0
103912,1,0,0.112,0.888,0.888,0.0
665877,1,0,0.112,0.888,0.888,0.0
195501,2,0,0.111,1.889,1.889,0.0
190120,8,0,0.111,7.889,7.889,0.0
28180,2,0,0.111,1.889,1.889,0.0
32738,1,0,0.111,0.889,0.889,0.0
195077,1,0,0.111,0.889,0.889,0.0
24925,2,0,0.111,1.889,1.889,0.0
32641,1,0,0.11,0.89,0.89,0.0
196000,3,0,0.11,2.89,2.89,0.0
189251,1,0,0.11,0.89,0.89,0.0
195414,1,0,0.109,0.891,0.891,0.0
69210,2,0,0.107,1.893,1.893,0.0
186414,3,0,0.107,2.893,2.893,0.0
668160,3,0,0.107,2.893,2.893,0.0
186513,2,0,0.107,1.893,1.893,0.0
20312,3,0,0.107,2.893,2.893,0.0
199736,2,0,0.107,1.893,1.893,0.0
44388,2,0,0.107,1.893,1.893,0.0
16566,1,0,0.107,0.893,0.893,0.0
90166,7,0,0.107,6.893,6.893,0.0
96455,4,0,0.107,3.893,3.893,0.0
198722,3,0,0.107,2.893,2.893,0.0
96483,4,0,0.107,3.893,3.893,0.0
96481,4,0,0.107,3.893,3.893,0.0
96446,4,0,0.107,3.893,3.893,0.0
96452,4,0,0.107,3.893,3.893,0.0
199947,3,0,0.107,2.893,2.893,0.0
187276,1,0,0.107,0.893,0.893,0.0
44033,2,0,0.107,1.893,1.893,0.0
187275,3,0,0.107,2.893,2.893,0.0
90142,5,0,0.107,4.893,4.893,0.0
15270,2,0,0.107,1.893,1.893,0.0
420950,1,0,0.107,0.893,0.893,0.0
37040,2,0,0.107,1.893,1.893,0.0
199761,1,0,0.107,0.893,0.893,0.0
186091,5,0,0.107,4.893,4.893,0.0
95613,3,0,0.107,2.893,2.893,0.0
198717,2,0,0.107,1.893,1.893,0.0
195355,4,0,0.107,3.893,3.893,0.0
189277,2,0,0.107,1.893,1.893,0.0
585463,1,0,0.107,0.893,0.893,0.0
196198,2,0,0.107,1.893,1.893,0.0
192068,1,0,0.107,0.893,0.893,0.0
50658,1,0,0.107,0.893,0.893,0.0
196026,1,0,0.107,0.893,0.893,0.0
32752,2,0,0.105,1.895,1.895,0.0
93994,3,0,0.104,2.896,2.896,0.0
94006,1,0,0.104,0.896,0.896,0.0
93990,1,0,0.104,0.896,0.896,0.0
192177,1,0,0.104,0.896,0.896,0.0
44021,3,0,0.102,2.898,2.898,0.0
192998,3,0,0.102,2.898,2.898,0.0
39410,3,0,0.102,2.898,2.898,0.0
191317,1,0,0.102,0.898,0.898,0.0
195099,2,0,0.101,1.899,1.899,0.0
70391,6,0,0.101,5.899,5.899,0.0
1228,2,0,0.101,1.899,1.899,0.0
198933,4,0,0.1,3.9,3.9,0.0
50395,2,0,0.1,1.9,1.9,0.0
30536,6,0,0.099,5.901,5.901,0.0
189249,1,0,0.099,0.901,0.901,0.0
60548,5,0,0.099,4.901,4.901,0.0
24419,1,0,0.099,0.901,0.901,0.0
24423,1,0,0.099,0.901,0.901,0.0
66823,2,0,0.099,1.901,1.901,0.0
89061,3,0,0.099,2.901,2.901,0.0
60843,4,0,0.098,3.902,3.902,0.0
195402,2,0,0.098,1.902,1.902,0.0
47657,1,0,0.098,0.902,0.902,0.0
191178,2,0,0.097,1.903,1.903,0.0
520924,3,0,0.097,2.903,2.903,0.0
322083,1,0,0.097,0.903,0.903,0.0
385301,1,0,0.097,0.903,0.903,0.0
68558,2,0,0.095,1.905,1.905,0.0
94277,6,0,0.095,5.905,5.905,0.0
199406,6,0,0.095,5.905,5.905,0.0
184837,2,0,0.095,1.905,1.905,0.0
653594,4,0,0.095,3.905,3.905,0.0
88730,2,0,0.095,1.905,1.905,0.0
55498,2,0,0.095,1.905,1.905,0.0
63361,7,0,0.095,6.905,6.905,0.0
61549,4,0,0.095,3.905,3.905,0.0
199848,3,0,0.095,2.905,2.905,0.0
271527,3,0,0.095,2.905,2.905,0.0
40357,2,0,0.095,1.905,1.905,0.0
38436,2,0,0.095,1.905,1.905,0.0
186525,5,0,0.095,4.905,4.905,0.0
385395,4,0,0.095,3.905,3.905,0.0
55649,1,0,0.095,0.905,0.905,0.0
67325,6,0,0.095,5.905,5.905,0.0
57420,4,0,0.095,3.905,3.905,0.0
62226,1,0,0.095,0.905,0.905,0.0
199849,18,0,0.095,17.905,17.905,0.0
198733,2,0,0.095,1.905,1.905,0.0
638437,4,0,0.095,3.905,3.905,0.0
195087,2,0,0.095,1.905,1.905,0.0
190244,5,0,0.095,4.905,4.905,0.0
38423,5,0,0.095,4.905,4.905,0.0
199329,1,0,0.095,0.905,0.905,0.0
31528,2,0,0.095,1.905,1.905,0.0
73524,1,0,0.095,0.905,0.905,0.0
93850,1,0,0.095,0.905,0.905,0.0
94713,1,0,0.095,0.905,0.905,0.0
93849,5,0,0.095,4.905,4.905,0.0
94038,1,0,0.095,0.905,0.905,0.0
188832,1,0,0.095,0.905,0.905,0.0
199044,2,0,0.095,1.905,1.905,0.0
94870,2,0,0.095,1.905,1.905,0.0
188738,2,0,0.095,1.905,1.905,0.0
188831,1,0,0.095,0.905,0.905,0.0
91456,2,0,0.095,1.905,1.905,0.0
50654,1,0,0.095,0.905,0.905,0.0
94282,2,0,0.095,1.905,1.905,0.0
43903,1,0,0.095,0.905,0.905,0.0
190139,2,0,0.095,1.905,1.905,0.0
15151,2,0,0.095,1.905,1.905,0.0
67914,2,0,0.095,1.905,1.905,0.0
192182,2,0,0.093,1.907,1.907,0.0
195420,2,0,0.092,1.908,1.908,0.0
46883,1,0,0.092,0.908,0.908,0.0
199753,4,0,0.092,3.908,3.908,0.0
72603,3,0,0.092,2.908,2.908,0.0
66822,1,0,0.092,0.908,0.908,0.0
188953,2,0,0.092,1.908,1.908,0.0
47723,4,0,0.091,3.909,3.909,0.0
196003,3,0,0.091,2.909,2.909,0.0
94009,2,0,0.091,1.909,1.909,0.0
94010,3,0,0.091,2.909,2.909,0.0
746,3,0,0.091,2.909,2.909,0.0
71552,3,0,0.091,2.909,2.909,0.0
65585,1,0,0.091,0.909,0.909,0.0
192119,3,0,0.09,2.91,2.91,0.0
75007,3,0,0.089,2.911,2.911,0.0
90167,3,0,0.089,2.911,2.911,0.0
7522,1,0,0.089,0.911,0.911,0.0
191381,3,0,0.089,2.911,2.911,0.0
734,2,0,0.089,1.911,1.911,0.0
63631,2,0,0.089,1.911,1.911,0.0
22926,4,0,0.018,3.982,3.982,0.0
31554,1,0,0.088,0.912,0.912,0.0
668947,2,0,0.086,1.914,1.914,0.0
668863,5,0,0.086,4.914,4.914,0.0
521062,2,0,0.086,1.914,1.914,0.0
198730,2,0,0.086,1.914,1.914,0.0
186519,4,0,0.086,3.914,3.914,0.0
189356,2,0,0.086,1.914,1.914,0.0
24920,2,0,0.086,1.914,1.914,0.0
92705,4,0,0.086,3.914,3.914,0.0
198934,3,0,0.086,2.914,2.914,0.0
90519,2,0,0.086,1.914,1.914,0.0
90523,2,0,0.086,1.914,1.914,0.0
679006,2,0,0.086,1.914,1.914,0.0
199066,3,0,0.086,2.914,2.914,0.0
50354,2,0,0.086,1.914,1.914,0.0
198944,4,0,0.086,3.914,3.914,0.0
668533,2,0,0.086,1.914,1.914,0.0
198939,7,0,0.086,6.914,6.914,0.0
371882,1,0,0.086,0.914,0.914,0.0
196552,2,0,0.086,1.914,1.914,0.0
192106,1,0,0.086,0.914,0.914,0.0
66919,1,0,0.084,0.916,0.916,0.0
192535,3,0,0.083,2.917,2.917,0.0
229342,2,0,0.083,1.917,1.917,0.0
20866,2,0,0.083,1.917,1.917,0.0
490813,2,0,0.083,1.917,1.917,0.0
944637,1,0,0.083,0.917,0.917,0.0
63030,1,0,0.083,0.917,0.917,0.0
75427,1,0,0.082,0.918,0.918,0.0
189093,2,0,0.082,1.918,1.918,0.0
50670,1,0,0.082,0.918,0.918,0.0
68267,2,0,0.082,1.918,1.918,0.0
93491,2,0,0.082,1.918,1.918,0.0
36235,3,0,0.081,2.919,2.919,0.0
67964,5,0,0.08,4.92,4.92,0.0
56513,3,0,0.08,2.92,2.92,0.0
69243,3,0,0.08,2.92,2.92,0.0
588,2,0,0.08,1.92,1.92,0.0
70563,1,0,0.079,0.921,0.921,0.0
669127,4,0,0.079,3.921,3.921,0.0
188799,2,0,0.079,1.921,1.921,0.0
94571,1,0,0.079,0.921,0.921,0.0
668897,2,0,0.079,1.921,1.921,0.0
94570,3,0,0.079,2.921,2.921,0.0
34114,3,0,0.079,2.921,2.921,0.0
704792,1,0,0.079,0.921,0.921,0.0
89058,4,0,0.079,3.921,3.921,0.0
310743,2,0,0.079,1.921,1.921,0.0
331759,3,0,0.079,2.921,2.921,0.0
195502,1,0,0.079,0.921,0.921,0.0
94567,0,3,0.079,2.921,2.921,0.0
189602,3,0,0.079,2.921,2.921,0.0
185142,4,0,0.079,3.921,3.921,0.0
47656,2,0,0.078,1.922,1.922,0.0
191181,3,0,0.078,2.922,2.922,0.0
193991,1,0,0.078,0.922,0.922,0.0
102082,1,0,0.078,0.922,0.922,0.0
199067,4,0,0.078,3.922,3.922,0.0
89062,2,0,0.077,1.923,1.923,0.0
90063,4,0,0.077,3.923,3.923,0.0
31556,1,0,0.077,0.923,0.923,0.0
745111,1,0,0.077,0.923,0.923,0.0
4016,3,0,0.076,2.924,2.924,0.0
70392,4,0,0.076,3.924,3.924,0.0
15827,2,0,0.076,1.924,1.924,0.0
15845,4,0,0.076,3.924,3.924,0.0
43917,1,0,0.075,0.925,0.925,0.0
34101,2,0,0.075,1.925,1.925,0.0
89019,1,0,0.071,0.929,0.929,0.0
89066,1,0,0.071,0.929,0.929,0.0
68444,3,0,0.071,2.929,2.929,0.0
423863,2,0,0.071,1.929,1.929,0.0
87749,6,0,0.071,5.929,5.929,0.0
189281,3,0,0.071,2.929,2.929,0.0
67898,1,0,0.071,0.929,0.929,0.0
39270,2,0,0.071,1.929,1.929,0.0
427502,3,0,0.071,2.929,2.929,0.0
427503,2,0,0.071,1.929,1.929,0.0
54935,5,0,0.071,4.929,4.929,0.0
90144,1,0,0.071,0.929,0.929,0.0
62234,1,0,0.071,0.929,0.929,0.0
184835,2,0,0.071,1.929,1.929,0.0
189003,2,0,0.071,1.929,1.929,0.0
96155,7,0,0.071,6.929,6.929,0.0
341143,4,0,0.071,3.929,3.929,0.0
69247,1,0,0.071,0.929,0.929,0.0
94478,2,0,0.071,1.929,1.929,0.0
95697,2,0,0.071,1.929,1.929,0.0
32656,2,0,0.071,1.929,1.929,0.0
43398,2,0,0.071,1.929,1.929,0.0
189354,2,0,0.071,1.929,1.929,0.0
90157,2,0,0.071,1.929,1.929,0.0
90172,2,0,0.071,1.929,1.929,0.0
199942,2,0,0.071,1.929,1.929,0.0
67895,2,0,0.071,1.929,1.929,0.0
90165,6,0,0.071,5.929,5.929,0.0
96637,4,0,0.071,3.929,3.929,0.0
96445,3,0,0.071,2.929,2.929,0.0
192210,1,0,0.071,0.929,0.929,0.0
87468,2,0,0.071,1.929,1.929,0.0
96480,2,0,0.071,1.929,1.929,0.0
89627,2,0,0.071,1.929,1.929,0.0
96509,8,0,0.071,7.929,7.929,0.0
96454,6,0,0.071,5.929,5.929,0.0
69727,6,0,0.071,5.929,5.929,0.0
96482,4,0,0.071,3.929,3.929,0.0
96607,4,0,0.071,3.929,3.929,0.0
97128,4,0,0.071,3.929,3.929,0.0
96639,4,0,0.071,3.929,3.929,0.0
94285,3,0,0.071,2.929,2.929,0.0
96450,4,0,0.071,3.929,3.929,0.0
96611,3,0,0.071,2.929,2.929,0.0
89055,3,0,0.071,2.929,2.929,0.0
186415,3,0,0.071,2.929,2.929,0.0
96508,3,0,0.071,2.929,2.929,0.0
187273,2,0,0.071,1.929,1.929,0.0
199951,2,0,0.071,1.929,1.929,0.0
96453,11,0,0.071,10.929,10.929,0.0
668756,3,0,0.071,2.929,2.929,0.0
94103,1,0,0.071,0.929,0.929,0.0
4044,3,0,0.071,2.929,2.929,0.0
27190,5,0,0.071,4.929,4.929,0.0
371238,4,0,0.071,3.929,3.929,0.0
389188,5,0,0.071,4.929,4.929,0.0
427501,1,0,0.071,0.929,0.929,0.0
199735,2,0,0.071,1.929,1.929,0.0
43528,3,0,0.071,2.929,2.929,0.0
55232,1,0,0.071,0.929,0.929,0.0
50676,1,0,0.071,0.929,0.929,0.0
89771,1,0,0.071,0.929,0.929,0.0
88098,7,0,0.071,6.929,6.929,0.0
94275,5,0,0.071,4.929,4.929,0.0
192248,1,0,0.071,0.929,0.929,0.0
39544,2,0,0.071,1.929,1.929,0.0
97142,4,0,0.071,3.929,3.929,0.0
67879,4,0,0.071,3.929,3.929,0.0
94660,2,0,0.071,1.929,1.929,0.0
195601,4,0,0.071,3.929,3.929,0.0
20558,1,0,0.071,0.929,0.929,0.0
196356,1,0,0.071,0.929,0.929,0.0
67862,1,0,0.071,0.929,0.929,0.0
15273,1,0,0.071,0.929,0.929,0.0
90900,2,0,0.071,1.929,1.929,0.0
192070,3,0,0.071,2.929,2.929,0.0
277061,1,0,0.071,0.929,0.929,0.0
196366,2,0,0.071,1.929,1.929,0.0
473154,3,0,0.071,2.929,2.929,0.0
52722,1,0,0.071,0.929,0.929,0.0
784710,2,0,0.071,1.929,1.929,0.0
190138,2,0,0.071,1.929,1.929,0.0
96152,2,0,0.071,1.929,1.929,0.0
72013,5,0,0.071,4.929,4.929,0.0
93924,10,0,0.071,9.929,9.929,0.0
49269,3,0,0.071,2.929,2.929,0.0
199719,25,0,0.071,24.929,24.929,0.0
185330,2,0,0.071,1.929,1.929,0.0
194038,3,0,0.071,2.929,2.929,0.0
11008,2,0,0.071,1.929,1.929,0.0
289698,2,0,0.071,1.929,1.929,0.0
490649,1,0,0.071,0.929,0.929,0.0
96606,1,3,0.071,3.929,3.929,0.0
196833,2,0,0.071,1.929,1.929,0.0
189899,2,0,0.071,1.929,1.929,0.0
93913,2,0,0.071,1.929,1.929,0.0
271551,2,0,0.071,1.929,1.929,0.0
61288,1,0,0.071,0.929,0.929,0.0
94657,2,0,0.071,1.929,1.929,0.0
43529,1,0,0.071,0.929,0.929,0.0
43916,1,0,0.071,0.929,0.929,0.0
43531,1,0,0.071,0.929,0.929,0.0
43532,2,0,0.071,1.929,1.929,0.0
196358,1,0,0.071,0.929,0.929,0.0
496316,2,0,0.071,1.929,1.929,0.0
190147,1,0,0.071,0.929,0.929,0.0
95536,1,0,0.071,0.929,0.929,0.0
190148,2,0,0.071,1.929,1.929,0.0
198289,2,0,0.071,1.929,1.929,0.0
96464,2,0,0.071,1.929,1.929,0.0
188994,2,0,0.071,1.929,1.929,0.0
24923,1,0,0.069,0.931,0.931,0.0
193127,6,0,0.067,5.933,5.933,0.0
46888,3,0,0.067,2.933,2.933,0.0
66918,4,0,0.067,3.933,3.933,0.0
199745,2,0,0.067,1.933,1.933,0.0
193144,0,3,0.067,2.933,2.933,0.0
69246,1,0,0.067,0.933,0.933,0.0
198727,3,0,0.067,2.933,2.933,0.0
974374,2,0,0.067,1.933,1.933,0.0
89057,2,0,0.066,1.934,1.934,0.0
195404,1,0,0.066,0.934,0.934,0.0
782211,2,0,0.018,1.982,1.982,0.0
93988,1,0,0.065,0.935,0.935,0.0
94000,3,0,0.065,2.935,2.935,0.0
191383,1,0,0.065,0.935,0.935,0.0
195950,3,0,0.063,2.937,2.937,0.0
189581,3,0,0.063,2.937,2.937,0.0
33440,1,0,0.063,0.937,0.937,0.0
54933,3,0,0.063,2.937,2.937,0.0
188800,5,0,0.063,4.937,4.937,0.0
94569,2,0,0.063,1.937,1.937,0.0
189592,6,0,0.063,5.937,5.937,0.0
668236,4,0,0.063,3.937,3.937,0.0
67988,2,0,0.063,1.937,1.937,0.0
195559,3,0,0.063,2.937,2.937,0.0
41321,2,0,0.063,1.937,1.937,0.0
55990,2,0,0.063,1.937,1.937,0.0
406554,2,0,0.063,1.937,1.937,0.0
195944,2,0,0.063,1.937,1.937,0.0
7531,1,0,0.062,0.938,0.938,0.0
7519,2,0,0.062,1.938,1.938,0.0
341559,1,0,0.062,0.938,0.938,0.0
974315,2,0,0.062,1.938,1.938,0.0
69749,2,0,0.062,1.938,1.938,0.0
189264,1,0,0.062,0.938,0.938,0.0
199759,4,0,0.061,3.939,3.939,0.0
70449,3,0,0.061,2.939,2.939,0.0
13563,2,0,0.061,1.939,1.939,0.0
87609,3,0,0.061,2.939,2.939,0.0
193317,3,0,0.061,2.939,2.939,0.0
22220,3,0,0.061,2.939,2.939,0.0
62235,5,0,0.061,4.939,4.939,0.0
668020,1,0,0.061,0.939,0.939,0.0
102631,2,0,0.061,1.939,1.939,0.0
189360,4,0,0.061,3.939,3.939,0.0
667980,1,0,0.061,0.939,0.939,0.0
15138,1,0,0.061,0.939,0.939,0.0
199132,1,0,0.061,0.939,0.939,0.0
75420,1,0,0.061,0.939,0.939,0.0
75411,1,0,0.061,0.939,0.939,0.0
67688,4,0,0.06,3.94,3.94,0.0
197166,2,0,0.06,1.94,1.94,0.0
738,1,0,0.06,0.94,0.94,0.0
90111,3,0,0.06,2.94,2.94,0.0
350181,1,0,0.06,0.94,0.94,0.0
198225,1,0,0.06,0.94,0.94,0.0
66917,3,0,0.059,2.941,2.941,0.0
70365,1,0,0.059,0.941,0.941,0.0
908223,1,0,0.057,0.943,0.943,0.0
198729,4,0,0.057,3.943,3.943,0.0
198737,4,0,0.057,3.943,3.943,0.0
37357,3,0,0.057,2.943,2.943,0.0
13629,10,0,0.057,9.943,9.943,0.0
191177,3,0,0.057,2.943,2.943,0.0
198731,3,0,0.057,2.943,2.943,0.0
307416,2,0,0.057,1.943,1.943,0.0
199331,2,0,0.057,1.943,1.943,0.0
56031,2,0,0.057,1.943,1.943,0.0
196551,3,0,0.057,2.943,2.943,0.0
13628,1,0,0.057,0.943,0.943,0.0
90518,2,0,0.057,1.943,1.943,0.0
73221,2,0,0.057,1.943,1.943,0.0
70704,2,0,0.057,1.943,1.943,0.0
90524,2,0,0.057,1.943,1.943,0.0
199328,2,0,0.057,1.943,1.943,0.0
307386,1,0,0.057,0.943,0.943,0.0
18877,1,0,0.056,0.944,0.944,0.0
483753,1,0,0.056,0.944,0.944,0.0
12039,3,0,0.056,2.944,2.944,0.0
198712,2,0,0.056,1.944,1.944,0.0
87606,2,0,0.055,1.945,1.945,0.0
198726,3,0,0.055,2.945,2.945,0.0
198725,4,0,0.055,3.945,3.945,0.0
194088,1,0,0.055,0.945,0.945,0.0
195074,6,0,0.054,5.946,5.946,0.0
195403,1,0,0.054,0.946,0.946,0.0
39401,2,0,0.054,1.946,1.946,0.0
90159,2,0,0.054,1.946,1.946,0.0
90168,1,0,0.054,0.946,0.946,0.0
199056,2,0,0.054,1.946,1.946,0.0
188998,3,0,0.054,2.946,2.946,0.0
185497,1,0,0.054,0.946,0.946,0.0
197172,1,0,0.054,0.946,0.946,0.0
191385,1,0,0.054,0.946,0.946,0.0
90162,1,0,0.054,0.946,0.946,0.0
198227,1,0,0.054,0.946,0.946,0.0
542027,3,0,0.053,2.947,2.947,0.0
51889,3,0,0.053,2.947,2.947,0.0
185143,3,0,0.052,2.948,2.948,0.0
93983,6,0,0.052,5.948,5.948,0.0
22925,1,0,0.052,0.948,0.948,0.0
17553,3,0,0.052,2.948,2.948,0.0
193057,1,0,0.052,0.948,0.948,0.0
67538,3,0,0.052,2.948,2.948,0.0
54488,2,0,0.052,1.948,1.948,0.0
199752,2,0,0.051,1.949,1.949,0.0
87597,2,0,0.051,1.949,1.949,0.0
199760,1,0,0.051,0.949,0.949,0.0
46884,3,0,0.051,2.949,2.949,0.0
57138,3,0,0.051,2.949,2.949,0.0
87462,1,0,0.05,0.95,0.95,0.0
188802,2,0,0.048,1.952,1.952,0.0
668053,4,0,0.048,3.952,3.952,0.0
198734,4,0,0.048,3.952,3.952,0.0
62225,3,0,0.048,2.952,2.952,0.0
192845,2,0,0.048,1.952,1.952,0.0
195184,3,0,0.048,2.952,2.952,0.0
90427,1,0,0.048,0.952,0.952,0.0
93458,2,0,0.048,1.952,1.952,0.0
90112,2,0,0.048,1.952,1.952,0.0
95057,3,0,0.048,2.952,2.952,0.0
56529,2,0,0.048,1.952,1.952,0.0
90795,3,0,0.048,2.952,2.952,0.0
90109,3,0,0.048,2.952,2.952,0.0
192847,2,0,0.048,1.952,1.952,0.0
38457,2,0,0.048,1.952,1.952,0.0
668988,2,0,0.048,1.952,1.952,0.0
668012,2,0,0.048,1.952,1.952,0.0
189591,2,0,0.048,1.952,1.952,0.0
260843,3,0,0.048,2.952,2.952,0.0
90484,1,0,0.048,0.952,0.952,0.0
668350,1,0,0.048,0.952,0.952,0.0
67912,2,0,0.048,1.952,1.952,0.0
822876,2,0,0.048,1.952,1.952,0.0
2708,7,0,0.048,6.952,6.952,0.0
885711,2,0,0.048,1.952,1.952,0.0
68445,2,0,0.048,1.952,1.952,0.0
198710,4,0,0.048,3.952,3.952,0.0
44199,3,0,0.048,2.952,2.952,0.0
369365,1,0,0.048,0.952,0.952,0.0
17959,1,0,0.048,0.952,0.952,0.0
226173,1,0,0.048,0.952,0.952,0.0
192125,1,0,0.048,0.952,0.952,0.0
94040,1,0,0.048,0.952,0.952,0.0
38295,2,0,0.048,1.952,1.952,0.0
891967,3,0,0.048,2.952,2.952,0.0
74434,1,0,0.048,0.952,0.952,0.0
190140,2,0,0.048,1.952,1.952,0.0
38425,5,0,0.048,4.952,4.952,0.0
90466,3,0,0.048,2.952,2.952,0.0
94037,1,0,0.048,0.952,0.952,0.0
70432,1,0,0.048,0.952,0.952,0.0
195089,2,0,0.048,1.952,1.952,0.0
90437,4,0,0.048,3.952,3.952,0.0
38294,4,0,0.048,3.952,3.952,0.0
38296,6,0,0.048,5.952,5.952,0.0
581402,2,0,0.048,1.952,1.952,0.0
668509,3,0,0.048,2.952,2.952,0.0
94868,2,0,0.048,1.952,1.952,0.0
192802,2,0,0.048,1.952,1.952,0.0
667287,1,0,0.048,0.952,0.952,0.0
191685,1,0,0.048,0.952,0.952,0.0
198224,1,0,0.048,0.952,0.952,0.0
342505,1,0,0.048,0.952,0.952,0.0
43904,1,0,0.048,0.952,0.952,0.0
192799,2,0,0.048,1.952,1.952,0.0
69681,2,0,0.048,1.952,1.952,0.0
191173,2,0,0.045,1.955,1.955,0.0
193290,4,0,0.045,3.955,3.955,0.0
193285,2,0,0.045,1.955,1.955,0.0
53928,3,0,0.045,2.955,2.955,0.0
188024,1,0,0.045,0.955,0.955,0.0
89056,0,3,0.044,2.956,2.956,0.0
31560,1,0,0.044,0.956,0.956,0.0
189263,1,0,0.043,0.957,0.957,0.0
192181,1,0,0.043,0.957,0.957,0.0
89626,3,0,0.043,2.957,2.957,0.0
92706,3,0,0.043,2.957,2.957,0.0
54483,2,0,0.043,1.957,1.957,0.0
198711,1,0,0.042,0.958,0.958,0.0
5196,1,0,0.042,0.958,0.958,0.0
193835,2,0,0.042,1.958,1.958,0.0
192992,3,0,0.041,2.959,2.959,0.0
94075,2,0,0.041,1.959,1.959,0.0
94052,2,0,0.041,1.959,1.959,0.0
94064,2,0,0.041,1.959,1.959,0.0
520999,2,0,0.041,1.959,1.959,0.0
41720,2,0,0.041,1.959,1.959,0.0
66792,1,0,0.041,0.959,0.959,0.0
193065,3,0,0.041,2.959,2.959,0.0
192214,2,0,0.041,1.959,1.959,0.0
199134,1,0,0.041,0.959,0.959,0.0
196365,1,0,0.041,0.959,0.959,0.0
50677,1,0,0.041,0.959,0.959,0.0
185380,2,0,0.041,1.959,1.959,0.0
193834,2,0,0.04,1.96,1.96,0.0
93989,1,0,0.039,0.961,0.961,0.0
94004,2,0,0.039,1.961,1.961,0.0
7524,1,0,0.039,0.961,0.961,0.0
54484,1,0,0.039,0.961,0.961,0.0
88463,1,0,0.039,0.961,0.961,0.0
193061,1,0,0.039,0.961,0.961,0.0
66794,3,0,0.039,2.961,2.961,0.0
54485,2,0,0.039,1.961,1.961,0.0
186416,3,0,0.039,2.961,2.961,0.0
198732,3,0,0.038,2.962,2.962,0.0
193145,5,0,0.038,4.962,4.962,0.0
196233,3,0,0.036,2.964,2.964,0.0
90148,1,0,0.036,0.964,0.964,0.0
96479,3,0,0.036,2.964,2.964,0.0
94104,1,0,0.036,0.964,0.964,0.0
30163,2,0,0.036,1.964,1.964,0.0
13630,5,0,0.036,4.964,4.964,0.0
94691,5,0,0.036,4.964,4.964,0.0
916730,1,0,0.036,0.964,0.964,0.0
69245,2,0,0.036,1.964,1.964,0.0
96477,4,0,0.036,3.964,3.964,0.0
96456,5,0,0.036,4.964,4.964,0.0
197171,3,0,0.036,2.964,2.964,0.0
96476,5,0,0.036,4.964,4.964,0.0
94678,6,0,0.036,5.964,5.964,0.0
94682,6,0,0.036,5.964,5.964,0.0
96474,4,0,0.036,3.964,3.964,0.0
187274,3,0,0.036,2.964,2.964,0.0
34280,1,0,0.036,0.964,0.964,0.0
252767,3,0,0.036,2.964,2.964,0.0
94102,4,0,0.036,3.964,3.964,0.0
197588,1,0,0.036,0.964,0.964,0.0
14969,1,0,0.036,0.964,0.964,0.0
27928,2,0,0.036,1.964,1.964,0.0
195258,2,0,0.036,1.964,1.964,0.0
87648,1,0,0.036,0.964,0.964,0.0
196231,1,0,0.036,0.964,0.964,0.0
189683,3,0,0.036,2.964,2.964,0.0
193063,1,0,0.036,0.964,0.964,0.0
34281,4,0,0.036,3.964,3.964,0.0
192360,3,0,0.036,2.964,2.964,0.0
522252,2,0,0.036,1.964,1.964,0.0
368997,2,0,0.036,1.964,1.964,0.0
95493,2,0,0.036,1.964,1.964,0.0
65482,5,0,0.036,4.964,4.964,0.0
