sku_number,raw_model_order_units,target_order_units_to_hit_day_one_soh,current_recommended_order_units,proposed_commercial_recommended_order_units,raw_model_to_target_ratio,confidence_score,data_quality_score,promo_period_demand_source,proposed_order_policy
92765,0,0,0,0,,57,34.0,missing_promo_period_demand,raw_model_constrained
97541,0,0,0,0,,57,34.0,missing_promo_period_demand,raw_model_constrained
95387,0,0,0,0,,57,34.0,missing_promo_period_demand,raw_model_constrained
95391,0,0,0,0,,57,34.0,missing_promo_period_demand,raw_model_constrained
668491,0,0,0,0,,57,34.0,missing_promo_period_demand,raw_model_constrained
97678,0,0,0,0,,57,34.0,missing_promo_period_demand,raw_model_constrained
88055,0,0,0,0,,57,34.0,missing_promo_period_demand,raw_model_constrained
194000,0,0,0,0,,57,34.0,missing_promo_period_demand,raw_model_constrained
95097,0,0,0,0,,57,34.0,missing_promo_period_demand,raw_model_constrained
95100,0,0,0,0,,57,34.0,missing_promo_period_demand,raw_model_constrained
95095,0,0,0,0,,57,34.0,missing_promo_period_demand,raw_model_constrained
95096,0,0,0,0,,57,34.0,missing_promo_period_demand,raw_model_constrained
97556,0,0,0,0,,57,34.0,missing_promo_period_demand,raw_model_constrained
88444,0,0,0,0,,57,34.0,missing_promo_period_demand,raw_model_constrained
198286,0,0,0,0,,57,34.0,missing_promo_period_demand,raw_model_constrained
193699,0,0,0,0,,57,34.0,missing_promo_period_demand,raw_model_constrained
97558,0,0,0,0,,57,34.0,missing_promo_period_demand,raw_model_constrained
186550,0,0,0,0,,57,34.0,missing_promo_period_demand,raw_model_constrained
97195,0,0,0,0,,57,34.0,missing_promo_period_demand,raw_model_constrained
53686,0,0,0,0,,57,34.0,missing_promo_period_demand,raw_model_constrained
38297,0,0,0,0,,57,34.0,missing_promo_period_demand,raw_model_constrained
97549,0,0,0,0,,57,34.0,missing_promo_period_demand,raw_model_constrained
97552,0,0,0,0,,57,34.0,missing_promo_period_demand,raw_model_constrained
97704,0,0,0,0,,57,34.0,missing_promo_period_demand,raw_model_constrained
97705,0,0,0,0,,57,34.0,missing_promo_period_demand,raw_model_constrained
97706,0,0,0,0,,57,34.0,missing_promo_period_demand,raw_model_constrained
598275,0,0,0,0,,57,34.0,missing_promo_period_demand,raw_model_constrained
195528,0,0,0,0,,57,34.0,missing_promo_period_demand,raw_model_constrained
985465,2,1,0,0,2.0,56,28.0,missing_promo_period_demand,raw_model_constrained
89161,1,0,0,0,,56,28.0,missing_promo_period_demand,raw_model_constrained
189551,0,1,0,0,0.0,56,34.0,missing_promo_period_demand,raw_model_constrained
204579,0,1,0,0,0.0,56,34.0,missing_promo_period_demand,raw_model_constrained
198535,0,1,0,0,0.0,56,34.0,missing_promo_period_demand,raw_model_constrained
89379,0,1,0,0,0.0,56,34.0,missing_promo_period_demand,raw_model_constrained
90894,0,1,0,0,0.0,56,34.0,missing_promo_period_demand,raw_model_constrained
89756,0,1,0,0,0.0,56,34.0,missing_promo_period_demand,raw_model_constrained
96699,0,0,0,0,,56,34.0,missing_promo_period_demand,raw_model_constrained
96704,0,0,0,0,,56,34.0,missing_promo_period_demand,raw_model_constrained
90385,0,0,0,0,,56,34.0,missing_promo_period_demand,raw_model_constrained
90387,0,0,0,0,,56,34.0,missing_promo_period_demand,raw_model_constrained
89874,0,0,0,0,,56,34.0,missing_promo_period_demand,raw_model_constrained
88780,0,0,0,0,,56,34.0,missing_promo_period_demand,raw_model_constrained
193454,0,0,0,0,,56,34.0,missing_promo_period_demand,raw_model_constrained
94255,0,0,0,0,,56,34.0,missing_promo_period_demand,raw_model_constrained
89769,0,0,0,0,,56,34.0,missing_promo_period_demand,raw_model_constrained
89754,0,0,0,0,,56,34.0,missing_promo_period_demand,raw_model_constrained
90522,0,0,0,0,,56,34.0,missing_promo_period_demand,raw_model_constrained
93846,0,0,0,0,,56,34.0,missing_promo_period_demand,raw_model_constrained
92856,0,0,0,0,,56,34.0,missing_promo_period_demand,raw_model_constrained
93847,0,0,0,0,,56,34.0,missing_promo_period_demand,raw_model_constrained
307548,0,0,0,0,,56,34.0,missing_promo_period_demand,raw_model_constrained
190073,0,0,0,0,,56,34.0,missing_promo_period_demand,raw_model_constrained
5378,0,0,0,0,,56,34.0,missing_promo_period_demand,raw_model_constrained
592188,0,0,0,0,,56,34.0,missing_promo_period_demand,raw_model_constrained
167585,0,0,0,0,,56,34.0,missing_promo_period_demand,raw_model_constrained
92174,0,0,0,0,,56,34.0,missing_promo_period_demand,raw_model_constrained
647552,0,0,0,0,,56,34.0,missing_promo_period_demand,raw_model_constrained
88325,0,0,0,0,,56,34.0,missing_promo_period_demand,raw_model_constrained
97554,2,2,0,0,1.0,55,28.0,missing_promo_period_demand,raw_model_constrained
97572,2,2,0,0,1.0,55,28.0,missing_promo_period_demand,raw_model_constrained
98136,2,2,0,0,1.0,55,28.0,missing_promo_period_demand,raw_model_constrained
98117,2,2,0,0,1.0,55,28.0,missing_promo_period_demand,raw_model_constrained
95875,2,2,0,0,1.0,55,28.0,missing_promo_period_demand,raw_model_constrained
98118,2,2,0,0,1.0,55,28.0,missing_promo_period_demand,raw_model_constrained
167101,2,2,0,0,1.0,55,28.0,missing_promo_period_demand,raw_model_constrained
167145,2,2,0,0,1.0,55,28.0,missing_promo_period_demand,raw_model_constrained
98138,2,2,0,0,1.0,55,28.0,missing_promo_period_demand,raw_model_constrained
167133,2,2,0,0,1.0,55,28.0,missing_promo_period_demand,raw_model_constrained
350699,2,1,0,0,2.0,55,28.0,missing_promo_period_demand,raw_model_constrained
451096,2,1,0,0,2.0,55,28.0,missing_promo_period_demand,raw_model_constrained
74442,2,1,0,0,2.0,55,28.0,missing_promo_period_demand,raw_model_constrained
60996,2,1,0,0,2.0,55,28.0,missing_promo_period_demand,raw_model_constrained
940194,2,1,0,0,2.0,55,28.0,missing_promo_period_demand,raw_model_constrained
91543,1,0,0,0,,55,28.0,missing_promo_period_demand,raw_model_constrained
267575,0,1,0,0,0.0,55,34.0,missing_promo_period_demand,raw_model_constrained
97594,0,1,0,0,0.0,55,34.0,missing_promo_period_demand,raw_model_constrained
196364,0,1,0,0,0.0,55,34.0,missing_promo_period_demand,raw_model_constrained
89761,0,1,0,0,0.0,55,34.0,missing_promo_period_demand,raw_model_constrained
188691,0,1,0,0,0.0,55,34.0,missing_promo_period_demand,raw_model_constrained
88355,0,1,0,0,0.0,55,34.0,missing_promo_period_demand,raw_model_constrained
97435,0,0,0,0,,55,34.0,missing_promo_period_demand,raw_model_constrained
87654,0,0,0,0,,55,34.0,missing_promo_period_demand,raw_model_constrained
91030,0,0,0,0,,55,34.0,missing_promo_period_demand,raw_model_constrained
567302,0,0,0,0,,55,34.0,missing_promo_period_demand,raw_model_constrained
591461,0,0,0,0,,55,34.0,missing_promo_period_demand,raw_model_constrained
91052,0,0,0,0,,55,34.0,missing_promo_period_demand,raw_model_constrained
88242,0,0,0,0,,55,34.0,missing_promo_period_demand,raw_model_constrained
194035,0,0,0,0,,55,34.0,missing_promo_period_demand,raw_model_constrained
93848,0,0,0,0,,55,34.0,missing_promo_period_demand,raw_model_constrained
93851,0,0,0,0,,55,34.0,missing_promo_period_demand,raw_model_constrained
188942,0,0,0,0,,55,34.0,missing_promo_period_demand,raw_model_constrained
197210,0,0,0,0,,55,34.0,missing_promo_period_demand,raw_model_constrained
68083,0,0,0,0,,55,34.0,missing_promo_period_demand,raw_model_constrained
97769,0,0,0,0,,55,34.0,missing_promo_period_demand,raw_model_constrained
93923,0,0,0,0,,55,34.0,missing_promo_period_demand,raw_model_constrained
185259,0,0,0,0,,55,34.0,missing_promo_period_demand,raw_model_constrained
537187,0,0,0,0,,55,34.0,missing_promo_period_demand,raw_model_constrained
5446,0,0,0,0,,55,34.0,missing_promo_period_demand,raw_model_constrained
92181,0,0,0,0,,55,34.0,missing_promo_period_demand,raw_model_constrained
88388,0,0,0,0,,55,34.0,missing_promo_period_demand,raw_model_constrained
56951,0,0,0,0,,55,34.0,missing_promo_period_demand,raw_model_constrained
95874,0,0,0,0,,55,34.0,missing_promo_period_demand,raw_model_constrained
197748,0,0,0,0,,55,34.0,missing_promo_period_demand,raw_model_constrained
91018,0,0,0,0,,55,34.0,missing_promo_period_demand,raw_model_constrained
88283,0,0,0,0,,55,34.0,missing_promo_period_demand,raw_model_constrained
95885,0,0,0,0,,55,34.0,missing_promo_period_demand,raw_model_constrained
190072,0,0,0,0,,55,34.0,missing_promo_period_demand,raw_model_constrained
97201,2,2,0,0,1.0,54,28.0,missing_promo_period_demand,raw_model_constrained
97947,2,2,0,0,1.0,54,28.0,missing_promo_period_demand,raw_model_constrained
97576,2,2,0,0,1.0,54,28.0,missing_promo_period_demand,raw_model_constrained
95114,2,2,0,0,1.0,54,28.0,missing_promo_period_demand,raw_model_constrained
167572,2,2,0,0,1.0,54,28.0,missing_promo_period_demand,raw_model_constrained
167548,2,2,0,0,1.0,54,28.0,missing_promo_period_demand,raw_model_constrained
58111,2,1,0,0,2.0,54,28.0,missing_promo_period_demand,raw_model_constrained
38463,2,1,0,0,2.0,54,28.0,missing_promo_period_demand,raw_model_constrained
97652,0,1,0,0,0.0,54,34.0,missing_promo_period_demand,raw_model_constrained
96703,0,1,0,0,0.0,54,34.0,missing_promo_period_demand,raw_model_constrained
396532,0,1,0,0,0.0,54,34.0,missing_promo_period_demand,raw_model_constrained
203750,0,1,0,0,0.0,54,34.0,missing_promo_period_demand,raw_model_constrained
91910,0,1,0,0,0.0,54,34.0,missing_promo_period_demand,raw_model_constrained
91038,0,1,0,0,0.0,54,34.0,missing_promo_period_demand,raw_model_constrained
91947,0,1,0,0,0.0,54,34.0,missing_promo_period_demand,raw_model_constrained
91967,0,1,0,0,0.0,54,34.0,missing_promo_period_demand,raw_model_constrained
95861,0,1,0,0,0.0,54,34.0,missing_promo_period_demand,raw_model_constrained
92153,0,1,0,0,0.0,54,34.0,missing_promo_period_demand,raw_model_constrained
591404,0,1,0,0,0.0,54,34.0,missing_promo_period_demand,raw_model_constrained
91895,0,1,0,0,0.0,54,34.0,missing_promo_period_demand,raw_model_constrained
91150,0,1,0,0,0.0,54,34.0,missing_promo_period_demand,raw_model_constrained
333786,0,1,0,0,0.0,54,34.0,missing_promo_period_demand,raw_model_constrained
50701,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
97846,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
91070,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
91877,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
91878,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
167105,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
167109,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
90998,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
167593,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
98108,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
91071,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
91945,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
91905,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
91048,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
91059,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
91944,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
91954,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
91937,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
56950,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
91872,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
91906,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
91863,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
91956,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
91948,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
91033,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
91066,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
91951,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
92180,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
92140,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
167546,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
95860,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
95890,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
92159,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
91047,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
91072,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
92150,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
167584,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
479196,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
95870,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
167076,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
647875,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
88318,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
167098,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
167099,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
167138,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
88387,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
91892,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
98134,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
167127,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
95893,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
93821,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
16736,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
97198,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
97197,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
97196,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
90986,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
190097,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
98183,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
98119,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
98120,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
98175,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
167106,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
479212,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
167087,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
95866,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
53981,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
167112,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
91940,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
95867,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
68082,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
167091,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
167092,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
92170,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
92166,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
167075,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
167095,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
167132,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
167093,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
167073,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
167082,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
167085,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
90989,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
91019,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
167074,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
167124,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
98082,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
98107,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
98110,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
98111,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
98121,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
98122,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
92162,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
167159,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
167160,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
167116,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
167119,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
91893,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
91942,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
91039,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
91916,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
91021,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
167080,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
167530,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
167531,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
167532,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
167551,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
167553,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
91049,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
91065,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
91075,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
91881,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
91928,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
95883,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
88250,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
91020,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
91064,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
167136,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
167137,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
167143,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
167147,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
167148,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
167151,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
167152,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
167154,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
167155,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
88339,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
91961,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
91076,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
91077,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
189868,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
92148,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
91014,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
91016,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
91017,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
167111,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
167158,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
88396,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
167162,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
92158,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
95892,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
95863,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
88393,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
95872,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
167100,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
95876,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
167574,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
167576,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
167578,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
167580,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
167582,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
167587,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
91057,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
167084,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
167081,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
647818,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
95852,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
95862,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
88316,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
167139,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
167141,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
167142,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
167146,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
167149,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
167135,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
91006,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
167131,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
91007,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
91884,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
167129,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
91003,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
91005,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
167161,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
167547,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
91023,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
167128,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
167130,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
97052,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
97156,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
516600,0,0,0,0,,54,34.0,missing_promo_period_demand,raw_model_constrained
97677,2,2,0,0,1.0,53,28.0,missing_promo_period_demand,raw_model_constrained
167947,2,2,0,0,1.0,53,28.0,missing_promo_period_demand,raw_model_constrained
167102,2,2,0,0,1.0,53,28.0,missing_promo_period_demand,raw_model_constrained
36707,0,1,0,0,0.0,53,34.0,missing_promo_period_demand,raw_model_constrained
96710,0,1,0,0,0.0,53,34.0,missing_promo_period_demand,raw_model_constrained
192067,0,1,0,0,0.0,53,34.0,missing_promo_period_demand,raw_model_constrained
91000,0,1,0,0,0.0,53,34.0,missing_promo_period_demand,raw_model_constrained
189742,0,1,0,0,0.0,53,34.0,missing_promo_period_demand,raw_model_constrained
195593,0,1,0,0,0.0,53,34.0,missing_promo_period_demand,raw_model_constrained
185,0,1,0,0,0.0,53,34.0,missing_promo_period_demand,raw_model_constrained
91153,0,1,0,0,0.0,53,34.0,missing_promo_period_demand,raw_model_constrained
97537,0,0,0,0,,53,34.0,missing_promo_period_demand,raw_model_constrained
87656,0,0,0,0,,53,34.0,missing_promo_period_demand,raw_model_constrained
96707,0,0,0,0,,53,34.0,missing_promo_period_demand,raw_model_constrained
167595,0,0,0,0,,53,34.0,missing_promo_period_demand,raw_model_constrained
91050,0,0,0,0,,53,34.0,missing_promo_period_demand,raw_model_constrained
88333,0,0,0,0,,53,34.0,missing_promo_period_demand,raw_model_constrained
91008,0,0,0,0,,53,34.0,missing_promo_period_demand,raw_model_constrained
189739,0,0,0,0,,53,34.0,missing_promo_period_demand,raw_model_constrained
93818,0,0,0,0,,53,34.0,missing_promo_period_demand,raw_model_constrained
94544,0,0,0,0,,53,34.0,missing_promo_period_demand,raw_model_constrained
97127,0,0,0,0,,53,34.0,missing_promo_period_demand,raw_model_constrained
97848,0,0,0,0,,53,34.0,missing_promo_period_demand,raw_model_constrained
97850,0,0,0,0,,53,34.0,missing_promo_period_demand,raw_model_constrained
97852,0,0,0,0,,53,34.0,missing_promo_period_demand,raw_model_constrained
97123,0,0,0,0,,53,34.0,missing_promo_period_demand,raw_model_constrained
98133,0,0,0,0,,53,34.0,missing_promo_period_demand,raw_model_constrained
98124,0,0,0,0,,53,34.0,missing_promo_period_demand,raw_model_constrained
93927,0,0,0,0,,53,34.0,missing_promo_period_demand,raw_model_constrained
98127,0,0,0,0,,53,34.0,missing_promo_period_demand,raw_model_constrained
91908,0,0,0,0,,53,34.0,missing_promo_period_demand,raw_model_constrained
98131,0,0,0,0,,53,34.0,missing_promo_period_demand,raw_model_constrained
95829,0,0,0,0,,53,34.0,missing_promo_period_demand,raw_model_constrained
95830,0,0,0,0,,53,34.0,missing_promo_period_demand,raw_model_constrained
167157,0,0,0,0,,53,34.0,missing_promo_period_demand,raw_model_constrained
478628,0,0,0,0,,53,34.0,missing_promo_period_demand,raw_model_constrained
167096,0,0,0,0,,53,34.0,missing_promo_period_demand,raw_model_constrained
259098,0,0,0,0,,53,34.0,missing_promo_period_demand,raw_model_constrained
647891,0,0,0,0,,53,34.0,missing_promo_period_demand,raw_model_constrained
190070,0,0,0,0,,53,34.0,missing_promo_period_demand,raw_model_constrained
190076,0,0,0,0,,53,34.0,missing_promo_period_demand,raw_model_constrained
88336,0,0,0,0,,53,34.0,missing_promo_period_demand,raw_model_constrained
88324,0,0,0,0,,53,34.0,missing_promo_period_demand,raw_model_constrained
190074,0,0,0,0,,53,34.0,missing_promo_period_demand,raw_model_constrained
167586,0,0,0,0,,53,34.0,missing_promo_period_demand,raw_model_constrained
88389,0,0,0,0,,53,34.0,missing_promo_period_demand,raw_model_constrained
88678,0,0,0,0,,53,34.0,missing_promo_period_demand,raw_model_constrained
478610,0,0,0,0,,53,34.0,missing_promo_period_demand,raw_model_constrained
190067,0,0,0,0,,53,34.0,missing_promo_period_demand,raw_model_constrained
91162,0,0,0,0,,53,34.0,missing_promo_period_demand,raw_model_constrained
97157,0,0,0,0,,53,34.0,missing_promo_period_demand,raw_model_constrained
91160,0,0,0,0,,53,34.0,missing_promo_period_demand,raw_model_constrained
