priority_rank,store_number,promotion_name,promotion_start_date,promotion_end_date,promotion_days,prediction_date,days_until_promotion_start,sku_number,sku_description,decision,recommendation_type,recommended_order_basis,raw_model_order_units,target_order_units_to_hit_day_one_soh,commercial_recommended_order_units,recommended_order_units,operator_review_order_low_units,operator_review_order_high_units,remaining_shortfall_after_commercial_recommendation_units,remaining_day_one_shortfall_units,commercial_coverage_ratio,recommendation_coverage_ratio,stock_target_conflict_flag,stock_target_conflict_reason,target_day_one_soh_units,projected_day_one_soh_before_order_units,projected_day_one_soh_after_recommended_order_units,current_soh_units,on_order_units,estimated_demand_before_promo_start_units,predicted_promo_period_sales_units,total_expected_demand_to_promo_end_units,target_stock_on_hand_at_promo_end_units,projected_stock_on_hand_at_promo_end_units,discount_percent,avg_promo_demand_same_discount_units,expected_gp_dollars,capital_at_risk_dollars,confidence_score,confidence_label,data_quality_score,data_quality_label,decision_quality_label,reason_demand,reason_stock,reason_order,reason_risk,reason_rejection_or_hold,human_review_required,review_reason,model_status,production_ordering_approved,customer_report_release_approved,operator_decision,operator_recommended_units,operator_notes,pre_promo_demand_source,promo_period_demand_source,promo_period_demand_source_quality,promo_period_demand_fallback_flag,promo_period_demand_warning,baseline_daily_rate_units,baseline_daily_source_days,order_units_source,confidence_source,raw_model_order_units_calc,commercial_recommended_order_units_calc,target_order_units_to_hit_day_one_soh_calc,remaining_day_one_shortfall_units_calc,recommendation_type_calc,recommended_order_basis_calc,recommendation_constraint_reason,stock_target_conflict_flag_calc,raw_model_to_target_ratio,proposed_order_policy,raw_projected_start_stock_before_floor_units,projected_start_stock_floor_units_removed,projected_start_stock_floored_flag,target_end_used_floor_2_flag,formula_optimal_reconciles,data_quality_penalties,unsafe_raw_expected_units_before_promo_start,contradiction_pre_promo_dominates_promo
809,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,90934,Cetaphil Gen Ex Sa Lot 236M,REVIEW,TARGET_STOCK_REVIEW_RANGE,raw_model_order,9,53,9,9,9,53,44,44,0.17,0.17,1,target_stock_requires_more_than_model_order,52.929,0.286,9.286,2,0,1.714,1.5,3.214,51.429,7.786,40.0,1.5,0.0,133.66,25,VERY_LOW,68.0,MEDIUM,REVIEW_STOCK_GAP,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,"Projected day-one SOH before order 0.3; target day-one SOH 52.9; target order requirement 53 units (current SOH 2, on-order 0, pre-promo demand 1.7)",Target order to hit day-one SOH: 53 units; raw model order: 9 units; commercial recommended order: 9 units; operator review range 9-53. Commercial recommendation partially covers target; remaining shortfall 44 units.,Stock target conflict: model order far below target stock requirement,,YES,risk_or_review_flag; low_confidence_buy; unsafe_pre_promo_source_rejected; promo_period_demand_fallback; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,lead_up_demand_units_over_days_to_promo_start,historical_units_same_discount_avg_fallback,MEDIUM,YES,promo_demand_uses_same_discount_history_fallback,1.714286,56,raw_model_order_units,model_confidence_percent,9,9,53,44,TARGET_STOCK_REVIEW_RANGE,raw_model_order,target_stock_requires_more_than_model_order,1,0.17,target_stock_review_range,0.286,0.0,NO,NO,YES,promo_demand_historical_fallback; promo_period_demand_fallback; review_flag; audit_source_pre_promo_mismatch,96,False
57,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,49686,Avene Thermal S/Water 300Ml,REVIEW,TARGET_STOCK_REVIEW_RANGE,none,0,52,0,0,0,52,52,52,0.0,0.0,1,target_stock_requires_more_than_model_order,60.786,8.357,8.357,10,0,1.643,11.5,13.143,49.286,-3.143,50.0,11.5,0.04,78.43,27,VERY_LOW,80.0,HIGH,REVIEW_STOCK_GAP,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,"Projected day-one SOH before order 8.4; target day-one SOH 60.8; target order requirement 52 units (current SOH 10, on-order 0, pre-promo demand 1.6)",Target order to hit day-one SOH: 52 units; raw model order: 0 units; commercial recommended order: 0 units; operator review range 0-52. Target stock requires more units than the model order; buyer must review the gap before ordering.,Stock target conflict: model order far below target stock requirement,,YES,risk_or_review_flag; promo_period_demand_fallback; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,historical_units_same_discount_avg_over_promo_days,historical_units_same_discount_avg_fallback,MEDIUM,YES,promo_demand_uses_same_discount_history_fallback,1.642857,56,raw_model_order_units,model_confidence_percent,0,0,52,52,TARGET_STOCK_REVIEW_RANGE,none,target_stock_requires_more_than_model_order,1,0.0,target_stock_review_range,8.357,0.0,NO,NO,YES,promo_demand_historical_fallback; promo_period_demand_fallback; review_flag,0,False
64,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,188833,B/Lab Neck Firm Srm 30Ml,REVIEW,TARGET_STOCK_REVIEW_RANGE,none,0,52,0,0,0,52,52,52,0.0,0.0,1,target_stock_requires_more_than_model_order,56.381,4.476,4.476,6,0,1.524,10.667,12.191,45.714,-6.191,40.0,10.667,0.44,30.0,56,MEDIUM,86.0,VERY_HIGH,REVIEW_STOCK_GAP,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,"Projected day-one SOH before order 4.5; target day-one SOH 56.4; target order requirement 52 units (current SOH 6, on-order 0, pre-promo demand 1.5)",Target order to hit day-one SOH: 52 units; raw model order: 0 units; commercial recommended order: 0 units; operator review range 0-52. Target stock requires more units than the model order; buyer must review the gap before ordering.,Stock target conflict: model order far below target stock requirement,,YES,promo_period_demand_fallback; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,historical_units_same_discount_avg_over_promo_days,historical_units_same_discount_avg_fallback,MEDIUM,YES,promo_demand_uses_same_discount_history_fallback,1.523814,56,raw_model_order_units,model_confidence_percent,0,0,52,52,TARGET_STOCK_REVIEW_RANGE,none,target_stock_requires_more_than_model_order,1,0.0,target_stock_review_range,4.476,0.0,NO,NO,YES,promo_demand_historical_fallback; promo_period_demand_fallback,0,False
72,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,93335,Lrp Cicaplast B5 Spray 100Ml,REVIEW,TARGET_STOCK_REVIEW_RANGE,none,0,52,0,0,0,52,52,52,0.0,0.0,1,target_stock_requires_more_than_model_order,52.857,0.571,0.571,2,0,1.429,10.0,11.429,42.857,-9.429,40.0,10.0,0.11,21.47,28,VERY_LOW,86.0,VERY_HIGH,REVIEW_STOCK_GAP,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,"Projected day-one SOH before order 0.6; target day-one SOH 52.9; target order requirement 52 units (current SOH 2, on-order 0, pre-promo demand 1.4)",Target order to hit day-one SOH: 52 units; raw model order: 0 units; commercial recommended order: 0 units; operator review range 0-52. Target stock requires more units than the model order; buyer must review the gap before ordering.,Stock target conflict: model order far below target stock requirement,,YES,promo_period_demand_fallback; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,historical_units_same_discount_avg_over_promo_days,historical_units_same_discount_avg_fallback,MEDIUM,YES,promo_demand_uses_same_discount_history_fallback,1.428571,56,raw_model_order_units,model_confidence_percent,0,0,52,52,TARGET_STOCK_REVIEW_RANGE,none,target_stock_requires_more_than_model_order,1,0.0,target_stock_review_range,0.571,0.0,NO,NO,YES,promo_demand_historical_fallback; promo_period_demand_fallback,0,False
1873,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,323608,Cetaphil Eczema Bdy Mst 295Ml,REVIEW,TARGET_STOCK_REVIEW_RANGE,raw_model_order,9,52,9,9,9,52,43,43,0.173,0.173,1,target_stock_requires_more_than_model_order,51.829,0.286,9.286,2,0,1.714,0.4,2.114,51.429,8.886,40.0,0.4,0.0,156.78,28,VERY_LOW,68.0,MEDIUM,REVIEW_STOCK_GAP,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,"Projected day-one SOH before order 0.3; target day-one SOH 51.8; target order requirement 52 units (current SOH 2, on-order 0, pre-promo demand 1.7)",Target order to hit day-one SOH: 52 units; raw model order: 9 units; commercial recommended order: 9 units; operator review range 9-52. Commercial recommendation partially covers target; remaining shortfall 43 units.,Stock target conflict: model order far below target stock requirement,,YES,risk_or_review_flag; low_confidence_buy; unsafe_pre_promo_source_rejected; promo_period_demand_fallback; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,lead_up_demand_units_over_days_to_promo_start,historical_units_same_discount_avg_fallback,MEDIUM,YES,promo_demand_uses_same_discount_history_fallback,1.714286,56,raw_model_order_units,model_confidence_percent,9,9,52,43,TARGET_STOCK_REVIEW_RANGE,raw_model_order,target_stock_requires_more_than_model_order,1,0.173,target_stock_review_range,0.286,0.0,NO,NO,YES,promo_demand_historical_fallback; promo_period_demand_fallback; review_flag; audit_source_pre_promo_mismatch,96,True
71,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,93339,Lrp Mela B Serum 50Ml,REVIEW,TARGET_STOCK_REVIEW_RANGE,none,0,51,0,0,0,51,51,51,0.0,0.0,1,target_stock_requires_more_than_model_order,52.857,1.571,1.571,3,0,1.429,10.0,11.429,42.857,-8.429,40.0,10.0,0.53,69.69,32,LOW,80.0,HIGH,REVIEW_STOCK_GAP,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,"Projected day-one SOH before order 1.6; target day-one SOH 52.9; target order requirement 51 units (current SOH 3, on-order 0, pre-promo demand 1.4)",Target order to hit day-one SOH: 51 units; raw model order: 0 units; commercial recommended order: 0 units; operator review range 0-51. Target stock requires more units than the model order; buyer must review the gap before ordering.,Stock target conflict: model order far below target stock requirement,,YES,risk_or_review_flag; promo_period_demand_fallback; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,historical_units_same_discount_avg_over_promo_days,historical_units_same_discount_avg_fallback,MEDIUM,YES,promo_demand_uses_same_discount_history_fallback,1.428571,56,raw_model_order_units,model_confidence_percent,0,0,51,51,TARGET_STOCK_REVIEW_RANGE,none,target_stock_requires_more_than_model_order,1,0.0,target_stock_review_range,1.571,0.0,NO,NO,YES,promo_demand_historical_fallback; promo_period_demand_fallback; review_flag,0,False
377,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,55245,Garn Micellar Water Rose 400Ml,REVIEW,TARGET_STOCK_REVIEW_RANGE,raw_model_order,10,51,10,10,10,51,41,41,0.196,0.196,1,target_stock_requires_more_than_model_order,54.429,3.286,13.286,5,0,1.714,3.0,4.714,51.429,10.286,50.0,3.0,0.0,80.22,37,LOW,68.0,MEDIUM,REVIEW_STOCK_GAP,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,"Projected day-one SOH before order 3.3; target day-one SOH 54.4; target order requirement 51 units (current SOH 5, on-order 0, pre-promo demand 1.7)",Target order to hit day-one SOH: 51 units; raw model order: 10 units; commercial recommended order: 10 units; operator review range 10-51. Commercial recommendation partially covers target; remaining shortfall 41 units.,Stock target conflict: model order far below target stock requirement,,YES,risk_or_review_flag; low_confidence_buy; unsafe_pre_promo_source_rejected; promo_period_demand_fallback; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,lead_up_demand_units_over_days_to_promo_start,historical_units_same_discount_avg_fallback,MEDIUM,YES,promo_demand_uses_same_discount_history_fallback,1.714286,56,raw_model_order_units,model_confidence_percent,10,10,51,41,TARGET_STOCK_REVIEW_RANGE,raw_model_order,target_stock_requires_more_than_model_order,1,0.196,target_stock_review_range,3.286,0.0,NO,NO,YES,promo_demand_historical_fallback; promo_period_demand_fallback; review_flag; audit_source_pre_promo_mismatch,96,False
69,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,655084,Lrp Tol Dermo Cleanser 200Ml,REVIEW,TARGET_STOCK_REVIEW_RANGE,none,0,49,0,0,0,49,49,49,0.0,0.0,1,target_stock_requires_more_than_model_order,54.619,5.524,5.524,7,0,1.476,10.333,11.809,44.286,-4.809,40.0,10.333,0.19,64.75,41,LOW,80.0,HIGH,REVIEW_STOCK_GAP,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,"Projected day-one SOH before order 5.5; target day-one SOH 54.6; target order requirement 49 units (current SOH 7, on-order 0, pre-promo demand 1.5)",Target order to hit day-one SOH: 49 units; raw model order: 0 units; commercial recommended order: 0 units; operator review range 0-49. Target stock requires more units than the model order; buyer must review the gap before ordering.,Stock target conflict: model order far below target stock requirement,,YES,risk_or_review_flag; promo_period_demand_fallback; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,historical_units_same_discount_avg_over_promo_days,historical_units_same_discount_avg_fallback,MEDIUM,YES,promo_demand_uses_same_discount_history_fallback,1.476186,56,raw_model_order_units,model_confidence_percent,0,0,49,49,TARGET_STOCK_REVIEW_RANGE,none,target_stock_requires_more_than_model_order,1,0.0,target_stock_review_range,5.524,0.0,NO,NO,YES,promo_demand_historical_fallback; promo_period_demand_fallback; review_flag,0,False
70,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,199841,Tbh Rebound Toner 100Ml,REVIEW,TARGET_STOCK_REVIEW_RANGE,none,0,48,0,0,0,48,48,48,0.0,0.0,1,target_stock_requires_more_than_model_order,52.857,4.571,4.571,6,0,1.429,10.0,11.429,42.857,-5.429,40.0,10.0,0.1,22.31,59,MEDIUM,86.0,VERY_HIGH,REVIEW_STOCK_GAP,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,"Projected day-one SOH before order 4.6; target day-one SOH 52.9; target order requirement 48 units (current SOH 6, on-order 0, pre-promo demand 1.4)",Target order to hit day-one SOH: 48 units; raw model order: 0 units; commercial recommended order: 0 units; operator review range 0-48. Target stock requires more units than the model order; buyer must review the gap before ordering.,Stock target conflict: model order far below target stock requirement,,YES,promo_period_demand_fallback; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,historical_units_same_discount_avg_over_promo_days,historical_units_same_discount_avg_fallback,MEDIUM,YES,promo_demand_uses_same_discount_history_fallback,1.428571,56,raw_model_order_units,model_confidence_percent,0,0,48,48,TARGET_STOCK_REVIEW_RANGE,none,target_stock_requires_more_than_model_order,1,0.0,target_stock_review_range,4.571,0.0,NO,NO,YES,promo_demand_historical_fallback; promo_period_demand_fallback,0,False
76,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,193204,May Ls Sky High Wtp,REVIEW,TARGET_STOCK_REVIEW_RANGE,none,0,48,0,0,0,48,48,48,0.0,0.0,1,target_stock_requires_more_than_model_order,49.013,0.675,0.675,2,0,1.325,9.273,10.598,39.74,-8.598,50.0,9.273,0.05,13.84,26,VERY_LOW,86.0,VERY_HIGH,REVIEW_STOCK_GAP,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,"Projected day-one SOH before order 0.7; target day-one SOH 49.0; target order requirement 48 units (current SOH 2, on-order 0, pre-promo demand 1.3)",Target order to hit day-one SOH: 48 units; raw model order: 0 units; commercial recommended order: 0 units; operator review range 0-48. Target stock requires more units than the model order; buyer must review the gap before ordering.,Stock target conflict: model order far below target stock requirement,,YES,promo_period_demand_fallback; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,historical_units_same_discount_avg_over_promo_days,historical_units_same_discount_avg_fallback,MEDIUM,YES,promo_demand_uses_same_discount_history_fallback,1.324671,56,raw_model_order_units,model_confidence_percent,0,0,48,48,TARGET_STOCK_REVIEW_RANGE,none,target_stock_requires_more_than_model_order,1,0.0,target_stock_review_range,0.675,0.0,NO,NO,YES,promo_demand_historical_fallback; promo_period_demand_fallback,0,False
73,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,365033,Palmol Lhw Foam Pump Lime 250,REVIEW,TARGET_STOCK_REVIEW_RANGE,raw_model_order,8,48,8,8,8,48,40,40,0.167,0.167,1,target_stock_requires_more_than_model_order,52.196,4.589,12.589,6,0,1.411,9.875,11.286,42.321,2.714,9.1,0.0,23.1,0.68,52,MEDIUM,49.0,LOW,REVIEW_STOCK_GAP,Promo-period demand uses baseline daily rate floor because model promo forecast was flat or missing; Pre-promo demand = baseline daily rate x days until start,"Projected day-one SOH before order 4.6; target day-one SOH 52.2; target order requirement 48 units (current SOH 6, on-order 0, pre-promo demand 1.4)",Target order to hit day-one SOH: 48 units; raw model order: 8 units; commercial recommended order: 8 units; operator review range 8-48. Commercial recommendation partially covers target; remaining shortfall 40 units.,Stock target conflict: model order far below target stock requirement,,YES,risk_or_review_flag; unsafe_pre_promo_source_rejected; promo_period_demand_fallback; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,lead_up_demand_units_over_days_to_promo_start,baseline_daily_times_promotion_days_floor,LOW,YES,promo_demand_uses_baseline_daily_floor,1.410714,56,raw_model_order_units,model_confidence_percent,8,8,48,40,TARGET_STOCK_REVIEW_RANGE,raw_model_order,target_stock_requires_more_than_model_order,1,0.167,target_stock_review_range,4.589,0.0,NO,NO,YES,missing_same_discount_history; promo_demand_baseline_floor; promo_period_demand_fallback; low_promo_period_demand_quality; review_flag; audit_source_pre_promo_mismatch,79,False
82,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,187118,G/Mane Hair Growth Spray 100Ml,REVIEW,TARGET_STOCK_REVIEW_RANGE,none,0,46,0,0,0,46,46,46,0.0,0.0,1,target_stock_requires_more_than_model_order,47.571,1.714,1.714,3,0,1.286,9.0,10.286,38.571,-7.286,30.0,9.0,0.04,17.64,39,LOW,80.0,HIGH,REVIEW_STOCK_GAP,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,"Projected day-one SOH before order 1.7; target day-one SOH 47.6; target order requirement 46 units (current SOH 3, on-order 0, pre-promo demand 1.3)",Target order to hit day-one SOH: 46 units; raw model order: 0 units; commercial recommended order: 0 units; operator review range 0-46. Target stock requires more units than the model order; buyer must review the gap before ordering.,Stock target conflict: model order far below target stock requirement,,YES,risk_or_review_flag; promo_period_demand_fallback; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,historical_units_same_discount_avg_over_promo_days,historical_units_same_discount_avg_fallback,MEDIUM,YES,promo_demand_uses_same_discount_history_fallback,1.285714,56,raw_model_order_units,model_confidence_percent,0,0,46,46,TARGET_STOCK_REVIEW_RANGE,none,target_stock_requires_more_than_model_order,1,0.0,target_stock_review_range,1.714,0.0,NO,NO,YES,promo_demand_historical_fallback; promo_period_demand_fallback; review_flag,0,False
83,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,187116,G/Mane 10 Min Hair Mask 220Ml,REVIEW,TARGET_STOCK_REVIEW_RANGE,none,0,46,0,0,0,46,46,46,0.0,0.0,1,target_stock_requires_more_than_model_order,47.571,1.714,1.714,3,0,1.286,9.0,10.286,38.571,-7.286,30.0,9.0,0.06,26.84,35,LOW,80.0,HIGH,REVIEW_STOCK_GAP,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,"Projected day-one SOH before order 1.7; target day-one SOH 47.6; target order requirement 46 units (current SOH 3, on-order 0, pre-promo demand 1.3)",Target order to hit day-one SOH: 46 units; raw model order: 0 units; commercial recommended order: 0 units; operator review range 0-46. Target stock requires more units than the model order; buyer must review the gap before ordering.,Stock target conflict: model order far below target stock requirement,,YES,risk_or_review_flag; promo_period_demand_fallback; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,historical_units_same_discount_avg_over_promo_days,historical_units_same_discount_avg_fallback,MEDIUM,YES,promo_demand_uses_same_discount_history_fallback,1.285714,56,raw_model_order_units,model_confidence_percent,0,0,46,46,TARGET_STOCK_REVIEW_RANGE,none,target_stock_requires_more_than_model_order,1,0.0,target_stock_review_range,1.714,0.0,NO,NO,YES,promo_demand_historical_fallback; promo_period_demand_fallback; review_flag,0,False
1336,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,93993,May Face Lift Stix 65 Nu Int,REVIEW,TARGET_STOCK_REVIEW_RANGE,raw_model_order,10,46,10,10,10,46,36,36,0.217,0.217,1,target_stock_requires_more_than_model_order,45.909,0.0,10.0,1,0,1.5,0.909,2.409,45.0,9.091,50.0,0.909,9.82,43.78,67,MEDIUM,68.0,MEDIUM,REVIEW_STOCK_GAP,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,"Projected day-one SOH before order 0.0; target day-one SOH 45.9; target order requirement 46 units (current SOH 1, on-order 0, pre-promo demand 1.5)",Target order to hit day-one SOH: 46 units; raw model order: 10 units; commercial recommended order: 10 units; operator review range 10-46. Commercial recommendation partially covers target; remaining shortfall 36 units.,Stock target conflict: model order far below target stock requirement,,YES,risk_or_review_flag; unsafe_pre_promo_source_rejected; promo_period_demand_fallback; projected_start_stock_floored_flag; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,lead_up_demand_units_over_days_to_promo_start,historical_units_same_discount_avg_fallback,MEDIUM,YES,promo_demand_uses_same_discount_history_fallback,1.5,56,raw_model_order_units,model_confidence_percent,10,10,46,36,TARGET_STOCK_REVIEW_RANGE,raw_model_order,target_stock_requires_more_than_model_order,1,0.217,target_stock_review_range,-0.5,0.5,YES,NO,YES,promo_demand_historical_fallback; promo_period_demand_fallback; review_flag; audit_source_pre_promo_mismatch,84,False
1510,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,90462,Mf Mp Wow Liner Emerald Green,REVIEW,TARGET_STOCK_REVIEW_RANGE,raw_model_order,9,46,9,9,9,46,37,37,0.196,0.196,1,target_stock_requires_more_than_model_order,45.667,0.0,9.0,1,0,1.5,0.667,2.167,45.0,8.333,50.0,0.667,9.68,43.48,57,MEDIUM,68.0,MEDIUM,REVIEW_STOCK_GAP,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,"Projected day-one SOH before order 0.0; target day-one SOH 45.7; target order requirement 46 units (current SOH 1, on-order 0, pre-promo demand 1.5)",Target order to hit day-one SOH: 46 units; raw model order: 9 units; commercial recommended order: 9 units; operator review range 9-46. Commercial recommendation partially covers target; remaining shortfall 37 units.,Stock target conflict: model order far below target stock requirement,,YES,risk_or_review_flag; unsafe_pre_promo_source_rejected; promo_period_demand_fallback; projected_start_stock_floored_flag; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,lead_up_demand_units_over_days_to_promo_start,historical_units_same_discount_avg_fallback,MEDIUM,YES,promo_demand_uses_same_discount_history_fallback,1.5,56,raw_model_order_units,model_confidence_percent,9,9,46,37,TARGET_STOCK_REVIEW_RANGE,raw_model_order,target_stock_requires_more_than_model_order,1,0.196,target_stock_review_range,-0.5,0.5,YES,NO,YES,promo_demand_historical_fallback; promo_period_demand_fallback; review_flag; audit_source_pre_promo_mismatch,84,True
77,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,194014,Csc Dly Clarifying Soln 100Ml,REVIEW,TARGET_STOCK_REVIEW_RANGE,raw_model_order,8,46,8,8,8,46,38,38,0.174,0.174,1,target_stock_requires_more_than_model_order,48.893,2.679,10.679,4,0,1.321,9.25,10.571,39.643,1.429,50.0,0.0,25.76,88.07,54,MEDIUM,49.0,LOW,REVIEW_STOCK_GAP,Promo-period demand uses baseline daily rate floor because model promo forecast was flat or missing; Pre-promo demand = baseline daily rate x days until start,"Projected day-one SOH before order 2.7; target day-one SOH 48.9; target order requirement 46 units (current SOH 4, on-order 0, pre-promo demand 1.3)",Target order to hit day-one SOH: 46 units; raw model order: 8 units; commercial recommended order: 8 units; operator review range 8-46. Commercial recommendation partially covers target; remaining shortfall 38 units.,Stock target conflict: model order far below target stock requirement,,YES,risk_or_review_flag; unsafe_pre_promo_source_rejected; promo_period_demand_fallback; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,lead_up_demand_units_over_days_to_promo_start,baseline_daily_times_promotion_days_floor,LOW,YES,promo_demand_uses_baseline_daily_floor,1.321429,56,raw_model_order_units,model_confidence_percent,8,8,46,38,TARGET_STOCK_REVIEW_RANGE,raw_model_order,target_stock_requires_more_than_model_order,1,0.174,target_stock_review_range,2.679,0.0,NO,NO,YES,missing_same_discount_history; promo_demand_baseline_floor; promo_period_demand_fallback; low_promo_period_demand_quality; review_flag; audit_source_pre_promo_mismatch,74,False
80,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,87753,Innisfree Grn T Hyal Crm 50Ml,REVIEW,TARGET_STOCK_REVIEW_RANGE,none,0,45,0,0,0,45,45,45,0.0,0.0,1,target_stock_requires_more_than_model_order,47.571,2.714,2.714,4,0,1.286,9.0,10.286,38.571,-6.286,40.0,9.0,0.08,20.17,57,MEDIUM,86.0,VERY_HIGH,REVIEW_STOCK_GAP,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,"Projected day-one SOH before order 2.7; target day-one SOH 47.6; target order requirement 45 units (current SOH 4, on-order 0, pre-promo demand 1.3)",Target order to hit day-one SOH: 45 units; raw model order: 0 units; commercial recommended order: 0 units; operator review range 0-45. Target stock requires more units than the model order; buyer must review the gap before ordering.,Stock target conflict: model order far below target stock requirement,,YES,promo_period_demand_fallback; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,historical_units_same_discount_avg_over_promo_days,historical_units_same_discount_avg_fallback,MEDIUM,YES,promo_demand_uses_same_discount_history_fallback,1.285714,56,raw_model_order_units,model_confidence_percent,0,0,45,45,TARGET_STOCK_REVIEW_RANGE,none,target_stock_requires_more_than_model_order,1,0.0,target_stock_review_range,2.714,0.0,NO,NO,YES,promo_demand_historical_fallback; promo_period_demand_fallback,0,False
81,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,188719,Cerave Hyal Acid Serum 30Ml,REVIEW,TARGET_STOCK_REVIEW_RANGE,none,0,45,0,0,0,45,45,45,0.0,0.0,1,target_stock_requires_more_than_model_order,47.571,2.714,2.714,4,0,1.286,9.0,10.286,38.571,-6.286,40.0,9.0,0.03,35.14,40,LOW,80.0,HIGH,REVIEW_STOCK_GAP,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,"Projected day-one SOH before order 2.7; target day-one SOH 47.6; target order requirement 45 units (current SOH 4, on-order 0, pre-promo demand 1.3)",Target order to hit day-one SOH: 45 units; raw model order: 0 units; commercial recommended order: 0 units; operator review range 0-45. Target stock requires more units than the model order; buyer must review the gap before ordering.,Stock target conflict: model order far below target stock requirement,,YES,risk_or_review_flag; promo_period_demand_fallback; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,historical_units_same_discount_avg_over_promo_days,historical_units_same_discount_avg_fallback,MEDIUM,YES,promo_demand_uses_same_discount_history_fallback,1.285714,56,raw_model_order_units,model_confidence_percent,0,0,45,45,TARGET_STOCK_REVIEW_RANGE,none,target_stock_requires_more_than_model_order,1,0.0,target_stock_review_range,2.714,0.0,NO,NO,YES,promo_demand_historical_fallback; promo_period_demand_fallback; review_flag,0,False
