priority_rank,store_number,promotion_name,promotion_start_date,promotion_end_date,promotion_days,prediction_date,days_until_promotion_start,sku_number,sku_description,decision,recommendation_type,recommended_order_basis,raw_model_order_units,target_order_units_to_hit_day_one_soh,commercial_recommended_order_units,recommended_order_units,operator_review_order_low_units,operator_review_order_high_units,remaining_shortfall_after_commercial_recommendation_units,remaining_day_one_shortfall_units,commercial_coverage_ratio,recommendation_coverage_ratio,stock_target_conflict_flag,stock_target_conflict_reason,target_day_one_soh_units,projected_day_one_soh_before_order_units,projected_day_one_soh_after_recommended_order_units,current_soh_units,on_order_units,estimated_demand_before_promo_start_units,predicted_promo_period_sales_units,total_expected_demand_to_promo_end_units,target_stock_on_hand_at_promo_end_units,projected_stock_on_hand_at_promo_end_units,discount_percent,avg_promo_demand_same_discount_units,expected_gp_dollars,capital_at_risk_dollars,confidence_score,confidence_label,data_quality_score,data_quality_label,decision_quality_label,reason_demand,reason_stock,reason_order,reason_risk,reason_rejection_or_hold,human_review_required,review_reason,model_status,production_ordering_approved,customer_report_release_approved,operator_decision,operator_recommended_units,operator_notes,pre_promo_demand_source,promo_period_demand_source,promo_period_demand_source_quality,promo_period_demand_fallback_flag,promo_period_demand_warning,baseline_daily_rate_units,baseline_daily_source_days,order_units_source,confidence_source,raw_model_order_units_calc,commercial_recommended_order_units_calc,target_order_units_to_hit_day_one_soh_calc,remaining_day_one_shortfall_units_calc,recommendation_type_calc,recommended_order_basis_calc,recommendation_constraint_reason,stock_target_conflict_flag_calc,raw_model_to_target_ratio,proposed_order_policy,raw_projected_start_stock_before_floor_units,projected_start_stock_floor_units_removed,projected_start_stock_floored_flag,target_end_used_floor_2_flag,formula_optimal_reconciles,data_quality_penalties,unsafe_raw_expected_units_before_promo_start,contradiction_pre_promo_dominates_promo
29,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,948829,Lrp Soothing Lotion 200Ml,REVIEW,TARGET_STOCK_REVIEW_RANGE,none,0,72,0,0,0,72,72,72,0.0,0.0,1,target_stock_requires_more_than_model_order,86.333,14.667,14.667,17,0,2.333,16.333,18.666,70.0,-1.666,40.0,16.333,0.22,230.88,26,VERY_LOW,80.0,HIGH,REVIEW_STOCK_GAP,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,"Projected day-one SOH before order 14.7; target day-one SOH 86.3; target order requirement 72 units (current SOH 17, on-order 0, pre-promo demand 2.3)",Target order to hit day-one SOH: 72 units; raw model order: 0 units; commercial recommended order: 0 units; operator review range 0-72. Target stock requires more units than the model order; buyer must review the gap before ordering.,Stock target conflict: model order far below target stock requirement,,YES,risk_or_review_flag; promo_period_demand_fallback; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,historical_units_same_discount_avg_over_promo_days,historical_units_same_discount_avg_fallback,MEDIUM,YES,promo_demand_uses_same_discount_history_fallback,2.333329,56,raw_model_order_units,model_confidence_percent,0,0,72,72,TARGET_STOCK_REVIEW_RANGE,none,target_stock_requires_more_than_model_order,1,0.0,target_stock_review_range,14.667,0.0,NO,NO,YES,promo_demand_historical_fallback; promo_period_demand_fallback; review_flag,0,False
39,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,389404,Nivea Men Apd C/Kick 250Ml,REVIEW,TARGET_STOCK_REVIEW_RANGE,raw_model_order,12,72,12,12,12,72,60,60,0.167,0.167,1,target_stock_requires_more_than_model_order,74.0,2.0,14.0,4,0,2.0,14.0,16.0,60.0,0.0,50.0,0.0,4.96,19.53,65,MEDIUM,49.0,LOW,REVIEW_STOCK_GAP,Promo-period demand uses baseline daily rate floor because model promo forecast was flat or missing; Pre-promo demand = baseline daily rate x days until start,"Projected day-one SOH before order 2.0; target day-one SOH 74.0; target order requirement 72 units (current SOH 4, on-order 0, pre-promo demand 2.0)",Target order to hit day-one SOH: 72 units; raw model order: 12 units; commercial recommended order: 12 units; operator review range 12-72. Commercial recommendation partially covers target; remaining shortfall 60 units.,Stock target conflict: model order far below target stock requirement,,YES,risk_or_review_flag; unsafe_pre_promo_source_rejected; promo_period_demand_fallback; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,lead_up_demand_units_over_days_to_promo_start,baseline_daily_times_promotion_days_floor,LOW,YES,promo_demand_uses_baseline_daily_floor,2.0,56,raw_model_order_units,model_confidence_percent,12,12,72,60,TARGET_STOCK_REVIEW_RANGE,raw_model_order,target_stock_requires_more_than_model_order,1,0.167,target_stock_review_range,2.0,0.0,NO,NO,YES,missing_same_discount_history; promo_demand_baseline_floor; promo_period_demand_fallback; low_promo_period_demand_quality; review_flag; audit_source_pre_promo_mismatch,112,False
40,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,199846,Lrp Cicaplast Mask 5Pk,REVIEW,TARGET_STOCK_REVIEW_RANGE,none,0,71,0,0,0,71,71,71,0.0,0.0,1,target_stock_requires_more_than_model_order,74.0,3.0,3.0,5,0,2.0,14.0,16.0,60.0,-11.0,40.0,14.0,0.31,80.93,26,VERY_LOW,80.0,HIGH,REVIEW_STOCK_GAP,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,"Projected day-one SOH before order 3.0; target day-one SOH 74.0; target order requirement 71 units (current SOH 5, on-order 0, pre-promo demand 2.0)",Target order to hit day-one SOH: 71 units; raw model order: 0 units; commercial recommended order: 0 units; operator review range 0-71. Target stock requires more units than the model order; buyer must review the gap before ordering.,Stock target conflict: model order far below target stock requirement,,YES,risk_or_review_flag; promo_period_demand_fallback; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,historical_units_same_discount_avg_over_promo_days,historical_units_same_discount_avg_fallback,MEDIUM,YES,promo_demand_uses_same_discount_history_fallback,2.0,56,raw_model_order_units,model_confidence_percent,0,0,71,71,TARGET_STOCK_REVIEW_RANGE,none,target_stock_requires_more_than_model_order,1,0.0,target_stock_review_range,3.0,0.0,NO,NO,YES,promo_demand_historical_fallback; promo_period_demand_fallback; review_flag,0,False
33,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,367011,Lanolips 101 O/Ment Balm 15G,REVIEW,TARGET_STOCK_REVIEW_RANGE,none,0,70,0,0,0,70,70,70,0.0,0.0,1,target_stock_requires_more_than_model_order,81.929,11.786,11.786,14,0,2.214,15.5,17.714,66.429,-3.714,40.0,15.5,0.22,48.35,49,LOW,86.0,VERY_HIGH,REVIEW_STOCK_GAP,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,"Projected day-one SOH before order 11.8; target day-one SOH 81.9; target order requirement 70 units (current SOH 14, on-order 0, pre-promo demand 2.2)",Target order to hit day-one SOH: 70 units; raw model order: 0 units; commercial recommended order: 0 units; operator review range 0-70. Target stock requires more units than the model order; buyer must review the gap before ordering.,Stock target conflict: model order far below target stock requirement,,YES,promo_period_demand_fallback; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,historical_units_same_discount_avg_over_promo_days,historical_units_same_discount_avg_fallback,MEDIUM,YES,promo_demand_uses_same_discount_history_fallback,2.214286,56,raw_model_order_units,model_confidence_percent,0,0,70,70,TARGET_STOCK_REVIEW_RANGE,none,target_stock_requires_more_than_model_order,1,0.0,target_stock_review_range,11.786,0.0,NO,NO,YES,promo_demand_historical_fallback; promo_period_demand_fallback,0,False
44,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,188709,Cerave Moist Lotion 236Ml,REVIEW,TARGET_STOCK_REVIEW_RANGE,none,0,69,0,0,0,69,69,69,0.0,0.0,1,target_stock_requires_more_than_model_order,68.714,0.143,0.143,2,0,1.857,13.0,14.857,55.714,-12.857,40.0,13.0,0.02,11.31,41,LOW,86.0,VERY_HIGH,REVIEW_STOCK_GAP,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,"Projected day-one SOH before order 0.1; target day-one SOH 68.7; target order requirement 69 units (current SOH 2, on-order 0, pre-promo demand 1.9)",Target order to hit day-one SOH: 69 units; raw model order: 0 units; commercial recommended order: 0 units; operator review range 0-69. Target stock requires more units than the model order; buyer must review the gap before ordering.,Stock target conflict: model order far below target stock requirement,,YES,promo_period_demand_fallback; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,historical_units_same_discount_avg_over_promo_days,historical_units_same_discount_avg_fallback,MEDIUM,YES,promo_demand_uses_same_discount_history_fallback,1.857143,56,raw_model_order_units,model_confidence_percent,0,0,69,69,TARGET_STOCK_REVIEW_RANGE,none,target_stock_requires_more_than_model_order,1,0.0,target_stock_review_range,0.143,0.0,NO,NO,YES,promo_demand_historical_fallback; promo_period_demand_fallback,0,False
8,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,192046,Lrp Cicaplast Baume B5+ 100Ml,REVIEW,TARGET_STOCK_REVIEW_RANGE,none,0,68,0,0,0,68,68,68,0.0,0.0,1,target_stock_requires_more_than_model_order,75.0,6.964,6.964,7,0,0.036,73.0,73.036,2.0,-66.036,40.0,73.0,6.38,41.27,41,LOW,70.0,HIGH,REVIEW_STOCK_GAP,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,"Projected day-one SOH before order 7.0; target day-one SOH 75.0; target order requirement 68 units (current SOH 7, on-order 0, pre-promo demand 0.0)",Target order to hit day-one SOH: 68 units; raw model order: 0 units; commercial recommended order: 0 units; operator review range 0-68. Target stock requires more units than the model order; buyer must review the gap before ordering.,Stock target conflict: model order far below target stock requirement,,YES,risk_or_review_flag; missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,lead_up_demand_units_over_days_to_promo_start,historical_units_same_discount_avg_fallback,MEDIUM,YES,promo_demand_uses_same_discount_history_fallback,0.035714,56,raw_model_order_units,model_confidence_percent,0,0,68,68,TARGET_STOCK_REVIEW_RANGE,none,target_stock_requires_more_than_model_order,1,0.0,target_stock_review_range,6.964,0.0,NO,YES,YES,promo_demand_historical_fallback; promo_period_demand_fallback; missing_sku_specific_30_day_cover_used_floor_2; review_flag,2,False
48,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,188996,Garn H/Bomb Vit C Msk,REVIEW,TARGET_STOCK_REVIEW_RANGE,none,0,67,0,0,0,67,67,67,0.0,0.0,1,target_stock_requires_more_than_model_order,66.732,0.196,0.196,2,0,1.804,12.625,14.429,54.107,-12.429,50.1,12.625,0.01,4.77,27,VERY_LOW,86.0,VERY_HIGH,REVIEW_STOCK_GAP,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,"Projected day-one SOH before order 0.2; target day-one SOH 66.7; target order requirement 67 units (current SOH 2, on-order 0, pre-promo demand 1.8)",Target order to hit day-one SOH: 67 units; raw model order: 0 units; commercial recommended order: 0 units; operator review range 0-67. Target stock requires more units than the model order; buyer must review the gap before ordering.,Stock target conflict: model order far below target stock requirement,,YES,promo_period_demand_fallback; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,historical_units_same_discount_avg_over_promo_days,historical_units_same_discount_avg_fallback,MEDIUM,YES,promo_demand_uses_same_discount_history_fallback,1.803571,56,raw_model_order_units,model_confidence_percent,0,0,67,67,TARGET_STOCK_REVIEW_RANGE,none,target_stock_requires_more_than_model_order,1,0.0,target_stock_review_range,0.196,0.0,NO,NO,YES,promo_demand_historical_fallback; promo_period_demand_fallback,0,False
89,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,192936,May Eye Makeup Remover 70Ml,REVIEW,TARGET_STOCK_REVIEW_RANGE,raw_model_order,12,67,12,12,12,67,55,55,0.179,0.179,1,target_stock_requires_more_than_model_order,68.318,1.0,13.0,3,0,2.0,8.318,10.318,60.0,4.682,50.1,8.318,3.93,13.84,63,MEDIUM,68.0,MEDIUM,REVIEW_STOCK_GAP,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,"Projected day-one SOH before order 1.0; target day-one SOH 68.3; target order requirement 67 units (current SOH 3, on-order 0, pre-promo demand 2.0)",Target order to hit day-one SOH: 67 units; raw model order: 12 units; commercial recommended order: 12 units; operator review range 12-67. Commercial recommendation partially covers target; remaining shortfall 55 units.,Stock target conflict: model order far below target stock requirement,,YES,risk_or_review_flag; unsafe_pre_promo_source_rejected; promo_period_demand_fallback; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,lead_up_demand_units_over_days_to_promo_start,historical_units_same_discount_avg_fallback,MEDIUM,YES,promo_demand_uses_same_discount_history_fallback,2.0,56,raw_model_order_units,model_confidence_percent,12,12,67,55,TARGET_STOCK_REVIEW_RANGE,raw_model_order,target_stock_requires_more_than_model_order,1,0.179,target_stock_review_range,1.0,0.0,NO,NO,YES,promo_demand_historical_fallback; promo_period_demand_fallback; review_flag; audit_source_pre_promo_mismatch,112,False
43,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,188720,Cerave Sa Smooth Cream 177Ml,REVIEW,TARGET_STOCK_REVIEW_RANGE,none,0,66,0,0,0,66,66,66,0.0,0.0,1,target_stock_requires_more_than_model_order,68.714,3.143,3.143,5,0,1.857,13.0,14.857,55.714,-9.857,40.0,13.0,0.03,23.0,50,MEDIUM,86.0,VERY_HIGH,REVIEW_STOCK_GAP,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,"Projected day-one SOH before order 3.1; target day-one SOH 68.7; target order requirement 66 units (current SOH 5, on-order 0, pre-promo demand 1.9)",Target order to hit day-one SOH: 66 units; raw model order: 0 units; commercial recommended order: 0 units; operator review range 0-66. Target stock requires more units than the model order; buyer must review the gap before ordering.,Stock target conflict: model order far below target stock requirement,,YES,promo_period_demand_fallback; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,historical_units_same_discount_avg_over_promo_days,historical_units_same_discount_avg_fallback,MEDIUM,YES,promo_demand_uses_same_discount_history_fallback,1.857143,56,raw_model_order_units,model_confidence_percent,0,0,66,66,TARGET_STOCK_REVIEW_RANGE,none,target_stock_requires_more_than_model_order,1,0.0,target_stock_review_range,3.143,0.0,NO,NO,YES,promo_demand_historical_fallback; promo_period_demand_fallback,0,False
37,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,96617,Npmu Make Em Wndr Fdn Medium,REVIEW,TARGET_STOCK_REVIEW_RANGE,raw_model_order,12,66,12,12,12,66,54,54,0.182,0.182,1,target_stock_requires_more_than_model_order,74.0,8.0,20.0,10,0,2.0,14.0,16.0,60.0,6.0,50.0,0.0,51.1,55.36,67,MEDIUM,49.0,LOW,REVIEW_STOCK_GAP,Promo-period demand uses baseline daily rate floor because model promo forecast was flat or missing; Pre-promo demand = baseline daily rate x days until start,"Projected day-one SOH before order 8.0; target day-one SOH 74.0; target order requirement 66 units (current SOH 10, on-order 0, pre-promo demand 2.0)",Target order to hit day-one SOH: 66 units; raw model order: 12 units; commercial recommended order: 12 units; operator review range 12-66. Commercial recommendation partially covers target; remaining shortfall 54 units.,Stock target conflict: model order far below target stock requirement,,YES,risk_or_review_flag; unsafe_pre_promo_source_rejected; promo_period_demand_fallback; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,lead_up_demand_units_over_days_to_promo_start,baseline_daily_times_promotion_days_floor,LOW,YES,promo_demand_uses_baseline_daily_floor,2.0,56,raw_model_order_units,model_confidence_percent,12,12,66,54,TARGET_STOCK_REVIEW_RANGE,raw_model_order,target_stock_requires_more_than_model_order,1,0.182,target_stock_review_range,8.0,0.0,NO,NO,YES,missing_same_discount_history; promo_demand_baseline_floor; promo_period_demand_fallback; low_promo_period_demand_quality; review_flag; audit_source_pre_promo_mismatch,112,False
36,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,195445,Lrp Effaclar Duo+M 40Ml,REVIEW,TARGET_STOCK_REVIEW_RANGE,none,0,65,0,0,0,65,65,65,0.0,0.0,1,target_stock_requires_more_than_model_order,79.286,13.857,13.857,16,0,2.143,15.0,17.143,64.286,-1.143,40.0,15.0,0.24,240.45,26,VERY_LOW,80.0,HIGH,REVIEW_STOCK_GAP,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,"Projected day-one SOH before order 13.9; target day-one SOH 79.3; target order requirement 65 units (current SOH 16, on-order 0, pre-promo demand 2.1)",Target order to hit day-one SOH: 65 units; raw model order: 0 units; commercial recommended order: 0 units; operator review range 0-65. Target stock requires more units than the model order; buyer must review the gap before ordering.,Stock target conflict: model order far below target stock requirement,,YES,risk_or_review_flag; promo_period_demand_fallback; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,historical_units_same_discount_avg_over_promo_days,historical_units_same_discount_avg_fallback,MEDIUM,YES,promo_demand_uses_same_discount_history_fallback,2.142857,56,raw_model_order_units,model_confidence_percent,0,0,65,65,TARGET_STOCK_REVIEW_RANGE,none,target_stock_requires_more_than_model_order,1,0.0,target_stock_review_range,13.857,0.0,NO,NO,YES,promo_demand_historical_fallback; promo_period_demand_fallback; review_flag,0,False
51,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,63416,Lrp Cicaplast Hand Crm 100Ml,REVIEW,TARGET_STOCK_REVIEW_RANGE,none,0,65,0,0,0,65,65,65,0.0,0.0,1,target_stock_requires_more_than_model_order,65.19,0.238,0.238,2,0,1.762,12.333,14.095,52.857,-12.095,40.0,12.333,0.08,14.84,31,LOW,86.0,VERY_HIGH,REVIEW_STOCK_GAP,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,"Projected day-one SOH before order 0.2; target day-one SOH 65.2; target order requirement 65 units (current SOH 2, on-order 0, pre-promo demand 1.8)",Target order to hit day-one SOH: 65 units; raw model order: 0 units; commercial recommended order: 0 units; operator review range 0-65. Target stock requires more units than the model order; buyer must review the gap before ordering.,Stock target conflict: model order far below target stock requirement,,YES,promo_period_demand_fallback; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,historical_units_same_discount_avg_over_promo_days,historical_units_same_discount_avg_fallback,MEDIUM,YES,promo_demand_uses_same_discount_history_fallback,1.7619,56,raw_model_order_units,model_confidence_percent,0,0,65,65,TARGET_STOCK_REVIEW_RANGE,none,target_stock_requires_more_than_model_order,1,0.0,target_stock_review_range,0.238,0.0,NO,NO,YES,promo_demand_historical_fallback; promo_period_demand_fallback,0,False
45,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,184707,Lrp Anth Inv/Spray Spf50+ 200M,REVIEW,TARGET_STOCK_REVIEW_RANGE,none,0,64,0,0,0,64,64,64,0.0,0.0,1,target_stock_requires_more_than_model_order,68.714,5.143,5.143,7,0,1.857,13.0,14.857,55.714,-7.857,40.0,13.0,0.07,100.52,28,VERY_LOW,80.0,HIGH,REVIEW_STOCK_GAP,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,"Projected day-one SOH before order 5.1; target day-one SOH 68.7; target order requirement 64 units (current SOH 7, on-order 0, pre-promo demand 1.9)",Target order to hit day-one SOH: 64 units; raw model order: 0 units; commercial recommended order: 0 units; operator review range 0-64. Target stock requires more units than the model order; buyer must review the gap before ordering.,Stock target conflict: model order far below target stock requirement,,YES,risk_or_review_flag; promo_period_demand_fallback; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,historical_units_same_discount_avg_over_promo_days,historical_units_same_discount_avg_fallback,MEDIUM,YES,promo_demand_uses_same_discount_history_fallback,1.857143,56,raw_model_order_units,model_confidence_percent,0,0,64,64,TARGET_STOCK_REVIEW_RANGE,none,target_stock_requires_more_than_model_order,1,0.0,target_stock_review_range,5.143,0.0,NO,NO,YES,promo_demand_historical_fallback; promo_period_demand_fallback; review_flag,0,False
49,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,15789,Npmu Setting Spray Dewy,REVIEW,TARGET_STOCK_REVIEW_RANGE,none,0,64,0,0,0,64,64,64,0.0,0.0,1,target_stock_requires_more_than_model_order,66.226,2.21,2.21,4,0,1.79,12.529,14.319,53.697,-10.319,50.0,12.529,0.03,13.07,27,VERY_LOW,80.0,HIGH,REVIEW_STOCK_GAP,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,"Projected day-one SOH before order 2.2; target day-one SOH 66.2; target order requirement 64 units (current SOH 4, on-order 0, pre-promo demand 1.8)",Target order to hit day-one SOH: 64 units; raw model order: 0 units; commercial recommended order: 0 units; operator review range 0-64. Target stock requires more units than the model order; buyer must review the gap before ordering.,Stock target conflict: model order far below target stock requirement,,YES,risk_or_review_flag; promo_period_demand_fallback; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,historical_units_same_discount_avg_over_promo_days,historical_units_same_discount_avg_fallback,MEDIUM,YES,promo_demand_uses_same_discount_history_fallback,1.789914,56,raw_model_order_units,model_confidence_percent,0,0,64,64,TARGET_STOCK_REVIEW_RANGE,none,target_stock_requires_more_than_model_order,1,0.0,target_stock_review_range,2.21,0.0,NO,NO,YES,promo_demand_historical_fallback; promo_period_demand_fallback; review_flag,0,False
50,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,580,Garn Micellar Sol 125Ml,REVIEW,TARGET_STOCK_REVIEW_RANGE,none,0,63,0,0,0,63,63,63,0.0,0.0,1,target_stock_requires_more_than_model_order,65.777,3.222,3.222,5,0,1.778,12.444,14.222,53.333,-9.222,50.1,12.444,0.02,10.41,25,VERY_LOW,80.0,HIGH,REVIEW_STOCK_GAP,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,"Projected day-one SOH before order 3.2; target day-one SOH 65.8; target order requirement 63 units (current SOH 5, on-order 0, pre-promo demand 1.8)",Target order to hit day-one SOH: 63 units; raw model order: 0 units; commercial recommended order: 0 units; operator review range 0-63. Target stock requires more units than the model order; buyer must review the gap before ordering.,Stock target conflict: model order far below target stock requirement,,YES,risk_or_review_flag; promo_period_demand_fallback; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,historical_units_same_discount_avg_over_promo_days,historical_units_same_discount_avg_fallback,MEDIUM,YES,promo_demand_uses_same_discount_history_fallback,1.777771,56,raw_model_order_units,model_confidence_percent,0,0,63,63,TARGET_STOCK_REVIEW_RANGE,none,target_stock_requires_more_than_model_order,1,0.0,target_stock_review_range,3.222,0.0,NO,NO,YES,promo_demand_historical_fallback; promo_period_demand_fallback; review_flag,0,False
52,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,55533,Lrp Retinol B3 A/A Serum 30Ml,REVIEW,TARGET_STOCK_REVIEW_RANGE,none,0,63,0,0,0,63,63,63,0.0,0.0,1,target_stock_requires_more_than_model_order,63.429,0.286,0.286,2,0,1.714,12.0,13.714,51.429,-11.714,40.0,12.0,0.36,44.21,27,VERY_LOW,86.0,VERY_HIGH,REVIEW_STOCK_GAP,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,"Projected day-one SOH before order 0.3; target day-one SOH 63.4; target order requirement 63 units (current SOH 2, on-order 0, pre-promo demand 1.7)",Target order to hit day-one SOH: 63 units; raw model order: 0 units; commercial recommended order: 0 units; operator review range 0-63. Target stock requires more units than the model order; buyer must review the gap before ordering.,Stock target conflict: model order far below target stock requirement,,YES,promo_period_demand_fallback; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,historical_units_same_discount_avg_over_promo_days,historical_units_same_discount_avg_fallback,MEDIUM,YES,promo_demand_uses_same_discount_history_fallback,1.714286,56,raw_model_order_units,model_confidence_percent,0,0,63,63,TARGET_STOCK_REVIEW_RANGE,none,target_stock_requires_more_than_model_order,1,0.0,target_stock_review_range,0.286,0.0,NO,NO,YES,promo_demand_historical_fallback; promo_period_demand_fallback,0,False
54,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,15792,Npmu Setting Spray Matte,REVIEW,TARGET_STOCK_REVIEW_RANGE,none,0,61,0,0,0,61,61,61,0.0,0.0,1,target_stock_requires_more_than_model_order,62.185,1.319,1.319,3,0,1.681,11.765,13.446,50.42,-10.446,50.0,11.765,0.02,8.71,27,VERY_LOW,80.0,HIGH,REVIEW_STOCK_GAP,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,"Projected day-one SOH before order 1.3; target day-one SOH 62.2; target order requirement 61 units (current SOH 3, on-order 0, pre-promo demand 1.7)",Target order to hit day-one SOH: 61 units; raw model order: 0 units; commercial recommended order: 0 units; operator review range 0-61. Target stock requires more units than the model order; buyer must review the gap before ordering.,Stock target conflict: model order far below target stock requirement,,YES,risk_or_review_flag; promo_period_demand_fallback; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,historical_units_same_discount_avg_over_promo_days,historical_units_same_discount_avg_fallback,MEDIUM,YES,promo_demand_uses_same_discount_history_fallback,1.680671,56,raw_model_order_units,model_confidence_percent,0,0,61,61,TARGET_STOCK_REVIEW_RANGE,none,target_stock_requires_more_than_model_order,1,0.0,target_stock_review_range,1.319,0.0,NO,NO,YES,promo_demand_historical_fallback; promo_period_demand_fallback; review_flag,0,False
775,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,199053,Npmu Wondr Stck Dual Medium,REVIEW,TARGET_STOCK_REVIEW_RANGE,raw_model_order,12,61,12,12,12,61,49,49,0.197,0.197,1,target_stock_requires_more_than_model_order,61.625,1.0,13.0,3,0,2.0,1.625,3.625,60.0,11.375,50.0,1.625,12.75,46.36,67,MEDIUM,68.0,MEDIUM,REVIEW_STOCK_GAP,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,"Projected day-one SOH before order 1.0; target day-one SOH 61.6; target order requirement 61 units (current SOH 3, on-order 0, pre-promo demand 2.0)",Target order to hit day-one SOH: 61 units; raw model order: 12 units; commercial recommended order: 12 units; operator review range 12-61. Commercial recommendation partially covers target; remaining shortfall 49 units.,Stock target conflict: model order far below target stock requirement,,YES,risk_or_review_flag; unsafe_pre_promo_source_rejected; promo_period_demand_fallback; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,lead_up_demand_units_over_days_to_promo_start,historical_units_same_discount_avg_fallback,MEDIUM,YES,promo_demand_uses_same_discount_history_fallback,2.0,56,raw_model_order_units,model_confidence_percent,12,12,61,49,TARGET_STOCK_REVIEW_RANGE,raw_model_order,target_stock_requires_more_than_model_order,1,0.197,target_stock_review_range,1.0,0.0,NO,NO,YES,promo_demand_historical_fallback; promo_period_demand_fallback; review_flag; audit_source_pre_promo_mismatch,112,False
