promotion_row_key,sku_number,sku_description,store_action,expected_promo_demand,uncapped_order_units,order_units,stock_basis_units,demand_reference_units,action_cap_applied_flag,action_cap_basis,action_cap_units_removed,action_cap_review_flag,realized_exceeds_action_cap_flag,manager_action_summary
772|185380|2026-03-26|2026-04-08|772-185380-20260326|Allocation Report - WK39&40 AUTUMN PART 3 MAJOR VITAMIN,185380,Olay Regen Antioxidant Crm 50G,HOLD,0.22481124098873156,0,0,3.0,0.0322,0,MIN_STOCK_BASIS_DEMAND_REFERENCE,0,0,0,HOLD — stock covers demand 0.2
772|185497|2026-03-26|2026-04-08|772-185497-20260326|Allocation Report - WK39&40 AUTUMN PART 3 MAJOR VITAMIN,185497,Npmu Micro Brw Pencl Ash Blnde,HOLD,1.5528061348488635,0,0,6.0,14.0,0,MIN_STOCK_BASIS_DEMAND_REFERENCE,0,0,0,HOLD — stock covers demand 1.6
772|185498|2026-03-26|2026-04-08|772-185498-20260326|Allocation Report - WK39&40 AUTUMN PART 3 MAJOR VITAMIN,185498,Npmu Mcro Brw Pncl Cl Ash Brwn,BUY,5.581613268131074,3,3,6.0,18.666666666666664,0,MIN_STOCK_BASIS_DEMAND_REFERENCE,0,0,0,BUY 3 units (demand 5.6)
772|185533|2026-03-26|2026-04-08|772-185533-20260326|Allocation Report - WK39&40 AUTUMN PART 3 MAJOR VITAMIN,185533,Nat/Way V/G Mens Multi 100G,BUY,2.3075170036099597,2,2,2.0,14.0,0,MIN_STOCK_BASIS_DEMAND_REFERENCE,0,0,0,BUY 2 units (demand 2.3)
772|185534|2026-03-26|2026-04-08|772-185534-20260326|Allocation Report - WK39&40 AUTUMN PART 3 MAJOR VITAMIN,185534,Nat/Way Beauty Collagen 120T,DO_NOT_BUY,0.0,1,0,1.0,0.0644,1,MIN_STOCK_BASIS_DEMAND_REFERENCE,1,1,0,DO NOT BUY [CAP APPLIED]
772|185542|2026-03-26|2026-04-08|772-185542-20260326|Allocation Report - WK39&40 AUTUMN PART 3 MAJOR VITAMIN,185542,Bioglan Gluco + Chondroi 180T,BUY,3.5227597927744485,3,3,3.0,14.0,0,MIN_STOCK_BASIS_DEMAND_REFERENCE,0,0,0,BUY 3 units (demand 3.5)
772|185543|2026-03-26|2026-04-08|772-185543-20260326|Allocation Report - WK39&40 AUTUMN PART 3 MAJOR VITAMIN,185543,Bioglan Tri-Str Turmeric 100C,HOLD,0.1152925336227786,0,0,2.0,0.0,0,,0,0,0,HOLD — stock covers demand 0.1
772|185558|2026-03-26|2026-04-08|772-185558-20260326|Allocation Report - WK39&40 AUTUMN PART 3 MAJOR VITAMIN,185558,Nat/Way Adult Vg Magnesium 80G,BUY,2.3518346684006692,2,2,2.0,14.0,0,MIN_STOCK_BASIS_DEMAND_REFERENCE,0,0,0,BUY 2 units (demand 2.4)
772|185568|2026-03-26|2026-04-08|772-185568-20260326|Allocation Report - WK39&40 AUTUMN PART 3 MAJOR VITAMIN,185568,Libra Liner Extra Protect 30,BUY,13.52217848482916,12,12,12.0,24.0002,0,MIN_STOCK_BASIS_DEMAND_REFERENCE,0,0,0,BUY 12 units (demand 13.5)
772|185569|2026-03-26|2026-04-08|772-185569-20260326|Allocation Report - WK39&40 AUTUMN PART 3 MAJOR VITAMIN,185569,Libra Liner Dry Long 30,BUY,11.783401554877765,6,6,12.0,24.0002,0,MIN_STOCK_BASIS_DEMAND_REFERENCE,0,0,0,BUY 6 units (demand 11.8)
