sku_number,sku_description,promo_units_expected_to_sell,stock_needed_to_finish_with_target_cover,target_day_one_soh_units,promo_demand_share_of_target_day_one,target_end_stock_share_of_target_day_one,full_target_order_units,recommended_order_units,remaining_day_one_shortfall_units,classification
192359,Clairol Blonde Kit Plat,0.6,30.0,30.6,0.02,0.98,29,7,22,base_stock_gap
668947,Esi Ne Blanc,0.6,2.571,3.171,0.189,0.811,1,0,1,covered_or_low
668863,Esi Ne Play Date,0.6,2.571,3.171,0.189,0.811,0,0,0,covered_or_low
521062,May L/S Superstay Cont Coral,0.6,2.571,3.171,0.189,0.811,1,0,1,covered_or_low
198730,May Sst Lumi Matte Fnd 118,0.6,2.571,3.171,0.189,0.811,1,0,1,covered_or_low
186519,Bondi Face Spf50+ Tinted 75Ml,0.6,2.571,3.171,0.189,0.811,0,0,0,covered_or_low
189356,Benzac Micro Eql Moist 50Ml,0.6,2.571,3.171,0.189,0.811,1,0,1,covered_or_low
24920,Olay T/Eff 7In1 Night Crm 50G,0.6,2.571,3.171,0.189,0.811,1,0,1,covered_or_low
92705,Rim Wndrbnd Lash Filler Black,0.6,2.571,3.171,0.189,0.811,0,0,0,covered_or_low
198934,Illi Boob Tape Clear 5M,0.6,2.571,3.171,0.189,0.811,0,0,0,covered_or_low
90519,Ogx Bond Pro Rep S/Serum 50Ml,0.6,2.571,3.171,0.189,0.811,1,0,1,covered_or_low
90523,Ogx Rosemary Mint Cond 385Ml,0.6,2.571,3.171,0.189,0.811,1,0,1,covered_or_low
679006,Loreal R/Lift Cream 50Ml,0.6,2.571,3.171,0.189,0.811,1,0,1,covered_or_low
199066,Npmu Btrmlt Blsh My Butta Half,0.6,2.571,3.171,0.189,0.811,0,0,0,covered_or_low
50354,Lor Excel 1 Black,0.6,2.571,3.171,0.189,0.811,1,0,1,covered_or_low
198944,Illi Total Coverage Kit,0.6,2.571,3.171,0.189,0.811,0,0,0,covered_or_low
668533,Esi Ne Mezmerised,0.6,2.571,3.171,0.189,0.811,1,0,1,covered_or_low
198939,Illi Sat Nipple Covrs Dark 5P,0.6,2.571,3.171,0.189,0.811,0,0,0,covered_or_low
371882,Ck Free For Men Edt 100Ml,0.6,2.571,3.171,0.189,0.811,2,0,2,covered_or_low
196552,No7 Hydra+ Eye Gel 15Ml,0.6,2.571,3.171,0.189,0.811,1,0,1,covered_or_low
192106,Essano Hyd+ Gel Clsnr 140Ml,0.6,2.571,3.171,0.189,0.811,2,0,2,covered_or_low
192244,Lor Magic Ret Perm 2 Black,0.6,2.571,3.171,0.189,0.811,0,0,0,covered_or_low
75791,No7 Pure Retinol Soother 50Ml,0.6,2.571,3.171,0.189,0.811,0,0,0,covered_or_low
521195,May L/S Superstay Timeless Ros,0.591,30.0,30.591,0.019,0.981,30,7,23,base_stock_gap
195439,Npmu Duck Plmp Cherry Spic,0.588,30.0,30.588,0.019,0.981,28,7,21,base_stock_gap
66919,Npmu Lip Ling Xxl 03 Xxpose Me,0.588,2.521,3.109,0.189,0.811,2,0,2,covered_or_low
192535,Le Tan C/Nut G/Tan Lot 250Ml,0.583,2.5,3.083,0.189,0.811,0,0,0,covered_or_low
229342,Rim P/Powder Sand Storm,0.583,2.5,3.083,0.189,0.811,1,0,1,covered_or_low
20866,Ogx C/Nut Mir Oil Cd 385Ml,0.583,2.5,3.083,0.189,0.811,1,0,1,covered_or_low
490813,Ogx Braz Kert Therapy Cd 385Ml,0.583,2.5,3.083,0.189,0.811,1,0,1,covered_or_low
67686,Rim Wndr Ext Masc Very Blk,0.579,30.0,30.579,0.019,0.981,30,7,23,base_stock_gap
944637,Rim Masc Extra 3D Lash Ext Blk,0.579,2.481,3.06,0.189,0.811,2,0,2,covered_or_low
63030,May Ssmi Spiced Ed Hustler,0.579,2.481,3.06,0.189,0.811,2,0,2,covered_or_low
68266,Coco&Eve Bronze Foam Medium,0.571,30.0,30.571,0.019,0.981,29,7,22,base_stock_gap
94066,Npmu Smushy Mte Lb Sweet Smac,0.571,30.0,30.571,0.019,0.981,30,7,23,base_stock_gap
198728,May Sst Lumi Matte Fnd 108,0.571,30.0,30.571,0.019,0.981,27,7,20,base_stock_gap
75427,Clairol Nne 8G Nat Golden Bld,0.571,2.449,3.02,0.189,0.811,2,0,2,covered_or_low
189093,Redwin Sorbolene Moist 550Ml,0.571,2.449,3.02,0.189,0.811,1,0,1,covered_or_low
50670,Lor Excel 8.1 Ash Blonde,0.571,2.449,3.02,0.189,0.811,2,0,2,covered_or_low
68267,Coco&Eve Bronze Foam Dark,0.571,2.449,3.02,0.189,0.811,1,0,1,covered_or_low
93491,Dv Vit C Niacin Serum 30Ml,0.571,2.449,3.02,0.189,0.811,1,0,1,covered_or_low
36235,May Ss Matte Ink Ext Poet,0.565,2.422,2.987,0.189,0.811,0,0,0,covered_or_low
67690,Rim Btw Pro Pncl Ash Brown,0.562,60.0,60.562,0.009,0.991,60,12,48,base_stock_gap
67689,Rim Btw Pro Pncl Blnd,0.562,30.0,30.562,0.018,0.982,31,7,24,base_stock_gap
67699,Rim Lst Fin L/L Mve Spell,0.562,30.0,30.562,0.018,0.982,31,7,24,base_stock_gap
341556,Rim Cover Stick Ivory,0.562,30.0,30.562,0.018,0.982,30,7,23,base_stock_gap
67964,Loreal R/Lift Fillr Spf15 50Ml,0.562,2.411,2.973,0.189,0.811,0,0,0,covered_or_low
56513,Rim Wonder Ink Eyeliner,0.562,2.411,2.973,0.189,0.811,0,0,0,covered_or_low
69243,Rim Mt Concealer Sand,0.562,2.411,2.973,0.189,0.811,0,0,0,covered_or_low
588,Loreal R/Lift Fill Day Crm50Ml,0.562,2.411,2.973,0.189,0.811,1,0,1,covered_or_low
70563,Esi Ht Resist Nail St Pink,0.556,2.381,2.937,0.189,0.811,2,0,2,covered_or_low
669127,Esi Ne Muchi Muchi,0.556,2.381,2.937,0.189,0.811,0,0,0,covered_or_low
188799,Aveeno Skin R/W Ex Scrub 225G,0.556,2.381,2.937,0.189,0.811,1,0,1,covered_or_low
94571,May Tattoo Brow 36H Deep Brwn,0.556,2.381,2.937,0.189,0.811,2,0,2,covered_or_low
668897,Esi Ne Ladylike,0.556,2.381,2.937,0.189,0.811,1,0,1,covered_or_low
94570,May Tattoo Brow 36H Med Brown,0.556,2.381,2.937,0.189,0.811,0,0,0,covered_or_low
34114,Rim Eyebrow Pencil Hazel,0.556,2.381,2.937,0.189,0.811,0,0,0,covered_or_low
704792,Mf M/Up Miracle Touch W/Almond,0.556,2.381,2.937,0.189,0.811,2,0,2,covered_or_low
89058,May Ss Teddy Tint Coquettish,0.556,2.381,2.937,0.189,0.811,0,0,0,covered_or_low
310743,Aveeno Stress/Rel Wash 354Ml,0.556,2.381,2.937,0.189,0.811,1,0,1,covered_or_low
331759,Palmers C/B Skin Thrpy Oil 60M,0.556,2.381,2.937,0.189,0.811,0,0,0,covered_or_low
195502,Rim Nail Bse Coat & Strngthnr,0.556,2.381,2.937,0.189,0.811,2,0,2,covered_or_low
94567,May Brow Ultra Slim Blonde,0.556,2.381,2.937,0.189,0.811,0,0,0,covered_or_low
189602,Esi Care Hard Resist Advanced,0.556,2.381,2.937,0.189,0.811,0,0,0,covered_or_low
90440,Rim Omg Lip Btr Treat 004,0.556,2.381,2.937,0.189,0.811,0,0,0,covered_or_low
71225,Loreal Age Perf Midngt Srm30Ml,0.556,2.381,2.937,0.189,0.811,3,2,1,covered_or_low
668228,Esi Ne Wicked,0.556,2.381,2.937,0.189,0.811,0,0,0,covered_or_low
65617,No7 Firming Booster Serum 30Ml,0.556,2.381,2.937,0.189,0.811,0,0,0,covered_or_low
192931,May Ct Eye Stix I Am Corageous,0.55,30.0,30.55,0.018,0.982,29,7,22,base_stock_gap
185142,Antip Diemvc P/Cor W/Crm 60Ml,0.55,2.357,2.907,0.189,0.811,0,0,0,covered_or_low
191180,May Superstay Glow Tint 05,0.546,30.0,30.546,0.018,0.982,29,7,22,base_stock_gap
93987,May Super Lock Brow Glue Black,0.546,30.0,30.546,0.018,0.982,31,7,24,base_stock_gap
195994,May Hyp Prec Liner 730 Jungle,0.546,30.0,30.546,0.018,0.982,31,7,24,base_stock_gap
47656,Rim Last Rad Concealer 010,0.546,2.338,2.884,0.189,0.811,1,0,1,covered_or_low
191181,May Superstay Glow Tint 02,0.546,2.338,2.884,0.189,0.811,0,0,0,covered_or_low
193991,Rim Glameyes Liner Brn Vel,0.546,2.338,2.884,0.189,0.811,2,0,2,covered_or_low
102082,Mf Lipfinity Indulgent,0.546,2.338,2.884,0.189,0.811,2,0,2,covered_or_low
199067,Npmu Btrmlt Blsh U Know Butta,0.546,2.338,2.884,0.189,0.811,0,0,0,covered_or_low
102031,Mf Lipfinity Angelic,0.546,2.338,2.884,0.189,0.811,0,0,0,covered_or_low
89062,May Ss Teddy Tint Skinny Dip,0.539,2.308,2.847,0.189,0.811,1,0,1,covered_or_low
90063,May Ls Firework Electro Black,0.539,2.308,2.847,0.189,0.811,0,0,0,covered_or_low
31556,Sukin P/Age Rejuv Dy Cr 120Ml,0.539,2.308,2.847,0.189,0.811,2,0,2,covered_or_low
745111,Sukin Restor Night Cream 120Ml,0.539,2.308,2.847,0.189,0.811,2,0,2,covered_or_low
62854,Olay Luminous Hyaluronic Serum,0.538,30.0,30.538,0.018,0.982,31,7,24,base_stock_gap
199055,Npmu Wondr Stk Blush Lt Peach,0.538,30.0,30.538,0.018,0.982,29,7,22,base_stock_gap
57316,Olay Regen Ret Night Eye 15Ml,0.536,30.0,30.536,0.018,0.982,28,7,21,base_stock_gap
4016,Rim Brow This Way Eb Pwdr Mdbr,0.533,2.286,2.819,0.189,0.811,0,0,0,covered_or_low
16529,Loreal R/Lift Serum 30Ml,0.533,2.286,2.819,0.189,0.811,0,0,0,covered_or_low
196930,Rim Better Filters Light,0.529,30.0,30.529,0.017,0.983,29,7,22,base_stock_gap
70392,Npmu Tisi Brow Ms Espr,0.529,2.269,2.798,0.189,0.811,0,0,0,covered_or_low
15827,Npmu Lg Butter Vanilla Crmpie,0.529,2.269,2.798,0.189,0.811,1,0,1,covered_or_low
15845,Npmu Ep Jumbo Yoghurt,0.529,2.269,2.798,0.189,0.811,0,0,0,covered_or_low
43917,Clairol Rtu Spray Dark Brown,0.526,2.256,2.782,0.189,0.811,2,0,2,covered_or_low
34101,Rim Masc Xtra Supr Lash Blk Bl,0.526,2.256,2.782,0.189,0.811,1,0,1,covered_or_low
94684,Rim K&F S/T Glow Rose Van,0.5,30.0,30.5,0.016,0.984,28,7,21,base_stock_gap
192935,May Ct Eye Stix I Am Fearless,0.5,30.0,30.5,0.016,0.984,30,7,23,base_stock_gap
96517,May Babylips Love Pink Lolita,0.5,30.0,30.5,0.016,0.984,28,7,21,base_stock_gap
96615,Npmu Make Em Wndr Fdn Class Ta,0.5,30.0,30.5,0.016,0.984,26,7,19,base_stock_gap
96614,Npmu Make Em Wndr Fdn Gold Lgh,0.5,30.0,30.5,0.016,0.984,30,7,23,base_stock_gap
96502,May Cloud Mte 07 Moonlit Rose,0.5,30.0,30.5,0.016,0.984,28,7,21,base_stock_gap
94874,Essano Coll Cleans Oil 150Ml,0.5,30.0,30.5,0.016,0.984,30,7,23,base_stock_gap
96153,Rim My Plump Lip Shaper Ll Cte,0.5,30.0,30.5,0.016,0.984,30,7,23,base_stock_gap
521120,May L/S Superstay Perpet Plum,0.5,30.0,30.5,0.016,0.984,30,7,23,base_stock_gap
54481,Mf Clr Elix Kiss Simply Nude,0.5,30.0,30.5,0.016,0.984,28,6,22,base_stock_gap
194020,Csc Brightening Serum 30Ml,0.5,30.0,30.5,0.016,0.984,28,6,22,base_stock_gap
90936,Cetaphil Pro Itch Rel Gel 59M,0.5,17.143,17.643,0.028,0.972,16,3,13,base_stock_gap
89019,Ahc P/S Colla Juv Eye Crm 30Ml,0.5,2.143,2.643,0.189,0.811,2,0,2,covered_or_low
89066,Ahc P/S Hyaluro Eye Cream 30Ml,0.5,2.143,2.643,0.189,0.811,2,0,2,covered_or_low
68444,Bioderma Snsibio Dfnsive Riche,0.5,2.143,2.643,0.189,0.811,0,0,0,covered_or_low
423863,Dr Lew Lscs8 Ageless Trio Pack,0.5,2.143,2.643,0.189,0.811,1,0,1,covered_or_low
87749,Innisfree Glow Jelly Crm 50Ml,0.5,2.143,2.643,0.189,0.811,0,0,0,covered_or_low
189281,Frank Hydrate Bod Lotion 250Ml,0.5,2.143,2.643,0.189,0.811,0,0,0,covered_or_low
67898,Dr Lew Ultr R4 Trio Pack,0.5,2.143,2.643,0.189,0.811,2,0,2,covered_or_low
39270,Dr Lew R4 Eye Repair 15G,0.5,2.143,2.643,0.189,0.811,1,0,1,covered_or_low
427502,Dr Lew Adv Night Cream 56G,0.5,2.143,2.643,0.189,0.811,0,0,0,covered_or_low
427503,Dr Lew Firm Eye Cream 30G,0.5,2.143,2.643,0.189,0.811,1,0,1,covered_or_low
54935,Esi You Are The Best Giftpack,0.5,2.143,2.643,0.189,0.811,0,0,0,covered_or_low
90144,Npmu Duck Plump Ll Fill Em' In,0.5,2.143,2.643,0.189,0.811,2,0,2,covered_or_low
62234,Esi Expressie Seize The Minute,0.5,2.143,2.643,0.189,0.811,2,0,2,covered_or_low
184835,Hey Bud Hya Acid/Hemp Srm 30Ml,0.5,2.143,2.643,0.189,0.811,1,0,1,covered_or_low
189003,Garn Vit C Jelly Crm 50Ml,0.5,2.143,2.643,0.189,0.811,1,0,1,covered_or_low
96155,Rim My Plump Lip Shaper Ll Bge,0.5,2.143,2.643,0.189,0.811,0,0,0,covered_or_low
341143,Rim P/Powder Silky Beige,0.5,2.143,2.643,0.189,0.811,0,0,0,covered_or_low
69247,Rim Mt Concealer Light Honey,0.5,2.143,2.643,0.189,0.811,2,0,2,covered_or_low
94478,Garn Hyalu Clean Balm 119G,0.5,2.143,2.643,0.189,0.811,1,0,1,covered_or_low
95697,Bl Silicone Patch Face,0.5,2.143,2.643,0.189,0.811,1,0,1,covered_or_low
32656,Dr Lew Gentle Crm Clnsr 120Ml,0.5,2.143,2.643,0.189,0.811,1,0,1,covered_or_low
43398,Nivea Q10 Pwr Night Crm 50Ml,0.5,2.143,2.643,0.189,0.811,1,0,1,covered_or_low
189354,Benzac Oil Control Moist 50Ml,0.5,2.143,2.643,0.189,0.811,1,0,1,covered_or_low
90157,Npmu Lip Iv Red-Y. Set. Wet!,0.5,2.143,2.643,0.189,0.811,1,0,1,covered_or_low
90172,Npmu Fat Oil Click Caption Ths,0.5,2.143,2.643,0.189,0.811,1,0,1,covered_or_low
199942,Hey Bud Acne Body Lotion 350Ml,0.5,2.143,2.643,0.189,0.811,1,0,1,covered_or_low
67895,Garn Bb Classic Medium 50Ml,0.5,2.143,2.643,0.189,0.811,1,0,1,covered_or_low
90165,Npmu Bmelt Hlight U Butta Werk,0.5,2.143,2.643,0.189,0.811,0,0,0,covered_or_low
96637,Npmu Jelly Job Jelly Jammin',0.5,2.143,2.643,0.189,0.811,0,0,0,covered_or_low
96445,May Lift Ls Mte Crop Top 001,0.5,2.143,2.643,0.189,0.811,0,0,0,covered_or_low
192210,Wrinkles/S Mouth & Lip Patches,0.5,2.143,2.643,0.189,0.811,2,0,2,covered_or_low
87468,Thayers Barrier Moisturiser,0.5,2.143,2.643,0.189,0.811,1,0,1,covered_or_low
96480,May Face Lifter Fdn 117,0.5,2.143,2.643,0.189,0.811,1,0,1,covered_or_low
89627,Rim Thrill Lip Latex Main Chrt,0.5,2.143,2.643,0.189,0.811,1,0,1,covered_or_low
96509,May Sculp Stix 014 Mocha Conto,0.5,2.143,2.643,0.189,0.811,0,0,0,covered_or_low
96454,May Lift Ls Stn Out Till 4 102,0.5,2.143,2.643,0.189,0.811,0,0,0,covered_or_low
69727,Cake The Curl N/Dr En Sp295Ml,0.5,2.143,2.643,0.189,0.811,0,0,0,covered_or_low
96482,May Face Lifter Fdn 119,0.5,2.143,2.643,0.189,0.811,0,0,0,covered_or_low
96607,Npmu Make Em Wndr Fdn Lght Nud,0.5,2.143,2.643,0.189,0.811,0,0,0,covered_or_low
97128,Rim Thrl Skr Mga Lift Masc Blk,0.5,2.143,2.643,0.189,0.811,0,0,0,covered_or_low
96639,Npmu Jelly Job Jelly Bean,0.5,2.143,2.643,0.189,0.811,0,0,0,covered_or_low
94285,Bioderma Cicbio Clns Baume 200,0.5,2.143,2.643,0.189,0.811,0,0,0,covered_or_low
96450,May Lift Ls Mte Hold Door 006,0.5,2.143,2.643,0.189,0.811,0,0,0,covered_or_low
96611,Npmu Make Em Wndr Fdn Buff,0.5,2.143,2.643,0.189,0.811,0,0,0,covered_or_low
89055,May Ss Teddy Tint 25 Baby Tee,0.5,2.143,2.643,0.189,0.811,0,0,0,covered_or_low
186415,Rim Thrill Sker Masc Blk Brwn,0.5,2.143,2.643,0.189,0.811,0,0,0,covered_or_low
96508,May Sculp Stix 011 Rosy Sculpt,0.5,2.143,2.643,0.189,0.811,0,0,0,covered_or_low
187273,Wrinkles/S Eye Wrinkle Patches,0.5,2.143,2.643,0.189,0.811,1,0,1,covered_or_low
199951,Garnier Ha Cream Cleanser,0.5,2.143,2.643,0.189,0.811,1,0,1,covered_or_low
96453,May Lift Ls Satin Upstate 101,0.5,2.143,2.643,0.189,0.811,0,0,0,covered_or_low
668756,Esi Ne Allure,0.5,2.143,2.643,0.189,0.811,0,0,0,covered_or_low
94103,Esi 992 Playful Ba,0.5,2.143,2.643,0.189,0.811,2,0,2,covered_or_low
4044,Rim Brow This Way Eb Pwd Drkbn,0.5,2.143,2.643,0.189,0.811,0,0,0,covered_or_low
27190,Nivea Men Apd R/O B&W Frs 50Ml,0.5,2.143,2.643,0.189,0.811,0,0,0,covered_or_low
371238,Nivea Men D/Con Sen R/O 50Ml,0.5,2.143,2.643,0.189,0.811,0,0,0,covered_or_low
389188,Nivea Men Apd B&W 250Ml,0.5,2.143,2.643,0.189,0.811,0,0,0,covered_or_low
427501,Dr Lew Day Crm Moist 113G,0.5,2.143,2.643,0.189,0.811,2,0,2,covered_or_low
199735,Jergens Mg Bronze B/Lot,0.5,2.143,2.643,0.189,0.811,1,0,1,covered_or_low
43528,Dermaveen Oatmeal Cond 500Ml,0.5,2.143,2.643,0.189,0.811,0,0,0,covered_or_low
55232,Versace Dylan Blue Edt 100Ml,0.5,2.143,2.643,0.189,0.811,2,0,2,covered_or_low
50676,Lor Excel 7.1 Dark Ash Blonde,0.5,2.143,2.643,0.189,0.811,2,0,2,covered_or_low
89771,Bb Self Tan Milk 240Ml,0.5,2.143,2.643,0.189,0.811,2,0,2,covered_or_low
88098,Hf H24 Cplex Leave-In Msk 50Ml,0.5,2.143,2.643,0.189,0.811,0,0,0,covered_or_low
94275,Tbh Pocket Patches Pilates,0.5,2.143,2.643,0.189,0.811,0,0,0,covered_or_low
192248,Lor Ret Perm 6 Light Brown,0.5,2.143,2.643,0.189,0.811,2,0,2,covered_or_low
39544,Ariana Grande Cloud Edp 30Ml,0.5,2.143,2.643,0.189,0.811,1,0,1,covered_or_low
97142,Mf Glw Frm Brnz & Ill Tnt Sand,0.5,2.143,2.643,0.189,0.811,0,0,0,covered_or_low
67879,Casting Crm Gls Light Brn 500,0.5,2.143,2.643,0.189,0.811,0,0,0,covered_or_low
94660,Cetaphil Bhr Per/Serum 30Ml,0.5,2.143,2.643,0.189,0.811,1,0,1,covered_or_low
195601,Ego Qv Face O/F F/Clns 150Ml,0.5,2.143,2.643,0.189,0.811,0,0,0,covered_or_low
20558,Olay Eyes Ultimat Eye Crm 15Ml,0.5,2.143,2.643,0.189,0.811,2,0,2,covered_or_low
196356,Excel Creme Nude 4U Uni Brown,0.5,2.143,2.643,0.189,0.811,2,0,2,covered_or_low
67862,Casting Crm Gls Brown 400,0.5,2.143,2.643,0.189,0.811,2,0,2,covered_or_low
15273,Sun Bum Aloe Spray 177Ml,0.5,2.143,2.643,0.189,0.811,2,0,2,covered_or_low
90900,Cetaphil Hr Day Cream Spf 50G,0.5,2.143,2.643,0.189,0.811,1,0,1,covered_or_low
192070,Q+A Ceramide Body Lotion 250Ml,0.5,2.143,2.643,0.189,0.811,0,0,0,covered_or_low
277061,Marc Jacobs Daisy Edt 100Ml,0.5,2.143,2.643,0.189,0.811,2,0,2,covered_or_low
196366,Excel Cnude 1U Universal Black,0.5,2.143,2.643,0.189,0.811,1,0,1,covered_or_low
473154,Ego Qv Cream 1Kg,0.5,2.143,2.643,0.189,0.811,0,0,0,covered_or_low
52722,Versace Pour Homme Edt 100Ml,0.5,2.143,2.643,0.189,0.811,2,0,2,covered_or_low
784710,Ego Qv Intens Body Moist 450G,0.5,2.143,2.643,0.189,0.811,1,0,1,covered_or_low
190138,Essano Hydrate Cd 600Ml,0.5,2.143,2.643,0.189,0.811,1,0,1,covered_or_low
96152,Rim My Plump Lip Shaper Ll Flr,0.5,2.143,2.643,0.189,0.811,1,0,1,covered_or_low
72013,No7 Pure Ret Nt Cream 50Ml,0.5,2.143,2.643,0.189,0.811,0,0,0,covered_or_low
93924,Fraim Satin Pillow Case,0.5,2.143,2.643,0.189,0.811,0,0,0,covered_or_low
49269,Mf Mastrpce Masc Black Brown,0.5,2.143,2.643,0.189,0.811,0,0,0,covered_or_low
199719,S/Con Patch Party 36Pk,0.5,2.143,2.643,0.189,0.811,0,0,0,covered_or_low
185330,Sundae Pom Fizz Foam 265Ml,0.5,2.143,2.643,0.189,0.811,1,0,1,covered_or_low
194038,Csc Strengthening Serum 30Ml,0.5,2.143,2.643,0.189,0.811,0,0,0,covered_or_low
11008,Ego Qv Face Moist Oil Free 75G,0.5,2.143,2.643,0.189,0.811,1,0,1,covered_or_low
289698,Nivea 2In1 Wash Scrub 150Ml,0.5,2.143,2.643,0.189,0.811,1,0,1,covered_or_low
490649,Ck In2U For Men Edt 50Ml,0.5,2.143,2.643,0.189,0.811,2,0,2,covered_or_low
96606,Npmu Make Em Wndr Fdn Vanila,0.5,2.143,2.643,0.189,0.811,0,0,0,covered_or_low
24923,Olay Luminous Nia Serum 30Ml,0.48,2.057,2.537,0.189,0.811,2,0,2,covered_or_low
55218,May Ss Matte Ink Pinks Savant,0.478,30.0,30.478,0.016,0.984,30,7,23,base_stock_gap
1226,May Fit Me Mte Pore Fdn Porc,0.478,30.0,30.478,0.016,0.984,29,7,22,base_stock_gap
193127,Npmu Ult Es Pal Paradise,0.471,2.017,2.488,0.189,0.811,0,0,0,covered_or_low
46888,May Fit Me Pwd Natl Buff,0.471,2.017,2.488,0.189,0.811,0,0,0,covered_or_low
66918,Npmu Lip Ling Xxl 02 Turn On,0.471,2.017,2.488,0.189,0.811,0,0,0,covered_or_low
199745,Rim Kind&Free Lsh Ldr Masc Blk,0.471,2.017,2.488,0.189,0.811,1,0,1,covered_or_low
193144,Npmu Bwm Calm Conclr Lt Tan,0.471,2.017,2.488,0.189,0.811,0,0,0,covered_or_low
729841,Rim P/Powder Peach Glow,0.467,30.0,30.467,0.015,0.985,29,7,22,base_stock_gap
43878,Clairol Rtu Powder Light Brown,0.467,30.0,30.467,0.015,0.985,30,5,25,base_stock_gap
69246,Rim Mt Concealer Light,0.467,2.0,2.467,0.189,0.811,2,0,2,covered_or_low
198727,May Sst Lumi Matte Fnd 98,0.467,2.0,2.467,0.189,0.811,0,0,0,covered_or_low
974374,Rim Oh My Gloss 150 Glossahol,0.467,2.0,2.467,0.189,0.811,1,0,1,covered_or_low
89057,May Ss Teddy Tint Cool Grunge,0.462,2.0,2.462,0.188,0.812,1,0,1,covered_or_low
195404,Npmu Vivid Mech Sapphire B,0.462,2.0,2.462,0.188,0.812,2,0,2,covered_or_low
782211,Sukin Rosehip Oil Cream 120,0.462,2.0,2.462,0.188,0.812,0,0,0,covered_or_low
93988,May Face Lift Stix 05 Nu Int,0.455,2.0,2.455,0.185,0.815,2,0,2,covered_or_low
94000,May Lift Glaze 008 Acai Glaze,0.455,2.0,2.455,0.185,0.815,0,0,0,covered_or_low
191383,Mf Mstrpce Liquid El Brown,0.455,2.0,2.455,0.185,0.815,2,0,2,covered_or_low
93992,May Face Lift Stix 55 Nu Int,0.454,30.0,30.454,0.015,0.985,28,7,21,base_stock_gap
93995,May Face Lift Stix 75 Nu Int,0.454,30.0,30.454,0.015,0.985,28,7,21,base_stock_gap
94011,May Ss Teddy 115 Coffeedate,0.454,30.0,30.454,0.015,0.985,30,7,23,base_stock_gap
67694,Rim Slv Oh My Gloss Sty My Rse,0.444,30.0,30.444,0.015,0.985,30,7,23,base_stock_gap
195950,Esi C Good As New,0.444,2.0,2.444,0.182,0.818,0,0,0,covered_or_low
189581,Esi 897 Not To-Do,0.444,2.0,2.444,0.182,0.818,0,0,0,covered_or_low
33440,Npmu Worth The Hype Masc,0.444,2.0,2.444,0.182,0.818,2,0,2,covered_or_low
54933,Esi Thank You Giftpack,0.444,2.0,2.444,0.182,0.818,0,0,0,covered_or_low
188800,Aveeno Skin R/W Smooth Lot354M,0.444,2.0,2.444,0.182,0.818,0,0,0,covered_or_low
94569,May Tattoo Brow 36H Soft Brwn,0.444,2.0,2.444,0.182,0.818,1,0,1,covered_or_low
189592,Esi Exp 235 Crave The Chaos,0.444,2.0,2.444,0.182,0.818,0,0,0,covered_or_low
668236,Esi Ne Luxeff A Cut Above,0.444,2.0,2.444,0.182,0.818,0,0,0,covered_or_low
67988,Aveeno Dermexa D/Emollnt 500Ml,0.444,2.0,2.444,0.182,0.818,1,0,1,covered_or_low
195559,Rim Ultra Shine Top Coat,0.444,2.0,2.444,0.182,0.818,0,0,0,covered_or_low
41321,Rexona M Clin Ap Sport 180Ml,0.444,2.0,2.444,0.182,0.818,1,0,1,covered_or_low
7531,Rim Super Gel 42 Rocknroll,0.438,2.0,2.438,0.18,0.82,2,0,2,covered_or_low
7519,Rim Super Gel Topcoat,0.438,2.0,2.438,0.18,0.82,0,0,0,covered_or_low
341559,Rim Cover Stick Nat Beige,0.438,2.0,2.438,0.18,0.82,2,0,2,covered_or_low
974315,Rim Oh My Gloss 100 Love Bug,0.438,2.0,2.438,0.18,0.82,0,0,0,covered_or_low
69749,Antip R/Culture Night Crm 60Ml,0.438,2.0,2.438,0.18,0.82,0,0,0,covered_or_low
24420,May Fm Mpore Fdn Light Beige,0.435,30.0,30.435,0.014,0.986,29,7,22,base_stock_gap
189264,May Ss24H Powder Nude Beige 21,0.435,2.0,2.435,0.179,0.821,1,0,1,covered_or_low
90432,Rim Wonder'Ink Liner Chestnut,0.429,45.0,45.429,0.009,0.991,45,10,35,base_stock_gap
192839,Coco&Eve Face Tan M/Mist 75Ml,0.429,30.0,30.429,0.014,0.986,30,7,23,base_stock_gap
94069,Npmu Smushy Mte Lb Soft Smile,0.429,30.0,30.429,0.014,0.986,27,7,20,base_stock_gap
40169,Npmu Suede Matte Ll Berry,0.429,30.0,30.429,0.014,0.986,28,7,21,base_stock_gap
41596,May Mc Met Hl Mlten Rse Gld,0.429,30.0,30.429,0.014,0.986,30,6,24,base_stock_gap
193697,Mf 2000 Cal Pro Masc Blk Brown,0.429,30.0,30.429,0.014,0.986,28,6,22,base_stock_gap
184615,Ariana Cloud Body Mist 236Ml,0.429,30.0,30.429,0.014,0.986,30,6,24,base_stock_gap
199759,Rim Lasting Finish Primer,0.429,2.0,2.429,0.177,0.823,0,0,0,covered_or_low
70449,Rim L/S L/F Brink Of Pink,0.429,2.0,2.429,0.177,0.823,0,0,0,covered_or_low
13563,Esi Ne Winter Peak Show,0.429,2.0,2.429,0.177,0.823,0,0,0,covered_or_low
87609,Rim Thrlskr Glsygls Coco Sga,0.429,2.0,2.429,0.177,0.823,0,0,0,covered_or_low
193317,Rim Multi Tasker Con Vanilla,0.429,2.0,2.429,0.177,0.823,0,0,0,covered_or_low
