sku_number,baseline_daily_rate_units,baseline_daily_source_days,baseline_7_day_units,historical_units_same_discount_avg,current_predicted_promo_period_sales_units,proposed_promo_period_sales_units,promo_demand_floor_reason
55649,0.095243,56,0.667,0.667,0.0,0.667,
67325,0.095243,56,0.667,0.667,0.0,0.667,
57420,0.095243,56,0.667,0.667,0.0,0.667,
62226,0.095243,56,0.667,0.667,0.0,0.667,
199849,0.095243,56,0.667,0.667,0.0,0.667,
198733,0.095243,56,0.667,0.667,0.0,0.667,
638437,0.095243,56,0.667,0.667,0.0,0.667,
195087,0.095243,56,0.667,0.667,0.0,0.667,
190244,0.095243,56,0.667,0.667,0.0,0.667,
38423,0.095243,56,0.667,0.667,0.0,0.667,
199329,0.095243,56,0.667,0.667,0.0,0.667,
31528,0.095243,56,0.667,0.667,0.0,0.667,
73524,0.095243,56,0.667,0.667,0.0,0.667,
93850,0.095243,56,0.667,0.667,0.0,0.667,
94713,0.095243,56,0.667,0.667,0.0,0.667,
93849,0.095243,56,0.667,0.667,0.0,0.667,
94038,0.095243,56,0.667,0.667,0.0,0.667,
188832,0.095243,56,0.667,0.667,0.0,0.667,
199044,0.095243,56,0.667,0.667,0.0,0.667,
71550,0.095243,56,0.667,0.667,0.0,0.667,
37429,0.095243,56,0.667,0.667,0.0,0.667,
198716,0.095243,56,0.667,0.667,0.0,0.667,
94870,0.095243,56,0.667,0.667,0.0,0.667,
93758,0.095243,56,0.667,0.667,0.0,0.667,
188738,0.095243,56,0.667,0.667,0.0,0.667,
188831,0.095243,56,0.667,0.667,0.0,0.667,
67326,0.095243,56,0.667,0.667,0.0,0.667,
91456,0.095243,56,0.667,0.667,0.0,0.667,
190118,0.095243,56,0.667,0.667,0.0,0.667,
50654,0.095243,56,0.667,0.667,0.0,0.667,
94282,0.095243,56,0.667,0.667,0.0,0.667,
43903,0.095243,56,0.667,0.667,0.0,0.667,
198462,0.095243,56,0.667,0.667,0.0,0.667,
190139,0.095243,56,0.667,0.667,0.0,0.667,
15151,0.095243,56,0.667,0.667,0.0,0.667,
242950,0.095243,56,0.667,0.667,0.0,0.667,
67914,0.095243,56,0.667,0.667,0.0,0.667,
1227,1.0,56,7.0,0.652,0.0,0.652,
30540,1.0,56,7.0,0.652,0.0,0.652,
192182,0.093171,56,0.652,0.652,0.0,0.652,
195097,0.093171,56,0.652,0.652,0.0,0.652,
195436,1.0,56,7.0,0.647,0.0,0.647,
195432,1.0,56,7.0,0.647,0.0,0.647,
195420,0.092443,56,0.647,0.647,0.0,0.647,
46883,0.092443,56,0.647,0.647,0.0,0.647,
15842,0.092443,56,0.647,0.647,0.0,0.647,
66821,0.857143,56,6.0,0.643,0.0,0.643,
199753,0.091843,56,0.643,0.643,0.0,0.643,
72603,0.091843,56,0.643,0.643,0.0,0.643,
66822,0.091843,56,0.643,0.643,0.0,0.643,
188953,0.091843,56,0.643,0.643,0.0,0.643,
47723,0.091429,56,0.64,0.64,0.0,0.64,
88458,2.0,56,14.0,0.636,0.0,0.636,
974331,1.0,56,7.0,0.636,0.0,0.636,
73217,1.0,56,7.0,0.636,0.0,0.636,
196003,0.090914,56,0.636,0.636,0.0,0.636,
94009,0.090914,56,0.636,0.636,0.0,0.636,
94010,0.090914,56,0.636,0.636,0.0,0.636,
746,0.090914,56,0.636,0.636,0.0,0.636,
71552,0.090914,56,0.636,0.636,0.0,0.636,
65585,0.090914,56,0.636,0.636,0.0,0.636,
192119,0.090229,56,0.632,0.632,0.0,0.632,
15009,1.0,56,7.0,0.625,0.0,0.625,
974390,1.0,56,7.0,0.625,0.0,0.625,
63360,0.428571,56,3.0,0.625,0.0,0.625,
75007,0.089286,56,0.625,0.625,0.0,0.625,
90167,0.089286,56,0.625,0.625,0.0,0.625,
7522,0.089286,56,0.625,0.625,0.0,0.625,
191381,0.089286,56,0.625,0.625,0.0,0.625,
734,0.089286,56,0.625,0.625,0.0,0.625,
193725,0.089286,56,0.625,0.625,0.0,0.625,
63631,0.089286,56,0.625,0.625,0.0,0.625,
22926,0.017857,56,0.125,0.625,0.0,0.625,
31554,0.087914,56,0.615,0.615,0.0,0.615,
190137,1.0,56,7.0,0.6,0.0,0.6,
192359,1.0,56,7.0,0.6,0.0,0.6,
668947,0.085714,56,0.6,0.6,0.0,0.6,
668863,0.085714,56,0.6,0.6,0.0,0.6,
521062,0.085714,56,0.6,0.6,0.0,0.6,
198730,0.085714,56,0.6,0.6,0.0,0.6,
186519,0.085714,56,0.6,0.6,0.0,0.6,
189356,0.085714,56,0.6,0.6,0.0,0.6,
24920,0.085714,56,0.6,0.6,0.0,0.6,
92705,0.085714,56,0.6,0.6,0.0,0.6,
198934,0.085714,56,0.6,0.6,0.0,0.6,
90519,0.085714,56,0.6,0.6,0.0,0.6,
90523,0.085714,56,0.6,0.6,0.0,0.6,
679006,0.085714,56,0.6,0.6,0.0,0.6,
199066,0.085714,56,0.6,0.6,0.0,0.6,
50354,0.085714,56,0.6,0.6,0.0,0.6,
198944,0.085714,56,0.6,0.6,0.0,0.6,
668533,0.085714,56,0.6,0.6,0.0,0.6,
198939,0.085714,56,0.6,0.6,0.0,0.6,
371882,0.085714,56,0.6,0.6,0.0,0.6,
196552,0.085714,56,0.6,0.6,0.0,0.6,
192106,0.085714,56,0.6,0.6,0.0,0.6,
192244,0.085714,56,0.6,0.6,0.0,0.6,
75791,0.085714,56,0.6,0.6,0.0,0.6,
521195,1.0,56,7.0,0.591,0.0,0.591,
195439,1.0,56,7.0,0.588,0.0,0.588,
66919,0.084029,56,0.588,0.588,0.0,0.588,
192535,0.083329,56,0.583,0.583,0.0,0.583,
229342,0.083329,56,0.583,0.583,0.0,0.583,
20866,0.083329,56,0.583,0.583,0.0,0.583,
490813,0.083329,56,0.583,0.583,0.0,0.583,
67686,1.0,56,7.0,0.579,0.0,0.579,
944637,0.0827,56,0.579,0.579,0.0,0.579,
63030,0.0827,56,0.579,0.579,0.0,0.579,
68266,1.0,56,7.0,0.571,0.0,0.571,
94066,1.0,56,7.0,0.571,0.0,0.571,
198728,1.0,56,7.0,0.571,0.0,0.571,
75427,0.081629,56,0.571,0.571,0.0,0.571,
189093,0.081629,56,0.571,0.571,0.0,0.571,
50670,0.081629,56,0.571,0.571,0.0,0.571,
68267,0.081629,56,0.571,0.571,0.0,0.571,
93491,0.081629,56,0.571,0.571,0.0,0.571,
36235,0.080743,56,0.565,0.565,0.0,0.565,
67690,2.0,56,14.0,0.562,0.0,0.562,
67689,1.0,56,7.0,0.562,0.0,0.562,
67699,1.0,56,7.0,0.562,0.0,0.562,
341556,1.0,56,7.0,0.562,0.0,0.562,
67964,0.080357,56,0.562,0.562,0.0,0.562,
56513,0.080357,56,0.562,0.562,0.0,0.562,
69243,0.080357,56,0.562,0.562,0.0,0.562,
588,0.080357,56,0.562,0.562,0.0,0.562,
70563,0.079371,56,0.556,0.556,0.0,0.556,
669127,0.079371,56,0.556,0.556,0.0,0.556,
188799,0.079371,56,0.556,0.556,0.0,0.556,
94571,0.079371,56,0.556,0.556,0.0,0.556,
668897,0.079371,56,0.556,0.556,0.0,0.556,
94570,0.079371,56,0.556,0.556,0.0,0.556,
34114,0.079371,56,0.556,0.556,0.0,0.556,
704792,0.079371,56,0.556,0.556,0.0,0.556,
89058,0.079371,56,0.556,0.556,0.0,0.556,
310743,0.079371,56,0.556,0.556,0.0,0.556,
331759,0.079371,56,0.556,0.556,0.0,0.556,
195502,0.079371,56,0.556,0.556,0.0,0.556,
94567,0.079371,56,0.556,0.556,0.0,0.556,
189602,0.079371,56,0.556,0.556,0.0,0.556,
90440,0.079371,56,0.556,0.556,0.0,0.556,
71225,0.079371,56,0.556,0.556,0.0,0.556,
668228,0.079371,56,0.556,0.556,0.0,0.556,
65617,0.079371,56,0.556,0.556,0.0,0.556,
192931,1.0,56,7.0,0.55,0.0,0.55,
185142,0.078571,56,0.55,0.55,0.0,0.55,
191180,1.0,56,7.0,0.546,0.0,0.546,
93987,1.0,56,7.0,0.546,0.0,0.546,
195994,1.0,56,7.0,0.546,0.0,0.546,
47656,0.077929,56,0.546,0.546,0.0,0.546,
191181,0.077929,56,0.546,0.546,0.0,0.546,
193991,0.077929,56,0.546,0.546,0.0,0.546,
102082,0.077929,56,0.546,0.546,0.0,0.546,
199067,0.077929,56,0.546,0.546,0.0,0.546,
102031,0.077929,56,0.546,0.546,0.0,0.546,
89062,0.076929,56,0.539,0.538,0.0,0.539,baseline_56_day_floor_applied
90063,0.076929,56,0.539,0.538,0.0,0.539,baseline_56_day_floor_applied
31556,0.076929,56,0.539,0.538,0.0,0.539,baseline_56_day_floor_applied
745111,0.076929,56,0.539,0.538,0.0,0.539,baseline_56_day_floor_applied
62854,1.0,56,7.0,0.538,0.0,0.538,
199055,1.0,56,7.0,0.538,0.0,0.538,
57316,1.0,56,7.0,0.536,0.0,0.536,
4016,0.076186,56,0.533,0.533,0.0,0.533,
16529,0.076186,56,0.533,0.533,0.0,0.533,
196930,1.0,56,7.0,0.529,0.0,0.529,
70392,0.075629,56,0.529,0.529,0.0,0.529,
15827,0.075629,56,0.529,0.529,0.0,0.529,
15845,0.075629,56,0.529,0.529,0.0,0.529,
43917,0.075186,56,0.526,0.526,0.0,0.526,
34101,0.075186,56,0.526,0.526,0.0,0.526,
94684,1.0,56,7.0,0.5,0.0,0.5,
192935,1.0,56,7.0,0.5,0.0,0.5,
96517,1.0,56,7.0,0.5,0.0,0.5,
96615,1.0,56,7.0,0.5,0.0,0.5,
96614,1.0,56,7.0,0.5,0.0,0.5,
96502,1.0,56,7.0,0.5,0.0,0.5,
94874,1.0,56,7.0,0.5,0.0,0.5,
96153,1.0,56,7.0,0.5,0.0,0.5,
521120,1.0,56,7.0,0.5,0.0,0.5,
54481,1.0,56,7.0,0.5,0.0,0.5,
194020,1.0,56,7.0,0.5,0.0,0.5,
90936,0.571429,56,4.0,0.5,0.0,0.5,
89019,0.071429,56,0.5,0.5,0.0,0.5,
89066,0.071429,56,0.5,0.5,0.0,0.5,
68444,0.071429,56,0.5,0.5,0.0,0.5,
423863,0.071429,56,0.5,0.5,0.0,0.5,
87749,0.071429,56,0.5,0.5,0.0,0.5,
189281,0.071429,56,0.5,0.5,0.0,0.5,
67898,0.071429,56,0.5,0.5,0.0,0.5,
39270,0.071429,56,0.5,0.5,0.0,0.5,
427502,0.071429,56,0.5,0.5,0.0,0.5,
427503,0.071429,56,0.5,0.5,0.0,0.5,
54935,0.071429,56,0.5,0.5,0.0,0.5,
90144,0.071429,56,0.5,0.5,0.0,0.5,
62234,0.071429,56,0.5,0.5,0.0,0.5,
184835,0.071429,56,0.5,0.5,0.0,0.5,
189003,0.071429,56,0.5,0.5,0.0,0.5,
96155,0.071429,56,0.5,0.5,0.0,0.5,
341143,0.071429,56,0.5,0.5,0.0,0.5,
69247,0.071429,56,0.5,0.5,0.0,0.5,
94478,0.071429,56,0.5,0.5,0.0,0.5,
95697,0.071429,56,0.5,0.5,0.0,0.5,
32656,0.071429,56,0.5,0.5,0.0,0.5,
43398,0.071429,56,0.5,0.5,0.0,0.5,
189354,0.071429,56,0.5,0.5,0.0,0.5,
90157,0.071429,56,0.5,0.5,0.0,0.5,
90172,0.071429,56,0.5,0.5,0.0,0.5,
199942,0.071429,56,0.5,0.5,0.0,0.5,
67895,0.071429,56,0.5,0.5,0.0,0.5,
90165,0.071429,56,0.5,0.5,0.0,0.5,
96637,0.071429,56,0.5,0.5,0.0,0.5,
96445,0.071429,56,0.5,0.5,0.0,0.5,
192210,0.071429,56,0.5,0.5,0.0,0.5,
87468,0.071429,56,0.5,0.5,0.0,0.5,
96480,0.071429,56,0.5,0.5,0.0,0.5,
89627,0.071429,56,0.5,0.5,0.0,0.5,
96509,0.071429,56,0.5,0.5,0.0,0.5,
96454,0.071429,56,0.5,0.5,0.0,0.5,
69727,0.071429,56,0.5,0.5,0.0,0.5,
96482,0.071429,56,0.5,0.5,0.0,0.5,
96607,0.071429,56,0.5,0.5,0.0,0.5,
97128,0.071429,56,0.5,0.5,0.0,0.5,
96639,0.071429,56,0.5,0.5,0.0,0.5,
94285,0.071429,56,0.5,0.5,0.0,0.5,
96450,0.071429,56,0.5,0.5,0.0,0.5,
96611,0.071429,56,0.5,0.5,0.0,0.5,
89055,0.071429,56,0.5,0.5,0.0,0.5,
186415,0.071429,56,0.5,0.5,0.0,0.5,
96508,0.071429,56,0.5,0.5,0.0,0.5,
187273,0.071429,56,0.5,0.5,0.0,0.5,
199951,0.071429,56,0.5,0.5,0.0,0.5,
96453,0.071429,56,0.5,0.5,0.0,0.5,
668756,0.071429,56,0.5,0.5,0.0,0.5,
94103,0.071429,56,0.5,0.5,0.0,0.5,
4044,0.071429,56,0.5,0.5,0.0,0.5,
27190,0.071429,56,0.5,0.5,0.0,0.5,
371238,0.071429,56,0.5,0.5,0.0,0.5,
389188,0.071429,56,0.5,0.5,0.0,0.5,
427501,0.071429,56,0.5,0.5,0.0,0.5,
199735,0.071429,56,0.5,0.5,0.0,0.5,
43528,0.071429,56,0.5,0.5,0.0,0.5,
55232,0.071429,56,0.5,0.5,0.0,0.5,
50676,0.071429,56,0.5,0.5,0.0,0.5,
89771,0.071429,56,0.5,0.5,0.0,0.5,
88098,0.071429,56,0.5,0.5,0.0,0.5,
94275,0.071429,56,0.5,0.5,0.0,0.5,
192248,0.071429,56,0.5,0.5,0.0,0.5,
39544,0.071429,56,0.5,0.5,0.0,0.5,
97142,0.071429,56,0.5,0.5,0.0,0.5,
67879,0.071429,56,0.5,0.5,0.0,0.5,
94660,0.071429,56,0.5,0.5,0.0,0.5,
195601,0.071429,56,0.5,0.5,0.0,0.5,
20558,0.071429,56,0.5,0.5,0.0,0.5,
196356,0.071429,56,0.5,0.5,0.0,0.5,
67862,0.071429,56,0.5,0.5,0.0,0.5,
15273,0.071429,56,0.5,0.5,0.0,0.5,
90900,0.071429,56,0.5,0.5,0.0,0.5,
192070,0.071429,56,0.5,0.5,0.0,0.5,
277061,0.071429,56,0.5,0.5,0.0,0.5,
196366,0.071429,56,0.5,0.5,0.0,0.5,
473154,0.071429,56,0.5,0.5,0.0,0.5,
52722,0.071429,56,0.5,0.5,0.0,0.5,
784710,0.071429,56,0.5,0.5,0.0,0.5,
190138,0.071429,56,0.5,0.5,0.0,0.5,
96152,0.071429,56,0.5,0.5,0.0,0.5,
72013,0.071429,56,0.5,0.5,0.0,0.5,
93924,0.071429,56,0.5,0.5,0.0,0.5,
49269,0.071429,56,0.5,0.5,0.0,0.5,
199719,0.071429,56,0.5,0.5,0.0,0.5,
185330,0.071429,56,0.5,0.5,0.0,0.5,
194038,0.071429,56,0.5,0.5,0.0,0.5,
11008,0.071429,56,0.5,0.5,0.0,0.5,
289698,0.071429,56,0.5,0.5,0.0,0.5,
490649,0.071429,56,0.5,0.5,0.0,0.5,
96606,0.071429,56,0.5,0.5,0.0,0.5,
24923,0.068571,56,0.48,0.48,0.0,0.48,
55218,1.0,56,7.0,0.478,0.0,0.478,
1226,1.0,56,7.0,0.478,0.0,0.478,
193127,0.067229,56,0.471,0.471,0.0,0.471,
46888,0.067229,56,0.471,0.471,0.0,0.471,
66918,0.067229,56,0.471,0.471,0.0,0.471,
199745,0.067229,56,0.471,0.471,0.0,0.471,
193144,0.067229,56,0.471,0.471,0.0,0.471,
729841,1.0,56,7.0,0.467,0.0,0.467,
43878,1.0,56,7.0,0.467,0.0,0.467,
69246,0.066671,56,0.467,0.467,0.0,0.467,
198727,0.066671,56,0.467,0.467,0.0,0.467,
974374,0.066671,56,0.467,0.467,0.0,0.467,
89057,0.065929,56,0.462,0.462,0.0,0.462,
195404,0.065929,56,0.462,0.462,0.0,0.462,
782211,0.017857,56,0.125,0.462,0.0,0.462,
93988,0.064929,56,0.455,0.454,0.0,0.455,baseline_56_day_floor_applied
94000,0.064929,56,0.455,0.454,0.0,0.455,baseline_56_day_floor_applied
191383,0.064929,56,0.455,0.454,0.0,0.455,baseline_56_day_floor_applied
93992,1.0,56,7.0,0.454,0.0,0.454,
93995,1.0,56,7.0,0.454,0.0,0.454,
94011,1.0,56,7.0,0.454,0.0,0.454,
67694,1.0,56,7.0,0.444,0.0,0.444,
195950,0.063486,56,0.444,0.444,0.0,0.444,
189581,0.063486,56,0.444,0.444,0.0,0.444,
33440,0.063486,56,0.444,0.444,0.0,0.444,
54933,0.063486,56,0.444,0.444,0.0,0.444,
188800,0.063486,56,0.444,0.444,0.0,0.444,
94569,0.063486,56,0.444,0.444,0.0,0.444,
189592,0.063486,56,0.444,0.444,0.0,0.444,
668236,0.063486,56,0.444,0.444,0.0,0.444,
67988,0.063486,56,0.444,0.444,0.0,0.444,
195559,0.063486,56,0.444,0.444,0.0,0.444,
41321,0.063486,56,0.444,0.444,0.0,0.444,
7531,0.0625,56,0.438,0.438,0.0,0.438,
7519,0.0625,56,0.438,0.438,0.0,0.438,
341559,0.0625,56,0.438,0.438,0.0,0.438,
974315,0.0625,56,0.438,0.438,0.0,0.438,
69749,0.0625,56,0.438,0.438,0.0,0.438,
24420,1.0,56,7.0,0.435,0.0,0.435,
189264,0.062114,56,0.435,0.435,0.0,0.435,
90432,1.5,56,10.5,0.429,0.0,0.429,
192839,1.0,56,7.0,0.429,0.0,0.429,
94069,1.0,56,7.0,0.429,0.0,0.429,
40169,1.0,56,7.0,0.429,0.0,0.429,
41596,1.0,56,7.0,0.429,0.0,0.429,
193697,1.0,56,7.0,0.429,0.0,0.429,
184615,1.0,56,7.0,0.429,0.0,0.429,
199759,0.061229,56,0.429,0.429,0.0,0.429,
70449,0.061229,56,0.429,0.429,0.0,0.429,
13563,0.061229,56,0.429,0.429,0.0,0.429,
87609,0.061229,56,0.429,0.429,0.0,0.429,
193317,0.061229,56,0.429,0.429,0.0,0.429,
22220,0.061229,56,0.429,0.429,0.0,0.429,
62235,0.061229,56,0.429,0.429,0.0,0.429,
668020,0.061229,56,0.429,0.429,0.0,0.429,
102631,0.061229,56,0.429,0.429,0.0,0.429,
189360,0.061229,56,0.429,0.429,0.0,0.429,
667980,0.061229,56,0.429,0.429,0.0,0.429,
15138,0.061229,56,0.429,0.429,0.0,0.429,
192118,1.5,56,10.5,0.423,0.0,0.423,
653048,1.0,56,7.0,0.421,0.0,0.421,
67688,0.060157,56,0.421,0.421,0.0,0.421,
197166,0.060157,56,0.421,0.421,0.0,0.421,
199746,1.0,56,7.0,0.417,0.0,0.417,
738,0.059529,56,0.417,0.417,0.0,0.417,
90111,0.059529,56,0.417,0.417,0.0,0.417,
350181,0.059529,56,0.417,0.417,0.0,0.417,
66917,0.058829,56,0.412,0.412,0.0,0.412,
70365,0.058829,56,0.412,0.412,0.0,0.412,
323608,1.714286,56,12.0,0.4,0.0,0.4,
806463,1.0,56,7.0,0.4,0.0,0.4,
908223,0.057143,56,0.4,0.4,0.0,0.4,
198729,0.057143,56,0.4,0.4,0.0,0.4,
198737,0.057143,56,0.4,0.4,0.0,0.4,
37357,0.057143,56,0.4,0.4,0.0,0.4,
13629,0.057143,56,0.4,0.4,0.0,0.4,
191177,0.057143,56,0.4,0.4,0.0,0.4,
198731,0.057143,56,0.4,0.4,0.0,0.4,
307416,0.057143,56,0.4,0.4,0.0,0.4,
199331,0.057143,56,0.4,0.4,0.0,0.4,
56031,0.057143,56,0.4,0.4,0.0,0.4,
196551,0.057143,56,0.4,0.4,0.0,0.4,
13628,0.057143,56,0.4,0.4,0.0,0.4,
18877,0.0559,56,0.391,0.391,0.0,0.391,
483753,0.0559,56,0.391,0.391,0.0,0.391,
12039,0.055557,56,0.389,0.389,0.0,0.389,
198712,0.055557,56,0.389,0.389,0.0,0.389,
87606,0.054943,56,0.385,0.385,0.0,0.385,
198726,0.054943,56,0.385,0.385,0.0,0.385,
198725,0.054943,56,0.385,0.385,0.0,0.385,
194088,0.054943,56,0.385,0.385,0.0,0.385,
36223,1.0,56,7.0,0.381,0.0,0.381,
90160,1.0,56,7.0,0.375,0.0,0.375,
14083,1.0,56,7.0,0.375,0.0,0.375,
66788,1.0,56,7.0,0.375,0.0,0.375,
195074,0.053571,56,0.375,0.375,0.0,0.375,
195403,0.053571,56,0.375,0.375,0.0,0.375,
39401,0.053571,56,0.375,0.375,0.0,0.375,
90159,0.053571,56,0.375,0.375,0.0,0.375,
90168,0.053571,56,0.375,0.375,0.0,0.375,
199056,0.053571,56,0.375,0.375,0.0,0.375,
188998,0.053571,56,0.375,0.375,0.0,0.375,
185497,0.053571,56,0.375,0.375,0.0,0.375,
197172,0.053571,56,0.375,0.375,0.0,0.375,
191385,0.053571,56,0.375,0.375,0.0,0.375,
90162,0.053571,56,0.375,0.375,0.0,0.375,
542027,0.052629,56,0.368,0.368,0.0,0.368,
51889,0.052629,56,0.368,0.368,0.0,0.368,
195518,3.0,56,21.0,0.364,0.0,0.364,
90794,1.0,56,7.0,0.364,0.0,0.364,
38393,1.0,56,7.0,0.364,0.0,0.364,
196050,1.0,56,7.0,0.364,0.0,0.364,
188025,1.0,56,7.0,0.364,0.0,0.364,
102634,1.0,56,7.0,0.364,0.0,0.364,
185143,0.051943,56,0.364,0.364,0.0,0.364,
93983,0.051943,56,0.364,0.364,0.0,0.364,
22925,0.051943,56,0.364,0.364,0.0,0.364,
17553,0.051943,56,0.364,0.364,0.0,0.364,
193057,0.051943,56,0.364,0.364,0.0,0.364,
67538,0.051943,56,0.364,0.364,0.0,0.364,
199752,0.051014,56,0.357,0.357,0.0,0.357,
87597,0.051014,56,0.357,0.357,0.0,0.357,
199760,0.051014,56,0.357,0.357,0.0,0.357,
46884,0.051014,56,0.357,0.357,0.0,0.357,
57138,0.051014,56,0.357,0.357,0.0,0.357,
66928,1.0,56,7.0,0.353,0.0,0.353,
87462,0.050414,56,0.353,0.353,0.0,0.353,
94766,1.0,56,7.0,0.333,0.0,0.333,
521179,1.0,56,7.0,0.333,0.0,0.333,
94869,1.0,56,7.0,0.333,0.0,0.333,
95024,1.0,56,7.0,0.333,0.0,0.333,
94872,1.0,56,7.0,0.333,0.0,0.333,
188802,0.047614,56,0.333,0.333,0.0,0.333,
668053,0.047614,56,0.333,0.333,0.0,0.333,
198734,0.047614,56,0.333,0.333,0.0,0.333,
62225,0.047614,56,0.333,0.333,0.0,0.333,
192845,0.047614,56,0.333,0.333,0.0,0.333,
195184,0.047614,56,0.333,0.333,0.0,0.333,
90427,0.047614,56,0.333,0.333,0.0,0.333,
93458,0.047614,56,0.333,0.333,0.0,0.333,
90112,0.047614,56,0.333,0.333,0.0,0.333,
95057,0.047614,56,0.333,0.333,0.0,0.333,
56529,0.047614,56,0.333,0.333,0.0,0.333,
90795,0.047614,56,0.333,0.333,0.0,0.333,
90109,0.047614,56,0.333,0.333,0.0,0.333,
192847,0.047614,56,0.333,0.333,0.0,0.333,
38457,0.047614,56,0.333,0.333,0.0,0.333,
668988,0.047614,56,0.333,0.333,0.0,0.333,
668012,0.047614,56,0.333,0.333,0.0,0.333,
189591,0.047614,56,0.333,0.333,0.0,0.333,
260843,0.047614,56,0.333,0.333,0.0,0.333,
90484,0.047614,56,0.333,0.333,0.0,0.333,
668350,0.047614,56,0.333,0.333,0.0,0.333,
67912,0.047614,56,0.333,0.333,0.0,0.333,
822876,0.047614,56,0.333,0.333,0.0,0.333,
2708,0.047614,56,0.333,0.333,0.0,0.333,
885711,0.047614,56,0.333,0.333,0.0,0.333,
68445,0.047614,56,0.333,0.333,0.0,0.333,
198710,0.047614,56,0.333,0.333,0.0,0.333,
44199,0.047614,56,0.333,0.333,0.0,0.333,
369365,0.047614,56,0.333,0.333,0.0,0.333,
17959,0.047614,56,0.333,0.333,0.0,0.333,
226173,0.047614,56,0.333,0.333,0.0,0.333,
192125,0.047614,56,0.333,0.333,0.0,0.333,
94040,0.047614,56,0.333,0.333,0.0,0.333,
38295,0.047614,56,0.333,0.333,0.0,0.333,
891967,0.047614,56,0.333,0.333,0.0,0.333,
74434,0.047614,56,0.333,0.333,0.0,0.333,
190140,0.047614,56,0.333,0.333,0.0,0.333,
38425,0.047614,56,0.333,0.333,0.0,0.333,
90466,0.047614,56,0.333,0.333,0.0,0.333,
94037,0.047614,56,0.333,0.333,0.0,0.333,
70432,0.047614,56,0.333,0.333,0.0,0.333,
195089,0.047614,56,0.333,0.333,0.0,0.333,
90437,0.047614,56,0.333,0.333,0.0,0.333,
38294,0.047614,56,0.333,0.333,0.0,0.333,
38296,0.047614,56,0.333,0.333,0.0,0.333,
581402,0.047614,56,0.333,0.333,0.0,0.333,
668509,0.047614,56,0.333,0.333,0.0,0.333,
191173,0.045114,56,0.316,0.316,0.0,0.316,
193290,0.044643,56,0.313,0.312,0.0,0.313,baseline_56_day_floor_applied
193285,0.044643,56,0.313,0.312,0.0,0.313,baseline_56_day_floor_applied
53928,0.044643,56,0.313,0.312,0.0,0.313,baseline_56_day_floor_applied
188024,0.044643,56,0.313,0.312,0.0,0.313,baseline_56_day_floor_applied
727,1.0,56,7.0,0.312,0.0,0.312,
18258,1.0,56,7.0,0.308,0.0,0.308,
89056,0.043957,56,0.308,0.308,0.0,0.308,
189263,0.043471,56,0.304,0.304,0.0,0.304,
192181,0.043471,56,0.304,0.304,0.0,0.304,
89626,0.042857,56,0.3,0.3,0.0,0.3,
92706,0.042857,56,0.3,0.3,0.0,0.3,
54483,0.042857,56,0.3,0.3,0.0,0.3,
39403,1.0,56,7.0,0.294,0.0,0.294,
198711,0.042014,56,0.294,0.294,0.0,0.294,
5196,0.042014,56,0.294,0.294,0.0,0.294,
193835,0.042014,56,0.294,0.294,0.0,0.294,
94055,1.0,56,7.0,0.286,0.0,0.286,
87610,1.0,56,7.0,0.286,0.0,0.286,
192992,0.040814,56,0.286,0.286,0.0,0.286,
94075,0.040814,56,0.286,0.286,0.0,0.286,
94052,0.040814,56,0.286,0.286,0.0,0.286,
94064,0.040814,56,0.286,0.286,0.0,0.286,
520999,0.040814,56,0.286,0.286,0.0,0.286,
41720,0.040814,56,0.286,0.286,0.0,0.286,
66792,0.040814,56,0.286,0.286,0.0,0.286,
193065,0.040814,56,0.286,0.286,0.0,0.286,
192214,0.040814,56,0.286,0.286,0.0,0.286,
199134,0.040814,56,0.286,0.286,0.0,0.286,
196365,0.040814,56,0.286,0.286,0.0,0.286,
50677,0.040814,56,0.286,0.286,0.0,0.286,
193834,0.039686,56,0.278,0.278,0.0,0.278,
93973,1.0,56,7.0,0.273,0.0,0.273,
93971,1.0,56,7.0,0.273,0.0,0.273,
93968,1.0,56,7.0,0.273,0.0,0.273,
93997,1.0,56,7.0,0.273,0.0,0.273,
196240,1.0,56,7.0,0.273,0.0,0.273,
62977,1.0,56,7.0,0.273,0.0,0.273,
54486,1.0,56,7.0,0.273,0.0,0.273,
93989,0.038957,56,0.273,0.273,0.0,0.273,
94004,0.038957,56,0.273,0.273,0.0,0.273,
7524,0.038957,56,0.273,0.273,0.0,0.273,
54484,0.038957,56,0.273,0.273,0.0,0.273,
88463,0.038957,56,0.273,0.273,0.0,0.273,
193061,0.038957,56,0.273,0.273,0.0,0.273,
66794,0.038957,56,0.273,0.273,0.0,0.273,
54485,0.038957,56,0.273,0.273,0.0,0.273,
186416,0.038957,56,0.273,0.273,0.0,0.273,
41206,1.0,56,7.0,0.269,0.0,0.269,
192994,1.0,56,7.0,0.267,0.0,0.267,
198732,0.0381,56,0.267,0.267,0.0,0.267,
193145,0.0381,56,0.267,0.267,0.0,0.267,
96467,1.0,56,7.0,0.25,0.0,0.25,
96499,1.0,56,7.0,0.25,0.0,0.25,
96500,1.0,56,7.0,0.25,0.0,0.25,
974412,1.0,56,7.0,0.25,0.0,0.25,
194501,1.0,56,7.0,0.25,0.0,0.25,
730,1.0,56,7.0,0.25,0.0,0.25,
96475,1.0,56,7.0,0.25,0.0,0.25,
