sku_number,promo_cover_order_units,base_stock_replenishment_units,full_target_order_units_after,raw_model_order_units,commercial_recommended_order_units_after,recommended_promo_cover_order_units,recommended_base_stock_order_units,remaining_promo_cover_gap_units,remaining_base_stock_gap_units,decision,commercial_recommended_order_units_before,full_target_order_units_before
195601,0,0,0,0,0,0,0,0,0,REVIEW,0,0
20558,0,2,2,0,0,0,0,0,2,REVIEW,0,2
196356,0,2,2,0,0,0,0,0,2,REVIEW,0,2
67862,0,2,2,0,0,0,0,0,2,REVIEW,0,2
15273,0,2,2,0,0,0,0,0,2,REVIEW,0,2
90900,0,1,1,0,0,0,0,0,1,REVIEW,0,1
192070,0,0,0,0,0,0,0,0,0,REVIEW,0,0
277061,0,2,2,0,0,0,0,0,2,REVIEW,0,2
196366,0,1,1,0,0,0,0,0,1,REVIEW,0,1
473154,0,0,0,0,0,0,0,0,0,REVIEW,0,0
52722,0,2,2,0,0,0,0,0,2,REVIEW,0,2
784710,0,1,1,0,0,0,0,0,1,REVIEW,0,1
190138,0,1,1,0,0,0,0,0,1,REVIEW,0,1
96152,0,1,1,0,0,0,0,0,1,REVIEW,0,1
72013,0,0,0,0,0,0,0,0,0,REVIEW,0,0
93924,0,0,0,0,0,0,0,0,0,REVIEW,0,0
49269,0,0,0,0,0,0,0,0,0,REVIEW,0,0
199719,0,0,0,0,0,0,0,0,0,REVIEW,0,0
185330,0,1,1,0,0,0,0,0,1,REVIEW,0,1
194038,0,0,0,0,0,0,0,0,0,REVIEW,0,0
11008,0,1,1,0,0,0,0,0,1,REVIEW,0,1
289698,0,1,1,0,0,0,0,0,1,REVIEW,0,1
490649,0,2,2,0,0,0,0,0,2,REVIEW,0,2
96606,0,0,0,0,0,0,0,0,0,REVIEW,0,0
24923,0,2,2,0,0,0,0,0,2,REVIEW,0,2
55218,0,30,30,7,7,0,7,0,23,REVIEW,7,30
1226,0,29,29,7,7,0,7,0,22,REVIEW,7,29
193127,0,0,0,0,0,0,0,0,0,REVIEW,0,0
46888,0,0,0,0,0,0,0,0,0,REVIEW,0,0
66918,0,0,0,0,0,0,0,0,0,REVIEW,0,0
199745,0,1,1,0,0,0,0,0,1,REVIEW,0,1
193144,0,0,0,0,0,0,0,0,0,REVIEW,0,0
729841,0,29,29,7,7,0,7,0,22,REVIEW,7,29
43878,0,30,30,5,5,0,5,0,25,REVIEW,5,30
69246,0,2,2,0,0,0,0,0,2,REVIEW,0,2
198727,0,0,0,0,0,0,0,0,0,REVIEW,0,0
974374,0,1,1,0,0,0,0,0,1,REVIEW,0,1
89057,0,1,1,0,0,0,0,0,1,REVIEW,0,1
195404,0,2,2,0,0,0,0,0,2,REVIEW,0,2
782211,0,0,0,0,0,0,0,0,0,REVIEW,0,0
93988,0,2,2,0,0,0,0,0,2,REVIEW,0,2
94000,0,0,0,0,0,0,0,0,0,REVIEW,0,0
191383,0,2,2,0,0,0,0,0,2,REVIEW,0,2
93992,0,28,28,7,7,0,7,0,21,REVIEW,7,28
93995,0,28,28,7,7,0,7,0,21,REVIEW,7,28
94011,0,30,30,7,7,0,7,0,23,REVIEW,7,30
67694,0,30,30,7,7,0,7,0,23,REVIEW,7,30
195950,0,0,0,0,0,0,0,0,0,REVIEW,0,0
189581,0,0,0,0,0,0,0,0,0,REVIEW,0,0
33440,0,2,2,0,0,0,0,0,2,REVIEW,0,2
54933,0,0,0,0,0,0,0,0,0,REVIEW,0,0
188800,0,0,0,0,0,0,0,0,0,REVIEW,0,0
94569,0,1,1,0,0,0,0,0,1,REVIEW,0,1
189592,0,0,0,0,0,0,0,0,0,REVIEW,0,0
668236,0,0,0,0,0,0,0,0,0,REVIEW,0,0
67988,0,1,1,0,0,0,0,0,1,REVIEW,0,1
195559,0,0,0,0,0,0,0,0,0,REVIEW,0,0
41321,0,1,1,0,0,0,0,0,1,REVIEW,0,1
7531,0,2,2,0,0,0,0,0,2,REVIEW,0,2
7519,0,0,0,0,0,0,0,0,0,REVIEW,0,0
341559,0,2,2,0,0,0,0,0,2,REVIEW,0,2
974315,0,0,0,0,0,0,0,0,0,REVIEW,0,0
69749,0,0,0,0,0,0,0,0,0,REVIEW,0,0
24420,0,29,29,7,7,0,7,0,22,REVIEW,7,29
189264,0,1,1,0,0,0,0,0,1,REVIEW,0,1
90432,0,45,45,10,10,0,10,0,35,REVIEW,10,45
192839,0,30,30,7,7,0,7,0,23,REVIEW,7,30
94069,0,27,27,7,7,0,7,0,20,REVIEW,7,27
40169,0,28,28,7,7,0,7,0,21,REVIEW,7,28
41596,0,30,30,6,6,0,6,0,24,REVIEW,6,30
193697,0,28,28,6,6,0,6,0,22,REVIEW,6,28
184615,0,30,30,6,6,0,6,0,24,REVIEW,6,30
199759,0,0,0,0,0,0,0,0,0,REVIEW,0,0
70449,0,0,0,0,0,0,0,0,0,REVIEW,0,0
13563,0,0,0,0,0,0,0,0,0,REVIEW,0,0
87609,0,0,0,0,0,0,0,0,0,REVIEW,0,0
193317,0,0,0,0,0,0,0,0,0,REVIEW,0,0
22220,0,0,0,0,0,0,0,0,0,REVIEW,0,0
62235,0,0,0,0,0,0,0,0,0,REVIEW,0,0
668020,0,1,1,0,0,0,0,0,1,REVIEW,0,1
102631,0,0,0,0,0,0,0,0,0,REVIEW,0,0
189360,0,0,0,0,0,0,0,0,0,REVIEW,0,0
667980,0,1,1,0,0,0,0,0,1,REVIEW,0,1
15138,0,1,1,0,0,0,0,0,1,REVIEW,0,1
192118,0,45,45,10,10,0,10,0,35,REVIEW,10,45
653048,0,29,29,7,7,0,7,0,22,REVIEW,7,29
67688,0,0,0,0,0,0,0,0,0,REVIEW,0,0
197166,0,0,0,0,0,0,0,0,0,REVIEW,0,0
199746,0,28,28,7,7,0,7,0,21,REVIEW,7,28
738,0,1,1,0,0,0,0,0,1,REVIEW,0,1
90111,0,0,0,0,0,0,0,0,0,REVIEW,0,0
350181,0,1,1,0,0,0,0,0,1,REVIEW,0,1
66917,0,0,0,0,0,0,0,0,0,REVIEW,0,0
70365,0,1,1,0,0,0,0,0,1,REVIEW,0,1
323608,0,51,51,9,9,0,9,0,42,REVIEW,9,51
806463,0,29,29,7,7,0,7,0,22,REVIEW,7,29
908223,0,1,1,0,0,0,0,0,1,REVIEW,0,1
198729,0,0,0,0,0,0,0,0,0,REVIEW,0,0
198737,0,0,0,0,0,0,0,0,0,REVIEW,0,0
37357,0,0,0,0,0,0,0,0,0,REVIEW,0,0
13629,0,0,0,0,0,0,0,0,0,REVIEW,0,0
191177,0,0,0,0,0,0,0,0,0,REVIEW,0,0
198731,0,0,0,0,0,0,0,0,0,REVIEW,0,0
307416,0,0,0,0,0,0,0,0,0,REVIEW,0,0
199331,0,0,0,0,0,0,0,0,0,REVIEW,0,0
56031,0,0,0,0,0,0,0,0,0,REVIEW,0,0
196551,0,0,0,0,0,0,0,0,0,REVIEW,0,0
13628,0,1,1,0,0,0,0,0,1,REVIEW,0,1
18877,0,1,1,0,0,0,0,0,1,REVIEW,0,1
483753,0,1,1,0,0,0,0,0,1,REVIEW,0,1
12039,0,0,0,0,0,0,0,0,0,REVIEW,0,0
198712,0,0,0,0,0,0,0,0,0,REVIEW,0,0
87606,0,0,0,0,0,0,0,0,0,REVIEW,0,0
198726,0,0,0,0,0,0,0,0,0,REVIEW,0,0
198725,0,0,0,0,0,0,0,0,0,REVIEW,0,0
194088,0,1,1,0,0,0,0,0,1,REVIEW,0,1
36223,0,30,30,7,7,0,7,0,23,REVIEW,7,30
90160,0,28,28,7,7,0,7,0,21,REVIEW,7,28
14083,0,28,28,7,7,0,7,0,21,REVIEW,7,28
66788,0,28,28,7,7,0,7,0,21,REVIEW,7,28
195074,0,0,0,0,0,0,0,0,0,REVIEW,0,0
195403,0,1,1,0,0,0,0,0,1,REVIEW,0,1
39401,0,0,0,0,0,0,0,0,0,REVIEW,0,0
90159,0,0,0,0,0,0,0,0,0,REVIEW,0,0
90168,0,1,1,0,0,0,0,0,1,REVIEW,0,1
199056,0,0,0,0,0,0,0,0,0,REVIEW,0,0
188998,0,0,0,0,0,0,0,0,0,REVIEW,0,0
185497,0,1,1,0,0,0,0,0,1,REVIEW,0,1
197172,0,1,1,0,0,0,0,0,1,REVIEW,0,1
191385,0,1,1,0,0,0,0,0,1,REVIEW,0,1
90162,0,1,1,0,0,0,0,0,1,REVIEW,0,1
542027,0,0,0,0,0,0,0,0,0,REVIEW,0,0
51889,0,0,0,0,0,0,0,0,0,REVIEW,0,0
195518,0,90,90,18,18,0,18,0,72,REVIEW,18,90
90794,0,29,29,7,7,0,7,0,22,REVIEW,7,29
38393,0,30,30,7,7,0,7,0,23,REVIEW,7,30
196050,0,28,28,6,6,0,6,0,22,REVIEW,6,28
188025,0,29,29,6,6,0,6,0,23,REVIEW,6,29
102634,0,29,29,6,6,0,6,0,23,REVIEW,6,29
185143,0,0,0,0,0,0,0,0,0,REVIEW,0,0
93983,0,0,0,0,0,0,0,0,0,REVIEW,0,0
22925,0,1,1,0,0,0,0,0,1,REVIEW,0,1
17553,0,0,0,0,0,0,0,0,0,REVIEW,0,0
193057,0,1,1,0,0,0,0,0,1,REVIEW,0,1
67538,0,0,0,0,0,0,0,0,0,REVIEW,0,0
199752,0,0,0,0,0,0,0,0,0,REVIEW,0,0
87597,0,0,0,0,0,0,0,0,0,REVIEW,0,0
199760,0,1,1,0,0,0,0,0,1,REVIEW,0,1
46884,0,0,0,0,0,0,0,0,0,REVIEW,0,0
57138,0,0,0,0,0,0,0,0,0,REVIEW,0,0
66928,0,29,29,7,7,0,7,0,22,REVIEW,7,29
87462,0,1,1,0,0,0,0,0,1,REVIEW,0,1
94766,0,29,29,7,7,0,7,0,22,REVIEW,7,29
521179,0,28,28,7,7,0,7,0,21,REVIEW,7,28
94869,0,29,29,7,7,0,7,0,22,REVIEW,7,29
95024,0,28,28,7,7,0,7,0,21,REVIEW,7,28
94872,0,29,29,7,7,0,7,0,22,REVIEW,7,29
188802,0,0,0,0,0,0,0,0,0,REVIEW,0,0
668053,0,0,0,0,0,0,0,0,0,REVIEW,0,0
198734,0,0,0,0,0,0,0,0,0,REVIEW,0,0
62225,0,0,0,0,0,0,0,0,0,REVIEW,0,0
192845,0,0,0,0,0,0,0,0,0,REVIEW,0,0
195184,0,0,0,0,0,0,0,0,0,REVIEW,0,0
90427,0,1,1,0,0,0,0,0,1,REVIEW,0,1
93458,0,0,0,0,0,0,0,0,0,REVIEW,0,0
90112,0,0,0,0,0,0,0,0,0,REVIEW,0,0
95057,0,0,0,0,0,0,0,0,0,REVIEW,0,0
56529,0,0,0,0,0,0,0,0,0,REVIEW,0,0
90795,0,0,0,0,0,0,0,0,0,REVIEW,0,0
90109,0,0,0,0,0,0,0,0,0,REVIEW,0,0
192847,0,0,0,0,0,0,0,0,0,REVIEW,0,0
38457,0,0,0,0,0,0,0,0,0,REVIEW,0,0
668988,0,0,0,0,0,0,0,0,0,REVIEW,0,0
668012,0,0,0,0,0,0,0,0,0,REVIEW,0,0
189591,0,0,0,0,0,0,0,0,0,REVIEW,0,0
260843,0,0,0,0,0,0,0,0,0,REVIEW,0,0
90484,0,1,1,0,0,0,0,0,1,REVIEW,0,1
668350,0,1,1,0,0,0,0,0,1,REVIEW,0,1
67912,0,0,0,0,0,0,0,0,0,REVIEW,0,0
822876,0,0,0,0,0,0,0,0,0,REVIEW,0,0
2708,0,0,0,0,0,0,0,0,0,REVIEW,0,0
885711,0,0,0,0,0,0,0,0,0,REVIEW,0,0
68445,0,0,0,0,0,0,0,0,0,REVIEW,0,0
198710,0,0,0,0,0,0,0,0,0,REVIEW,0,0
44199,0,0,0,0,0,0,0,0,0,REVIEW,0,0
369365,0,1,1,0,0,0,0,0,1,REVIEW,0,1
17959,0,1,1,0,0,0,0,0,1,REVIEW,0,1
226173,0,1,1,0,0,0,0,0,1,REVIEW,0,1
192125,0,1,1,0,0,0,0,0,1,REVIEW,0,1
94040,0,1,1,0,0,0,0,0,1,REVIEW,0,1
38295,0,0,0,0,0,0,0,0,0,REVIEW,0,0
891967,0,0,0,0,0,0,0,0,0,REVIEW,0,0
74434,0,1,1,0,0,0,0,0,1,REVIEW,0,1
190140,0,0,0,0,0,0,0,0,0,REVIEW,0,0
38425,0,0,0,0,0,0,0,0,0,REVIEW,0,0
90466,0,0,0,0,0,0,0,0,0,REVIEW,0,0
94037,0,1,1,0,0,0,0,0,1,REVIEW,0,1
70432,0,1,1,0,0,0,0,0,1,REVIEW,0,1
195089,0,0,0,0,0,0,0,0,0,REVIEW,0,0
90437,0,0,0,0,0,0,0,0,0,REVIEW,0,0
38294,0,0,0,0,0,0,0,0,0,REVIEW,0,0
38296,0,0,0,0,0,0,0,0,0,REVIEW,0,0
581402,0,0,0,0,0,0,0,0,0,REVIEW,0,0
668509,0,0,0,0,0,0,0,0,0,REVIEW,0,0
191173,0,0,0,0,0,0,0,0,0,REVIEW,0,0
193290,0,0,0,0,0,0,0,0,0,REVIEW,0,0
193285,0,0,0,0,0,0,0,0,0,REVIEW,0,0
53928,0,0,0,0,0,0,0,0,0,REVIEW,0,0
188024,0,1,1,0,0,0,0,0,1,REVIEW,0,1
727,0,28,28,7,7,0,7,0,21,REVIEW,7,28
18258,0,27,27,7,7,0,7,0,20,REVIEW,7,27
89056,0,0,0,0,0,0,0,0,0,REVIEW,0,0
189263,0,1,1,0,0,0,0,0,1,REVIEW,0,1
192181,0,1,1,0,0,0,0,0,1,REVIEW,0,1
89626,0,0,0,0,0,0,0,0,0,REVIEW,0,0
92706,0,0,0,0,0,0,0,0,0,REVIEW,0,0
54483,0,0,0,0,0,0,0,0,0,REVIEW,0,0
39403,0,29,29,7,7,0,7,0,22,REVIEW,7,29
198711,0,1,1,0,0,0,0,0,1,REVIEW,0,1
5196,0,1,1,0,0,0,0,0,1,REVIEW,0,1
193835,0,0,0,0,0,0,0,0,0,REVIEW,0,0
94055,0,28,28,7,7,0,7,0,21,REVIEW,7,28
87610,0,30,30,7,7,0,7,0,23,REVIEW,7,30
192992,0,0,0,0,0,0,0,0,0,REVIEW,0,0
94075,0,0,0,0,0,0,0,0,0,REVIEW,0,0
94052,0,0,0,0,0,0,0,0,0,REVIEW,0,0
94064,0,0,0,0,0,0,0,0,0,REVIEW,0,0
520999,0,0,0,0,0,0,0,0,0,REVIEW,0,0
41720,0,0,0,0,0,0,0,0,0,REVIEW,0,0
66792,0,1,1,0,0,0,0,0,1,REVIEW,0,1
193065,0,0,0,0,0,0,0,0,0,REVIEW,0,0
192214,0,0,0,0,0,0,0,0,0,REVIEW,0,0
199134,0,1,1,0,0,0,0,0,1,REVIEW,0,1
196365,0,1,1,0,0,0,0,0,1,REVIEW,0,1
50677,0,1,1,0,0,0,0,0,1,REVIEW,0,1
193834,0,0,0,0,0,0,0,0,0,REVIEW,0,0
93973,0,30,30,7,7,0,7,0,23,REVIEW,7,30
93971,0,28,28,7,7,0,7,0,21,REVIEW,7,28
93968,0,28,28,7,7,0,7,0,21,REVIEW,7,28
93997,0,26,26,7,7,0,7,0,19,REVIEW,7,26
196240,0,28,28,7,7,0,7,0,21,REVIEW,7,28
62977,0,30,30,6,6,0,6,0,24,REVIEW,6,30
54486,0,28,28,6,6,0,6,0,22,REVIEW,6,28
93989,0,1,1,0,0,0,0,0,1,REVIEW,0,1
94004,0,0,0,0,0,0,0,0,0,REVIEW,0,0
7524,0,1,1,0,0,0,0,0,1,REVIEW,0,1
54484,0,1,1,0,0,0,0,0,1,REVIEW,0,1
88463,0,1,1,0,0,0,0,0,1,REVIEW,0,1
193061,0,1,1,0,0,0,0,0,1,REVIEW,0,1
66794,0,0,0,0,0,0,0,0,0,REVIEW,0,0
54485,0,0,0,0,0,0,0,0,0,REVIEW,0,0
186416,0,0,0,0,0,0,0,0,0,REVIEW,0,0
41206,0,28,28,7,7,0,7,0,21,REVIEW,7,28
192994,0,28,28,7,7,0,7,0,21,REVIEW,7,28
198732,0,0,0,0,0,0,0,0,0,REVIEW,0,0
193145,0,0,0,0,0,0,0,0,0,REVIEW,0,0
96467,0,26,26,7,7,0,7,0,19,REVIEW,7,26
96499,0,26,26,7,7,0,7,0,19,REVIEW,7,26
96500,0,26,26,7,7,0,7,0,19,REVIEW,7,26
974412,0,27,27,7,7,0,7,0,20,REVIEW,7,27
194501,0,30,30,7,7,0,7,0,23,REVIEW,7,30
730,0,28,28,7,7,0,7,0,21,REVIEW,7,28
96475,0,27,27,7,7,0,7,0,20,REVIEW,7,27
96484,0,27,27,7,7,0,7,0,20,REVIEW,7,27
96486,0,29,29,7,7,0,7,0,22,REVIEW,7,29
30162,0,30,30,7,7,0,7,0,23,REVIEW,7,30
96154,0,27,27,7,7,0,7,0,20,REVIEW,7,27
54487,0,29,29,7,7,0,7,0,22,REVIEW,7,29
196233,0,0,0,0,0,0,0,0,0,REVIEW,0,0
90148,0,1,1,0,0,0,0,0,1,REVIEW,0,1
96479,0,0,0,0,0,0,0,0,0,REVIEW,0,0
94104,0,1,1,0,0,0,0,0,1,REVIEW,0,1
30163,0,0,0,0,0,0,0,0,0,REVIEW,0,0
13630,0,0,0,0,0,0,0,0,0,REVIEW,0,0
94691,0,0,0,0,0,0,0,0,0,REVIEW,0,0
916730,0,1,1,0,0,0,0,0,1,REVIEW,0,1
69245,0,0,0,0,0,0,0,0,0,REVIEW,0,0
96477,0,0,0,0,0,0,0,0,0,REVIEW,0,0
96456,0,0,0,0,0,0,0,0,0,REVIEW,0,0
197171,0,0,0,0,0,0,0,0,0,REVIEW,0,0
96476,0,0,0,0,0,0,0,0,0,REVIEW,0,0
94678,0,0,0,0,0,0,0,0,0,REVIEW,0,0
94682,0,0,0,0,0,0,0,0,0,REVIEW,0,0
96474,0,0,0,0,0,0,0,0,0,REVIEW,0,0
187274,0,0,0,0,0,0,0,0,0,REVIEW,0,0
34280,0,1,1,0,0,0,0,0,1,REVIEW,0,1
252767,0,0,0,0,0,0,0,0,0,REVIEW,0,0
94102,0,0,0,0,0,0,0,0,0,REVIEW,0,0
197588,0,1,1,0,0,0,0,0,1,REVIEW,0,1
14969,0,1,1,0,0,0,0,0,1,REVIEW,0,1
27928,0,0,0,0,0,0,0,0,0,REVIEW,0,0
195258,0,0,0,0,0,0,0,0,0,REVIEW,0,0
87648,0,1,1,0,0,0,0,0,1,REVIEW,0,1
196231,0,1,1,0,0,0,0,0,1,REVIEW,0,1
189683,0,0,0,0,0,0,0,0,0,REVIEW,0,0
193063,0,1,1,0,0,0,0,0,1,REVIEW,0,1
34281,0,0,0,0,0,0,0,0,0,REVIEW,0,0
192360,0,0,0,0,0,0,0,0,0,REVIEW,0,0
522252,0,0,0,0,0,0,0,0,0,REVIEW,0,0
368997,0,0,0,0,0,0,0,0,0,REVIEW,0,0
95493,0,0,0,0,0,0,0,0,0,REVIEW,0,0
65482,0,0,0,0,0,0,0,0,0,REVIEW,0,0
868396,0,0,0,0,0,0,0,0,0,REVIEW,0,0
196367,0,0,0,0,0,0,0,0,0,REVIEW,0,0
307432,0,0,0,0,0,0,0,0,0,REVIEW,0,0
196357,0,0,0,0,0,0,0,0,0,REVIEW,0,0
198226,0,1,1,0,0,0,0,0,1,REVIEW,0,1
74389,0,1,1,0,0,0,0,0,1,REVIEW,0,1
96472,0,0,0,0,0,0,0,0,0,REVIEW,0,0
195412,0,90,90,18,18,0,18,0,72,REVIEW,18,90
70390,0,0,0,0,0,0,0,0,0,REVIEW,0,0
195443,0,28,28,7,7,0,7,0,21,REVIEW,7,28
89060,0,0,0,0,0,0,0,0,0,REVIEW,0,0
90458,0,28,28,7,7,0,7,0,21,REVIEW,7,28
195943,0,1,1,0,0,0,0,0,1,REVIEW,0,1
54384,0,1,1,0,0,0,0,0,1,REVIEW,0,1
94767,0,0,0,0,0,0,0,0,0,REVIEW,0,0
90433,0,0,0,0,0,0,0,0,0,REVIEW,0,0
94706,0,0,0,0,0,0,0,0,0,REVIEW,0,0
43537,0,0,0,0,0,0,0,0,0,REVIEW,0,0
94761,0,0,0,0,0,0,0,0,0,REVIEW,0,0
90482,0,1,1,0,0,0,0,0,1,REVIEW,0,1
94762,0,0,0,0,0,0,0,0,0,REVIEW,0,0
185417,0,0,0,0,0,0,0,0,0,REVIEW,0,0
668194,0,0,0,0,0,0,0,0,0,REVIEW,0,0
189584,0,0,0,0,0,0,0,0,0,REVIEW,0,0
71553,0,1,1,0,0,0,0,0,1,REVIEW,0,1
668731,0,1,1,0,0,0,0,0,1,REVIEW,0,1
193466,0,0,0,0,0,0,0,0,0,REVIEW,0,0
94712,0,1,1,0,0,0,0,0,1,REVIEW,0,1
71549,0,0,0,0,0,0,0,0,0,REVIEW,0,0
1230,0,0,0,0,0,0,0,0,0,REVIEW,0,0
24416,0,0,0,0,0,0,0,0,0,REVIEW,0,0
56518,0,0,0,0,0,0,0,0,0,REVIEW,0,0
94677,0,28,28,7,7,0,7,0,21,REVIEW,7,28
192929,0,30,30,7,7,0,7,0,23,REVIEW,7,30
194820,0,0,0,0,0,0,0,0,0,REVIEW,0,0
192133,0,0,0,0,0,0,0,0,0,REVIEW,0,0
192362,0,0,0,0,0,0,0,0,0,REVIEW,0,0
199953,0,0,0,0,0,0,0,0,0,REVIEW,0,0
198943,0,0,0,0,0,0,0,0,0,REVIEW,0,0
192848,0,0,0,0,0,0,0,0,0,REVIEW,0,0
87607,0,0,0,0,0,0,0,0,0,REVIEW,0,0
193064,0,0,0,0,0,0,0,0,0,REVIEW,0,0
52122,0,0,0,0,0,0,0,0,0,REVIEW,0,0
39545,0,0,0,0,0,0,0,0,0,REVIEW,0,0
52188,0,1,1,0,0,0,0,0,1,REVIEW,0,1
51926,0,1,1,0,0,0,0,0,1,REVIEW,0,1
24422,0,0,0,0,0,0,0,0,0,REVIEW,0,0
39402,0,0,0,0,0,0,0,0,0,REVIEW,0,0
27929,0,0,0,0,0,0,0,0,0,REVIEW,0,0
197169,0,0,0,0,0,0,0,0,0,REVIEW,0,0
186418,0,0,0,0,0,0,0,0,0,REVIEW,0,0
34430,0,0,0,0,0,0,0,0,0,REVIEW,0,0
67692,0,30,30,7,7,0,7,0,23,REVIEW,7,30
93974,0,28,28,7,7,0,7,0,21,REVIEW,7,28
93981,0,29,29,7,7,0,7,0,22,REVIEW,7,29
93982,0,27,27,7,7,0,7,0,20,REVIEW,7,27
93972,0,30,30,7,7,0,7,0,23,REVIEW,7,30
34285,0,0,0,0,0,0,0,0,0,REVIEW,0,0
93970,0,0,0,0,0,0,0,0,0,REVIEW,0,0
93966,0,0,0,0,0,0,0,0,0,REVIEW,0,0
47658,0,1,1,0,0,0,0,0,1,REVIEW,0,1
93979,0,0,0,0,0,0,0,0,0,REVIEW,0,0
93975,0,0,0,0,0,0,0,0,0,REVIEW,0,0
193075,0,1,1,0,0,0,0,0,1,REVIEW,0,1
916749,0,0,0,0,0,0,0,0,0,REVIEW,0,0
44299,0,0,0,0,0,0,0,0,0,REVIEW,0,0
189687,0,0,0,0,0,0,0,0,0,REVIEW,0,0
196931,0,28,28,7,7,0,7,0,21,REVIEW,7,28
669028,0,1,1,0,0,0,0,0,1,REVIEW,0,1
669085,0,0,0,0,0,0,0,0,0,REVIEW,0,0
90448,0,1,1,0,0,0,0,0,1,REVIEW,0,1
198524,0,0,0,0,0,0,0,0,0,REVIEW,0,0
50394,0,0,0,0,0,0,0,0,0,REVIEW,0,0
93867,0,0,0,0,0,0,0,0,0,REVIEW,0,0
195017,0,0,0,0,0,0,0,0,0,REVIEW,0,0
49794,0,30,30,7,7,0,7,0,23,REVIEW,7,30
74131,0,0,0,0,0,0,0,0,0,REVIEW,0,0
66922,0,0,0,0,0,0,0,0,0,REVIEW,0,0
195987,0,1,1,0,0,0,0,0,1,REVIEW,0,1
192991,0,30,30,7,7,0,7,0,23,REVIEW,7,30
94074,0,28,28,7,7,0,7,0,21,REVIEW,7,28
90447,0,30,30,7,7,0,7,0,23,REVIEW,7,30
188037,0,28,28,6,6,0,6,0,22,REVIEW,6,28
188943,0,28,28,6,6,0,6,0,22,REVIEW,6,28
94053,0,0,0,0,0,0,0,0,0,REVIEW,0,0
197170,0,0,0,0,0,0,0,0,0,REVIEW,0,0
90434,0,0,0,0,0,0,0,0,0,REVIEW,0,0
94077,0,1,1,0,0,0,0,0,1,REVIEW,0,1
94076,0,0,0,0,0,0,0,0,0,REVIEW,0,0
94072,0,0,0,0,0,0,0,0,0,REVIEW,0,0
54482,0,0,0,0,0,0,0,0,0,REVIEW,0,0
199754,0,0,0,0,0,0,0,0,0,REVIEW,0,0
88448,0,1,1,0,0,0,0,0,1,REVIEW,0,1
193060,0,0,0,0,0,0,0,0,0,REVIEW,0,0
195526,0,0,0,0,0,0,0,0,0,REVIEW,0,0
868744,0,1,1,0,0,0,0,0,1,REVIEW,0,1
57537,0,0,0,0,0,0,0,0,0,REVIEW,0,0
184616,0,1,1,0,0,0,0,0,1,REVIEW,0,1
192996,0,1,1,0,0,0,0,0,1,REVIEW,0,1
186457,0,1,1,0,0,0,0,0,1,REVIEW,0,1
193291,0,28,28,7,7,0,7,0,21,REVIEW,7,28
94688,0,27,27,7,7,0,7,0,20,REVIEW,7,27
94685,0,30,30,7,7,0,7,0,23,REVIEW,7,30
90169,0,27,27,7,7,0,7,0,20,REVIEW,7,27
193318,0,29,29,7,7,0,7,0,22,REVIEW,7,29
195183,0,0,0,0,0,0,0,0,0,REVIEW,0,0
189583,0,0,0,0,0,0,0,0,0,REVIEW,0,0
90170,0,0,0,0,0,0,0,0,0,REVIEW,0,0
186401,0,0,0,0,0,0,0,0,0,REVIEW,0,0
67893,0,0,0,0,0,0,0,0,0,REVIEW,0,0
186400,0,0,0,0,0,0,0,0,0,REVIEW,0,0
199054,0,0,0,0,0,0,0,0,0,REVIEW,0,0
6826,0,0,0,0,0,0,0,0,0,REVIEW,0,0
198527,0,0,0,0,0,0,0,0,0,REVIEW,0,0
53927,0,0,0,0,0,0,0,0,0,REVIEW,0,0
198526,0,0,0,0,0,0,0,0,0,REVIEW,0,0
189595,0,0,0,0,0,0,0,0,0,REVIEW,0,0
193069,0,0,0,0,0,0,0,0,0,REVIEW,0,0
74395,0,0,0,0,0,0,0,0,0,REVIEW,0,0
88440,0,0,0,0,0,0,0,0,0,REVIEW,0,0
88056,0,0,0,0,0,0,0,0,0,REVIEW,0,0
74394,0,0,0,0,0,0,0,0,0,REVIEW,0,0
594997,0,0,0,0,0,0,0,0,0,REVIEW,0,0
50669,0,0,0,0,0,0,0,0,0,REVIEW,0,0
51584,0,1,1,0,0,0,0,0,1,REVIEW,0,1
196933,0,0,0,0,0,0,0,0,0,REVIEW,0,0
94696,0,23,23,7,7,0,7,0,16,REVIEW,7,23
102282,0,28,28,7,7,0,7,0,21,REVIEW,7,28
194133,0,29,29,6,6,0,6,0,23,REVIEW,6,29
90480,0,1,1,0,0,0,0,0,1,REVIEW,0,1
94697,0,0,0,0,0,0,0,0,0,REVIEW,0,0
94777,0,0,0,0,0,0,0,0,0,REVIEW,0,0
94765,0,0,0,0,0,0,0,0,0,REVIEW,0,0
94702,0,0,0,0,0,0,0,0,0,REVIEW,0,0
668673,0,0,0,0,0,0,0,0,0,REVIEW,0,0
94575,0,0,0,0,0,0,0,0,0,REVIEW,0,0
909084,0,0,0,0,0,0,0,0,0,REVIEW,0,0
67691,0,1,1,0,0,0,0,0,1,REVIEW,0,1
90452,0,0,0,0,0,0,0,0,0,REVIEW,0,0
668608,0,0,0,0,0,0,0,0,0,REVIEW,0,0
94257,0,0,0,0,0,0,0,0,0,REVIEW,0,0
310840,0,0,0,0,0,0,0,0,0,REVIEW,0,0
193056,0,0,0,0,0,0,0,0,0,REVIEW,0,0
193067,0,0,0,0,0,0,0,0,0,REVIEW,0,0
198936,0,0,0,0,0,0,0,0,0,REVIEW,0,0
