sku_number,promo_cover_order_units,base_stock_replenishment_units,full_target_order_units_after,raw_model_order_units,commercial_recommended_order_units_after,recommended_promo_cover_order_units,recommended_base_stock_order_units,remaining_promo_cover_gap_units,remaining_base_stock_gap_units,decision,commercial_recommended_order_units_before,full_target_order_units_before
94065,0,0,0,0,0,0,0,0,0,REVIEW,0,0
17549,0,4,4,0,0,0,0,0,4,REVIEW,0,4
195409,0,3,3,0,0,0,0,0,3,REVIEW,0,3
15814,0,4,4,0,0,0,0,0,4,REVIEW,0,4
193199,0,6,6,0,0,0,0,0,6,REVIEW,0,6
189517,0,28,28,7,7,0,7,0,21,REVIEW,7,28
54418,0,5,5,0,0,0,0,0,5,REVIEW,0,5
307378,0,5,5,0,0,0,0,0,5,REVIEW,0,5
54417,0,5,5,0,0,0,0,0,5,REVIEW,0,5
196549,1,6,7,0,0,0,0,1,6,REVIEW,0,7
191880,0,4,4,0,0,0,0,0,4,REVIEW,0,4
191997,0,4,4,0,0,0,0,0,4,REVIEW,0,4
386448,0,6,6,0,0,0,0,0,6,REVIEW,0,6
55410,0,4,4,0,0,0,0,0,4,REVIEW,0,4
42830,0,2,2,0,0,0,0,0,2,REVIEW,0,2
62911,0,28,28,7,7,0,7,0,21,REVIEW,7,28
34109,0,29,29,6,6,0,6,0,23,REVIEW,6,29
90151,0,1,1,0,0,0,0,0,1,REVIEW,0,1
192031,0,4,4,0,0,0,0,0,4,REVIEW,0,4
60630,1,6,7,0,0,0,0,1,6,REVIEW,0,7
191955,1,6,7,0,0,0,0,1,6,REVIEW,0,7
90348,0,5,5,0,0,0,0,0,5,REVIEW,0,5
90163,0,4,4,0,0,0,0,0,4,REVIEW,0,4
195157,0,5,5,0,0,0,0,0,5,REVIEW,0,5
66734,0,5,5,0,0,0,0,0,5,REVIEW,0,5
52114,0,5,5,0,0,0,0,0,5,REVIEW,0,5
24924,0,4,4,0,0,0,0,0,4,REVIEW,0,4
63112,0,5,5,0,0,0,0,0,5,REVIEW,0,5
66906,0,1,1,0,0,0,0,0,1,REVIEW,0,1
193142,0,4,4,0,0,0,0,0,4,REVIEW,0,4
483796,0,4,4,0,0,0,0,0,4,REVIEW,0,4
483648,0,5,5,0,0,0,0,0,5,REVIEW,0,5
198719,0,5,5,0,0,0,0,0,5,REVIEW,0,5
94566,0,5,5,0,0,0,0,0,5,REVIEW,0,5
22907,0,0,0,0,0,0,0,0,0,REVIEW,0,0
88733,0,0,0,0,0,0,0,0,0,REVIEW,0,0
366781,0,4,4,0,0,0,0,0,4,REVIEW,0,4
192342,0,5,5,0,0,0,0,0,5,REVIEW,0,5
37407,0,5,5,0,0,0,0,0,5,REVIEW,0,5
16565,0,0,0,0,0,0,0,0,0,REVIEW,0,0
679024,0,2,2,0,0,0,0,0,2,REVIEW,0,2
38414,0,0,0,0,0,0,0,0,0,REVIEW,0,0
38449,0,3,3,0,0,0,0,0,3,REVIEW,0,3
44251,0,4,4,0,0,0,0,0,4,REVIEW,0,4
192261,0,0,0,0,0,0,0,0,0,REVIEW,0,0
7236,0,5,5,0,0,0,0,0,5,REVIEW,0,5
198464,0,5,5,0,0,0,0,0,5,REVIEW,0,5
199069,0,3,3,0,0,0,0,0,3,REVIEW,0,3
7235,0,4,4,0,0,0,0,0,4,REVIEW,0,4
92437,1,6,7,0,0,0,0,1,6,REVIEW,0,7
519480,0,5,5,0,0,0,0,0,5,REVIEW,0,5
94287,0,2,2,0,0,0,0,0,2,REVIEW,0,2
199407,0,5,5,0,0,0,0,0,5,REVIEW,0,5
584258,0,4,4,0,0,0,0,0,4,REVIEW,0,4
321338,0,1,1,0,0,0,0,0,1,REVIEW,0,1
197809,0,0,0,0,0,0,0,0,0,REVIEW,0,0
188739,0,4,4,0,0,0,0,0,4,REVIEW,0,4
31522,0,3,3,0,0,0,0,0,3,REVIEW,0,3
193722,0,3,3,0,0,0,0,0,3,REVIEW,0,3
192806,0,5,5,0,0,0,0,0,5,REVIEW,0,5
192861,0,2,2,0,0,0,0,0,2,REVIEW,0,2
342491,0,3,3,0,0,0,0,0,3,REVIEW,0,3
195092,0,5,5,0,0,0,0,0,5,REVIEW,0,5
20842,0,3,3,0,0,0,0,0,3,REVIEW,0,3
188745,0,5,5,0,0,0,0,0,5,REVIEW,0,5
199949,0,3,3,0,0,0,0,0,3,REVIEW,0,3
195098,0,5,5,0,0,0,0,0,5,REVIEW,0,5
57314,0,4,4,0,0,0,0,0,4,REVIEW,0,4
36130,0,6,6,0,0,0,0,0,6,REVIEW,0,6
38582,0,5,5,0,0,0,0,0,5,REVIEW,0,5
34105,0,4,4,0,0,0,0,0,4,REVIEW,0,4
72982,0,4,4,0,0,0,0,0,4,REVIEW,0,4
380790,0,3,3,0,0,0,0,0,3,REVIEW,0,3
27983,0,2,2,0,0,0,0,0,2,REVIEW,0,2
92951,0,0,0,0,0,0,0,0,0,REVIEW,0,0
191100,0,5,5,0,0,0,0,0,5,REVIEW,0,5
189519,0,30,30,7,7,0,7,0,23,REVIEW,7,30
195405,0,5,5,0,0,0,0,0,5,REVIEW,0,5
184854,0,4,4,0,0,0,0,0,4,REVIEW,0,4
94062,0,5,5,0,0,0,0,0,5,REVIEW,0,5
94073,0,5,5,0,0,0,0,0,5,REVIEW,0,5
39412,0,5,5,0,0,0,0,0,5,REVIEW,0,5
40164,0,4,4,0,0,0,0,0,4,REVIEW,0,4
94056,0,3,3,0,0,0,0,0,3,REVIEW,0,3
57315,0,4,4,0,0,0,0,0,4,REVIEW,0,4
93996,0,5,5,0,0,0,0,0,5,REVIEW,0,5
196004,0,4,4,0,0,0,0,0,4,REVIEW,0,4
52121,0,5,5,0,0,0,0,0,5,REVIEW,0,5
46573,0,5,5,0,0,0,0,0,5,REVIEW,0,5
369403,0,3,3,0,0,0,0,0,3,REVIEW,0,3
199058,0,4,4,0,0,0,0,0,4,REVIEW,0,4
185192,0,3,3,0,0,0,0,0,3,REVIEW,0,3
199068,0,3,3,0,0,0,0,0,3,REVIEW,0,3
198704,0,29,29,7,7,0,7,0,22,REVIEW,7,29
30537,0,28,28,7,7,0,7,0,21,REVIEW,7,28
57928,0,30,30,7,7,0,7,0,23,REVIEW,7,30
16527,0,43,43,8,8,0,8,0,35,REVIEW,8,43
192197,0,5,5,0,0,0,0,0,5,REVIEW,0,5
668814,0,4,4,0,0,0,0,0,4,REVIEW,0,4
15220,0,4,4,0,0,0,0,0,4,REVIEW,0,4
87608,0,4,4,0,0,0,0,0,4,REVIEW,0,4
32659,0,5,5,0,0,0,0,0,5,REVIEW,0,5
38584,0,3,3,0,0,0,0,0,3,REVIEW,0,3
96458,0,0,0,0,0,0,0,0,0,REVIEW,0,0
96466,0,3,3,0,0,0,0,0,3,REVIEW,0,3
96503,0,3,3,0,0,0,0,0,3,REVIEW,0,3
96468,0,4,4,0,0,0,0,0,4,REVIEW,0,4
90110,0,4,4,0,0,0,0,0,4,REVIEW,0,4
74329,0,5,5,0,0,0,0,0,5,REVIEW,0,5
22400,0,5,5,0,0,0,0,0,5,REVIEW,0,5
67434,0,5,5,0,0,0,0,0,5,REVIEW,0,5
4306,0,1,1,0,0,0,0,0,1,REVIEW,0,1
186512,1,5,6,2,2,1,1,0,4,REVIEW,2,6
62912,0,5,5,0,0,0,0,0,5,REVIEW,0,5
90164,0,5,5,0,0,0,0,0,5,REVIEW,0,5
193613,0,5,5,0,0,0,0,0,5,REVIEW,0,5
65481,0,0,0,0,0,0,0,0,0,REVIEW,0,0
26141,0,4,4,0,0,0,0,0,4,REVIEW,0,4
96150,0,4,4,0,0,0,0,0,4,REVIEW,0,4
195431,0,27,27,7,7,0,7,0,20,REVIEW,7,27
15769,1,30,31,7,7,1,6,0,24,REVIEW,7,31
193128,0,2,2,0,0,0,0,0,2,REVIEW,0,2
416917,0,5,5,0,0,0,0,0,5,REVIEW,0,5
192924,0,5,5,0,0,0,0,0,5,REVIEW,0,5
888133,0,5,5,0,0,0,0,0,5,REVIEW,0,5
55512,0,4,4,0,0,0,0,0,4,REVIEW,0,4
73205,0,4,4,0,0,0,0,0,4,REVIEW,0,4
400734,0,2,2,0,0,0,0,0,2,REVIEW,0,2
189601,0,4,4,0,0,0,0,0,4,REVIEW,0,4
35779,0,5,5,0,0,0,0,0,5,REVIEW,0,5
189242,0,4,4,0,0,0,0,0,4,REVIEW,0,4
57937,0,3,3,0,0,0,0,0,3,REVIEW,0,3
388823,0,5,5,0,0,0,0,0,5,REVIEW,0,5
36995,0,2,2,0,0,0,0,0,2,REVIEW,0,2
65591,0,0,0,0,0,0,0,0,0,REVIEW,0,0
544795,0,2,2,0,0,0,0,0,2,REVIEW,0,2
307459,0,3,3,0,0,0,0,0,3,REVIEW,0,3
65843,0,5,5,0,0,0,0,0,5,REVIEW,0,5
459844,0,4,4,0,0,0,0,0,4,REVIEW,0,4
195241,0,5,5,0,0,0,0,0,5,REVIEW,0,5
195043,0,3,3,0,0,0,0,0,3,REVIEW,0,3
196001,0,3,3,0,0,0,0,0,3,REVIEW,0,3
195984,0,3,3,0,0,0,0,0,3,REVIEW,0,3
252668,0,4,4,0,0,0,0,0,4,REVIEW,0,4
234931,0,2,2,0,0,0,0,0,2,REVIEW,0,2
195406,0,3,3,0,0,0,0,0,3,REVIEW,0,3
189240,0,3,3,0,0,0,0,0,3,REVIEW,0,3
36116,0,5,5,0,0,0,0,0,5,REVIEW,0,5
36469,0,0,0,0,0,0,0,0,0,REVIEW,0,0
199739,0,2,2,0,0,0,0,0,2,REVIEW,0,2
638411,0,0,0,0,0,0,0,0,0,REVIEW,0,0
625,0,1,1,0,0,0,0,0,1,REVIEW,0,1
291252,0,4,4,0,0,0,0,0,4,REVIEW,0,4
95615,0,2,2,0,0,0,0,0,2,REVIEW,0,2
4662,0,4,4,0,0,0,0,0,4,REVIEW,0,4
38201,0,2,2,0,0,0,0,0,2,REVIEW,0,2
298352,0,2,2,0,0,0,0,0,2,REVIEW,0,2
197810,0,2,2,0,0,0,0,0,2,REVIEW,0,2
67025,0,0,0,0,0,0,0,0,0,REVIEW,0,0
57612,1,30,31,7,7,1,6,0,24,REVIEW,7,31
259489,0,4,4,0,0,0,0,0,4,REVIEW,0,4
94071,0,38,38,9,9,0,9,0,29,REVIEW,9,38
22225,0,4,4,0,0,0,0,0,4,REVIEW,0,4
307351,0,5,5,0,0,0,0,0,5,REVIEW,0,5
38392,0,8,8,2,2,0,2,0,6,REVIEW,2,8
18260,0,2,2,0,0,0,0,0,2,REVIEW,0,2
46904,0,4,4,0,0,0,0,0,4,REVIEW,0,4
69751,0,5,5,0,0,0,0,0,5,REVIEW,0,5
67700,0,40,40,9,9,0,9,0,31,REVIEW,9,40
645745,0,27,27,7,7,0,7,0,20,REVIEW,7,27
68443,0,2,2,0,0,0,0,0,2,REVIEW,0,2
90147,0,4,4,0,0,0,0,0,4,REVIEW,0,4
55494,0,5,5,0,0,0,0,0,5,REVIEW,0,5
492817,0,2,2,0,0,0,0,0,2,REVIEW,0,2
195441,0,2,2,0,0,0,0,0,2,REVIEW,0,2
194085,0,5,5,0,0,0,0,0,5,REVIEW,0,5
195075,0,2,2,0,0,0,0,0,2,REVIEW,0,2
191949,0,4,4,0,0,0,0,0,4,REVIEW,0,4
16525,0,5,5,0,0,0,0,0,5,REVIEW,0,5
192176,0,8,8,2,2,0,2,0,6,REVIEW,2,8
419257,0,4,4,0,0,0,0,0,4,REVIEW,0,4
94565,0,0,0,0,0,0,0,0,0,REVIEW,0,0
191947,0,1,1,0,0,0,0,0,1,REVIEW,0,1
893382,0,1,1,0,0,0,0,0,1,REVIEW,0,1
514063,0,3,3,0,0,0,0,0,3,REVIEW,0,3
67987,0,4,4,0,0,0,0,0,4,REVIEW,0,4
192093,0,4,4,0,0,0,0,0,4,REVIEW,0,4
190112,0,1,1,0,0,0,0,0,1,REVIEW,0,1
668566,0,3,3,0,0,0,0,0,3,REVIEW,0,3
90426,0,3,3,0,0,0,0,0,3,REVIEW,0,3
198935,0,3,3,0,0,0,0,0,3,REVIEW,0,3
65590,0,0,0,0,0,0,0,0,0,REVIEW,0,0
65586,0,2,2,0,0,0,0,0,2,REVIEW,0,2
44743,0,2,2,0,0,0,0,0,2,REVIEW,0,2
41320,0,4,4,0,0,0,0,0,4,REVIEW,0,4
587982,0,5,5,0,0,0,0,0,5,REVIEW,0,5
93985,1,30,31,7,7,1,6,0,24,REVIEW,7,31
192940,0,29,29,7,7,0,7,0,22,REVIEW,7,29
93991,0,4,4,0,0,0,0,0,4,REVIEW,0,4
93980,0,2,2,0,0,0,0,0,2,REVIEW,0,2
46754,0,29,29,7,7,0,7,0,22,REVIEW,7,29
1229,1,30,31,7,7,1,6,0,24,REVIEW,7,31
46905,0,5,5,0,0,0,0,0,5,REVIEW,0,5
769886,0,4,4,0,0,0,0,0,4,REVIEW,0,4
68527,0,3,3,0,0,0,0,0,3,REVIEW,0,3
195046,0,1,1,0,0,0,0,0,1,REVIEW,0,1
195430,0,2,2,0,0,0,0,0,2,REVIEW,0,2
199957,0,2,2,0,0,0,0,0,2,REVIEW,0,2
195266,0,0,0,0,0,0,0,0,0,REVIEW,0,0
483788,0,4,4,0,0,0,0,0,4,REVIEW,0,4
46772,0,4,4,0,0,0,0,0,4,REVIEW,0,4
189245,0,3,3,0,0,0,0,0,3,REVIEW,0,3
483699,0,4,4,0,0,0,0,0,4,REVIEW,0,4
66820,0,3,3,0,0,0,0,0,3,REVIEW,0,3
799718,1,60,61,13,13,1,12,0,48,REVIEW,13,61
73263,0,42,42,8,8,0,8,0,34,REVIEW,8,42
67696,0,29,29,7,7,0,7,0,22,REVIEW,7,29
90838,0,30,30,7,7,0,7,0,23,REVIEW,7,30
310832,0,30,30,7,7,0,7,0,23,REVIEW,7,30
32866,0,29,29,7,7,0,7,0,22,REVIEW,7,29
679208,1,30,31,7,7,1,6,0,24,REVIEW,7,31
19966,0,29,29,7,7,0,7,0,22,REVIEW,7,29
90149,0,29,29,7,7,0,7,0,22,REVIEW,7,29
974463,1,30,31,6,6,1,5,0,25,REVIEW,6,31
194050,0,29,29,6,6,0,6,0,23,REVIEW,6,29
90851,0,8,8,2,2,0,2,0,6,REVIEW,2,8
89069,0,2,2,0,0,0,0,0,2,REVIEW,0,2
89070,0,1,1,0,0,0,0,0,1,REVIEW,0,1
63386,0,2,2,0,0,0,0,0,2,REVIEW,0,2
13652,0,4,4,0,0,0,0,0,4,REVIEW,0,4
198630,0,3,3,0,0,0,0,0,3,REVIEW,0,3
198636,0,0,0,0,0,0,0,0,0,REVIEW,0,0
192126,0,2,2,0,0,0,0,0,2,REVIEW,0,2
89076,0,3,3,0,0,0,0,0,3,REVIEW,0,3
89074,0,4,4,0,0,0,0,0,4,REVIEW,0,4
48200,0,3,3,0,0,0,0,0,3,REVIEW,0,3
44001,0,3,3,0,0,0,0,0,3,REVIEW,0,3
192620,0,3,3,0,0,0,0,0,3,REVIEW,0,3
94576,0,4,4,0,0,0,0,0,4,REVIEW,0,4
94669,0,3,3,0,0,0,0,0,3,REVIEW,0,3
87463,0,3,3,0,0,0,0,0,3,REVIEW,0,3
94629,0,3,3,0,0,0,0,0,3,REVIEW,0,3
96635,0,3,3,0,0,0,0,0,3,REVIEW,0,3
30160,0,3,3,0,0,0,0,0,3,REVIEW,0,3
195990,0,1,1,0,0,0,0,0,1,REVIEW,0,1
98003,0,1,1,0,0,0,0,0,1,REVIEW,0,1
98004,0,1,1,0,0,0,0,0,1,REVIEW,0,1
22226,0,1,1,0,0,0,0,0,1,REVIEW,0,1
94477,0,4,4,0,0,0,0,0,4,REVIEW,0,4
193612,0,4,4,0,0,0,0,0,4,REVIEW,0,4
296780,0,4,4,0,0,0,0,0,4,REVIEW,0,4
94496,0,3,3,0,0,0,0,0,3,REVIEW,0,3
56032,0,3,3,0,0,0,0,0,3,REVIEW,0,3
56179,0,3,3,0,0,0,0,0,3,REVIEW,0,3
92516,0,3,3,0,0,0,0,0,3,REVIEW,0,3
184853,0,3,3,0,0,0,0,0,3,REVIEW,0,3
88099,0,0,0,0,0,0,0,0,0,REVIEW,0,0
87747,0,0,0,0,0,0,0,0,0,REVIEW,0,0
91481,0,0,0,0,0,0,0,0,0,REVIEW,0,0
94495,0,2,2,0,0,0,0,0,2,REVIEW,0,2
90171,0,0,0,0,0,0,0,0,0,REVIEW,0,0
94054,0,1,1,0,0,0,0,0,1,REVIEW,0,1
98033,0,1,1,0,0,0,0,0,1,REVIEW,0,1
98034,0,1,1,0,0,0,0,0,1,REVIEW,0,1
92518,0,1,1,0,0,0,0,0,1,REVIEW,0,1
92517,0,1,1,0,0,0,0,0,1,REVIEW,0,1
27192,0,0,0,0,0,0,0,0,0,REVIEW,0,0
195117,0,3,3,0,0,0,0,0,3,REVIEW,0,3
92929,0,3,3,0,0,0,0,0,3,REVIEW,0,3
96601,0,3,3,0,0,0,0,0,3,REVIEW,0,3
96465,0,3,3,0,0,0,0,0,3,REVIEW,0,3
96460,0,3,3,0,0,0,0,0,3,REVIEW,0,3
15839,0,3,3,0,0,0,0,0,3,REVIEW,0,3
94068,0,3,3,0,0,0,0,0,3,REVIEW,0,3
55532,0,0,0,0,0,0,0,0,0,REVIEW,0,0
94905,0,2,2,0,0,0,0,0,2,REVIEW,0,2
69726,0,0,0,0,0,0,0,0,0,REVIEW,0,0
63080,0,0,0,0,0,0,0,0,0,REVIEW,0,0
96447,0,1,1,0,0,0,0,0,1,REVIEW,0,1
96449,0,1,1,0,0,0,0,0,1,REVIEW,0,1
96459,0,1,1,0,0,0,0,0,1,REVIEW,0,1
188847,0,2,2,0,0,0,0,0,2,REVIEW,0,2
93986,0,1,1,0,0,0,0,0,1,REVIEW,0,1
90068,0,2,2,0,0,0,0,0,2,REVIEW,0,2
69244,0,1,1,0,0,0,0,0,1,REVIEW,0,1
94568,0,2,2,0,0,0,0,0,2,REVIEW,0,2
184834,0,4,4,0,0,0,0,0,4,REVIEW,0,4
94456,0,4,4,0,0,0,0,0,4,REVIEW,0,4
44022,0,3,3,0,0,0,0,0,3,REVIEW,0,3
94284,0,0,0,0,0,0,0,0,0,REVIEW,0,0
98002,0,2,2,0,0,0,0,0,2,REVIEW,0,2
374849,0,4,4,0,0,0,0,0,4,REVIEW,0,4
310735,0,3,3,0,0,0,0,0,3,REVIEW,0,3
195134,0,2,2,0,0,0,0,0,2,REVIEW,0,2
192009,0,0,0,0,0,0,0,0,0,REVIEW,0,0
27191,0,0,0,0,0,0,0,0,0,REVIEW,0,0
199853,0,1,1,0,0,0,0,0,1,REVIEW,0,1
90438,0,1,1,0,0,0,0,0,1,REVIEW,0,1
87557,0,0,0,0,0,0,0,0,0,REVIEW,0,0
90114,0,4,4,0,0,0,0,0,4,REVIEW,0,4
93296,0,3,3,0,0,0,0,0,3,REVIEW,0,3
59865,0,2,2,0,0,0,0,0,2,REVIEW,0,2
609900,0,0,0,0,0,0,0,0,0,REVIEW,0,0
581747,0,0,0,0,0,0,0,0,0,REVIEW,0,0
89071,0,4,4,0,0,0,0,0,4,REVIEW,0,4
94506,0,4,4,0,0,0,0,0,4,REVIEW,0,4
89772,0,3,3,0,0,0,0,0,3,REVIEW,0,3
490763,0,3,3,0,0,0,0,0,3,REVIEW,0,3
345008,0,3,3,0,0,0,0,0,3,REVIEW,0,3
98022,0,1,1,0,0,0,0,0,1,REVIEW,0,1
97129,0,1,1,0,0,0,0,0,1,REVIEW,0,1
67026,0,1,1,0,0,0,0,0,1,REVIEW,0,1
490755,0,2,2,0,0,0,0,0,2,REVIEW,0,2
62471,0,2,2,0,0,0,0,0,2,REVIEW,0,2
67882,0,4,4,0,0,0,0,0,4,REVIEW,0,4
67897,0,3,3,0,0,0,0,0,3,REVIEW,0,3
386421,0,3,3,0,0,0,0,0,3,REVIEW,0,3
269875,0,3,3,0,0,0,0,0,3,REVIEW,0,3
191879,0,0,0,0,0,0,0,0,0,REVIEW,0,0
818895,0,0,0,0,0,0,0,0,0,REVIEW,0,0
16728,0,3,3,0,0,0,0,0,3,REVIEW,0,3
194039,0,2,2,0,0,0,0,0,2,REVIEW,0,2
51771,0,1,1,0,0,0,0,0,1,REVIEW,0,1
189094,0,2,2,0,0,0,0,0,2,REVIEW,0,2
185198,0,2,2,0,0,0,0,0,2,REVIEW,0,2
781207,0,2,2,0,0,0,0,0,2,REVIEW,0,2
472581,0,4,4,0,0,0,0,0,4,REVIEW,0,4
91455,0,3,3,0,0,0,0,0,3,REVIEW,0,3
92260,0,3,3,0,0,0,0,0,3,REVIEW,0,3
56387,0,3,3,0,0,0,0,0,3,REVIEW,0,3
198561,0,0,0,0,0,0,0,0,0,REVIEW,0,0
90901,0,2,2,0,0,0,0,0,2,REVIEW,0,2
198941,0,1,1,0,0,0,0,0,1,REVIEW,0,1
93918,0,0,0,0,0,0,0,0,0,REVIEW,0,0
90774,0,3,3,0,0,0,0,0,3,REVIEW,0,3
65560,0,0,0,0,0,0,0,0,0,REVIEW,0,0
67328,0,0,0,0,0,0,0,0,0,REVIEW,0,0
677469,0,2,2,0,0,0,0,0,2,REVIEW,0,2
90464,0,4,4,0,0,0,0,0,4,REVIEW,0,4
88083,0,3,3,0,0,0,0,0,3,REVIEW,0,3
90902,0,3,3,0,0,0,0,0,3,REVIEW,0,3
70978,0,0,0,0,0,0,0,0,0,REVIEW,0,0
194029,0,2,2,0,0,0,0,0,2,REVIEW,0,2
198942,0,0,0,0,0,0,0,0,0,REVIEW,0,0
93926,0,0,0,0,0,0,0,0,0,REVIEW,0,0
93984,0,2,2,0,0,0,0,0,2,REVIEW,0,2
87769,0,3,3,0,0,0,0,0,3,REVIEW,0,3
193405,0,3,3,0,0,0,0,0,3,REVIEW,0,3
30527,0,3,3,0,0,0,0,0,3,REVIEW,0,3
87419,0,1,1,0,0,0,0,0,1,REVIEW,0,1
97990,0,1,1,0,0,0,0,0,1,REVIEW,0,1
490805,0,2,2,0,0,0,0,0,2,REVIEW,0,2
90769,0,1,1,0,0,0,0,0,1,REVIEW,0,1
194089,0,4,4,0,0,0,0,0,4,REVIEW,0,4
372102,0,3,3,0,0,0,0,0,3,REVIEW,0,3
199720,0,0,0,0,0,0,0,0,0,REVIEW,0,0
291245,0,2,2,0,0,0,0,0,2,REVIEW,0,2
43396,0,2,2,0,0,0,0,0,2,REVIEW,0,2
97988,0,1,1,0,0,0,0,0,1,REVIEW,0,1
94475,0,4,4,0,0,0,0,0,4,REVIEW,0,4
668004,0,0,0,0,0,0,0,0,0,REVIEW,0,0
90849,1,4,5,2,2,1,1,0,3,REVIEW,2,5
90773,0,4,4,0,0,0,0,0,4,REVIEW,0,4
194043,0,2,2,0,0,0,0,0,2,REVIEW,0,2
192860,0,3,3,0,0,0,0,0,3,REVIEW,0,3
97993,0,1,1,0,0,0,0,0,1,REVIEW,0,1
92435,0,4,4,0,0,0,0,0,4,REVIEW,0,4
92434,0,4,4,0,0,0,0,0,4,REVIEW,0,4
192805,0,0,0,0,0,0,0,0,0,REVIEW,0,0
95023,0,3,3,0,0,0,0,0,3,REVIEW,0,3
102088,0,2,2,0,0,0,0,0,2,REVIEW,0,2
769665,0,4,4,0,0,0,0,0,4,REVIEW,0,4
186092,0,2,2,0,0,0,0,0,2,REVIEW,0,2
55887,0,2,2,0,0,0,0,0,2,REVIEW,0,2
89752,0,4,4,0,0,0,0,0,4,REVIEW,0,4
31821,0,2,2,0,0,0,0,0,2,REVIEW,0,2
721417,0,3,3,1,1,0,1,0,2,REVIEW,1,3
192124,0,3,3,0,0,0,0,0,3,REVIEW,0,3
20469,0,2,2,0,0,0,0,0,2,REVIEW,0,2
95497,1,4,5,2,2,1,1,0,3,REVIEW,2,5
30554,0,1,1,0,0,0,0,0,1,REVIEW,0,1
87431,0,4,4,0,0,0,0,0,4,REVIEW,0,4
191889,0,3,3,0,0,0,0,0,3,REVIEW,0,3
59858,0,3,3,0,0,0,0,0,3,REVIEW,0,3
195116,0,4,4,0,0,0,0,0,4,REVIEW,0,4
189275,0,4,4,0,0,0,0,0,4,REVIEW,0,4
199840,0,3,3,0,0,0,0,0,3,REVIEW,0,3
92466,0,0,0,0,0,0,0,0,0,REVIEW,0,0
195090,0,4,4,0,0,0,0,0,4,REVIEW,0,4
188744,0,3,3,0,0,0,0,0,3,REVIEW,0,3
94648,0,3,3,0,0,0,0,0,3,REVIEW,0,3
90015,0,2,2,0,0,0,0,0,2,REVIEW,0,2
798177,0,2,2,0,0,0,0,0,2,REVIEW,0,2
10431,0,4,4,0,0,0,0,0,4,REVIEW,0,4
198293,0,3,3,0,0,0,0,0,3,REVIEW,0,3
67891,0,3,3,0,0,0,0,0,3,REVIEW,0,3
55499,0,3,3,0,0,0,0,0,3,REVIEW,0,3
93334,0,0,0,0,0,0,0,0,0,REVIEW,0,0
190119,0,0,0,0,0,0,0,0,0,REVIEW,0,0
90775,0,4,4,0,0,0,0,0,4,REVIEW,0,4
196550,0,4,4,0,0,0,0,0,4,REVIEW,0,4
58978,0,3,3,0,0,0,0,0,3,REVIEW,0,3
94491,0,0,0,0,0,0,0,0,0,REVIEW,0,0
194046,0,2,2,0,0,0,0,0,2,REVIEW,0,2
5908,0,0,0,0,0,0,0,0,0,REVIEW,0,0
97992,0,2,2,0,0,0,0,0,2,REVIEW,0,2
20841,0,1,1,0,0,0,0,0,1,REVIEW,0,1
194044,0,2,2,0,0,0,0,0,2,REVIEW,0,2
72663,0,3,3,0,0,0,0,0,3,REVIEW,0,3
90435,0,0,0,0,0,0,0,0,0,REVIEW,0,0
198291,0,3,3,0,0,0,0,0,3,REVIEW,0,3
61294,0,0,0,0,0,0,0,0,0,REVIEW,0,0
186524,0,0,0,0,0,0,0,0,0,REVIEW,0,0
216755,0,0,0,0,0,0,0,0,0,REVIEW,0,0
59860,0,2,2,0,0,0,0,0,2,REVIEW,0,2
198287,0,2,2,0,0,0,0,0,2,REVIEW,0,2
87469,0,4,4,0,0,0,0,0,4,REVIEW,0,4
192168,0,4,4,0,0,0,0,0,4,REVIEW,0,4
90113,0,4,4,0,0,0,0,0,4,REVIEW,0,4
95477,0,4,4,0,0,0,0,0,4,REVIEW,0,4
198292,0,3,3,0,0,0,0,0,3,REVIEW,0,3
199379,0,3,3,0,0,0,0,0,3,REVIEW,0,3
199948,0,3,3,0,0,0,0,0,3,REVIEW,0,3
32159,0,2,2,0,0,0,0,0,2,REVIEW,0,2
94278,0,2,2,0,0,0,0,0,2,REVIEW,0,2
61295,0,4,4,0,0,0,0,0,4,REVIEW,0,4
199738,0,0,0,0,0,0,0,0,0,REVIEW,0,0
188990,0,3,3,0,0,0,0,0,3,REVIEW,0,3
191174,0,3,3,0,0,0,0,0,3,REVIEW,0,3
189262,0,2,2,0,0,0,0,0,2,REVIEW,0,2
192923,0,1,1,0,0,0,0,0,1,REVIEW,0,1
299936,0,4,4,0,0,0,0,0,4,REVIEW,0,4
192930,0,1,1,0,0,0,0,0,1,REVIEW,0,1
15826,0,0,0,0,0,0,0,0,0,REVIEW,0,0
47677,0,4,4,0,0,0,0,0,4,REVIEW,0,4
199051,0,2,2,0,0,0,0,0,2,REVIEW,0,2
679010,0,4,4,0,0,0,0,0,4,REVIEW,0,4
87600,0,3,3,0,0,0,0,0,3,REVIEW,0,3
380600,0,3,3,0,0,0,0,0,3,REVIEW,0,3
195096,1,4,5,2,2,1,1,0,3,REVIEW,2,5
62913,0,2,2,0,0,0,0,0,2,REVIEW,0,2
196029,0,3,3,0,0,0,0,0,3,REVIEW,0,3
769878,0,3,3,0,0,0,0,0,3,REVIEW,0,3
298522,0,0,0,0,0,0,0,0,0,REVIEW,0,0
885541,0,3,3,0,0,0,0,0,3,REVIEW,0,3
30626,0,3,3,0,0,0,0,0,3,REVIEW,0,3
189243,0,4,4,0,0,0,0,0,4,REVIEW,0,4
