sku_number,target_order_units_to_hit_day_one_soh,recommended_order_units,remaining_day_one_shortfall_units,recommendation_coverage_ratio,decision,proposed_decision,recommendation_type,reason_for_shortfall
21183,0,0,0,,REVIEW,REVIEW,NO_ORDER_REQUIRED,none_gap_closed
87767,0,0,0,,REVIEW,REVIEW,NO_ORDER_REQUIRED,none_gap_closed
190135,0,0,0,,REVIEW,REVIEW,NO_ORDER_REQUIRED,none_gap_closed
433829,0,0,0,,REVIEW,REVIEW,NO_ORDER_REQUIRED,none_gap_closed
353841,0,0,0,,REVIEW,REVIEW,NO_ORDER_REQUIRED,none_gap_closed
607339,0,0,0,,REVIEW,REVIEW,NO_ORDER_REQUIRED,none_gap_closed
88779,0,0,0,,REVIEW,REVIEW,NO_ORDER_REQUIRED,none_gap_closed
72867,0,0,0,,REVIEW,REVIEW,NO_ORDER_REQUIRED,none_gap_closed
186090,0,0,0,,REVIEW,REVIEW,NO_ORDER_REQUIRED,none_gap_closed
188712,159,0,159,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
188711,143,0,143,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
654921,18,0,18,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
94902,137,0,137,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
92846,122,0,122,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
90912,110,0,110,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
188699,103,0,103,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
92847,106,0,106,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
188704,95,0,95,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
90914,84,0,84,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
367011,70,0,70,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
43839,12,0,12,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
195051,10,0,10,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
188720,66,0,66,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
188709,69,0,69,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
188996,67,0,67,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
63416,65,0,65,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
55533,63,0,63,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
87417,58,0,58,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
192050,54,0,54,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
20798,57,0,57,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
188833,52,0,52,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
199841,48,0,48,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
93335,52,0,52,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
193204,48,0,48,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
11838,42,0,42,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
46889,41,0,41,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
87753,45,0,45,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
198637,42,0,42,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
87755,38,0,38,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
495891,43,0,43,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
192838,26,0,26,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
198880,41,0,41,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
188857,39,0,39,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
200956,34,0,34,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
57452,35,0,35,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
42110,23,0,23,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
195978,36,0,36,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
62765,30,0,30,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
49087,25,0,25,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
93337,33,0,33,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
188852,30,0,30,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
252999,22,0,22,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
194887,29,0,29,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
94286,23,0,23,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
57419,22,0,22,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
192218,29,0,29,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
94039,29,0,29,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
55054,28,0,28,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
1236,28,0,28,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
247596,23,0,23,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
610055,14,0,14,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
198638,21,0,21,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
24553,25,0,25,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
15736,18,0,18,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
733008,25,0,25,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
49091,12,0,12,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
372722,24,0,24,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
191888,26,0,26,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
49093,8,0,8,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
93338,25,0,25,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
90766,25,0,25,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
24383,22,0,22,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
37986,3,0,3,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
63821,24,0,24,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
60948,5,0,5,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
192205,17,0,17,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
90139,22,0,22,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
96593,22,0,22,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
96594,22,0,22,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
43840,12,0,12,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
431699,22,0,22,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
188737,22,0,22,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
90840,22,0,22,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
192837,14,0,14,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
94058,21,0,21,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
206431,20,0,20,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
191661,16,0,16,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
191948,20,0,20,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
94130,19,0,19,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
195115,13,0,13,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
90331,11,0,11,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
90781,19,0,19,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
94219,21,0,21,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
95696,20,0,20,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
93520,21,0,21,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
188718,20,0,20,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
638781,20,0,20,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
37032,19,0,19,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
61296,19,0,19,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
63109,17,0,17,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
15834,18,0,18,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
68375,19,0,19,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
188851,14,0,14,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
49607,18,0,18,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
354929,19,0,19,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
195429,15,0,15,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
72934,18,0,18,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
60001,18,0,18,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
199950,18,0,18,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
41594,15,0,15,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
60947,0,0,0,,HOLD,HOLD,NO_ORDER_REQUIRED,none_gap_closed
41319,16,0,16,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
49090,17,0,17,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
93921,0,0,0,,HOLD,HOLD,NO_ORDER_REQUIRED,none_gap_closed
96600,17,0,17,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
87750,18,0,18,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
820504,17,0,17,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
37408,17,0,17,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
64534,17,0,17,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
36133,16,0,16,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
36115,15,0,15,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
94131,16,0,16,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
193413,16,0,16,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
189236,13,0,13,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
14528,15,0,15,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
15719,13,0,13,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
43765,15,0,15,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
485861,15,0,15,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
193207,9,0,9,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
193197,13,0,13,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
15840,10,0,10,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
521278,13,0,13,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
38390,14,0,14,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
198639,11,0,11,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
90771,13,0,13,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
196554,12,0,12,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
92854,15,0,15,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
90839,14,0,14,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
31192,12,0,12,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
187117,14,0,14,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
491071,6,0,6,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
90841,14,0,14,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
523852,8,0,8,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
242853,11,0,11,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
92258,12,0,12,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
611271,12,0,12,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
69757,12,0,12,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
90892,12,0,12,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
92858,12,0,12,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
65465,8,0,8,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
62472,11,0,11,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
192051,15,0,15,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
97995,12,0,12,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
96295,14,0,14,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
188952,14,0,14,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
96298,14,0,14,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
37849,14,0,14,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
192760,14,0,14,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
191950,14,0,14,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
553586,12,0,12,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
9159,9,0,9,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
185193,14,0,14,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
184851,13,0,13,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
198650,9,0,9,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
40356,15,0,15,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
64711,14,0,14,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
70358,11,0,11,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
192619,10,0,10,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
51156,12,0,12,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
26779,13,0,13,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
807680,13,0,13,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
366773,10,0,10,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
11833,11,0,11,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
65467,9,0,9,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
16306,13,0,13,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
93466,13,0,13,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
88551,13,0,13,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
958859,4,0,4,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
94078,13,0,13,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
690783,0,0,0,,HOLD,HOLD,NO_ORDER_REQUIRED,none_gap_closed
199904,5,0,5,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
626309,8,0,8,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
199903,11,0,11,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
5909,2,0,2,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
42784,12,0,12,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
49092,10,0,10,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
651836,12,0,12,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
199901,6,0,6,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
92633,11,0,11,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
26780,8,0,8,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
189237,11,0,11,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
24382,7,0,7,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
67581,9,0,9,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
24384,12,0,12,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
521302,12,0,12,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
69756,9,0,9,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
21210,12,0,12,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
90848,12,0,12,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
87452,11,0,11,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
271543,12,0,12,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
69724,11,0,11,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
92332,9,0,9,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
194016,10,0,10,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
93917,2,0,2,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
199844,12,0,12,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
94217,7,0,7,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
87751,13,0,13,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
94471,12,0,12,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
197473,12,0,12,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
94070,8,0,8,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
60844,10,0,10,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
193712,1,0,1,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
22488,5,0,5,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
188811,9,0,9,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
46886,11,0,11,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
18699,11,0,11,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
431745,10,0,10,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
41572,9,0,9,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
51157,11,0,11,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
55458,11,0,11,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
59859,10,0,10,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
42806,11,0,11,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
198932,4,0,4,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
43716,11,0,11,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
65914,10,0,10,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
67890,10,0,10,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
184733,10,0,10,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
90014,2,0,2,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
191662,5,0,5,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
36997,10,0,10,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
198703,9,0,9,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
56483,10,0,10,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
96504,6,0,6,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
64536,9,0,9,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
94105,10,0,10,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
65466,8,0,8,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
94281,10,0,10,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
15727,10,0,10,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
71223,10,0,10,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
30538,10,0,10,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
60845,8,0,8,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
75790,9,0,9,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
87762,10,0,10,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
93977,9,0,9,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
626503,10,0,10,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
30633,4,0,4,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
626449,9,0,9,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
20868,11,0,11,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
195081,8,0,8,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
34860,10,0,10,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
57931,10,0,10,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
188995,10,0,10,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
195423,6,0,6,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
45302,8,0,8,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
190116,6,0,6,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
195172,10,0,10,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
36233,9,0,9,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
189238,8,0,8,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
745049,9,0,9,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
189516,6,0,6,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
193206,10,0,10,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
94668,8,0,8,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
93551,8,0,8,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
94283,7,0,7,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
89020,9,0,9,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
94247,9,0,9,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
96636,7,0,7,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
92259,7,0,7,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
197584,9,0,9,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
67330,4,0,4,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
24358,8,0,8,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
189515,7,0,7,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
96634,8,0,8,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
50927,10,0,10,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
195979,9,0,9,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
187203,9,0,9,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
195440,8,0,8,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
192343,8,0,8,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
94218,0,0,0,,HOLD,HOLD,NO_ORDER_REQUIRED,none_gap_closed
