sku_number,sku_description,decision,current_soh_units,on_order_units,estimated_demand_before_promo_start_units,recommended_order_units,target_day_one_soh_units,projected_day_one_soh_before_order_units,projected_day_one_soh_after_recommended_order_units,expected_formula_day_one_soh_after_order,formula_difference,pass_fail
39397,May Fitme Matte Pore Fdn Glden,HOLD,2,0,0.014,0,2.095,1.986,1.986,1.986,0.0,PASS
93969,May Sunkisser Mate Ext 32 As X,HOLD,3,0,0.013,0,2.091,2.987,2.987,2.987,0.0,PASS
186417,Rim Scand Palette Burgdy Pink,HOLD,3,0,0.013,0,2.091,2.987,2.987,2.987,0.0,PASS
195523,Mf Fcefnty Cmpct 033,HOLD,2,0,0.013,0,2.091,1.987,1.987,1.987,0.0,PASS
193701,Mf 2000 Cal Vol Brow Clear,HOLD,2,0,0.013,0,2.091,1.987,1.987,1.987,0.0,PASS
197168,Rim Wonder'Last Shadow 003,HOLD,2,0,0.013,0,2.091,1.987,1.987,1.987,0.0,PASS
193073,Mf Facefinity D-5 Free Conc 01,HOLD,4,0,0.013,0,2.091,3.987,3.987,3.987,0.0,PASS
198076,Mf Mir Pure Eye Con Buff,HOLD,1,0,0.013,0,2.091,0.987,0.987,0.987,0.0,PASS
193062,Mf Facefinity Fndn Nat Rose,HOLD,2,0,0.013,0,2.091,1.987,1.987,1.987,0.0,PASS
54491,Mf Clr Elix Kiss Mid Mve,HOLD,3,0,0.013,0,2.091,2.987,2.987,2.987,0.0,PASS
102640,Mf Kohl Pencil Charcoal Grey,HOLD,2,0,0.013,0,2.091,1.987,1.987,1.987,0.0,PASS
369373,Tena Pants Proskin Super L 12,HOLD,1,0,0.013,0,2.091,0.987,0.987,0.987,0.0,PASS
35083,Rim Mp Fdn Fair Beige Shd 082,HOLD,3,0,0.01,0,2.067,2.99,2.99,2.99,0.0,PASS
24424,May Fm Mpore Fdt 330 Toffee,HOLD,2,0,0.01,0,2.067,1.99,1.99,1.99,0.0,PASS
198738,May Sst Lumi Matte Fnd 327,HOLD,1,0,0.01,0,2.067,0.99,0.99,0.99,0.0,PASS
194489,Rim Super Gel 290 Purple Haze,HOLD,2,0,0.009,0,2.062,1.991,1.991,1.991,0.0,PASS
188023,Rim 60Sec N/P Tan Lines&Gt,HOLD,1,0,0.009,0,2.062,0.991,0.991,0.991,0.0,PASS
196928,Rim Better Filters Fair Light,HOLD,4,0,0.008,0,2.059,3.992,3.992,3.992,0.0,PASS
189268,May Ss24H Powder Caramel 60,HOLD,3,0,0.008,0,2.053,2.992,2.992,2.992,0.0,PASS
198708,May Tattoo Penc Cobalt,HOLD,3,0,0.008,0,2.053,2.992,2.992,2.992,0.0,PASS
24417,May Fm Mpore Fdn Spicy Brown,HOLD,1,0,0.008,0,2.053,0.992,0.992,0.992,0.0,PASS
24418,May Fm Mpore Fdn 130Buff Beige,HOLD,4,0,0.007,0,2.048,3.993,3.993,3.993,0.0,PASS
199333,Coco & Eve Tanning Serum 30Ml,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
417513,Plunk Hi-Pot A/V Moist 200Ml,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
94252,C/Beauty Cleansing Cloths 90Pk,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
198652,Gem Face Sunscreen Fluid 30Ml,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
91966,Catr Matte Ls & Liner 040,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
91061,Catr Matt Shne Cntrl Powdr 030,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
187272,Wrinkles/S Chest Wrinkle Patch,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
92922,Uj Face Serum 30Ml,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
92921,Uj K/I Face Oil 33Ml,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
94249,Jojoba Bean Exfoliant 80G,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
45536,Jojoba Firming Eye Balm 15Ml,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
667998,Esi N/E Sugar,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
93739,B/Lab Goody Drops Spf50+85Ml,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
198651,Gem Hydrating Face Lotion 50Ml,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
73220,Dv Moisture Bright E/Crm 15Ml,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
90483,Rim Super Gel Nail Polish 105,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
198653,Gem Radiant Spf Serum 30Ml,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
188804,Jojoba Enzyme Mask 50Ml,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
192846,Bondi Magenta Tech Foam 200Ml,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
90450,Rim Wonder'Last Shadw Stk 009,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
188806,Neut R/Wrink Pro+Eye Cream,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
908614,Esi Ne 41 Island Hopping,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
96507,May Brow Shaper 05 Deep Brown,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
94455,Daily Bouncy Illuminator Spf15,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
95850,Es Peptide Glsy Lip Trtmnt 03,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
197585,Sundae Pssnfrt Foam 265Ml,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
195575,Jojoba Exfol Pha Tonic 125Ml,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
96463,Rabanne Phan In Red P/Elix 100,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
522287,Fframe Tint & Grow,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
194086,Ariana Mod Blush Edp 100Ml,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
5192,Ariana Grande Ari Edp 100Ml,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
95098,Bronte B/Lot Sea Salt 400Ml,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
95093,Bronte B/Clnsr Ff 450Ml,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
95094,Bronte B/Clnsr Sea Salt 450Ml,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
95099,Bronte Body Exfol Glove,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
716820,Blistex A/V C/Sore Cream 5G,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
189551,Elie Saab Lp Lumiere Edp 50Ml,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
204579,Versace Eau Fraiche Edt 100Ml,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
198535,Ck Etrnty Aro/Ess M Edp 100Ml,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
89379,A/Grande Cloud Pink Edp 30Ml,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
90894,Fframe Neck Lift 50Ml,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
89756,Bb 1 Hour Express Tan,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
267575,Burberry Brit For Men 100Ml,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
97594,Boost Lab Collagen Firm Serum,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
196364,Pref Acidic Toner Platinum Ice,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
89761,Bb Self Tanning Mousse 200Ml,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
188691,Edj 100% Chilled Bm 236Ml,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
88355,Es Make Up & Baking Sponge 01,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
97652,Rabanne Olympea Edp 80Ml,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
96703,Ck Euphoria Magnet Elixir 50Ml,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
396532,Juicy/C Cout/Cout P100Ml,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
203750,Guess For Women Edp 75Ml,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
91910,Catr Peony Es Palte,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
91038,Catr The Pure Nude Es Palette,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
91947,Catr Blsh M/Stk 030,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
91967,Catr Repair Blossom Nail Oil,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
95861,Es Lash Prncs Masc Burgundy,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
92153,Es Jcy Bmb Glsy Butter Balm 03,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
591404,Es Big Lashes Vol Boost Masc,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
91895,Catr Kohl Kajal Waterproof 140,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
91150,Col Tp Optwht Enz 100G,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
333786,Colg Tb Zigzag Med 3 Pk,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
36707,Issey Miyake Femme Edt 50Ml,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
96710,&Vanilla Coco And Van Edp 50Ml,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
192067,Q+A Ha Moisturiser 250Ml,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
91000,Catr More Than Glow Hl 030,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
189742,Colg Flexlight Led & 3% Pen,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
195593,Col Tb Opt Wht Rnwl 2Pk Supsft,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
185,Palmol Cc Srb 750Ml,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
91153,Col Tp Total Pump Cl/Mint 130G,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
68327,Fframe Eyelid Lift 15Ml,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
192246,Lor Magic Ret Perm 4 Drk Br,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
90429,Rim Thrl Skr Glsy Gloss 750,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
91883,Catr Plumping Lip Liner 069,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
72539,Colg Tb Kids Sonic Bluey,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
73371,Colg Tb Slim Adv 3Pk Design S,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
87955,Palmol Bluey Bb Bry 400Ml,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
233056,Plunk S/Lift Coll Lft 50G,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
41288,Invite E Cream 250G,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
21184,Invite E 30Ml Oil Tube,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
91871,Catr The Cozy Earth Es Palette,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
91949,Catr Liq Brnzr 005,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
91939,Catr U/E Brghtnr 010,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
91062,Catr Matt Shne Cntrl Powdr 025,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
167115,Es Baby Got Freckles Freckle P,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
91002,Catr 24H Brush Liner Wp 010,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
88386,Es 8H Mte Comfort Lipliner 10,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
91026,Catr Kohl Kajal Waterproof 050,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
189774,Colg T/B Gentle Cmfrt 2Pk Soft,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
94467,Kylie Cosmic 2.0 Edp 100Ml,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
912611,Ck Eternity For Men Edt 100Ml,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
95102,Bronte B/Lot Fig 400Ml,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
97321,Ogx Pro+Pep Shampoo 385Ml,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
49817,Palmol B/Wash Mild & Sens 1L,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
340006,Palmol B/Wash Milk&Cherry 1L,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
345172,Ck Euphoria For Women Edp 50Ml,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
88241,Es Kajal Pencil 29,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
94914,Joop! Homme Edp Intense 125Ml,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
97503,Billie Eilish Your Turn 2 P100,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
58110,Moogoo Gentle Shampoo 250Ml,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
87653,Emily In Paris Romantic P100,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
90461,Mf Mp Wow Liner Chocolate Brwn,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
193631,Palmol H/Wash Chry Blos Rfl 1L,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
191684,Paris Hilton Ruby Rush Edp 100,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
292877,Palmol Lhw Pmp 250Ml Antib Lim,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
50666,Lor Excel 5.5 Mahogany Brown,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
192008,Hey Bud Acne Treatment 15Ml,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
192066,Q+A Vit Ace Cleanse Shower Oil,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
357774,Ck Euphoria For Women P 100Ml,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
92473,I/Miyake Le Sel D'Issey Edt 50,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
923605,Colg Mw Opt/Wh 500Ml,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
610909,Plunk S/Lift S/Wrink Crm 50G,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
43530,Dermaveen Oatmeal Spoo 1Ltr,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
782327,Palmol B/Wash Milk&Honey 500Ml,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
194822,Dv Hair+Scalp D/C S/Poo 500Ml,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
478594,Es Lash & Brow Gel Mascara,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
961051,Biore Charcoal Pore Strips 6,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
93715,Jc Vlj Le Bubbly Edp 100Ml,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
659573,Guess Seduct Hom Blue Edt 100M,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
493502,Preference Loreal Black 1,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
93345,Nivea Men D/C Defend 250Ml,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
89873,Be Your Turn Edp 100Ml,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
199133,Hada Labo Mens Revit Hgel 50Ml,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
359203,Colg Tp Pro/Rlf En/Repair 110G,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
323667,Tena For Men Level 1,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
41549,Colg Tp Tot Adv/Fresh 200,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
189731,Colg Ribbon Mint 100M,HOLD,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
94980,Uj Golden Rule Body Gloss,DO_NOT_BUY,2,0,0.0,0,2.0,2.0,2.0,2.0,0.0,PASS
92924,Uj K/I Beauty Spots 30Pk,DO_NOT_BUY,3,0,0.0,0,2.0,3.0,3.0,3.0,0.0,PASS
69284,Jojoba Age Defying Set,DO_NOT_BUY,2,0,0.0,0,2.0,2.0,2.0,2.0,0.0,PASS
188803,Jojoba Multi-Bio Cream 50Ml,DO_NOT_BUY,2,0,0.0,0,2.0,2.0,2.0,2.0,0.0,PASS
92928,Uj Face Cream 50G,DO_NOT_BUY,2,0,0.0,0,2.0,2.0,2.0,2.0,0.0,PASS
24404,Jojoba Hydrating Daycream 50Ml,DO_NOT_BUY,2,0,0.0,0,2.0,2.0,2.0,2.0,0.0,PASS
94250,Jojoba Boost Skin Renewal 30Ml,DO_NOT_BUY,4,0,0.0,0,2.0,4.0,4.0,4.0,0.0,PASS
92923,Uj Gel Cleanser 200Ml,DO_NOT_BUY,5,0,0.0,0,2.0,5.0,5.0,5.0,0.0,PASS
92927,Uj Liq Exfoliant 150Ml,DO_NOT_BUY,5,0,0.0,0,2.0,5.0,5.0,5.0,0.0,PASS
92920,Uj Gel Serum 33Ml,DO_NOT_BUY,4,0,0.0,0,2.0,4.0,4.0,4.0,0.0,PASS
94248,Jojoba Boost Antioxidant 30Ml,DO_NOT_BUY,3,0,0.0,0,2.0,3.0,3.0,3.0,0.0,PASS
92925,Uj Body Wash 500Ml,DO_NOT_BUY,4,0,0.0,0,2.0,4.0,4.0,4.0,0.0,PASS
97499,Tbh Thirst Trap Moistur 75Ml,DO_NOT_BUY,2,0,0.0,0,2.0,2.0,2.0,2.0,0.0,PASS
97301,Coco&Eve Bronzing Face Dk 30Ml,DO_NOT_BUY,5,0,0.0,0,2.0,5.0,5.0,5.0,0.0,PASS
94454,Daily Beautydew Sleep Mask 100,DO_NOT_BUY,2,0,0.0,0,2.0,2.0,2.0,2.0,0.0,PASS
97574,Bioderma Hydrabio Creme 40Ml,DO_NOT_BUY,3,0,0.0,0,2.0,3.0,3.0,3.0,0.0,PASS
184831,Hey Bud Hemp Clay Mask 120G,DO_NOT_BUY,2,0,0.0,0,2.0,2.0,2.0,2.0,0.0,PASS
184838,Hey Bud Exfoliator 100G,DO_NOT_BUY,3,0,0.0,0,2.0,3.0,3.0,3.0,0.0,PASS
31676,Dr Lew R/Derm Cel Regen Cr 30G,DO_NOT_BUY,2,0,0.0,0,2.0,2.0,2.0,2.0,0.0,PASS
199944,Hey Bud Firming Serum 30Ml,DO_NOT_BUY,2,0,0.0,0,2.0,2.0,2.0,2.0,0.0,PASS
97543,Cetaphil Pro Red F/Wash 236Ml,DO_NOT_BUY,2,0,0.0,0,2.0,2.0,2.0,2.0,0.0,PASS
199330,Bondi Magenta Tech Face 50Ml,DO_NOT_BUY,2,0,0.0,0,2.0,2.0,2.0,2.0,0.0,PASS
94692,Rim K&F S/T Glow Gldn Bge,DO_NOT_BUY,2,0,0.0,0,2.0,2.0,2.0,2.0,0.0,PASS
197167,Rim Wonder Bond Masc Blk Brwn,DO_NOT_BUY,2,0,0.0,0,2.0,2.0,2.0,2.0,0.0,PASS
74064,Bio Oil Skincare Oil Nat 60Ml,DO_NOT_BUY,2,0,0.0,0,2.0,2.0,2.0,2.0,0.0,PASS
193174,Esi Pencil Me In,DO_NOT_BUY,2,0,0.0,0,2.0,2.0,2.0,2.0,0.0,PASS
94498,Hey Bud Gel Moist 100Ml,DO_NOT_BUY,4,0,0.0,0,2.0,4.0,4.0,4.0,0.0,PASS
184840,Hey Bud Starter Pack,DO_NOT_BUY,3,0,0.0,0,2.0,3.0,3.0,3.0,0.0,PASS
90767,Hey Bud Acne Kit,DO_NOT_BUY,3,0,0.0,0,2.0,3.0,3.0,3.0,0.0,PASS
70363,Npmu Bwm Sr N Calm Conc Mocha,DO_NOT_BUY,5,0,0.0,0,2.0,5.0,5.0,5.0,0.0,PASS
191184,May Superstay Glow Tint 78,DO_NOT_BUY,3,0,0.0,0,2.0,3.0,3.0,3.0,0.0,PASS
189252,May Inst Perfect Glow Med/Deep,DO_NOT_BUY,3,0,0.0,0,2.0,3.0,3.0,3.0,0.0,PASS
199945,Hey Bud Aha Toner 150Ml,DO_NOT_BUY,3,0,0.0,0,2.0,3.0,3.0,3.0,0.0,PASS
97131,Rim Thrl Skr Shmr Shk El F/C,DO_NOT_BUY,4,0,0.0,0,2.0,4.0,4.0,4.0,0.0,PASS
98025,Rim Thrl Skr Lip Ltx Mindful,DO_NOT_BUY,3,0,0.0,0,2.0,3.0,3.0,3.0,0.0,PASS
97997,Rim Wndrbnd Brw Tnt L/Brwn,DO_NOT_BUY,3,0,0.0,0,2.0,3.0,3.0,3.0,0.0,PASS
97998,Rim Wndrbnd Brw Tnt M/Brwn,DO_NOT_BUY,3,0,0.0,0,2.0,3.0,3.0,3.0,0.0,PASS
97999,Rim Wndrbnd Brw Tnt D/Brwn,DO_NOT_BUY,3,0,0.0,0,2.0,3.0,3.0,3.0,0.0,PASS
98000,Rim Wndrbnd Brw Tnt Blk/Brwn,DO_NOT_BUY,3,0,0.0,0,2.0,3.0,3.0,3.0,0.0,PASS
98035,Rim Oh My Gls Lip Btr Pmp Spc,DO_NOT_BUY,3,0,0.0,0,2.0,3.0,3.0,3.0,0.0,PASS
94773,Rim M/T Trbochrgd Glw Spln Tea,DO_NOT_BUY,3,0,0.0,0,2.0,3.0,3.0,3.0,0.0,PASS
98011,Rim Mt Trbchrgd Glw Mn Chrctr,DO_NOT_BUY,3,0,0.0,0,2.0,3.0,3.0,3.0,0.0,PASS
94687,Rim K&F S/T Glow Mocha,DO_NOT_BUY,3,0,0.0,0,2.0,3.0,3.0,3.0,0.0,PASS
98001,Rim Omg Lip Oil Pink Sugar,DO_NOT_BUY,3,0,0.0,0,2.0,3.0,3.0,3.0,0.0,PASS
98009,Rim Omg Lip Oil Shade Shifter,DO_NOT_BUY,3,0,0.0,0,2.0,3.0,3.0,3.0,0.0,PASS
94101,Esi 991 New Day New Ba,DO_NOT_BUY,3,0,0.0,0,2.0,3.0,3.0,3.0,0.0,PASS
39269,Dr Lew R4 Restor Crm 50G,DO_NOT_BUY,2,0,0.0,0,2.0,2.0,2.0,2.0,0.0,PASS
97546,Cetaphil Rep Renew Serum 30Ml,DO_NOT_BUY,2,0,0.0,0,2.0,2.0,2.0,2.0,0.0,PASS
94251,C/Beauty Blemish Patches 16Pk,DO_NOT_BUY,2,0,0.0,0,2.0,2.0,2.0,2.0,0.0,PASS
97544,Cetaphil Pro Red N/Cream 50Ml,DO_NOT_BUY,2,0,0.0,0,2.0,2.0,2.0,2.0,0.0,PASS
90983,Catr Hd Liquid Covrge Fndn 032,DO_NOT_BUY,2,0,0.0,0,2.0,2.0,2.0,2.0,0.0,PASS
90987,Catr Hd Liquid Covrge Fndn 050,DO_NOT_BUY,2,0,0.0,0,2.0,2.0,2.0,2.0,0.0,PASS
91069,Catr Hd Liquid Covrge Fndn 030,DO_NOT_BUY,2,0,0.0,0,2.0,2.0,2.0,2.0,0.0,PASS
91459,Hf H24 Peptide Blnd Sp 300Ml,DO_NOT_BUY,2,0,0.0,0,2.0,2.0,2.0,2.0,0.0,PASS
91938,Catr Drk Coca Es Pal,DO_NOT_BUY,2,0,0.0,0,2.0,2.0,2.0,2.0,0.0,PASS
186549,Cetaphil Calendula Ltn 400Ml,DO_NOT_BUY,2,0,0.0,0,2.0,2.0,2.0,2.0,0.0,PASS
193315,Rim Mega Mte Liq Lip Scar Flm,DO_NOT_BUY,2,0,0.0,0,2.0,2.0,2.0,2.0,0.0,PASS
96411,Cetaphil Baby Moist Crm 100G,DO_NOT_BUY,2,0,0.0,0,2.0,2.0,2.0,2.0,0.0,PASS
92167,Es Foundation Stick 150,DO_NOT_BUY,2,0,0.0,0,2.0,2.0,2.0,2.0,0.0,PASS
92165,Es Foundation Stick 120,DO_NOT_BUY,2,0,0.0,0,2.0,2.0,2.0,2.0,0.0,PASS
91965,Catr Matte Ls & Liner 030,DO_NOT_BUY,2,0,0.0,0,2.0,2.0,2.0,2.0,0.0,PASS
192219,Dr Lew Daily Clnsng Balm 100G,DO_NOT_BUY,6,0,0.0,0,2.0,6.0,6.0,6.0,0.0,PASS
90350,Loreal Revita O/C Gel Crm 50Ml,DO_NOT_BUY,5,0,0.0,0,2.0,5.0,5.0,5.0,0.0,PASS
94771,Rim M/T Trbochrgd Glw Bgie Grl,DO_NOT_BUY,6,0,0.0,0,2.0,6.0,6.0,6.0,0.0,PASS
94772,Rim M/T Trbochrgd Glw Gvn Brnz,DO_NOT_BUY,6,0,0.0,0,2.0,6.0,6.0,6.0,0.0,PASS
90161,Npmu Fat Oil Click Story Post,DO_NOT_BUY,5,0,0.0,0,2.0,5.0,5.0,5.0,0.0,PASS
94704,Rim K&F S/T Blur Glden Bge,DO_NOT_BUY,5,0,0.0,0,2.0,5.0,5.0,5.0,0.0,PASS
98106,Batiste Hint Of Col Blond D-Sp,DO_NOT_BUY,6,0,0.0,0,2.0,6.0,6.0,6.0,0.0,PASS
96478,May Face Lifter Fdn 114,DO_NOT_BUY,3,0,0.0,0,2.0,3.0,3.0,3.0,0.0,PASS
96485,May Face Lifter Fdn 129,DO_NOT_BUY,3,0,0.0,0,2.0,3.0,3.0,3.0,0.0,PASS
96488,May Face Lifter Fdn 336,DO_NOT_BUY,3,0,0.0,0,2.0,3.0,3.0,3.0,0.0,PASS
