regime_error_profile_key,stock_position_regime,sku_demand_regime,supplier_replenishment_regime,promo_convexity_regime,cash_efficiency_regime,customer_basket_trust_regime,release_ready_flag,promo_demand_source_quality,promo_start_soh_source_quality,row_count,actual_units_total,forecast_units_total,WAPE,bias_pct,MAE,RMSE,missed_demand_units,leftover_units,cash_tied_above_optimal,average_distance_to_optimal_before,average_distance_to_optimal_after,distance_to_optimal_improvement,release_ready_count,unsafe_count,constraint_block_count,unknown_soh_count,recommended_confidence_cap,candidate_count,segment_bias_control_status
SEVERELY_OVERSTOCKED|INTERMITTENT_LOW_VOLUME|LONG_LEAD_COSMETICS|HIGH_CONVEXITY|CAPITAL_EFFICIENT|BASKET_TRUST_STRONG|YES|MEDIUM|LOW,SEVERELY_OVERSTOCKED,INTERMITTENT_LOW_VOLUME,LONG_LEAD_COSMETICS,HIGH_CONVEXITY,CAPITAL_EFFICIENT,BASKET_TRUST_STRONG,YES,MEDIUM,LOW,2,2.0,3.24665,0.6233249999999999,62.33249999999999,0.6233249999999999,0.6233249999999999,0.0,0.0,0.0,1.0,0.0,1.0,2,0,2,0,5.0,0,BIAS_DANGEROUS_BLOCK
SEVERELY_OVERSTOCKED|INTERMITTENT_LOW_VOLUME|LONG_LEAD_COSMETICS|HIGH_CONVEXITY|CAPITAL_EFFICIENT|BASKET_TRUST_STRONG|NO|MEDIUM|LOW,SEVERELY_OVERSTOCKED,INTERMITTENT_LOW_VOLUME,LONG_LEAD_COSMETICS,HIGH_CONVEXITY,CAPITAL_EFFICIENT,BASKET_TRUST_STRONG,NO,MEDIUM,LOW,2,6.0,3.973669,0.33772183333333333,-33.77218333333333,1.0131655,1.013286416790682,0.0,0.0,0.0,1.0,2.0,-1.0,0,0,2,0,5.0,0,BIAS_DANGEROUS_BLOCK
SEVERELY_OVERSTOCKED|STABLE_BASE_DEMAND|LONG_LEAD_COSMETICS|HIGH_CONVEXITY|CASH_TIE_UP_RISK|BASKET_TRUST_STRONG|NO|HIGH|LOW,SEVERELY_OVERSTOCKED,STABLE_BASE_DEMAND,LONG_LEAD_COSMETICS,HIGH_CONVEXITY,CASH_TIE_UP_RISK,BASKET_TRUST_STRONG,NO,HIGH,LOW,2,31.0,8.948598,0.7113355483870968,-71.13355483870968,11.025701,13.211899048690993,10.0,0.0,0.0,6.316,4.184,2.132,0,0,2,0,5.0,0,BIAS_DANGEROUS_BLOCK
UNDERSTOCKED|STABLE_BASE_DEMAND|LONG_LEAD_COSMETICS|NORMAL|CASH_TIE_UP_RISK|BASKET_TRUST_STRONG|YES|MEDIUM|LOW,UNDERSTOCKED,STABLE_BASE_DEMAND,LONG_LEAD_COSMETICS,NORMAL,CASH_TIE_UP_RISK,BASKET_TRUST_STRONG,YES,MEDIUM,LOW,2,6.0,4.586861,0.23552316666666664,-23.55231666666667,0.7065695,0.9288018092103933,0.0,0.0,0.0,3.6075,2.6075,1.0,2,0,0,0,12.0,0,BIAS_MODERATE_REVIEW
UNDERSTOCKED|INTERMITTENT_LOW_VOLUME|UNKNOWN_REPLENISHMENT|LOW_CONVEXITY|CASH_TIE_UP_RISK|BASKET_TRUST_STRONG|YES|MEDIUM|LOW,UNDERSTOCKED,INTERMITTENT_LOW_VOLUME,UNKNOWN_REPLENISHMENT,LOW_CONVEXITY,CASH_TIE_UP_RISK,BASKET_TRUST_STRONG,YES,MEDIUM,LOW,2,2.0,7.0,2.5,250.0,2.5,2.5,0.0,6.0,28.92,2.0,3.0,-1.0,2,0,0,0,5.0,0,BIAS_DANGEROUS_BLOCK
UNDERSTOCKED|INTERMITTENT_LOW_VOLUME|UNKNOWN_REPLENISHMENT|NORMAL|CAPITAL_EFFICIENT|BASKET_TRUST_STRONG|NO|HIGH|LOW,UNDERSTOCKED,INTERMITTENT_LOW_VOLUME,UNKNOWN_REPLENISHMENT,NORMAL,CAPITAL_EFFICIENT,BASKET_TRUST_STRONG,NO,HIGH,LOW,2,3.0,3.810607,0.2702023333333334,27.020233333333337,0.40530350000000004,0.42829349139637884,0.0,0.0,0.0,1.0,0.5,0.5,0,0,0,0,12.0,0,BIAS_MODERATE_REVIEW
OVERSTOCKED|INTERMITTENT_LOW_VOLUME|UNKNOWN_REPLENISHMENT|NORMAL|CAPITAL_EFFICIENT|BASKET_TRUST_STRONG|NO|UNSAFE|LOW,OVERSTOCKED,INTERMITTENT_LOW_VOLUME,UNKNOWN_REPLENISHMENT,NORMAL,CAPITAL_EFFICIENT,BASKET_TRUST_STRONG,NO,UNSAFE,LOW,2,3.0,2.731198,0.28747266666666665,-8.960066666666666,0.43120899999999995,0.4516689390272481,0.0,0.0,0.0,1.0,0.5,0.5,0,2,2,0,5.0,0,BIAS_CONTROLLED
UNDERSTOCKED|INTERMITTENT_LOW_VOLUME|UNKNOWN_REPLENISHMENT|NORMAL|CAPITAL_EFFICIENT|BASKET_TRUST_STRONG|YES|MEDIUM|LOW,UNDERSTOCKED,INTERMITTENT_LOW_VOLUME,UNKNOWN_REPLENISHMENT,NORMAL,CAPITAL_EFFICIENT,BASKET_TRUST_STRONG,YES,MEDIUM,LOW,2,3.0,3.3282160000000003,0.4203746666666666,10.940533333333342,0.630562,0.6515672425068652,0.0,0.0,0.0,2.0,0.5,1.5,2,0,0,0,17.0,0,BIAS_CONTROLLED
OVERSTOCKED|INTERMITTENT_LOW_VOLUME|UNKNOWN_REPLENISHMENT|LOW_CONVEXITY|CAPITAL_EFFICIENT|BASKET_TRUST_STRONG|NO|LOW|LOW,OVERSTOCKED,INTERMITTENT_LOW_VOLUME,UNKNOWN_REPLENISHMENT,LOW_CONVEXITY,CAPITAL_EFFICIENT,BASKET_TRUST_STRONG,NO,LOW,LOW,2,3.0,7.273664,1.4245546666666666,142.45546666666667,2.136832,2.6057576632810657,0.0,1.0,4.82,2.0,0.5,1.5,0,0,2,0,5.0,0,BIAS_DANGEROUS_BLOCK
OVERSTOCKED|INTERMITTENT_LOW_VOLUME|UNKNOWN_REPLENISHMENT|HIGH_CONVEXITY|CAPITAL_EFFICIENT|BASKET_TRUST_STRONG|YES|HIGH|LOW,OVERSTOCKED,INTERMITTENT_LOW_VOLUME,UNKNOWN_REPLENISHMENT,HIGH_CONVEXITY,CAPITAL_EFFICIENT,BASKET_TRUST_STRONG,YES,HIGH,LOW,2,3.0,5.414705,0.8049016666666667,80.49016666666665,1.2073525,1.2086045690201985,0.0,0.0,0.0,1.0,0.5,0.5,2,0,2,0,5.0,0,BIAS_DANGEROUS_BLOCK
OPTIMAL|STABLE_BASE_DEMAND|UNKNOWN_REPLENISHMENT|HIGH_CONVEXITY|CASH_TIE_UP_RISK|BASKET_TRUST_STRONG|YES|HIGH|LOW,OPTIMAL,STABLE_BASE_DEMAND,UNKNOWN_REPLENISHMENT,HIGH_CONVEXITY,CASH_TIE_UP_RISK,BASKET_TRUST_STRONG,YES,HIGH,LOW,2,4.0,12.335,2.08375,208.37500000000003,4.1675,4.19738683587777,0.0,4.43,21.353,0.7849999999999999,2.215,-1.4300000000000002,2,0,0,0,5.0,0,BIAS_DANGEROUS_BLOCK
SEVERELY_OVERSTOCKED|INTERMITTENT_LOW_VOLUME|UNKNOWN_REPLENISHMENT|NORMAL|CASH_TIE_UP_RISK|BASKET_TRUST_STRONG|NO|UNSAFE|LOW,SEVERELY_OVERSTOCKED,INTERMITTENT_LOW_VOLUME,UNKNOWN_REPLENISHMENT,NORMAL,CASH_TIE_UP_RISK,BASKET_TRUST_STRONG,NO,UNSAFE,LOW,2,2.0,1.839206,0.20163999999999999,-8.039700000000005,0.20163999999999999,0.2170768693550743,0.0,6.0,28.92,4.0,3.0,1.0,0,2,2,0,5.0,0,BIAS_CONTROLLED
SEVERELY_OVERSTOCKED|INTERMITTENT_LOW_VOLUME|UNKNOWN_REPLENISHMENT|NORMAL|CAPITAL_EFFICIENT|BASKET_TRUST_STRONG|YES|HIGH|LOW,SEVERELY_OVERSTOCKED,INTERMITTENT_LOW_VOLUME,UNKNOWN_REPLENISHMENT,NORMAL,CAPITAL_EFFICIENT,BASKET_TRUST_STRONG,YES,HIGH,LOW,2,5.0,4.200792,0.25275479999999995,-15.984160000000003,0.6318869999999999,0.7476393098179094,0.0,1.0,4.82,3.0,0.5,2.5,2,0,2,0,5.0,0,BIAS_MODERATE_REVIEW
SEVERELY_OVERSTOCKED|INTERMITTENT_LOW_VOLUME|OVERNIGHT_REPLENISHMENT|NORMAL|CASH_TIE_UP_RISK|BASKET_TRUST_STRONG|NO|UNSAFE|LOW,SEVERELY_OVERSTOCKED,INTERMITTENT_LOW_VOLUME,OVERNIGHT_REPLENISHMENT,NORMAL,CASH_TIE_UP_RISK,BASKET_TRUST_STRONG,NO,UNSAFE,LOW,2,2.0,2.4320500000000003,0.21836500000000003,21.602500000000013,0.21836500000000003,0.3071645712806085,0.0,5.917,28.520000000000003,3.9585,2.9585,1.0,0,2,2,0,5.0,0,BIAS_MODERATE_REVIEW
UNDERSTOCKED|STABLE_BASE_DEMAND|LONG_LEAD_COSMETICS|HIGH_CONVEXITY|CASH_TIE_UP_RISK|BASKET_TRUST_STRONG|NO|LOW|LOW,UNDERSTOCKED,STABLE_BASE_DEMAND,LONG_LEAD_COSMETICS,HIGH_CONVEXITY,CASH_TIE_UP_RISK,BASKET_TRUST_STRONG,NO,LOW,LOW,2,8.0,4.226019,0.471747625,-47.1747625,1.8869905,2.0315876541445363,1.0,0.0,0.0,2.7385,2.2385,0.5,0,0,0,0,5.0,0,BIAS_DANGEROUS_BLOCK
SEVERELY_OVERSTOCKED|INTERMITTENT_LOW_VOLUME|UNKNOWN_REPLENISHMENT|HIGH_CONVEXITY|CAPITAL_EFFICIENT|BASKET_TRUST_STRONG|NO|LOW|LOW,SEVERELY_OVERSTOCKED,INTERMITTENT_LOW_VOLUME,UNKNOWN_REPLENISHMENT,HIGH_CONVEXITY,CAPITAL_EFFICIENT,BASKET_TRUST_STRONG,NO,LOW,LOW,2,4.0,4.11346,0.45218849999999994,2.8364999999999974,0.9043769999999999,0.9061545403677012,0.0,1.0,4.82,1.5,1.5,0.0,0,0,2,0,5.0,0,BIAS_CONTROLLED
OPTIMAL_LOW_VOLUME|INTERMITTENT_LOW_VOLUME|LONG_LEAD_COSMETICS|HIGH_CONVEXITY|CAPITAL_EFFICIENT|BASKET_TRUST_STRONG|YES|MEDIUM|LOW,OPTIMAL_LOW_VOLUME,INTERMITTENT_LOW_VOLUME,LONG_LEAD_COSMETICS,HIGH_CONVEXITY,CAPITAL_EFFICIENT,BASKET_TRUST_STRONG,YES,MEDIUM,LOW,2,2.0,3.467657,0.7338285,73.38285,0.7338285,0.7421019410596499,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,5.0,0,BIAS_DANGEROUS_BLOCK
SEVERELY_OVERSTOCKED|INTERMITTENT_LOW_VOLUME|UNKNOWN_REPLENISHMENT|HIGH_CONVEXITY|CASH_TIE_UP_RISK|BASKET_TRUST_STRONG|NO|UNSAFE|LOW,SEVERELY_OVERSTOCKED,INTERMITTENT_LOW_VOLUME,UNKNOWN_REPLENISHMENT,HIGH_CONVEXITY,CASH_TIE_UP_RISK,BASKET_TRUST_STRONG,NO,UNSAFE,LOW,2,2.0,2.606659,0.30332950000000003,30.332950000000004,0.30332950000000003,0.33043250480317465,0.0,6.0,28.92,4.0,3.0,1.0,0,2,2,0,5.0,0,BIAS_DANGEROUS_BLOCK
UNDERSTOCKED|INTERMITTENT_LOW_VOLUME|OVERNIGHT_REPLENISHMENT|NORMAL|CAPITAL_EFFICIENT|BASKET_TRUST_STRONG|YES|MEDIUM|LOW,UNDERSTOCKED,INTERMITTENT_LOW_VOLUME,OVERNIGHT_REPLENISHMENT,NORMAL,CAPITAL_EFFICIENT,BASKET_TRUST_STRONG,YES,MEDIUM,LOW,2,3.0,3.542484,0.3333333333333333,18.0828,0.5,0.5688340905431037,0.0,0.0,0.0,2.0,0.5,1.5,2,0,0,0,5.0,0,BIAS_CONTROLLED
OPTIMAL_LOW_VOLUME|INTERMITTENT_LOW_VOLUME|UNKNOWN_REPLENISHMENT|LOW_CONVEXITY|CAPITAL_EFFICIENT|BASKET_TRUST_STRONG|YES|HIGH|LOW,OPTIMAL_LOW_VOLUME,INTERMITTENT_LOW_VOLUME,UNKNOWN_REPLENISHMENT,LOW_CONVEXITY,CAPITAL_EFFICIENT,BASKET_TRUST_STRONG,YES,HIGH,LOW,2,2.0,5.038372,1.519186,151.9186,1.519186,1.5210768970163868,0.0,3.0,14.46,0.0,1.5,-1.5,2,0,0,0,5.0,0,BIAS_DANGEROUS_BLOCK
OPTIMAL_LOW_VOLUME|INTERMITTENT_LOW_VOLUME|UNKNOWN_REPLENISHMENT|LOW_CONVEXITY|CASH_TIE_UP_RISK|BASKET_TRUST_STRONG|NO|UNSAFE|LOW,OPTIMAL_LOW_VOLUME,INTERMITTENT_LOW_VOLUME,UNKNOWN_REPLENISHMENT,LOW_CONVEXITY,CASH_TIE_UP_RISK,BASKET_TRUST_STRONG,NO,UNSAFE,LOW,2,2.0,7.0,2.5,250.0,2.5,2.5,0.0,6.0,28.92,0.0,3.0,-3.0,0,2,2,0,5.0,0,BIAS_DANGEROUS_BLOCK
OVERSTOCKED|STABLE_BASE_DEMAND|OVERNIGHT_REPLENISHMENT|LOW_CONVEXITY|CASH_TIE_UP_RISK|BASKET_TRUST_STRONG|NO|UNSAFE|LOW,OVERSTOCKED,STABLE_BASE_DEMAND,OVERNIGHT_REPLENISHMENT,LOW_CONVEXITY,CASH_TIE_UP_RISK,BASKET_TRUST_STRONG,NO,UNSAFE,LOW,2,4.0,1.101934,0.7445165,-72.45165,1.489033,2.0777189199162627,1.0,2.047,9.867,3.0355000000000003,2.0949999999999998,0.9404999999999999,0,2,2,0,5.0,0,BIAS_DANGEROUS_BLOCK
SEVERELY_OVERSTOCKED|INTERMITTENT_LOW_VOLUME|LONG_LEAD_COSMETICS|HIGH_CONVEXITY|CASH_TIE_UP_RISK|BASKET_TRUST_STRONG|NO|UNSAFE|LOW,SEVERELY_OVERSTOCKED,INTERMITTENT_LOW_VOLUME,LONG_LEAD_COSMETICS,HIGH_CONVEXITY,CASH_TIE_UP_RISK,BASKET_TRUST_STRONG,NO,UNSAFE,LOW,2,9.0,3.2423979999999997,0.6397335555555556,-63.97335555555556,2.878801,3.8142010588689472,0.0,7.0,33.74,8.0,3.5,4.5,0,2,2,0,5.0,0,BIAS_DANGEROUS_BLOCK
OPTIMAL|STABLE_BASE_DEMAND|LONG_LEAD_COSMETICS|NORMAL|CASH_TIE_UP_RISK|BASKET_TRUST_STRONG|YES|HIGH|LOW,OPTIMAL,STABLE_BASE_DEMAND,LONG_LEAD_COSMETICS,NORMAL,CASH_TIE_UP_RISK,BASKET_TRUST_STRONG,YES,HIGH,LOW,2,10.0,10.852823,0.08528229999999999,8.528230000000008,0.42641149999999994,0.5495228032870885,0.0,0.0,0.0,1.1639999999999997,3.2649999999999997,-2.101,2,0,0,0,35.0,0,BIAS_CONTROLLED
OVERSTOCKED|STABLE_BASE_DEMAND|UNKNOWN_REPLENISHMENT|LOW_CONVEXITY|CASH_TIE_UP_RISK|BASKET_TRUST_STRONG|NO|HIGH|LOW,OVERSTOCKED,STABLE_BASE_DEMAND,UNKNOWN_REPLENISHMENT,LOW_CONVEXITY,CASH_TIE_UP_RISK,BASKET_TRUST_STRONG,NO,HIGH,LOW,2,17.0,4.984888,0.7067712941176472,-70.67712941176471,6.007556000000001,7.8947402960148105,2.0,0.0,0.0,2.2190000000000003,5.281,-3.0620000000000003,0,0,2,0,5.0,0,BIAS_DANGEROUS_BLOCK
UNDERSTOCKED|STABLE_BASE_DEMAND|OVERNIGHT_REPLENISHMENT|NORMAL|CASH_TIE_UP_RISK|BASKET_TRUST_STRONG|NO|LOW|LOW,UNDERSTOCKED,STABLE_BASE_DEMAND,OVERNIGHT_REPLENISHMENT,NORMAL,CASH_TIE_UP_RISK,BASKET_TRUST_STRONG,NO,LOW,LOW,2,6.0,3.389539,0.4350768333333333,-43.50768333333333,1.3052305,1.3053277620661026,0.0,0.0,0.0,2.143,2.143,0.0,0,0,0,0,5.0,0,BIAS_DANGEROUS_BLOCK
UNDERSTOCKED|INTERMITTENT_LOW_VOLUME|LONG_LEAD_COSMETICS|LOW_CONVEXITY|CASH_TIE_UP_RISK|BASKET_TRUST_RISK|NO|UNSAFE|LOW,UNDERSTOCKED,INTERMITTENT_LOW_VOLUME,LONG_LEAD_COSMETICS,LOW_CONVEXITY,CASH_TIE_UP_RISK,BASKET_TRUST_RISK,NO,UNSAFE,LOW,2,2.0,7.390000000000001,2.6950000000000003,269.5,2.6950000000000003,2.70204552145222,0.0,6.0,28.92,2.0,3.0,-1.0,0,2,2,0,5.0,0,BIAS_DANGEROUS_BLOCK
SEVERELY_OVERSTOCKED|INTERMITTENT_LOW_VOLUME|LONG_LEAD_COSMETICS|NORMAL|CAPITAL_EFFICIENT|BASKET_TRUST_STRONG|YES|HIGH|LOW,SEVERELY_OVERSTOCKED,INTERMITTENT_LOW_VOLUME,LONG_LEAD_COSMETICS,NORMAL,CAPITAL_EFFICIENT,BASKET_TRUST_STRONG,YES,HIGH,LOW,2,5.0,2.800979,0.43980420000000003,-43.98042,1.0995105,1.2710938802702576,0.0,1.0,4.82,2.5,1.0,1.5,2,0,2,0,5.0,0,BIAS_DANGEROUS_BLOCK
SEVERELY_OVERSTOCKED|INTERMITTENT_LOW_VOLUME|LONG_LEAD_COSMETICS|NORMAL|CASH_TIE_UP_RISK|BASKET_TRUST_STRONG|YES|HIGH|LOW,SEVERELY_OVERSTOCKED,INTERMITTENT_LOW_VOLUME,LONG_LEAD_COSMETICS,NORMAL,CASH_TIE_UP_RISK,BASKET_TRUST_STRONG,YES,HIGH,LOW,2,2.0,4.341032,1.1705160000000001,117.05160000000001,1.1705160000000001,1.185148658125216,0.0,7.937,38.256,4.9685,3.9685,1.0,2,0,2,0,5.0,0,BIAS_DANGEROUS_BLOCK
UNDERSTOCKED|STABLE_BASE_DEMAND|UNKNOWN_REPLENISHMENT|HIGH_CONVEXITY|CASH_TIE_UP_RISK|BASKET_TRUST_STRONG|YES|MEDIUM|LOW,UNDERSTOCKED,STABLE_BASE_DEMAND,UNKNOWN_REPLENISHMENT,HIGH_CONVEXITY,CASH_TIE_UP_RISK,BASKET_TRUST_STRONG,YES,MEDIUM,LOW,2,4.0,6.31579,0.9423025000000002,57.894749999999995,1.8846050000000003,2.2118898790513963,0.0,2.144,10.334,2.4995,2.1435,0.356,2,0,0,0,5.0,0,BIAS_DANGEROUS_BLOCK
UNDERSTOCKED|STABLE_BASE_DEMAND|UNKNOWN_REPLENISHMENT|HIGH_CONVEXITY|CASH_TIE_UP_RISK|BASKET_TRUST_STRONG|NO|LOW|LOW,UNDERSTOCKED,STABLE_BASE_DEMAND,UNKNOWN_REPLENISHMENT,HIGH_CONVEXITY,CASH_TIE_UP_RISK,BASKET_TRUST_STRONG,NO,LOW,LOW,2,14.0,12.3025,0.2519642857142857,-12.124999999999998,1.76375,1.9573427459185577,1.0,0.0,0.0,4.7145,2.7145,2.0,0,0,0,0,27.0,0,BIAS_CONTROLLED
OPTIMAL|STABLE_BASE_DEMAND|OVERNIGHT_REPLENISHMENT|HIGH_CONVEXITY|CAPITAL_EFFICIENT|BASKET_TRUST_STRONG|NO|UNSAFE|LOW,OPTIMAL,STABLE_BASE_DEMAND,OVERNIGHT_REPLENISHMENT,HIGH_CONVEXITY,CAPITAL_EFFICIENT,BASKET_TRUST_STRONG,NO,UNSAFE,LOW,2,2.0,4.05988,1.0299399999999999,102.99399999999999,1.0299399999999999,1.0299399999999999,0.0,0.0,0.0,0.1429999999999998,0.143,0.0,0,2,2,0,5.0,0,BIAS_DANGEROUS_BLOCK
UNDERSTOCKED|INTERMITTENT_LOW_VOLUME|OVERNIGHT_REPLENISHMENT|LOW_CONVEXITY|CASH_TIE_UP_RISK|BASKET_TRUST_STRONG|NO|UNSAFE|LOW,UNDERSTOCKED,INTERMITTENT_LOW_VOLUME,OVERNIGHT_REPLENISHMENT,LOW_CONVEXITY,CASH_TIE_UP_RISK,BASKET_TRUST_STRONG,NO,UNSAFE,LOW,2,2.0,8.1675,3.08375,308.375,3.08375,3.138515273979084,0.0,7.0,33.74,2.0,3.5,-1.5,0,2,2,0,5.0,0,BIAS_DANGEROUS_BLOCK
SEVERELY_OVERSTOCKED|STABLE_BASE_DEMAND|OVERNIGHT_REPLENISHMENT|HIGH_CONVEXITY|CAPITAL_EFFICIENT|BASKET_TRUST_STRONG|YES|HIGH|LOW,SEVERELY_OVERSTOCKED,STABLE_BASE_DEMAND,OVERNIGHT_REPLENISHMENT,HIGH_CONVEXITY,CAPITAL_EFFICIENT,BASKET_TRUST_STRONG,YES,HIGH,LOW,2,8.0,6.28187,0.21476625,-21.476625000000006,0.859065,0.8876462546814468,0.0,0.0,0.0,2.972,1.028,1.944,2,0,2,0,5.0,0,BIAS_MODERATE_REVIEW
OVERSTOCKED|STABLE_BASE_DEMAND|OVERNIGHT_REPLENISHMENT|HIGH_CONVEXITY|CAPITAL_EFFICIENT|BASKET_TRUST_STRONG|YES|HIGH|LOW,OVERSTOCKED,STABLE_BASE_DEMAND,OVERNIGHT_REPLENISHMENT,HIGH_CONVEXITY,CAPITAL_EFFICIENT,BASKET_TRUST_STRONG,YES,HIGH,LOW,2,2.0,6.3883410000000005,2.1941705000000002,219.41705000000002,2.1941705000000002,2.304560010853807,0.0,1.714,8.262,1.8570000000000002,0.857,1.0,2,0,2,0,5.0,0,BIAS_DANGEROUS_BLOCK
UNDERSTOCKED|STABLE_BASE_DEMAND|OVERNIGHT_REPLENISHMENT|LOW_CONVEXITY|CAPITAL_EFFICIENT|BASKET_TRUST_STRONG|YES|MEDIUM|LOW,UNDERSTOCKED,STABLE_BASE_DEMAND,OVERNIGHT_REPLENISHMENT,LOW_CONVEXITY,CAPITAL_EFFICIENT,BASKET_TRUST_STRONG,YES,MEDIUM,LOW,2,2.0,3.832326,0.9161630000000001,91.61630000000001,0.9161630000000001,0.9461185753746727,0.0,0.0,0.0,5.893000000000001,1.393,4.5,2,0,0,0,5.0,0,BIAS_DANGEROUS_BLOCK
OPTIMAL_LOW_VOLUME|INTERMITTENT_LOW_VOLUME|UNKNOWN_REPLENISHMENT|NORMAL|CAPITAL_EFFICIENT|BASKET_TRUST_STRONG|NO|HIGH|LOW,OPTIMAL_LOW_VOLUME,INTERMITTENT_LOW_VOLUME,UNKNOWN_REPLENISHMENT,NORMAL,CAPITAL_EFFICIENT,BASKET_TRUST_STRONG,NO,HIGH,LOW,2,5.0,3.5105649999999997,0.297887,-29.788700000000006,0.7447175,0.9195341374644554,0.0,0.0,0.0,0.0,1.5,-1.5,0,0,0,0,12.0,0,BIAS_DANGEROUS_BLOCK
UNDERSTOCKED|INTERMITTENT_LOW_VOLUME|OVERNIGHT_REPLENISHMENT|LOW_CONVEXITY|CASH_TIE_UP_RISK|BASKET_TRUST_RISK|NO|UNSAFE|LOW,UNDERSTOCKED,INTERMITTENT_LOW_VOLUME,OVERNIGHT_REPLENISHMENT,LOW_CONVEXITY,CASH_TIE_UP_RISK,BASKET_TRUST_RISK,NO,UNSAFE,LOW,2,3.0,8.375,1.7916666666666667,179.16666666666669,2.6875,2.6875744175743304,0.0,6.0,28.92,2.0,3.0,-1.0,0,2,2,0,5.0,0,BIAS_DANGEROUS_BLOCK
OPTIMAL|STABLE_BASE_DEMAND|LONG_LEAD_COSMETICS|LOW_CONVEXITY|CAPITAL_EFFICIENT|BASKET_TRUST_STRONG|NO|LOW|LOW,OPTIMAL,STABLE_BASE_DEMAND,LONG_LEAD_COSMETICS,LOW_CONVEXITY,CAPITAL_EFFICIENT,BASKET_TRUST_STRONG,NO,LOW,LOW,1,2.0,2.429477,0.21473849999999994,21.473849999999995,0.4294769999999999,0.4294769999999999,0.0,0.0,0.0,1.8579999999999997,1.858,0.0,0,0,0,0,12.0,0,BIAS_MODERATE_REVIEW
OPTIMAL|STABLE_BASE_DEMAND|LONG_LEAD_COSMETICS|LOW_CONVEXITY|CASH_TIE_UP_RISK|BASKET_TRUST_STRONG|NO|LOW|LOW,OPTIMAL,STABLE_BASE_DEMAND,LONG_LEAD_COSMETICS,LOW_CONVEXITY,CASH_TIE_UP_RISK,BASKET_TRUST_STRONG,NO,LOW,LOW,1,3.0,3.239882,0.07996066666666672,7.996066666666672,0.23988200000000015,0.23988200000000015,0.0,0.0,0.0,0.42900000000000027,2.429,-2.0,0,0,0,0,35.0,0,BIAS_CONTROLLED
UNDERSTOCKED|STABLE_BASE_DEMAND|LONG_LEAD_COSMETICS|NORMAL|CAPITAL_EFFICIENT|BASKET_TRUST_STRONG|NO|MEDIUM|LOW,UNDERSTOCKED,STABLE_BASE_DEMAND,LONG_LEAD_COSMETICS,NORMAL,CAPITAL_EFFICIENT,BASKET_TRUST_STRONG,NO,MEDIUM,LOW,1,2.0,2.429477,0.21473849999999994,21.473849999999995,0.4294769999999999,0.4294769999999999,0.0,0.0,0.0,0.9460000000000002,0.946,0.0,0,0,0,0,12.0,0,BIAS_MODERATE_REVIEW
OPTIMAL|STABLE_BASE_DEMAND|UNKNOWN_REPLENISHMENT|LOW_CONVEXITY|CAPITAL_EFFICIENT|BASKET_TRUST_STRONG|YES|MEDIUM|LOW,OPTIMAL,STABLE_BASE_DEMAND,UNKNOWN_REPLENISHMENT,LOW_CONVEXITY,CAPITAL_EFFICIENT,BASKET_TRUST_STRONG,YES,MEDIUM,LOW,1,1.0,1.386774,0.38677399999999995,38.67739999999999,0.38677399999999995,0.38677399999999995,0.0,0.0,0.0,0.3210000000000002,0.321,0.0,1,0,0,0,5.0,0,BIAS_DANGEROUS_BLOCK
UNDERSTOCKED|STABLE_BASE_DEMAND|UNKNOWN_REPLENISHMENT|HIGH_CONVEXITY|CASH_TIE_UP_RISK|BASKET_TRUST_STRONG|NO|HIGH|LOW,UNDERSTOCKED,STABLE_BASE_DEMAND,UNKNOWN_REPLENISHMENT,HIGH_CONVEXITY,CASH_TIE_UP_RISK,BASKET_TRUST_STRONG,NO,HIGH,LOW,1,12.0,12.51,0.04249999999999998,4.249999999999998,0.5099999999999998,0.5099999999999998,0.0,0.0,0.0,9.428999999999998,4.429,5.0,0,0,0,0,35.0,0,BIAS_CONTROLLED
OPTIMAL_LOW_VOLUME|INTERMITTENT_LOW_VOLUME|LONG_LEAD_COSMETICS|LOW_CONVEXITY|CAPITAL_EFFICIENT|BASKET_TRUST_RISK|NO|HIGH|LOW,OPTIMAL_LOW_VOLUME,INTERMITTENT_LOW_VOLUME,LONG_LEAD_COSMETICS,LOW_CONVEXITY,CAPITAL_EFFICIENT,BASKET_TRUST_RISK,NO,HIGH,LOW,1,10.0,6.125,0.3875,-38.75,3.875,3.875,2.0,0.0,0.0,0.0,2.0,-2.0,0,0,0,0,5.0,0,BIAS_DANGEROUS_BLOCK
OPTIMAL|STABLE_BASE_DEMAND|OVERNIGHT_REPLENISHMENT|HIGH_CONVEXITY|CAPITAL_EFFICIENT|BASKET_TRUST_STRONG|NO|HIGH|LOW,OPTIMAL,STABLE_BASE_DEMAND,OVERNIGHT_REPLENISHMENT,HIGH_CONVEXITY,CAPITAL_EFFICIENT,BASKET_TRUST_STRONG,NO,HIGH,LOW,1,4.0,4.6675,0.1668750000000001,16.68750000000001,0.6675000000000004,0.6675000000000004,0.0,0.0,0.0,0.75,0.75,0.0,0,0,0,0,12.0,0,BIAS_CONTROLLED
